日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM正数等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2014-04-25,=5236.9120,=5704.1200,=1103953534887.4998,=932792068762,=463181265230.8461,=1.3687,=0.2496,=2.1055,=1.6264,=1.3401
2014-04-24,=5389.2930,=5870.1000,=1136160239879.3000,=961650233358,=476958339910.0642,=1.3975,=0.3064,=2.1055,=1.6267,=1.3401
2014-04-23,=5417.2950,=5886.8500,=1145098282734.8000,=967079818874,=479465292954.2268,=1.4068,=0.3196,=2.1055,=1.6271,=1.3401
2014-04-22,=5387.0550,=5853.6500,=1136824831404.3000,=958580700984,=475204350624.3435,=1.4138,=0.3302,=2.1055,=1.6273,=1.3401
2014-04-21,=5389.6580,=5856.4800,=1135982223052.6001,=958400200747,=474974182910.5616,=1.4128,=0.3262,=2.1067,=1.6276,=1.3394
2014-04-18,=5492.1430,=5967.8400,=1157198191707.3999,=976450616550,=483953182803.8914,=1.4291,=0.3643,=2.1067,=1.6284,=1.3394
2014-04-17,=5474.4290,=5948.6000,=1152872396158.3997,=973334902355,=482805581442.3281,=1.4256,=0.3560,=2.1067,=1.6293,=1.3394
2014-04-16,=5469.7740,=5943.5400,=1150047149923.8999,=970215204075,=482488214483.8735,=1.4277,=0.3615,=2.1067,=1.6298,=1.3394
2014-04-15,=5484.7700,=5959.8300,=1153617951230.8000,=967164960058,=483896156362.8058,=1.4209,=0.3497,=2.1067,=1.6304,=1.3394
2014-04-14,=5536.9100,=6016.4900,=1163843696992.2000,=975825846832,=488747125766.3098,=1.4390,=0.3786,=2.1091,=1.6305,=1.3390
2014-04-11,=5529.9120,=6007.3900,=1164879591611.1001,=976028846385,=487847487648.5100,=1.4267,=0.3590,=2.1091,=1.6306,=1.3390
2014-04-10,=5465.8660,=5937.8200,=1151649825491.3999,=963454604921,=481991322674.7398,=1.4258,=0.3567,=2.1091,=1.6308,=1.3390
2014-04-09,=5411.0360,=5878.2500,=1137473145769,=951733335745,=476838698649.8500,=1.4205,=0.3501,=2.1091,=1.6309,=1.3390
2014-04-08,=5390.7820,=5856.2500,=1135293552554.8999,=950114302162,=475993755265.8699,=1.4156,=0.3374,=2.1091,=1.6310,=1.3390
2014-04-04,=5294.3060,=5751.4400,=1116999841027.8003,=934637808722,=467269893257.5000,=1.3949,=0.3021,=2.1113,=1.6311,=1.3390
2014-04-03,=5243.3720,=5696.1100,=1105860695943.2998,=927050825844,=462753325088.7800,=1.3796,=0.2737,=2.1113,=1.6315,=1.3390
2014-04-02,=5270.4740,=5725.5500,=1111238596102.8999,=931015517319,=465042843217.8499,=1.3892,=0.2922,=2.1113,=1.6320,=1.3390
2014-04-01,=5259.8050,=5713.9600,=1107016348899.8000,=926846953558,=464300690807.1500,=1.3931,=0.2994,=2.1113,=1.6321,=1.3390
2014-03-31,=5162.7280,=5608.5100,=1086235326276.3000,=907731435598,=455369008313.4799,=1.3763,=0.2700,=2.1113,=1.6322,=1.3390
2014-03-28,=5132.6540,=5575.8300,=1079724603531.2000,=899940857308,=452513058868.0399,=1.3842,=0.2790,=2.1128,=1.6326,=1.3379
2014-03-27,=5202.3740,=5651.5700,=1096578114830.1000,=914876904544,=458669670563.4598,=1.4002,=0.3124,=2.1128,=1.6329,=1.3379
2014-03-26,=5285.0870,=5741.4300,=1112828371424.1001,=927907850090,=466072281347.2700,=1.4192,=0.3406,=2.1128,=1.6337,=1.3379
2014-03-25,=5317.3480,=5776.4800,=1122509649152.5000,=937528448592,=468961114164.5100,=1.4175,=0.3365,=2.1128,=1.6345,=1.3379
2014-03-24,=5346.3670,=5808,=1131106827181.2998,=945954771613,=471534822879.3401,=1.4101,=0.3228,=2.1128,=1.6346,=1.3379
2014-03-21,=5333.8930,=5794.4500,=1127935624428.7000,=943110582267,=470717147146.1000,=1.4006,=0.3144,=2.1141,=1.6347,=1.3375
2014-03-20,=5237.2430,=5689.1500,=1105482465953.5000,=927399167851,=462096139812.6299,=1.3650,=0.2480,=2.1141,=1.6349,=1.3375
2014-03-19,=5360.4050,=5822.9400,=1131607373457,=949687912790,=473072309119.7601,=1.3980,=0.3079,=2.1141,=1.6351,=1.3375
2014-03-18,=5438.6050,=5907.8900,=1144988779585.3000,=959859327109,=480053903399.8500,=1.4086,=0.3196,=2.1141,=1.6352,=1.3375
2014-03-17,=5400.5460,=5866.5500,=1136366126239.7000,=951994277553,=476689774914.7499,=1.3949,=0.3005,=2.1141,=1.6353,=1.3375
2014-03-14,=5370.3410,=5833.7400,=1130302927580.6001,=946227306253,=473588629953.5599,=1.3851,=0.2823,=2.1143,=1.6379,=1.3366
2014-03-13,=5428.0950,=5896.4700,=1143138894488.5000,=955784375828,=478479716937.7700,=1.3955,=0.3011,=2.1143,=1.6405,=1.3366
2014-03-12,=5270.2980,=5725.0600,=1110600248028.6001,=925825681677,=464506395167.7499,=1.3704,=0.2617,=2.1143,=1.6418,=1.3366
2014-03-11,=5291.7510,=5748.3600,=1114739856247.8999,=930186562622,=466486960932.8300,=1.3703,=0.2601,=2.1143,=1.6431,=1.3366
2014-03-10,=5200.0990,=5648.8000,=1093478402402.2000,=911866861643,=458547102518.1900,=1.3572,=0.2357,=2.1143,=1.6434,=1.3366
2014-03-07,=5314.7730,=5773.3700,=1119464654349.2000,=936119839910,=468002335292.4700,=1.3890,=0.2898,=2.1151,=1.6436,=1.3363
2014-03-06,=5285.1490,=5741.1900,=1113924760365.1001,=931385741057,=465129034544.1402,=1.3899,=0.2918,=2.1151,=1.6460,=1.3363
2014-03-05,=5301.0010,=5758.4100,=1116097272578.8000,=932647607417,=466527078825.3298,=1.3994,=0.3053,=2.1151,=1.6483,=1.3363
2014-03-04,=5268.2720,=5722.8600,=1107720137864.7000,=923585413014,=463505448608.0802,=1.3898,=0.2914,=2.1151,=1.6500,=1.3363
2014-03-03,=5312.8510,=5771.2900,=1117960149488.3999,=930878010461,=467478031164.8900,=1.4018,=0.3085,=2.1151,=1.6516,=1.3363
2014-02-28,=5217.1650,=5667.3400,=1097653763857.1000,=908760077558,=458925994502.6401,=1.3696,=0.2582,=2.1152,=1.6521,=1.3360
2014-02-27,=5117.5470,=5559.1300,=1074622424005.7998,=889891420054,=449537185741.9799,=1.3588,=0.2398,=2.1152,=1.6526,=1.3360
2014-02-26,=5173.8990,=5620.3400,=1084393759984,=896859038318,=454446782409.5599,=1.3783,=0.2711,=2.1152,=1.6539,=1.3360
2014-02-25,=5179.8330,=5626.7900,=1083997746269.5000,=896904594130,=455163876552.9601,=1.3749,=0.2696,=2.1152,=1.6553,=1.3360
2014-02-24,=5371.3290,=5834.8100,=1124533228062.8000,=931123231237,=471964283470.1301,=1.4235,=0.3366,=2.1152,=1.6564,=1.3360
2014-02-21,=5437.1690,=5906.3300,=1138460833171.8000,=941840594585,=477837274321.3901,=1.4371,=0.3538,=2.1172,=1.6576,=1.3336
2014-02-20,=5484.0950,=5957.3100,=1148877363082.1001,=949973439336,=481782138760.4800,=1.4574,=0.3809,=2.1172,=1.6576,=1.3336
2014-02-19,=5504.5500,=5979.5300,=1153300763063,=954638846648,=483494372457.6301,=1.4664,=0.3938,=2.1172,=1.6577,=1.3336
2014-02-18,=5473.7710,=5946.0900,=1145113116383.6001,=947171294344,=480880713390.9500,=1.4583,=0.3825,=2.1172,=1.6578,=1.3336
2014-02-17,=5536.2580,=6013.9700,=1159631468048.5002,=958626887940,=486438513079.9002,=1.4754,=0.3989,=2.1172,=1.6579,=1.3336
2014-02-14,=5460.8900,=5932.1000,=1142393711342.3000,=942124389304,=479811123073.9701,=1.4583,=0.3832,=2.1182,=1.6582,=1.3333
2014-02-13,=5352.6550,=5814.5200,=1117286243686,=919820041324,=470342309619.6600,=1.4312,=0.3477,=2.1182,=1.6585,=1.3333
2014-02-12,=5395.5830,=5861.1600,=1123554140529.2002,=924640863861,=474262603992.8900,=1.4415,=0.3632,=2.1182,=1.6600,=1.3333
2014-02-11,=5362.8610,=5825.6100,=1119246634581.1001,=919937442692,=471439759950.7100,=1.4274,=0.3429,=2.1182,=1.6615,=1.3333
2014-02-10,=5331.3950,=5791.4300,=1111439938513.9998,=913678618301,=468744310456.1901,=1.4192,=0.3324,=2.1182,=1.6627,=1.3333
2014-02-07,=5205.2850,=5654.4400,=1086476030971,=895020853963,=457797000786.0101,=1.3846,=0.2815,=2.1193,=1.6638,=1.3322
2014-01-30,=5135.0660,=5578.1600,=1074359631973.2000,=883832596693,=451516333495.8500,=1.3700,=0.2619,=2.1193,=1.6648,=1.3322
2014-01-29,=5229.5650,=5680.8100,=1093634453857.5000,=900846866542,=460085223566.1000,=1.3892,=0.2901,=2.1193,=1.6657,=1.3322
2014-01-28,=5282.9930,=5738.8500,=1104155101785.3999,=910891865782,=464930329173.0799,=1.3971,=0.2994,=2.1193,=1.6670,=1.3322
2014-01-27,=5349.6210,=5811.2300,=1117531798018.3999,=922612853816,=470729077829.0399,=1.4050,=0.3078,=2.1193,=1.6682,=1.3322
2014-01-24,=5394.0800,=5859.5200,=1126106483807,=927122723260,=474576894618.1299,=1.4194,=0.3297,=2.1193,=1.6685,=1.3304
2014-01-23,=5370.1830,=5833.5600,=1122051793169.5000,=921740444320,=472428106801.5100,=1.4073,=0.3101,=2.1193,=1.6689,=1.3304
2014-01-22,=5376.7280,=5840.6700,=1124785905226.2000,=923559783785,=472845092211.3300,=1.4131,=0.3131,=2.1193,=1.6698,=1.3304
2014-01-21,=5232.1800,=5683.6500,=1094141728301.8002,=897604267903,=460070528704.7999,=1.3871,=0.2871,=2.1193,=1.6707,=1.3304
2014-01-20,=5218.9010,=5669.2300,=1089725382482.1000,=895265622003,=459028879105.6701,=1.3743,=0.2702,=2.1193,=1.6729,=1.3304
2014-01-17,=5247.9860,=5700.8200,=1093810922168.1000,=895617327308,=461346931895.1299,=1.3812,=0.2768,=2.1210,=1.6752,=1.3303
2014-01-16,=5369.7630,=5833.1100,=1118246945541.0002,=915439588189,=472205287364.9299,=1.4120,=0.3106,=2.1210,=1.6755,=1.3303
2014-01-15,=5342.2920,=5803.2700,=1108520218852.1001,=908708184840,=469901639272.8801,=1.4011,=0.3055,=2.1210,=1.6758,=1.3303
2014-01-14,=5345.9840,=5807.2800,=1111630032182.0002,=911597235806,=470364959481.6800,=1.3981,=0.3012,=2.1210,=1.6759,=1.3303
2014-01-13,=5279.7330,=5735.3100,=1098224623551.9000,=899842000208,=464504786217.4699,=1.3820,=0.2778,=2.1210,=1.6761,=1.3303
2014-01-10,=5283.2750,=5739.1600,=1096546817737.5000,=898161065052,=464708650729.9598,=1.3851,=0.2817,=2.1226,=1.6763,=1.3303
2014-01-09,=5301.1640,=5758.5900,=1098508625366.7000,=891571450793,=465952111316.7299,=1.3994,=0.3011,=2.1226,=1.6765,=1.3303
2014-01-08,=5359.1910,=5821.6200,=1108980055424.7000,=899495196051,=471235552102.6400,=1.4151,=0.3123,=2.1226,=1.6765,=1.3303
2014-01-07,=5333.9670,=5794.2200,=1106336954594.6001,=898118738810,=468734250403.9202,=1.4154,=0.3144,=2.1226,=1.6766,=1.3303
2014-01-06,=5326.0730,=5785.6500,=1105340854133.1003,=897559980714,=467937173608.6100,=1.4191,=0.3202,=2.1226,=1.6780,=1.3303
2014-01-03,=5484.8120,=5958.0800,=1138596768666.1001,=925154925323,=481857340488.0400,=1.4575,=0.3690,=2.1237,=1.6795,=1.3300
2014-01-02,=5541.4380,=6019.6000,=1150961211257.1001,=935749824270,=486682111887.4000,=1.4775,=0.3850,=2.1237,=1.6798,=1.3300
2013-12-31,=5581.8470,=6063.4900,=1159504531531.8999,=935778502053,=490299374547.4001,=1.4812,=0.3862,=2.1237,=1.6801,=1.3300
2013-12-30,=5505.4010,=5980.4500,=1141398403937.3003,=919680483388,=484176515649.1500,=1.4644,=0.3765,=2.1237,=1.6808,=1.3300
2013-12-27,=5491.7300,=5965.6000,=1137491074370.3003,=918352000270,=483195720068.8699,=1.4501,=0.3621,=2.1237,=1.6815,=1.3300
2013-12-26,=5422.6500,=5890.5600,=1122108889801.3999,=906541696417,=477299354345.5598,=1.4263,=0.3312,=2.1258,=1.6829,=1.3298
2013-12-25,=5492.3810,=5966.3100,=1138237538355.2002,=920005382374,=483146842694.0300,=1.4510,=0.3619,=2.1258,=1.6843,=1.3298
2013-12-24,=5442.4870,=5912.1100,=1126471738622.3000,=912560585582,=478931371905.4000,=1.4329,=0.3392,=2.1258,=1.6850,=1.3298
2013-12-23,=5429.1880,=5897.6600,=1122225543006.2000,=909625732890,=477958797085.8601,=1.4274,=0.3321,=2.1258,=1.6857,=1.3298
2013-12-20,=5434.1650,=5903.0700,=1120971827637.8000,=909608712593,=478601718467.4301,=1.4143,=0.3139,=2.1258,=1.6878,=1.3298
2013-12-19,=5457.6950,=5928.6300,=1130073132099.3999,=918487842001,=480236738442.8000,=1.4224,=0.3262,=2.1269,=1.6899,=1.3286
2013-12-18,=5515.3930,=5991.3000,=1140863914494.8000,=927921562759,=485390043024.6201,=1.4391,=0.3469,=2.1269,=1.6913,=1.3286
2013-12-17,=5518.3280,=5994.4900,=1142542704645.1997,=922117867571,=485529448205.4500,=1.4390,=0.3463,=2.1269,=1.6927,=1.3286
2013-12-16,=5546.8490,=6025.4700,=1148540893195.2000,=926658149674,=487901444550.9199,=1.4515,=0.3596,=2.1269,=1.6930,=1.3286
2013-12-13,=5656.4500,=6144.5300,=1122489400470.2998,=902876104784,=475531436929.4101,=1.4512,=0.3590,=2.1269,=1.6932,=1.3286
2013-12-12,=5673.8550,=6163.4400,=1125956944767.5000,=905790053449,=477023879796.3500,=1.4538,=0.3612,=2.1284,=1.6943,=1.3276
2013-12-11,=5683.9560,=6174.4100,=1129573347246.8999,=908685252501,=477772450991.9199,=1.4546,=0.3615,=2.1284,=1.6955,=1.3276
2013-12-10,=5733.1440,=6227.8400,=1139393268826.7000,=915436132294,=481739176352.5700,=1.4718,=0.3749,=2.1284,=1.6966,=1.3276
2013-12-09,=5743.3730,=6238.9600,=1141979821596.8999,=917693190467,=482773715816.1199,=1.4736,=0.3762,=2.1284,=1.6977,=1.3276
2013-12-06,=5711.6910,=6204.5400,=1136332489958.8999,=913320079163,=480284697881.0601,=1.4633,=0.3672,=2.1284,=1.6988,=1.3276
2013-12-05,=5718.2580,=6211.6700,=1135237669601.3999,=911790075939,=480657605904.7300,=1.4648,=0.3694,=2.1288,=1.6999,=1.3268
2013-12-04,=5727.1730,=6221.3600,=1135953120615.6001,=913170067483,=481662068387.2300,=1.4565,=0.3632,=2.1288,=1.7006,=1.3268
2013-12-03,=5628.1640,=6113.8100,=1116989383596.2002,=898579609945,=473559263764.6799,=1.4230,=0.3308,=2.1288,=1.7012,=1.3268
2013-12-02,=5508.5440,=5983.8600,=1094840872305.6998,=881229755904,=463872946675.5500,=1.3888,=0.2956,=2.1288,=1.7014,=1.3268
2013-11-29,=5717.0810,=6210.4000,=1134842940548.3999,=914511828242,=481621763541.5100,=1.4395,=0.3483,=2.1288,=1.7016,=1.3268
2013-11-28,=5713.5860,=6206.6000,=1134597051503.8999,=914401771719,=481375632143.3402,=1.4331,=0.3402,=2.1295,=1.7021,=1.3262
2013-11-27,=5632.3180,=6118.3200,=1118681407247.3000,=902600614221,=474535456932.5399,=1.4202,=0.3283,=2.1295,=1.7026,=1.3262
2013-11-26,=5599.3730,=6082.5300,=1111975136249.6001,=897801854969,=471826995804.8800,=1.4132,=0.3155,=2.1295,=1.7085,=1.3262
2013-11-25,=5601.4460,=6084.7800,=1113582383353.7002,=899044790002,=472198683830.0500,=1.4110,=0.3148,=2.1295,=1.7144,=1.3262
2013-11-22,=5608.0830,=6091.9900,=1112989078961.2000,=897445730423,=472349409899.5101,=1.4133,=0.3151,=2.1295,=1.7153,=1.3262
2013-11-21,=5628.6130,=6114.2900,=1117182190554.1001,=901149402512,=473898875849.5000,=1.4154,=0.3183,=2.1320,=1.7162,=1.3256
2013-11-20,=5672.9160,=6162.4200,=1126803733271.8000,=909374717858,=478014056759.1599,=1.4175,=0.3205,=2.1320,=1.7176,=1.3256
2013-11-19,=5663.1000,=6151.7600,=1124333599347.2998,=908118284494,=477370008768.7600,=1.4093,=0.3151,=2.1320,=1.7189,=1.3256
2013-11-18,=5736.6380,=6231.6400,=1135983909170.3003,=916528653544,=483485990882.3098,=1.4181,=0.3211,=2.1320,=1.7190,=1.3256
2013-11-15,=5608.0450,=6091.9500,=1112744394199.2002,=897694478161,=473156290925.4898,=1.3852,=0.2921,=2.1320,=1.7191,=1.3256
2013-11-14,=5510.0550,=5985.5100,=1095097056631.2000,=884646588653,=465356309446.2500,=1.3492,=0.2384,=2.1324,=1.7195,=1.3250
2013-11-13,=5432.2140,=5900.9500,=1082664512177.7000,=875730907070,=459084696536.8300,=1.3239,=0.1979,=2.1324,=1.7199,=1.3250
2013-11-12,=5518.8750,=5995.0900,=1099571398055.3999,=887784605224,=465972511086.5599,=1.3441,=0.2294,=2.1324,=1.7206,=1.3256
2013-11-11,=5436.0720,=5905.1400,=1079402277608.1000,=870726823327,=458588653157.5300,=1.3298,=0.2049,=2.1324,=1.7213,=1.3256
2013-11-08,=5363.0630,=5825.8300,=1064224934048.3998,=858772888122,=452107624320.1299,=1.3187,=0.1880,=2.1324,=1.7217,=1.3256
2013-11-07,=5432.9390,=5901.7300,=1078425319312.1002,=870445405128,=458345880122.7601,=1.3418,=0.2234,=2.1342,=1.7220,=1.3256
2013-11-06,=5502.3690,=5977.1600,=1090531829322.1000,=879347586068,=464016148093.6300,=1.3591,=0.2521,=2.1342,=1.7224,=1.3256
2013-11-05,=5553.5950,=6032.8000,=1098437961795.4000,=884200519064,=467818310459.8000,=1.3686,=0.2667,=2.1342,=1.7229,=1.3256
2013-11-04,=5510.3880,=5985.8700,=1091293782833.5000,=876986125702,=463885396304.7000,=1.3534,=0.2402,=2.1342,=1.7230,=1.3256
2013-11-01,=5500.6980,=5975.3400,=1090634872133.8000,=874931302410,=462794333570.0100,=1.3551,=0.2443,=2.1342,=1.7231,=1.3256
2013-10-31,=5531.1490,=6008.4200,=1093667958040.2000,=878174865200,=465516970034.7302,=1.3556,=0.2445,=2.1372,=1.7232,=1.3250
2013-10-30,=5686.5690,=6177.2500,=1114603002630.9998,=893633247210,=476346146766.4100,=1.3868,=0.2859,=2.1372,=1.7232,=1.3250
2013-10-29,=5616.7860,=6101.4500,=1103585674375,=885413097505,=470610358450.5400,=1.3645,=0.2574,=2.1372,=1.7234,=1.3250
2013-10-28,=5684.8120,=6175.3400,=1116697123856.8000,=894612447797,=476314489064.3999,=1.4046,=0.3036,=2.1372,=1.7237,=1.3250
2013-10-25,=5731.5910,=6226.1600,=1123247048764.3003,=902629793948,=479491602797.0500,=1.4148,=0.3068,=2.1372,=1.7241,=1.3250
2013-10-24,=5887.6200,=6395.6500,=1154895810823.5000,=929114855142,=493064998366.2601,=1.4482,=0.3436,=2.1384,=1.7246,=1.3243
2013-10-23,=5952.3560,=6465.9700,=1165874080266.6001,=937574091467,=498428061258.5900,=1.4629,=0.3477,=2.1384,=1.7255,=1.3243
2013-10-22,=6170.5930,=6703.0400,=1203281143506.7998,=966134434068,=515733384262.1600,=1.5198,=0.3846,=2.1384,=1.7264,=1.3243
2013-10-21,=6228.8600,=6766.3300,=1216323416559.6001,=975330788975,=520604451302.8199,=1.5445,=0.3985,=2.1384,=1.7267,=1.3243
2013-10-18,=6014.8270,=6533.8300,=1177132563024.1997,=946687357743,=503197372187.6100,=1.4998,=0.3699,=2.1384,=1.7271,=1.3243
2013-10-17,=5993.2690,=6510.4100,=1176001992271.3999,=946456840244,=501423995744.6699,=1.5001,=0.3703,=2.1386,=1.7273,=1.3233
2013-10-16,=6002.1220,=6520.0300,=1178686509304.3999,=947790819248,=502212902804.4000,=1.5039,=0.3736,=2.1386,=1.7275,=1.3233
2013-10-15,=6110.3020,=6637.5500,=1199136383966,=963484663370,=511089777818.2601,=1.5490,=0.3990,=2.1386,=1.7275,=1.3233
2013-10-14,=6052.2250,=6574.4600,=1188430523528.8999,=953901116601,=505546454897.4100,=1.5395,=0.3965,=2.1386,=1.7276,=1.3233
2013-10-11,=5921.7630,=6432.7400,=1159315050675.7000,=930958512404,=495045827471.0299,=1.4889,=0.3630,=2.1386,=1.7278,=1.3233
2013-10-10,=5841.0070,=6345.0100,=1140794047863.6997,=917960981782,=488794767913.3398,=1.4434,=0.3391,=2.1409,=1.7280,=1.3226
2013-10-09,=5856.4500,=6361.7900,=1144650957087.3999,=921509986977,=489995363493.1901,=1.4480,=0.3453,=2.1409,=1.7282,=1.3226
2013-10-08,=5794.5340,=6294.5300,=1136294728556.4004,=913957595050,=484844247029.9498,=1.4380,=0.3340,=2.1409,=1.7284,=1.3226
2013-09-30,=5736.8100,=6231.8300,=1126472557999.8003,=905452737333,=480054782925.2800,=1.4262,=0.3217,=2.1409,=1.7295,=1.3226
2013-09-27,=5656.4200,=6144.5000,=1112960286709.9998,=893674427702,=472483392183.5665,=1.4064,=0.3084,=2.1409,=1.7306,=1.3226
2013-09-26,=5675.7970,=6165.5500,=1114264852199.2002,=896623125134,=474525863369.4631,=1.3924,=0.2980,=2.1424,=1.7316,=1.3216
2013-09-25,=5679.0530,=6169.0900,=1115657607239.5000,=898166578606,=474793508904.4909,=1.4134,=0.3090,=2.1424,=1.7326,=1.3216
2013-09-24,=5691.8740,=6183.0100,=1118172554277,=900980271527,=476000571461.6160,=1.3983,=0.3054,=2.1424,=1.7327,=1.3216
2013-09-23,=5622.4950,=6107.6500,=1107615157440.6001,=894231704328,=471106092911.6451,=1.3953,=0.2998,=2.1424,=1.7328,=1.3216
2013-09-18,=5528.2760,=6005.3000,=1090680445710.3000,=882277258573,=463665161702.9905,=1.3696,=0.2717,=2.1424,=1.7328,=1.3216
2013-09-17,=5536.5380,=6014.2700,=1092237835974.2000,=883798523186,=464382397106.9774,=1.3537,=0.2476,=2.1424,=1.7328,=1.3215
2013-09-16,=5649.6050,=6137.1000,=1117058507691.6001,=906198813020,=474824119972.9075,=1.3748,=0.2791,=2.1424,=1.7332,=1.3215
2013-09-13,=5680.8200,=6171.0100,=1123576254044.5000,=912640355626,=477673829083.2686,=1.3681,=0.2686,=2.1424,=1.7337,=1.3215
2013-09-12,=5600.0490,=6083.2600,=1108842261611.8999,=901375440056,=471220300641.2252,=1.3590,=0.2552,=2.1424,=1.7345,=1.3215
2013-09-11,=5636.3390,=6122.6900,=1114481168717.7000,=905886474744,=474490063944.4551,=1.3533,=0.2466,=2.1424,=1.7354,=1.3215
2013-09-10,=5605.1760,=6088.8300,=1107476839898.7000,=899387262191,=471806620551.6953,=1.3487,=0.2409,=2.1426,=1.7359,=1.3214
2013-09-09,=5571.7190,=6052.4900,=1101290900622.1001,=894412750620,=469089679307.0082,=1.3360,=0.2185,=2.1426,=1.7364,=1.3214
2013-09-06,=5522.7240,=5999.2700,=1090276075011.1000,=886479596081,=465171375848.4689,=1.3204,=0.1970,=2.1426,=1.7369,=1.3214
2013-09-05,=5528.6600,=6005.7200,=1091417957479.4000,=886939350760,=465589486794.4971,=1.3156,=0.1854,=2.1426,=1.7373,=1.3215
2013-09-04,=5491.6240,=5965.4800,=1088638044698.8000,=885448717990,=462800599322.0401,=1.3202,=0.1955,=2.1426,=1.7375,=1.3216
2013-09-03,=5475.5670,=5948.0400,=1084653427795.6000,=882727977477,=461227145678.6739,=1.3170,=0.1887,=2.1434,=1.7376,=1.3216
2013-09-02,=5371.3640,=5834.8500,=1066275481037,=868733303476,=453007919241.9390,=1.2951,=0.1622,=2.1434,=1.7385,=1.3226
2013-08-30,=5371.6910,=5835.2000,=1079132847705.6998,=884775774582,=455662479400.2266,=1.2812,=0.1337,=2.1434,=1.7394,=1.3233
2013-08-29,=5415.4880,=5882.7800,=1086667617861.8998,=891008816151,=459347653562.8273,=1.2890,=0.1497,=2.1434,=1.7396,=1.3243
2013-08-28,=5431.5950,=5900.2700,=1090616001525.7002,=893709116425,=458652749401.6947,=1.2842,=0.1419,=2.1434,=1.7397,=1.3250
2013-08-27,=5488.8020,=5962.4200,=1103258758853.7998,=904407192507,=465189781540.5498,=1.3011,=0.1668,=2.1442,=1.7397,=1.3250
2013-08-26,=5461.7220,=5933,=1098820025738.4000,=900499053929,=463140786651.3701,=1.2932,=0.1571,=2.1442,=1.7397,=1.3256
2013-08-23,=5383.8310,=5848.3900,=1083841575892,=888529987856,=456830099619.3837,=1.2627,=0.1055,=2.1442,=1.7402,=1.3262
2013-08-22,=5407.5040,=5874.1100,=1090504372557.3000,=893400966036,=459041504907.6446,=1.2706,=0.1165,=2.1442,=1.7407,=1.3268
2013-08-21,=5416.3510,=5883.7200,=1093115347380.6000,=894958868687,=458865511081.4204,=1.2706,=0.1167,=2.1442,=1.7416,=1.3276
2013-08-20,=5407.5400,=5874.1400,=1089352889170.6000,=892085274415,=458040378683.6312,=1.2623,=0.1048,=2.1446,=1.7424,=1.3276
2013-08-19,=5424.6860,=5892.7700,=1094043428288.1000,=896806043981,=459584039258.8864,=1.2715,=0.1159,=2.1446,=1.7450,=1.3286
2013-08-16,=5346.9150,=5807.6700,=1081216073142.5000,=882387169771,=453096921761.2100,=1.2538,=0.0980,=2.1446,=1.7476,=1.3300
2013-08-15,=5443.0960,=5912.1400,=1100519114642.7998,=897373280828,=461404360801.2653,=1.2765,=0.1211,=2.1446,=1.7515,=1.3303
2013-08-14,=5494.9970,=5968.5200,=1110510695310.5002,=904871974091,=463611909089.2606,=1.3014,=0.1613,=2.1446,=1.7554,=1.3303
2013-08-13,=5531.2590,=6007.9000,=1118480237623.2998,=910903856092,=466127636798.9482,=1.3057,=0.1615,=2.1458,=1.7568,=1.3303
2013-08-12,=5555.1700,=6033.8700,=1120965219775.2002,=892733456955,=467868499421.7148,=1.3004,=0.1586,=2.1458,=1.7583,=1.3304
2013-08-09,=5461.1650,=5931.7700,=1099288024448.3000,=874629999533,=459820328237.8183,=1.2805,=0.1276,=2.1458,=1.7589,=1.3322
2013-08-08,=5447.1380,=5915.1500,=1098787813305.2998,=875156307838,=459140903918.4143,=1.2805,=0.1268,=2.1458,=1.7596,=1.3333
2013-08-07,=5446.0690,=5913.9900,=1098633612186.9000,=875327108094,=459395706530.6961,=1.2688,=0.1138,=2.1458,=1.7599,=1.3336
2013-08-06,=5458.4630,=5927.4500,=1101185413422.6997,=876704805555,=460404120866.0259,=1.2796,=0.1250,=2.1466,=1.7602,=1.3336
2013-08-05,=5430.2900,=5896.8500,=1096007562700,=872650659033,=458095266470.9758,=1.2657,=0.1090,=2.1466,=1.7610,=1.3363
2013-08-02,=5308.6770,=5764.7900,=1074881316102,=857182315786,=448507921718.4150,=1.2239,=0.0727,=2.1466,=1.7618,=1.3366
2013-08-01,=5267.3390,=5719.9000,=1066167720545.2000,=850039950009,=444410173519.0869,=1.2226,=0.0708,=2.1466,=1.7619,=1.3375
2013-07-31,=5190.5190,=5636.4800,=1047898067363.8000,=834720892161,=437776073915.1715,=1.1899,=0.0486,=2.1466,=1.7620,=1.3379
2013-07-30,=5232.8840,=5666.4900,=1055913582829.8000,=840994385431,=441170791293.3056,=1.1908,=0.0486,=2.1493,=1.7622,=1.3379
2013-07-29,=5221.4320,=5654.0900,=1054627697087.9000,=841315264770,=440861192051.9397,=1.1846,=0.0456,=2.1493,=1.7624,=1.3390
2013-07-26,=5314.0710,=5751.4700,=1073546896137.3998,=856736698640,=448950834135.3679,=1.2108,=0.0548,=2.1493,=1.7625,=1.3390
2013-07-25,=5372.3920,=5812.8300,=1087801296562.9000,=868175805097,=454070879045.1265,=1.2246,=0.0681,=2.1493,=1.7627,=1.3394
