日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2022-04-27,=21172.2300,=26223.2300,=6422648944791.9014,=5748313030166,=2795100547327.2881,=46.2996,=0.9098,=39.7666,=30.6028,=24.0175
2022-04-26,=20630.8800,=25552.7400,=6261447866611.5400,=5596446472520,=2718395924589.4814,=44.8305,=0.8873,=39.7578,=30.5990,=24.0175
2022-04-25,=20463.8400,=25345.8400,=6184682297180.0410,=5517767448504,=2687556830424.9771,=44.2723,=0.8750,=39.7471,=30.5849,=24.0175
2022-04-22,=21329.8800,=26418.4900,=6430417495999.5908,=5751721981645,=2799492741890.0137,=45.6950,=0.9013,=39.7471,=30.5708,=23.9946
2022-04-21,=21392.1900,=26492.5200,=6443703084428.5586,=5761895171602,=2804104791498.7100,=45.7219,=0.9023,=39.7443,=30.5679,=23.9946
2022-04-20,=21838.5100,=27045.2500,=6555886180549.0215,=5852498771904,=2853299158597.4307,=46.4667,=0.9119,=39.7299,=30.5651,=23.9946
2022-04-19,=21722.7300,=26901.8700,=6516381635723.0693,=5814107057447,=2839446854046.6592,=46.1867,=0.9077,=39.7188,=30.5603,=23.9946
2022-04-18,=21754.7000,=26941.4700,=6528556545525.5508,=5832245707499,=2844884866563.9399,=46.2279,=0.9083,=39.7178,=30.5555,=23.9946
2022-04-15,=21618.1900,=26772.4000,=6529692888428.3711,=5831847069817,=2845208761689.6299,=45.3338,=0.8954,=39.7178,=30.5541,=23.9789
2022-04-14,=21701.9700,=26876.1600,=6548765478959.9414,=5855619607515,=2855023242519.7002,=45.3764,=0.8973,=39.6961,=30.5527,=23.9789
2022-04-13,=20932.5200,=25923.2600,=6329941850893.6904,=5654132139159,=2762352741122.3198,=43.8602,=0.8686,=39.6779,=30.5484,=23.9789
2022-04-12,=21124.6000,=26152.9500,=6379665179621.0596,=5694166089707,=2786870234439.0903,=44.2047,=0.8763,=39.6644,=30.5442,=23.9789
2022-04-11,=20336.0300,=25176.6800,=6138524533730.1592,=5465138292054,=2683853710271.5308,=42.2274,=0.8447,=39.6568,=30.5399,=23.9789
2022-04-08,=20694.1400,=25620.0300,=6293094745136.1104,=5622793675994,=2749190581247.5005,=43.3068,=0.8604,=39.6568,=30.5356,=23.9738
2022-04-07,=20807.8100,=25760.7500,=6302027076318.7285,=5620549265582,=2749520127010.4307,=43.3683,=0.8613,=39.6451,=30.5326,=23.9738
2022-04-06,=21062.0200,=26075.4700,=6351101916185.3105,=5653910354128,=2771080465776.0103,=43.7060,=0.8674,=39.6052,=30.5296,=23.9738
2022-04-01,=21302.0700,=26371.7600,=6421234132766.8291,=5713015975815,=2797868201945.3311,=44.0391,=0.8719,=39.6023,=30.5240,=23.9738
2022-03-31,=20971.9900,=25963.1300,=6283091606073.5488,=5582507146936,=2736866330227.2305,=43.0917,=0.8573,=39.5969,=30.5185,=23.9738
2022-03-30,=21117.1900,=26142.8800,=6330049558723.3311,=5622423781700,=2756520496786.5493,=44.1253,=0.8747,=39.5969,=30.5153,=23.9715
2022-03-29,=20478.2900,=25351.9300,=6120139118503.4688,=5425321752165,=2665307493388.0903,=42.6783,=0.8521,=39.5779,=30.5121,=23.9715
2022-03-28,=20444.4800,=25310.0700,=6124398826966.9707,=5431140450268,=2663298186788.0903,=42.8017,=0.8543,=39.5448,=30.5114,=23.9715
2022-03-25,=20788.0700,=25735.4400,=6232384345296.2197,=5545948363242,=2709962236219.0698,=43.5230,=0.8639,=39.5309,=30.5107,=23.9715
2022-03-24,=21137.4600,=26167.9700,=6343669501873.8809,=5653247848371,=2758641190625.3101,=44.3410,=0.8778,=39.5274,=30.5059,=23.9715
2022-03-23,=21457.5600,=26564.2600,=6451462641548.4004,=5750011256761,=2796658195911.9502,=44.9497,=0.8920,=39.5274,=30.5010,=23.9637
2022-03-22,=21325.5300,=26400.8100,=6361259395160.7998,=5661628606879,=2757305541793.8491,=44.3212,=0.8777,=39.5042,=30.4873,=23.9637
2022-03-21,=21346.7000,=26427.0100,=6386119975102.3896,=5683948007262,=2764162107195.4404,=44.4593,=0.8809,=39.5021,=30.4736,=23.9637
2022-03-18,=21327.7800,=26403.5900,=6393676077158.4600,=5696605374825,=2767442609174.6504,=44.5119,=0.8822,=39.4996,=30.4729,=23.9637
2022-03-17,=21227.0800,=26278.9200,=6394523651658.6006,=5702813973102,=2761189677621.3809,=44.5410,=0.8824,=39.4882,=30.4722,=23.9637
2022-03-16,=20603.5100,=25506.9400,=6211702665426.2598,=5538817474072,=2683924776533.2085,=43.3003,=0.8630,=39.4882,=30.4666,=23.9417
2022-03-15,=20007.1400,=24768.6500,=6009079664944.0107,=5350034663796,=2592408554907.5605,=41.8879,=0.8445,=39.4850,=30.4609,=23.9417
2022-03-14,=21133.5000,=26163.0700,=6344370599273.7803,=5650579110224,=2740658786809.5698,=44.2251,=0.8781,=39.4842,=30.4570,=23.9417
2022-03-11,=22096.3000,=27355,=6628640202767.7803,=5901347725238,=2859295601737.0293,=46.2067,=0.9076,=39.4503,=30.4530,=23.9417
2022-03-10,=21948.1000,=27171.5400,=6636432958092.1699,=5918408312434,=2857299729567.5200,=46.2610,=0.9085,=39.4479,=30.4443,=23.9417
2022-03-09,=21464.7000,=26573.0900,=6503636116351.8984,=5791821379219,=2803093293820.8711,=45.3353,=0.8958,=39.4479,=30.4356,=23.9269
2022-03-08,=21588.9800,=26726.9600,=6511279901030.7998,=5797313347174,=2804100417645.0698,=45.3886,=0.8978,=39.4452,=30.4325,=23.9269
2022-03-07,=22017.6500,=27257.6500,=6550338572382.2090,=5816158137169,=2818764910624.8989,=45.6609,=0.9019,=39.4273,=30.4293,=23.9269
2022-03-04,=22926.6400,=28382.9700,=6832346774660.8711,=6070609636899,=2936679707569.9404,=47.6379,=0.9305,=39.4155,=30.4096,=23.9269
2022-03-03,=23019.7700,=28498.2600,=6882363491158.4668,=6120274423344,=2957931465928.9180,=47.9866,=0.9363,=39.4095,=30.3899,=23.9269
2022-03-02,=23489.2100,=29079.4200,=7036625222989.1104,=6262594789790,=3024435174906.8804,=49.0622,=0.9519,=39.4095,=30.3777,=23.9140
2022-03-01,=23696.9700,=29336.6300,=7102702403339.5801,=6319914841461,=3051935830477.5996,=49.5229,=0.9597,=39.3660,=30.3654,=23.9140
2022-02-28,=23105.3100,=28604.1600,=6905902820012.3594,=6145920154083,=2967916069038.6396,=48.1508,=0.9405,=39.3643,=30.3514,=23.9140
2022-02-25,=23090.8100,=28586.2000,=6903338887638.8379,=6148550223333,=2971385296732.9097,=48.1326,=0.9405,=39.3573,=30.3373,=23.9140
2022-02-24,=22894.6900,=28343.4100,=6821491788843.8213,=6072396198290,=2936818418709.4404,=47.5619,=0.9307,=39.3351,=30.3257,=23.9140
2022-02-23,=23520.1400,=29117.7100,=7031715874572.5801,=6258508284460,=3025683517189.2402,=49.0277,=0.9521,=39.3351,=30.3140,=23.9092
2022-02-22,=23541.6200,=29144.3000,=7017190424364.9004,=6228798278099,=3016519710175.1812,=48.9264,=0.9512,=39.3348,=30.3095,=23.9092
2022-02-21,=23991.1100,=29700.7600,=7190521578955.2803,=6391129916929,=3092138635463.5107,=50.1349,=0.9720,=39.3252,=30.3049,=23.9092
2022-02-18,=24010.2300,=29724.4300,=7221649423585.2383,=6425825364069,=3106932038791.5103,=50.3520,=0.9749,=39.3219,=30.3013,=23.9092
2022-02-17,=23868.6200,=29549.1200,=7171995993975.2617,=6377633710268,=3083438210625.9712,=50.0058,=0.9697,=39.3106,=30.2977,=23.9092
2022-02-16,=23886.2900,=29571,=7192321159433.0068,=6394700325191,=3089307031270.0615,=50.1475,=0.9729,=39.3106,=30.2953,=23.8852
2022-02-15,=23870.1700,=29551.0500,=7180352892911.1797,=6388269398216,=3087362501490.3003,=50.0640,=0.9710,=39.2925,=30.2930,=23.8852
2022-02-14,=23683.6200,=29320.0900,=7109607901074.7607,=6319898463806,=3059574574434.4009,=49.5708,=0.9638,=39.2833,=30.2906,=23.8852
2022-02-11,=23600.7200,=29217.4700,=7061254255342.8711,=6266547774265,=3041476430263.5508,=49.2336,=0.9559,=39.2333,=30.2883,=23.8852
2022-02-10,=23775.8100,=29434.2300,=7107426086780.1992,=6303727124077,=3066657827545.3501,=49.5556,=0.9638,=39.2301,=30.2873,=23.8852
2022-02-09,=23624.4100,=29246.8000,=7115834135775.1504,=6317789618434,=3067359001419.3706,=49.6142,=0.9641,=39.2301,=30.2863,=23.8713
2022-02-08,=22866.4400,=28308.4400,=6894176827765.3203,=6119068991287,=2971268586051.6396,=48.0687,=0.9422,=39.2243,=30.2814,=23.8713
2022-02-07,=23142.9600,=28650.7600,=6995042165374.0684,=6215676328299,=3012499489643.4204,=48.7720,=0.9513,=39.2201,=30.2765,=23.8713
2022-01-28,=23046.7200,=28531.6200,=7003093157109.0488,=6234066934423,=3014755610989.6694,=48.8281,=0.9529,=39.2192,=30.2587,=23.8713
2022-01-27,=23275.9900,=28815.4500,=7147099527918.9805,=6376998939408,=3074138082524.4990,=49.8322,=0.9680,=39.2141,=30.2410,=23.8713
2022-01-26,=23663.1300,=29294.7300,=7227782613297.4902,=6437465685318,=3104552557004.3599,=50.3947,=0.9758,=39.2141,=30.2298,=23.8506
2022-01-25,=23415.7600,=28988.4900,=7169828515870.5020,=6390927919529,=3081568505275.1099,=49.9907,=0.9699,=39.2058,=30.2186,=23.8506
2022-01-24,=23977.9800,=29684.5100,=7311177581076.3301,=6494239166689,=3137822499556.0605,=50.9762,=0.9804,=39.1840,=30.2126,=23.8506
2022-01-21,=24212.5900,=29974.9500,=7403083751938.0303,=6577532560954,=3176734621050.3804,=51.6170,=0.9833,=39.1828,=30.2066,=23.8506
2022-01-20,=24196.7700,=29955.3600,=7367005346479.4502,=6531557610541,=3164244638471.5801,=51.3654,=0.9830,=39.1723,=30.1981,=23.8506
2022-01-19,=23759.1700,=29413.6200,=7224226339241.6797,=6397530777884,=3097063768417.4312,=50.3699,=0.9767,=39.1723,=30.1897,=23.8272
2022-01-18,=23929,=29623.8700,=7241532687842.4199,=6407610267101,=3102981163345.3315,=50.4906,=0.9784,=39.1662,=30.1868,=23.8272
2022-01-17,=23704.0100,=29345.3400,=7154448121910.9785,=6329480521979,=3067094417920.8804,=49.8834,=0.9711,=39.1129,=30.1838,=23.8272
2022-01-14,=23584.6700,=29197.5900,=7141907097000.5615,=6312221323471,=3058378557913.0493,=49.7960,=0.9695,=39.1051,=30.1832,=23.8272
2022-01-13,=23816.0100,=29483.9900,=7211190800244.5801,=6366963496570,=3083856966102.6411,=50.2791,=0.9760,=39.0939,=30.1825,=23.8272
2022-01-12,=24538.8400,=30378.8500,=7458299389710.1094,=6595423259258,=3195563532697.6597,=52.0020,=0.9856,=39.0939,=30.1817,=23.8227
2022-01-11,=24347.2100,=30141.6100,=7378736125690.8896,=6526815684161,=3162568213703.1294,=51.4472,=0.9836,=39.0934,=30.1808,=23.8227
2022-01-10,=24856.6200,=30772.2600,=7506133868228.0801,=6629862286221,=3219308615341.4995,=52.3355,=0.9872,=39.0792,=30.1787,=23.8227
2022-01-07,=24653.1200,=30520.3200,=7461735153037.0596,=6594640643085,=3192271616748.7197,=52.0259,=0.9862,=39.0584,=30.1767,=23.8227
2022-01-06,=25014.5700,=30967.8000,=7573200454907.5781,=6699252901815,=3242422877547.3188,=52.8031,=0.9905,=39.0523,=30.1706,=23.8227
2022-01-05,=25431.6600,=31484.1500,=7699689117791.3604,=6811861224680,=3302115387588.9800,=53.6850,=0.9944,=39.0523,=30.1646,=23.7887
2022-01-04,=25447.4300,=31503.6800,=7721524462386.9199,=6844799098300,=3314946719897.4502,=53.8373,=0.9957,=39.0512,=30.1567,=23.7887
2021-12-31,=25216.0700,=31217.2600,=7675678319227.3701,=6819657522006,=3294865745725.6704,=53.5176,=0.9934,=39.0443,=30.1488,=23.7887
2021-12-30,=25245.7500,=31254,=7715543646789.2178,=6863296720568,=3311396799697.0200,=53.7956,=0.9957,=39.0212,=30.1465,=23.7887
2021-12-29,=25052.7300,=31015.0300,=7645016368021.2510,=6796487139409,=3279134342009.3311,=53.3038,=0.9934,=39.0023,=30.1443,=23.7887
2021-12-28,=25922.4300,=32091.7200,=7946236782423.0703,=7078048437834,=3409369283356.9092,=55.4041,=0.9980,=39.0023,=30.1385,=23.7841
2021-12-27,=25906.0700,=32071.4600,=7932775792592.4600,=7063005576616,=3404644288279.9707,=55.3102,=0.9980,=39.0021,=30.1327,=23.7841
2021-12-24,=25987.8900,=32172.7600,=8009053865721.9404,=7143764174044,=3446884490636.0098,=55.8420,=0.9990,=38.9971,=30.1265,=23.7841
2021-12-23,=25572.7500,=31658.8300,=7845315876339.9902,=6995966962565,=3372961419934.6011,=54.7004,=0.9977,=38.9867,=30.1203,=23.7841
2021-12-22,=25124.7100,=31104.1600,=7682228688943.9492,=6840153543171,=3297304459684.7700,=53.5633,=0.9957,=38.9740,=30.1180,=23.7841
2021-12-21,=24943.4800,=30879.7900,=7642046998598.7900,=6805955179118,=3276992078647.3989,=53.2831,=0.9951,=38.9740,=30.1157,=23.7829
2021-12-20,=24940.2700,=30875.8200,=7675749821532.4502,=6845159788558,=3289914791630.6802,=53.5181,=0.9957,=38.9403,=30.1112,=23.7829
2021-12-17,=24917.3400,=30847.4300,=7662440046951.1396,=6827894773001,=3283824523216.9102,=53.4253,=0.9957,=38.9344,=30.1068,=23.7829
2021-12-16,=25399.0200,=31443.7500,=7851312119478.1504,=7003706959605,=3363246100342.0098,=54.7422,=0.9980,=38.9006,=30.0938,=23.7829
2021-12-15,=25608.7700,=31703.4200,=7910780559728.3701,=7060766177261,=3387283948001.2510,=55.1568,=0.9983,=38.8958,=30.0807,=23.7829
2021-12-14,=26009.0200,=32198.9200,=8027767360147,=7159435617255,=3433222317346.3306,=55.9725,=0.9993,=38.8958,=30.0804,=23.7685
2021-12-13,=25985.7300,=32170.0900,=7989723906883.7393,=7118442225401,=3415397253417.0298,=55.7073,=0.9993,=38.8944,=30.0801,=23.7685
2021-12-10,=25883.1100,=32043.0400,=7611246201168.2900,=7139239645344,=3410536421732.9595,=56.5985,=0.9997,=38.8877,=30.0728,=23.7685
2021-12-09,=25914.6500,=32082.0800,=7632868662105.7695,=7159071964981,=3415870419956.2813,=56.7593,=1,=38.8844,=30.0656,=23.7685
2021-12-08,=25522.3500,=31596.4300,=7483882299062.2188,=7027091724533,=3354329025508.6401,=55.6514,=1,=38.8757,=30.0609,=23.7685
2021-12-07,=24846.9800,=30760.3300,=7241682068103.4805,=6797831706579,=3247543368458.4907,=53.8503,=0.9997,=38.8757,=30.0563,=23.7562
2021-12-06,=24751.8600,=30642.5700,=7229968420989.5781,=6787477714700,=3242476355797.1709,=53.7632,=0.9997,=38.8662,=30.0463,=23.7562
2021-12-03,=24991.9900,=30939.8500,=7278316813987.4463,=6828601313025,=3262310595725.5811,=54.1227,=1,=38.8588,=30.0363,=23.7562
2021-12-02,=24362.3900,=30160.4100,=7117977227859.9922,=6677230810646,=3185278702934.9097,=52.9304,=0.9983,=38.8243,=30.0355,=23.7562
2021-12-01,=24261.1900,=30035.1200,=7097241973457.9297,=6658100945821,=3174002407672.4009,=52.7762,=0.9980,=38.8081,=30.0348,=23.7562
2021-11-30,=24207.7800,=29969,=7073771631848.3408,=6635325521636,=3165662045656.5801,=52.6017,=0.9977,=38.8081,=30.0343,=23.7133
2021-11-29,=24636.8000,=30500.1200,=7225282675007.3496,=6779375058351,=3234053070603.6494,=53.7284,=1,=38.8002,=30.0338,=23.7133
2021-11-26,=24522.7900,=30358.9800,=7161056789012.6689,=6713596149126,=3201707123669.3506,=53.2508,=0.9993,=38.7985,=30.0279,=23.7133
2021-11-25,=24712.3400,=30593.6400,=7208950946116.0908,=6754900639612,=3224622145426.4907,=53.6069,=0.9997,=38.7937,=30.0221,=23.7133
2021-11-24,=24765.6700,=30659.6600,=7213347085602.0596,=6758380723308,=3223690399314.6411,=53.6396,=1,=38.7915,=30.0199,=23.7133
2021-11-23,=24569.9800,=30417.4000,=7100318852984.3887,=6642278076777,=3176989042005.8701,=52.7991,=0.9997,=38.7915,=30.0177,=23.7007
2021-11-22,=24623.2900,=30483.4000,=7064055694840.6904,=6606472135730,=3163143536008.5703,=52.5295,=0.9993,=38.7859,=30.0162,=23.7007
2021-11-19,=24630.1200,=30491.8500,=7029928639060.1016,=6568605568257,=3147536107372.1001,=52.2757,=0.9980,=38.7580,=30.0147,=23.7007
2021-11-18,=24490.1700,=30318.6000,=6952845513348.3867,=6483831347324,=3114183859033.1396,=51.7025,=0.9963,=38.7452,=30,=23.7007
2021-11-17,=24543.9300,=30385.1500,=6971175922913.8604,=6502482002141,=3122823355908.8506,=51.8388,=0.9973,=38.7445,=29.9852,=23.7007
2021-11-16,=24721.4900,=30604.9700,=7013958659357.5596,=6541907701405,=3144488630249.9712,=52.1569,=0.9980,=38.7445,=29.9790,=23.6875
2021-11-15,=24337.0900,=30129.0800,=6867900041089.1494,=6398706710260,=3083196575914.7402,=51.0708,=0.9953,=38.7418,=29.9727,=23.6875
2021-11-12,=24144.7700,=29891,=6830140162801.8291,=6367995273636,=3071540452436.7397,=50.7900,=0.9937,=38.7395,=29.9710,=23.6875
2021-11-11,=24268.8500,=30044.6100,=6856605631512.9785,=6397780296549,=3083206852468.0508,=50.9868,=0.9950,=38.7371,=29.9693,=23.6875
2021-11-10,=24129.2600,=29871.7900,=6820585211876.8193,=6363160453271,=3063092006885.2295,=50.7190,=0.9937,=38.7351,=29.9693,=23.6875
2021-11-09,=24576.1300,=30425.0100,=6946325861649.3428,=6482291064841,=3120882448623.1196,=51.6540,=0.9967,=38.7351,=29.9693,=23.6635
2021-11-08,=24704.0300,=30583.3500,=7009366044740.7119,=6544045846990,=3148416045733.4795,=52.1228,=0.9980,=38.7345,=29.9653,=23.6635
2021-11-05,=24883.9700,=30806.1200,=7043212549085.0918,=6573386648928,=3163707567471.5098,=52.3745,=0.9993,=38.7343,=29.9614,=23.6635
2021-11-04,=24992.6200,=30940.6200,=7041781837433.4395,=6565317535953,=3161941303418.2500,=52.3638,=0.9987,=38.7249,=29.9587,=23.6635
2021-11-03,=24312.6800,=30098.8600,=6844737170940.4922,=6376923997080,=3077479264155.6704,=50.8986,=0.9960,=38.7243,=29.9559,=23.6635
2021-11-02,=24354.3500,=30150.4500,=6901977293921.3906,=6439293622447,=3101932391198.1694,=51.3242,=0.9977,=38.7243,=29.9495,=23.6600
2021-11-01,=24272.7100,=30049.3800,=6885633635544.9707,=6426579735518,=3097349709120.9004,=51.2027,=0.9973,=38.7129,=29.9431,=23.6600
2021-10-29,=24473.5800,=30298.0600,=6985493654503.1299,=6521572359893,=3136181132871.2891,=45.7720,=0.9289,=38.7067,=29.9417,=23.6600
2021-10-28,=23994.8200,=29705.3500,=6901385087579.4307,=6455573701325,=3244384903560.7710,=45.6695,=0.9279,=38.6764,=29.9402,=23.6600
2021-10-27,=23845.0500,=29519.9500,=6863922632498.9004,=6423331910082,=3229821089450.5103,=42.2589,=0.8757,=38.6752,=29.9312,=23.6600
2021-10-26,=24136.1000,=29880.2600,=6976089491985.7197,=6534857204677,=3283447552494.8115,=42.6225,=0.8797,=38.6752,=29.9223,=23.6577
2021-10-25,=24248.0700,=30018.8800,=7007449261468.7109,=6565136920760,=3300681248873.5317,=42.7584,=0.8823,=38.6663,=29.9033,=23.6577
2021-10-22,=24330.9200,=30121.4500,=7072510757579.7813,=6630759207056,=3328818669503.1572,=43.5434,=0.8923,=38.6607,=29.8844,=23.6577
2021-10-21,=23970.5000,=29675.2400,=6936941577442.7715,=6497776066113,=3266239647186.2144,=42.7142,=0.8819,=38.6597,=29.8820,=23.6577
2021-10-20,=24022.7100,=29739.8900,=6941441299976.5498,=6499343821284,=3268533706850.5625,=42.4853,=0.8792,=38.6557,=29.8796,=23.6577
2021-10-19,=24079.4000,=29810.0600,=6915603203781.5098,=6468169301451,=3257284845661.7759,=42.1323,=0.8755,=38.6557,=29.8682,=23.6514
2021-10-18,=23434.6500,=29011.8700,=6763422123950.2998,=6336155210077,=3185584725265.1558,=38.5963,=0.7981,=38.6513,=29.8568,=23.6514
2021-10-15,=24306.2900,=30088.7700,=7111749838844.9893,=6677585763077,=3348896530647.0723,=40.4961,=0.8486,=38.6513,=29.8568,=23.6514
2021-10-14,=24441.4000,=30256.0200,=7136120222170.2197,=6698617673382,=3360394807039.2681,=40.6349,=0.8525,=38.6333,=29.8568,=23.6514
2021-10-13,=24656.2100,=30521.9400,=7195554299623.3975,=6748433957482,=3384013932726.4360,=40.9733,=0.8582,=38.6330,=29.8551,=23.6514
2021-10-12,=24061.9600,=29786.3200,=6997153646219.5293,=6558408019062,=3289759326313.6025,=39.8436,=0.8374,=38.6330,=29.8535,=23.5878
2021-10-11,=24096.2800,=29828.8000,=6983638621908.6484,=6542055836782,=3287459610758.3018,=39.7666,=0.8356,=38.6311,=29.8532,=23.5878
2021-10-08,=24117.6200,=29855.2200,=6964357274210.3994,=6523832005872,=3279954496716.5391,=39.6568,=0.8326,=38.6034,=29.8529,=23.5878
2021-09-30,=23353.5200,=28909.3400,=6800590353283.3672,=6374164731295,=3198209005888.2085,=38.7243,=0.8046,=38.6006,=29.8518,=23.5878
2021-09-29,=23219.3000,=28743.1900,=6763560200752.2109,=6339251178278,=3182468397953.2324,=38.5134,=0.7982,=38.5890,=29.8507,=23.5878
2021-09-28,=23136,=28640.0800,=6748584913039.6006,=6326457576589,=3174018789554.5898,=38.4282,=0.7968,=38.6006,=29.8347,=23.5838
2021-09-27,=23320.7800,=28868.8100,=6830453346033.0898,=6401969527645,=3211528786372.2388,=38.8944,=0.8122,=38.6006,=29.8186,=23.5838
2021-09-24,=22212.8700,=27497.3300,=6397560758680.0518,=5989784613943,=3019274054850.5405,=36.4294,=0.7516,=38.5890,=29.8182,=23.5838
2021-09-23,=21579.3700,=26713.1100,=6191099048903.8379,=5791378044893,=2926053317888.2134,=35.2537,=0.7176,=38.5890,=29.8179,=23.5838
2021-09-22,=21305.2600,=26373.8000,=6139852948728.1592,=5746208000510,=2902321557902.1333,=34.9619,=0.7124,=38.5890,=29.8130,=23.5838
2021-09-17,=21857.1300,=27056.9600,=6318552639529.7217,=5912329553224,=2982754405770.0581,=35.9795,=0.7369,=38.6006,=29.8080,=23.5599
2021-09-16,=21369.3200,=26453.1000,=6164754408183.2695,=5763289265541,=2905596946959.0615,=35.1037,=0.7156,=38.6006,=29.8051,=23.5599
2021-09-15,=21117.8200,=26141.7700,=6096971279001.3604,=5701698331462,=2871827850558.4580,=34.7177,=0.7081,=38.6006,=29.8022,=23.5599
2021-09-14,=21571.8600,=26703.8300,=6246481907571.3799,=5845444876992,=2941419539081.2612,=35.5691,=0.7245,=38.6006,=29.8021,=23.5599
2021-09-13,=21754.3100,=26929.6700,=6280007645389.0313,=5873332709373,=2954723884096.8066,=35.7600,=0.7305,=38.6006,=29.8020,=23.5599
2021-09-10,=22018.1900,=27256.3300,=6349748086446.2207,=5938317095202,=2985805967402.6509,=36.1571,=0.7415,=38.6034,=29.7989,=23.5475
2021-09-09,=21741.4200,=26913.7100,=6252129868329.5996,=5841549945573,=2936595565181.0986,=35.6012,=0.7256,=38.6034,=29.7959,=23.5475
2021-09-08,=21789.0200,=26972.6400,=6261844369743.6436,=5850266827968,=2940526511142.6499,=35.6565,=0.7265,=38.6034,=29.7948,=23.5475
2021-09-07,=22055.0500,=27301.9600,=6360502123076.1504,=5946686766236,=2988044746416.9063,=36.2183,=0.7439,=38.6034,=29.7938,=23.5475
2021-09-06,=21997.7500,=27231.0400,=6351873927126.5703,=5938153283946,=2981785415369.7109,=36.1692,=0.7438,=38.6034,=29.7920,=23.5475
2021-09-03,=21454.4600,=26558.4900,=6216623353781.7803,=5813653829836,=2918704540923.6040,=35.3990,=0.7242,=38.6311,=29.7902,=23.5236
2021-09-02,=21144.3700,=26174.6200,=6113794581502.4590,=5718039067449,=2869392641418.1123,=34.8135,=0.7112,=38.6311,=29.7864,=23.5236
2021-09-01,=21486.2200,=26597.8100,=6201305805027.6816,=5799336040275,=2911494448964.6943,=35.3118,=0.7216,=38.6311,=29.7827,=23.5236
2021-08-31,=20868.6500,=25833.3200,=6019439769783.0410,=5607412798878,=2823156920416.3535,=34.2762,=0.6982,=38.6311,=29.7654,=23.5236
2021-08-30,=21157.9300,=26191.4200,=6135597183437.1396,=5724596884947,=2869966200619.5269,=32.8839,=0.6268,=38.6311,=29.7482,=23.5236
2021-08-27,=21170.6100,=26207.1100,=6144105880513.1787,=5726856500508,=2854856438232.9990,=33.0020,=0.6351,=38.6330,=29.7424,=23.5215
2021-08-26,=21215.3400,=26262.4900,=6159154565979.6094,=5737811718220,=2724691697808.7598,=32.5682,=0.6110,=38.6330,=29.7366,=23.5215
2021-08-25,=21849.2500,=27047.2000,=6371273018370.7803,=5942838969775,=2820826624624.4141,=33.6887,=0.6758,=38.6330,=29.7317,=23.5215
2021-08-24,=21538.8900,=26663.0100,=6257166302556.8887,=5830257373454,=2769024274762.6924,=33.1301,=0.6432,=38.6330,=29.7268,=23.5215
2021-08-23,=21141.8800,=26171.5500,=6108911537840.2393,=5687089147897,=2703402620183.2349,=32.2905,=0.5977,=38.6330,=29.7243,=23.5215
2021-08-20,=20930.6300,=25910.0500,=6044783187514.1787,=5629237804854,=2674814729140.9160,=31.9884,=0.5830,=38.6333,=29.7218,=23.5214
2021-08-19,=21902.4300,=27092.5500,=6351407229124.3027,=5926630278021,=2805183334712.7808,=33.6080,=0.6713,=38.6333,=29.7171,=23.5214
