日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2016-10-20,=8041.7800,=9182.7900,=1892129940921.3000,=1563867966811,=798736210229.6200,=26.6561,=0.4707,=41.1193,=27.1496,=19.3019
2016-10-19,=8063.5599,=9207.6600,=1897408674417.3999,=1568111741228,=801049407488.0992,=26.9861,=0.4873,=41.1193,=27.1515,=19.3019
2016-10-18,=8073.5689,=9219.0900,=1899557647331.3999,=1569576532501,=802205440876.5381,=27.0433,=0.4938,=41.1193,=27.1534,=19.3019
2016-10-17,=7964.5102,=9094.5600,=1872901136201.3003,=1547466626407,=790496139838.3894,=26.6901,=0.4720,=41.1193,=27.1598,=19.3019
2016-10-14,=8011.1928,=9147.8600,=1884978785035.5000,=1556785559140,=795208620659.5906,=26.8623,=0.4808,=41.1193,=27.1661,=19.3019
2016-10-13,=7995.6448,=9130.1100,=1880170655627.3000,=1553572403371,=793445059336.8866,=26.7937,=0.4776,=41.1786,=27.1853,=19.3009
2016-10-12,=8013.0083,=9149.9300,=1884509791663,=1558395364723,=795435537356.5796,=26.8373,=0.4802,=41.1786,=27.2045,=19.3009
2016-10-11,=8029.4018,=9168.6500,=1889617520879.8999,=1563104267105,=797594427983.1896,=26.9101,=0.4822,=41.1786,=27.2225,=19.3009
2016-10-10,=8002.3979,=9137.8200,=1880779337241.3999,=1554642228344,=793749322502.5439,=26.7842,=0.4773,=41.1786,=27.2405,=19.3009
2016-09-30,=7875.2949,=8992.6800,=1850122205881.7000,=1529639059800,=781281767081.8071,=26.3476,=0.4532,=41.1786,=27.2449,=19.3009
2016-09-29,=7807.5215,=8915.2900,=1830797710075.4004,=1512086898563,=773744762082.3173,=26.0724,=0.4353,=41.1836,=27.2492,=19.2892
2016-09-28,=7774.0843,=8877.1100,=1822051069675.3999,=1503611260759,=770332951963.2479,=25.9478,=0.4219,=41.1836,=27.2564,=19.2892
2016-09-27,=7795.8886,=8902.0100,=1828633224910.1001,=1509576183100,=772915800629.1305,=26.0416,=0.4324,=41.1836,=27.2636,=19.2892
2016-09-26,=7752.4631,=8852.4200,=1818313230688.2000,=1500406845394,=768567699856.6650,=25.8946,=0.4190,=41.1836,=27.2648,=19.2892
2016-09-23,=7928.9369,=9043.2900,=1862670370115.2000,=1537482596521,=786039100564.5260,=26.5263,=0.4647,=41.1836,=27.2660,=19.2892
2016-09-22,=7939.7488,=9055.6200,=1865023128799.8000,=1539318604111,=786861427123.5217,=26.5598,=0.4656,=41.1949,=27.2756,=19.2854
2016-09-21,=7877.5960,=8984.7400,=1849501738241.3000,=1525357880497,=780753640657.2968,=26.3388,=0.4516,=41.1949,=27.2851,=19.2854
2016-09-20,=7885.6237,=8993.8900,=1852052079965.2000,=1526952855367,=781756968266.2297,=26.3751,=0.4547,=41.1949,=27.2919,=19.2854
2016-09-19,=7889.8253,=8998.6800,=1856353851633.3999,=1532009704871,=783237913252.8407,=26.4363,=0.4578,=41.1949,=27.2986,=19.2854
2016-09-14,=7828.3526,=8928.5700,=1842233959219.8999,=1520966254330,=777686913328.1279,=26.2353,=0.4444,=41.1949,=27.3023,=19.2854
2016-09-13,=7844.3467,=8946.8100,=1846129246482.3000,=1524430937225,=779117537860.4117,=26.2907,=0.4486,=41.2907,=27.3060,=19.2792
2016-09-12,=7827.6644,=8927.7900,=1842129274462.6997,=1520362613861,=777135365541.7974,=26.2338,=0.4443,=41.2907,=27.3101,=19.2792
2016-09-09,=8028.0427,=9156.3300,=1887843118117.5996,=1558778949670,=796533039776.4504,=26.8848,=0.4766,=41.2907,=27.3142,=19.2792
2016-09-08,=8085.4457,=9221.8000,=1900795249528.7000,=1569445850952,=802066677614.1914,=27.0692,=0.4894,=41.2907,=27.3283,=19.2792
2016-09-07,=8093.7243,=9231.2400,=1900260238142.0991,=1567710049646,=802931805304.5625,=27.0616,=0.4891,=41.2907,=27.3424,=19.2792
2016-09-06,=8141.5315,=9285.7700,=1913429027057.5000,=1579294415993,=808105924067.0298,=27.2492,=0.4957,=41.4293,=27.3484,=19.2755
2016-09-05,=8062.3673,=9195.4800,=1895884065806.5000,=1564962874810,=800265002272.6030,=26.9993,=0.4851,=41.4293,=27.3544,=19.2755
2016-09-02,=8041.3104,=9171.4600,=1888679542213,=1559033802471,=797950223890.5236,=26.8967,=0.4779,=41.4293,=27.3607,=19.2755
2016-09-01,=8076.9713,=9212.1300,=1896823029114.3000,=1566623215060,=801990032894.6907,=27.0127,=0.4862,=41.4293,=27.3669,=19.2755
2016-08-31,=8140.4499,=9284.5300,=1910293242780.5996,=1577644444952,=808183353960.6342,=27.2045,=0.4940,=41.4293,=27.3722,=19.2755
2016-08-30,=8112.1596,=9252.2700,=1901094543585.5000,=1568715449055,=805284003696.6500,=27.0280,=0.4868,=41.4898,=27.3774,=19.2734
2016-08-29,=8115.4070,=9255.9700,=1902952514419.7004,=1570406586895,=805461746487.7029,=27.0984,=0.4899,=41.4898,=27.3787,=19.2734
2016-08-26,=8149.8949,=9295.3000,=1903879063300.8997,=1570770391061,=808350250595.7046,=27.4544,=0.5029,=41.4898,=27.3800,=19.2734
2016-08-25,=8153.9713,=9299.9500,=1906487509763.2000,=1572946418940,=809224653924.9503,=27.5134,=0.5037,=41.4898,=27.3787,=19.2734
2016-08-24,=8203.5458,=9356.5000,=1918388692789.5000,=1582816539446,=810786227836.8408,=27.6785,=0.5167,=41.4898,=27.3774,=19.2734
2016-08-23,=8233.4756,=9390.6300,=1921984330265.2004,=1589011483498,=813889335562.4218,=27.6852,=0.5170,=41.5139,=27.3722,=19.2477
2016-08-22,=8229.2792,=9385.8500,=1920553234018.5000,=1588481779582,=813401232482.4701,=27.7301,=0.5196,=41.5139,=27.3669,=19.2477
2016-08-19,=8231.5083,=9388.3900,=1920975209069.5000,=1587240698315,=813160982959.6066,=27.7444,=0.5199,=41.5139,=27.3607,=19.2477
2016-08-18,=8252.7230,=9412.2200,=1924317454686.8003,=1590912103569,=815158196780.0807,=27.8928,=0.5231,=41.5139,=27.3544,=19.2477
2016-08-17,=8314.4011,=9482.5600,=1936772102756.5000,=1601620121210,=820806466296.7753,=28.2143,=0.5366,=41.5139,=27.3484,=19.2477
2016-08-16,=8309.5749,=9477.0600,=1936347513785.2000,=1601784111759,=820861641069.4552,=28.2085,=0.5364,=41.5240,=27.3424,=19.2459
2016-08-15,=8342.1798,=9514.2400,=1949830762295.6997,=1616032626962,=823313368084.0790,=28.4085,=0.5453,=41.5240,=27.3283,=19.2459
2016-08-12,=8202.9896,=9355.5000,=1920406079510.8999,=1591653153079,=810420834302.0486,=28.0027,=0.5277,=41.5240,=27.3142,=19.2459
2016-08-11,=8152.9203,=9291.7100,=1908395575410.7000,=1582761598052,=805995204300.5242,=27.9332,=0.5246,=41.5240,=27.3101,=19.2459
2016-08-10,=8183.4693,=9326.5300,=1912830364689.8000,=1584780753889,=808089515143.1660,=28.0091,=0.5278,=41.5240,=27.3060,=19.2459
2016-08-09,=8257.1134,=9410.4600,=1928528852110.6997,=1597908401452,=815137761484.8829,=28.2390,=0.5373,=41.5864,=27.3023,=19.2459
2016-08-08,=8165.5284,=9306.0800,=1899142226789,=1576844815298,=804913099039.0862,=27.8087,=0.5232,=41.5864,=27.2986,=19.2459
2016-08-05,=8106.9938,=9239.3700,=1885430331697.2000,=1565112610358,=799380796044.1920,=27.6079,=0.5142,=41.5864,=27.2919,=19.2459
2016-08-04,=8115.2777,=9248.8100,=1888671756173.2996,=1568531466678,=800007724778.2279,=27.6554,=0.5191,=41.5864,=27.2851,=19.2459
2016-08-03,=8124.0304,=9258.7900,=1891625489596,=1571108668045,=801049336448.3370,=27.7098,=0.5212,=41.5864,=27.2756,=19.2459
2016-08-02,=8091.2259,=9221.4000,=1885116819293.1001,=1565104917757,=797924599958.4869,=27.6144,=0.5151,=41.7323,=27.2660,=19.2339
2016-08-01,=8085.6754,=9215.0700,=1882940299739,=1564177342549,=795171204654.7544,=27.4445,=0.5078,=41.7323,=27.2648,=19.2339
2016-07-29,=8237.7290,=9388.3700,=1920005243124.5000,=1596390343071,=810584253863.1030,=27.9531,=0.5244,=41.7323,=27.2636,=19.2339
2016-07-28,=8252.6115,=9405.3300,=1922694315028.5000,=1599546092615,=812546155973.8820,=27.9923,=0.5253,=41.7323,=27.2521,=19.2339
2016-07-27,=8143.0080,=9280.4100,=1898735488401.2000,=1579926810152,=801849779890.0057,=27.6434,=0.5180,=41.7323,=27.2405,=19.2339
2016-07-26,=8331.0580,=9494.7300,=1941798265617.1001,=1613492150264,=819504192276.9440,=28.2704,=0.5364,=41.8337,=27.2033,=19.2039
2016-07-25,=8156.1053,=9295.3400,=1902499955220.6001,=1579152077190,=801671100547.1971,=27.6983,=0.5210,=41.8337,=27.1661,=19.2039
2016-07-22,=8130.8729,=9248.5300,=1896748271422.1001,=1573287793576,=798340831407.6146,=27.6145,=0.5166,=41.8337,=27.1598,=19.2039
2016-07-21,=8277.1330,=9414.4200,=1931908310789.3999,=1602348642034,=812897119038.4570,=28.1264,=0.5268,=41.8337,=27.1534,=19.2039
2016-07-20,=8227.5615,=9356.8700,=1916985930373.5000,=1588983748733,=807166404895.4263,=28.1706,=0.5306,=41.8337,=27.1515,=19.2039
2016-07-19,=8223.4507,=9352.2000,=1915406861767.8000,=1587125423045,=806383330925.7428,=28.1474,=0.5286,=41.8467,=27.1496,=19.2017
2016-07-18,=8349.0427,=9490.5100,=1946964778754.2000,=1615329791978,=819533818689.4006,=28.6111,=0.5470,=41.8467,=27.1410,=19.2017
2016-07-15,=8394.5942,=9542.2900,=1957472549846.8999,=1624756095436,=824243450296.4373,=28.7656,=0.5520,=41.8467,=27.1324,=19.2017
2016-07-14,=8390.8114,=9537.4200,=1955769842414.5000,=1623272699247,=824244731549.2542,=28.7405,=0.5512,=41.8467,=27.1302,=19.2017
2016-07-13,=8402.8124,=9551.0600,=1960440291003,=1626729872619,=824922929469.4591,=28.8092,=0.5527,=41.8467,=27.1279,=19.2017
2016-07-12,=8475.9024,=9634.1400,=1981228265453.1001,=1646216092921,=833331759718.1904,=29.1146,=0.5612,=41.8468,=27.1221,=19.1992
2016-07-11,=8269.8161,=9398.6000,=1935099644524.5000,=1606643394925,=812122216096.2954,=28.4368,=0.5434,=41.8468,=27.1162,=19.1992
2016-07-08,=8140.2748,=9251.3800,=1902928989008.7004,=1578928110347,=799462657912.0814,=27.9640,=0.5273,=41.8468,=27.0977,=19.1992
2016-07-07,=8188.3193,=9303.4500,=1916941368644.3999,=1591267344783,=805542858200.3475,=28.1699,=0.5317,=41.8468,=27.0791,=19.1992
2016-07-06,=8166.9409,=9278.3600,=1916129422471.5005,=1590776455418,=803398567685.0869,=28.1580,=0.5308,=41.8468,=27.0779,=19.1992
2016-07-05,=7912.1347,=8988.8800,=1847767891349.2000,=1531090303626,=777088573593.3995,=27.1534,=0.5035,=41.8473,=27.0767,=19.1924
2016-07-04,=7875.7667,=8947.2700,=1835635521247.6001,=1519130957306,=772417391738.9108,=26.9751,=0.4944,=41.8473,=27.0670,=19.1924
2016-07-01,=7773.5296,=8831.1300,=1808539233404.6001,=1496001492184,=761731513640.7047,=26.5769,=0.4788,=41.8473,=27.0767,=19.1924
2016-06-30,=7788.8246,=8828.5100,=1817465796316.8000,=1504151527585,=764085907695.2155,=26.7081,=0.4832,=41.8473,=27.0779,=19.1924
2016-06-29,=7744.0946,=8776.8000,=1804931207725.3000,=1493591668877,=757317623808.4126,=26.5239,=0.4770,=41.8473,=27.0791,=19.1924
2016-06-28,=7751.6992,=8785.4100,=1808338365773.6001,=1487176851928,=757661102968.3152,=26.5740,=0.4785,=41.9218,=27.0977,=19.1903
2016-06-27,=7729.5466,=8752.8000,=1803812681850.6997,=1483992942736,=755323803162.0779,=26.5075,=0.4764,=41.9218,=27.1162,=19.1903
2016-06-24,=7536.3883,=8531.9500,=1746940454135.7998,=1440671732720,=734859990604.6012,=25.6717,=0.4201,=41.9218,=27.1221,=19.1903
2016-06-23,=7646.2306,=8654.9800,=1771622678046.1001,=1460193276715,=745155768791.1152,=26.0344,=0.4475,=41.9218,=27.1279,=19.1903
2016-06-22,=7707.8779,=8724.7600,=1780741656702.3003,=1472093682730,=751230588206.8630,=26.1684,=0.4554,=41.9218,=27.1302,=19.1903
2016-06-21,=7642.8328,=8651.1300,=1763251638589.6001,=1457318626674,=744527558103.2228,=25.9114,=0.4362,=41.9306,=27.1324,=19.1892
2016-06-20,=7725.5681,=8744.7900,=1783072595792.3000,=1473132080483,=752292180418.0505,=26.2027,=0.4559,=41.9306,=27.1410,=19.1892
2016-06-17,=7755.2288,=8776.1600,=1791272977540.8999,=1477440827155,=755059007594.4321,=26.3232,=0.4633,=41.9306,=27.1496,=19.1892
2016-06-16,=7650.8246,=8645.2300,=1766894605373.7998,=1455575301534,=744977804492.6185,=25.9650,=0.4405,=41.9306,=27.1579,=19.1892
2016-06-15,=7700.0666,=8697.2900,=1776676578696.2002,=1465322237877,=749613394234.9928,=26.1087,=0.4520,=41.9306,=27.1661,=19.1892
2016-06-14,=7553.5603,=8531.8100,=1743633923765.8999,=1438024811316,=735961839700.3213,=25.6231,=0.4203,=42.0184,=27.2033,=19.1703
2016-06-13,=7451.9758,=8417.0700,=1718926579339.6001,=1416245503677,=725437307331.8561,=25.2601,=0.4021,=42.0184,=27.2405,=19.1703
2016-06-08,=7657.9364,=8649.7100,=1858716868338,=1492686772372,=764725276018.0518,=25.5996,=0.4184,=42.0184,=27.2521,=19.1703
2016-06-07,=7750.8811,=8754.6900,=1883078585826.4995,=1512498776108,=773906656706.1168,=25.9352,=0.4371,=42.0184,=27.2636,=19.1703
2016-06-06,=7720.4555,=8720.3200,=1876744342087.2000,=1506516583641,=770670572351.5482,=25.8479,=0.4314,=42.0184,=27.2648,=19.1703
2016-06-03,=7767.7003,=8773.6900,=1889515506768.3000,=1518334333018,=776136706312.5996,=26.0238,=0.4447,=42.1080,=27.2660,=19.1497
2016-06-02,=7571.5350,=8548.6100,=1838081322210,=1473315132233,=754891778977.9893,=25.3154,=0.4051,=42.1080,=27.2756,=19.1497
2016-06-01,=7530.6859,=8502.4900,=1827536286993.7000,=1463940634949,=750468798106.8739,=25.1702,=0.3988,=42.1080,=27.2851,=19.1497
2016-05-31,=7515.0945,=8484.8800,=1824859526399.6001,=1462445078851,=749131545512.3795,=25.1333,=0.3973,=42.1080,=27.2919,=19.1497
2016-05-30,=7277.3464,=8210.1200,=1766557256980.8999,=1415368223359,=725380348704.5571,=24.3304,=0.3492,=42.1080,=27.2986,=19.1497
2016-05-27,=7297.3524,=8231.2000,=1769261824719.2998,=1415846047078,=726381885353.9178,=24.3676,=0.3506,=42.1355,=27.3023,=19.1481
2016-05-26,=7305.6463,=8240.5600,=1770100315935.9998,=1417419096490,=726683318573.0359,=24.3792,=0.3514,=42.1355,=27.3060,=19.1481
2016-05-25,=7325.4962,=8262.9500,=1774229000273.6001,=1420418989196,=727685483609.3448,=24.3868,=0.3522,=42.1355,=27.3101,=19.1481
2016-05-24,=7392.8823,=8338.9600,=1781851015326.1001,=1432217877983,=734170265341.9592,=24.4915,=0.3590,=42.1355,=27.3142,=19.1481
2016-05-23,=7478.1324,=8435.1200,=1804297143262.3999,=1448735797595,=742318271337.9642,=24.8001,=0.3796,=42.1355,=27.3283,=19.1481
2016-05-20,=7409.0260,=8355.5100,=1786831224718.2996,=1434769083263,=735301236677.6322,=24.5600,=0.3648,=42.1376,=27.3424,=19.1388
2016-05-19,=7350.9055,=8289.9600,=1772095505236.7004,=1420650278870,=728956479025.3335,=24.3574,=0.3513,=42.1376,=27.3484,=19.1388
2016-05-18,=7372.1184,=8313.4600,=1777022322105.3999,=1424634719269,=731010043605.5529,=24.4252,=0.3563,=42.1376,=27.3544,=19.1388
2016-05-17,=7507.7488,=8466.1300,=1810843373497.3003,=1451147323030,=744787513809.3270,=24.8900,=0.3823,=42.1376,=27.3607,=19.1388
2016-05-16,=7596.8445,=8565.5900,=1830982889482.6011,=1468480978041,=753396801841.6283,=25.3660,=0.4041,=42.1376,=27.3669,=19.1388
2016-05-13,=7474.7904,=8427.9700,=1805376239246.4004,=1447852627073,=741662633052.0702,=25.0113,=0.3869,=42.2288,=27.3722,=19.1385
2016-05-12,=7536.6427,=8497.7100,=1819870485308.8999,=1459030627447,=748107674922.6433,=25.2121,=0.3974,=42.2288,=27.3774,=19.1385
2016-05-11,=7579.8394,=8546.4200,=1828835288724.7996,=1466404962783,=752261471143.8711,=25.3363,=0.4006,=42.2288,=27.3787,=19.1385
2016-05-10,=7393.9829,=8335.5400,=1781435209589.4993,=1431177206214,=733975585301.9351,=24.6796,=0.3744,=42.2288,=27.3800,=19.1385
2016-05-09,=7295.4692,=8224.4800,=1762500346610.6997,=1414061879516,=724246360034.1215,=24.4173,=0.3572,=42.2288,=27.4023,=19.1385
2016-05-06,=7373.3764,=8312.3100,=1780620180084.3000,=1427973509786,=731822554478.1924,=24.6683,=0.3730,=42.2816,=27.4247,=19.1358
2016-05-05,=7632.4086,=8576.3300,=1839690214920.2991,=1475112190299,=757251717864.1222,=25.4866,=0.4058,=42.2816,=27.4264,=19.1358
2016-05-04,=7598.1347,=8537.8200,=1830931634915.5000,=1468876985581,=753847182111.3511,=25.3653,=0.4018,=42.2816,=27.4280,=19.1358
2016-05-03,=7634.6553,=8578.8600,=1840489006196.8997,=1477173373642,=757843794983.4662,=25.4977,=0.4063,=42.2816,=27.4330,=19.1358
2016-04-29,=7340.4559,=8248.2700,=1766563842568.1001,=1417932549682,=728837170142.3102,=24.6256,=0.3703,=42.2816,=27.4380,=19.1358
2016-04-28,=7239.9292,=8135.3100,=1742121802634.1997,=1396245916835,=717286954467.7419,=24.6412,=0.3724,=42.2895,=27.4508,=19.1327
2016-04-27,=7263.5428,=8148.5600,=1750474128213.1001,=1399941567266,=721603172764.5709,=24.4916,=0.3611,=42.2895,=27.4636,=19.1327
2016-04-26,=7249.8071,=8133.1500,=1747591129430.1001,=1396925984673,=720128837992.9758,=24.4554,=0.3601,=42.2895,=27.4889,=19.1327
2016-04-25,=7193.4525,=8069.9300,=1735451734814.1001,=1387732118847,=714051251356.2527,=24.8177,=0.3779,=42.2895,=27.5142,=19.1327
2016-04-22,=7206.5728,=8084.6500,=1738102924316.5000,=1389429281380,=713808958423.6285,=24.7975,=0.3775,=42.2895,=27.5179,=19.1327
2016-04-21,=7125.2364,=7993.4000,=1714913562475.4998,=1369856283117,=705266719697.0319,=24.6021,=0.3686,=42.3067,=27.5217,=19.1223
2016-04-20,=7140.0726,=8010.0500,=1715301406083.1001,=1370722518950,=706678559149.2590,=24.7833,=0.3767,=42.3067,=27.5251,=19.1223
2016-04-19,=7345.2431,=8240.2200,=1766002564485.6001,=1407333221707,=726139851753.2865,=25.7173,=0.4115,=42.3067,=27.5285,=19.1223
2016-04-18,=7339.2866,=8233.5300,=1764335056915.8997,=1407862158253,=725913424059.3364,=25.7242,=0.4124,=42.3067,=27.5316,=19.1223
2016-04-15,=7428.3558,=8333.4500,=1785517847966.7002,=1424482023518,=734443427161.7791,=26.0331,=0.4345,=42.3067,=27.5347,=19.1223
2016-04-14,=7439.2582,=8343.9500,=1789194226910.9995,=1424650329704,=735227528057.0258,=26.0867,=0.4372,=42.3467,=27.5387,=19.1163
2016-04-13,=7380.0870,=8277.5800,=1774263026427.0996,=1414006509036,=729548209513.8566,=25.8690,=0.4235,=42.3467,=27.5428,=19.1163
2016-04-12,=7331.3674,=8222.3800,=1765193496380.8999,=1408102902284,=725302507374.3794,=25.7368,=0.4146,=42.3467,=27.5484,=19.1163
2016-04-11,=7382.6149,=8279.8500,=1777261852706.8000,=1414490163304,=730016798408.5786,=25.9127,=0.4252,=42.3467,=27.5540,=19.1163
2016-04-08,=7307.1055,=8195.1700,=1763746576322.3000,=1405710896389,=723685612802.1238,=25.6375,=0.4114,=42.3467,=27.5564,=19.1163
2016-04-07,=7395.7059,=8294.5300,=1783746486897.7998,=1423849867255,=732571592525.2113,=25.9710,=0.4287,=42.3520,=27.5587,=19.1132
2016-04-06,=7532.0097,=8447.4000,=1815841955690.8000,=1451393437394,=746026058124.7830,=26.4383,=0.4552,=42.3520,=27.5649,=19.1132
2016-04-05,=7466.8466,=8374.3200,=1796142039601.8997,=1431099961595,=738432100521.6655,=26.1514,=0.4384,=42.3520,=27.5711,=19.1132
2016-04-01,=7365.1451,=8260.2600,=1773549601417.5000,=1413864327224,=728918617741.9220,=25.8225,=0.4198,=42.3520,=27.5751,=19.1132
2016-03-31,=7425.4160,=8325.9800,=1786295310927.1003,=1425353294834,=734792441816.3500,=26.0081,=0.4316,=42.3520,=27.5790,=19.1132
2016-03-30,=7418.1546,=8317.8400,=1786218342177.6006,=1425399414076,=734970193129.2700,=26.1237,=0.4374,=42.4892,=27.5896,=19.1113
2016-03-29,=7261.5740,=8142.2700,=1750117950116.2998,=1398611323671,=719850226132.5100,=25.6972,=0.4138,=42.4892,=27.6003,=19.1113
2016-03-28,=7382.1857,=8277.5100,=1777376039178.3999,=1421002581859,=731622153069.9701,=26.1759,=0.4385,=42.4892,=27.6017,=19.1113
2016-03-25,=7312.0326,=8198.8500,=1756934032726.3000,=1403867697416,=724495872290.4202,=26.0614,=0.4345,=42.4892,=27.6032,=19.1113
2016-03-24,=7243.9986,=8122.5600,=1742692393653.8999,=1389053943978,=717640124859.9301,=25.8675,=0.4238,=42.4892,=27.6181,=19.1113
2016-03-23,=7267.3844,=8148.7800,=1742437847175.8000,=1386660782485,=719186494500.3800,=25.6437,=0.4142,=42.5679,=27.6330,=19.1076
2016-03-22,=7250.1009,=8129.4100,=1737226689708.3999,=1384764102174,=717566378881.0201,=25.5670,=0.4102,=42.5679,=27.6338,=19.1076
2016-03-21,=7239.3249,=8117.3200,=1732354267501.0996,=1380271409710,=716302171253.3202,=25.4953,=0.4080,=42.5679,=27.6346,=19.1076
2016-03-18,=7106.7438,=7968.6600,=1701441055787.2000,=1354939195459,=702988278296.5001,=25.0475,=0.3910,=42.5679,=27.6348,=19.1076
2016-03-17,=7000.9151,=7850,=1678693360398.7000,=1339772428814,=693469415903.9602,=24.6986,=0.3784,=42.5679,=27.6349,=19.1076
2016-03-16,=6910.6113,=7748.7400,=1656699200268.5002,=1323315671046,=684785081714,=24.2996,=0.3589,=42.5688,=27.6397,=19.1013
2016-03-15,=6975.2670,=7821.2400,=1673931206310.1001,=1335257828138,=691405565993.9801,=24.5523,=0.3702,=42.5688,=27.6444,=19.1013
2016-03-14,=6923.8165,=7763.5500,=1660217978617.4004,=1324949031649,=684923656094.3900,=24.3512,=0.3600,=42.5688,=27.6455,=19.1013
2016-03-11,=6845.6496,=7675.9000,=1641118097193.3999,=1315011981437,=678068258068.4701,=24.0711,=0.3528,=42.5688,=27.6466,=19.1013
2016-03-10,=6874.4546,=7708.2000,=1648441843178.5000,=1319305477130,=680666454033.0201,=24.6598,=0.3758,=42.5688,=27.6530,=19.1013
2016-03-09,=6867.9501,=7700.9100,=1641915256490.2000,=1317206449120,=680060968506.0100,=24.6030,=0.3730,=42.6613,=27.6593,=19.0994
2016-03-08,=6977.5494,=7823.8000,=1667393158876.8999,=1336001187518,=690787439900.0701,=24.9847,=0.3849,=42.6613,=27.6765,=19.0994
2016-03-07,=7032.2031,=7885.0800,=1680782187872.2996,=1348498912709,=696702298023.0200,=25.1854,=0.3951,=42.6613,=27.6936,=19.0994
2016-03-04,=6993.7790,=7842,=1671747648403.8000,=1344746015989,=693932599102.6001,=25.0500,=0.3885,=42.6613,=27.7031,=19.0994
2016-03-03,=6909.7196,=7747.7400,=1652454506381.3003,=1323347010959,=683829139547.2301,=24.7609,=0.3782,=42.6613,=27.7126,=19.0994
2016-03-02,=6848.4726,=7679.0700,=1640799560939.5996,=1310452328614,=677220573685.5100,=24.5863,=0.3729,=42.6614,=27.7355,=19.0946
2016-03-01,=6625.1521,=7428.6600,=1587900599999.3999,=1267795772445,=655203427132.5699,=23.7829,=0.3416,=42.6614,=27.7584,=19.0946
2016-02-29,=6510.0822,=7299.6400,=1558704739813.9993,=1245325529948,=643819275466.3400,=23.3457,=0.3313,=42.6614,=27.7872,=19.0946
2016-02-26,=6677.8651,=7487.7700,=1600835786694.9993,=1274625155725,=659703016465.7401,=23.9946,=0.3494,=42.6614,=27.8161,=19.0946
2016-02-25,=6583.5700,=7382.0400,=1577932845462.9995,=1255972951581,=650132237539.5798,=23.6514,=0.3385,=42.6614,=27.8194,=19.0946
2016-02-24,=7019.3953,=7870.7200,=1678041853981.2000,=1332322433062,=692490107269.2800,=25.2424,=0.3939,=42.6975,=27.8228,=19.0928
2016-02-23,=6970.1118,=7815.4600,=1668167750800.2002,=1321597515088,=687025163916.5802,=25.0939,=0.3886,=42.6975,=27.8264,=19.0928
2016-02-22,=6970.6816,=7816.1000,=1663737845878.2998,=1317404546606,=686709503649.3500,=25.0273,=0.3857,=42.6975,=27.8299,=19.0928
2016-02-19,=6844.6069,=7674.7300,=1632573046195.6001,=1292315706733,=674079109107.8300,=24.5585,=0.3704,=42.6975,=27.8890,=19.0928
2016-02-18,=6823.7950,=7651.4000,=1625547547055.7000,=1288366142456,=672043294932.2100,=24.4528,=0.3657,=42.6975,=27.9480,=19.0928
2016-02-17,=6859.6156,=7691.5600,=1634809969446.2004,=1295746552781,=675478540502.0798,=24.5921,=0.3715,=42.7370,=27.9702,=19.0887
2016-02-16,=6819.4361,=7646.5100,=1630070910578.0005,=1292487476632,=671921530314.3898,=24.5208,=0.3699,=42.7370,=27.9925,=19.0887
2016-02-15,=6613.4908,=7415.5900,=1583958099766.6001,=1256418471180,=651855423495.8401,=23.8272,=0.3439,=42.7370,=28.0274,=19.0887
2016-02-05,=6668.9651,=7477.7900,=1597013763966.7002,=1266675116238,=657399201511.3600,=24.0235,=0.3510,=42.7370,=28.0624,=19.0887
2016-02-04,=6708.1918,=7521.7700,=1602595594667.1001,=1274348376571,=661149959119.8600,=24.1075,=0.3537,=42.7370,=28.0917,=19.0887
2016-02-03,=6636.7116,=7441.6200,=1585519810857.8000,=1261695870875,=654093455101.5898,=23.8506,=0.3446,=42.7750,=28.1210,=19.0794
2016-02-02,=6654.3812,=7461.4400,=1589412831083.8999,=1264407984826,=656010840928.7001,=23.9092,=0.3460,=42.7750,=28.1254,=19.0794
2016-02-01,=6514.6773,=7304.7900,=1556884170675.8994,=1239684536534,=642324737082.2100,=23.4199,=0.3350,=42.7750,=28.1299,=19.0794
2016-01-29,=6554.8704,=7349.8600,=1563631451848.1001,=1244749787714,=645786565006.0801,=23.5214,=0.3365,=42.7750,=28.1353,=19.0794
2016-01-28,=6360.1745,=7131.5500,=1518465700635,=1208250713870,=626454210991.1100,=22.8420,=0.3260,=42.7750,=28.1406,=19.0794
2016-01-27,=6506.7370,=7295.8800,=1552639078316.9004,=1233037635866,=640584744570.5000,=23.3560,=0.3344,=42.8250,=28.1536,=19.0791
2016-01-26,=6525.8354,=7317.3000,=1557992434347.1003,=1236439064502,=642383589103.8701,=23.4566,=0.3352,=42.8250,=28.1665,=19.0791
2016-01-25,=6880.4147,=7714.8800,=1635659733317.6997,=1295352542720,=677065921068.8801,=24.6259,=0.3680,=42.8250,=28.1706,=19.0791
2016-01-22,=6809.6677,=7635.5600,=1619697766325.8999,=1280509601146,=670477459944.5001,=24.3856,=0.3582,=42.8250,=28.1748,=19.0791
2016-01-21,=6757.4950,=7577.0600,=1608645194389.7998,=1270563984640,=665133216703.9301,=24.2192,=0.3547,=42.8250,=28.1889,=19.0791
