日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2022-10-11,=892.7400,=903.2500,=2264363804043.8296,=1018315990536,=722765981769.3461,=4.7297,=0,=11.0811,=9.2373,=6.2337
2022-10-10,=897.3400,=907.9000,=2279439639798.6201,=1024013201255,=726118094755.1685,=4.7618,=0,=11.0811,=9.2410,=6.2589
2022-09-30,=939.3800,=950.4400,=2377414577338.5903,=1077423712097,=759692186687.9023,=4.9295,=0,=11.0811,=9.2447,=6.2830
2022-09-29,=961.4700,=972.7900,=2430810505896.5303,=1075533766199,=777740118392.5562,=5.0498,=0.0038,=11.0811,=9.2484,=6.3114
2022-09-28,=956.1900,=967.4400,=2417561387062.8804,=1068442903075,=773522932031.9240,=5.0156,=0,=11.0862,=9.2522,=6.3114
2022-09-27,=976.4500,=987.9400,=2466103483907.5200,=1090457363402,=789681916963.2544,=5.1436,=0.0038,=11.0862,=9.2552,=6.3458
2022-09-26,=961.8300,=973.1500,=2425815826453.9702,=1072301700114,=777776677104.7416,=5.0444,=0,=11.0862,=9.2582,=6.3622
2022-09-23,=960.9400,=972.2500,=2433181754070.7100,=1064280244109,=776883787349.0295,=5.0560,=0,=11.0862,=9.2606,=6.3807
2022-09-22,=975.8700,=987.3600,=2466938795972.3901,=1083674450681,=789109347672.9192,=5.1497,=0,=11.0862,=9.2631,=6.4002
2022-09-21,=970.3900,=981.8200,=2455573852028.7305,=1078568172502,=784708757368.7764,=5.1667,=0,=11.0926,=9.2710,=6.4002
2022-09-20,=985.1500,=996.7500,=2488228368644.7397,=1095363499196,=796534122199.1760,=5.2320,=0.0038,=11.0926,=9.2790,=6.4116
2022-09-19,=975.5500,=987.0300,=2458784186157.3809,=1087358125089,=789093295354.7089,=5.1904,=0,=11.0926,=9.2850,=6.4310
2022-09-16,=998.5200,=1010.2700,=2514999590211.8701,=1112811868182,=807680109906.0010,=5.2746,=0.0057,=11.0926,=9.2911,=6.4408
2022-09-15,=1000.0800,=1011.8500,=2525025641495.1504,=1114700825067,=808577133729.7231,=5.3510,=0.0172,=11.0926,=9.3206,=6.5382
2022-09-14,=1031.3000,=1043.4500,=2597854281298.6001,=1147827555804,=833607167030.7646,=5.5302,=0.0345,=11.1035,=9.3501,=6.5382
2022-09-13,=1031.1700,=1043.3100,=2601392284159.5098,=1146821159343,=833651028394.3473,=5.5878,=0.0365,=11.1035,=9.3559,=6.5523
2022-09-09,=1033.7800,=1045.9500,=2502166594088.1001,=1143161652778,=829011627398.5555,=5.3286,=0.0115,=11.1035,=9.3616,=6.5678
2022-09-08,=1040.7700,=1053.0300,=2513496603701.2192,=1150311601087,=834720833658.0336,=5.3280,=0.0096,=11.1035,=9.3733,=6.6376
2022-09-07,=1049.5800,=1061.9400,=2538099344757.8701,=1159341219392,=841810584941.2349,=5.3919,=0.0154,=11.1035,=9.3850,=6.6465
2022-09-06,=1035.7800,=1047.9800,=2510436232182.2402,=1141263026495,=831021765071.7922,=5.3320,=0.0097,=11.1059,=9.3857,=6.6465
2022-09-05,=1024.3900,=1036.4500,=2474809702925.5698,=1130318084050,=821616605089.6046,=5.2440,=0.0019,=11.1059,=9.3864,=6.6494
2022-09-02,=1030.1200,=1042.2500,=2487497610237.2397,=1131192702562,=825225177378.8448,=5.2785,=0.0039,=11.1059,=9.4045,=6.7606
2022-09-01,=1025.6600,=1037.7300,=2479462794591.9404,=1125590361903,=822289248941.8237,=5.2790,=0.0039,=11.1059,=9.4226,=6.9247
2022-08-31,=1029.6600,=1041.7800,=2484667929085.0298,=1129139309083,=825470167214.0229,=5.3405,=0.0039,=11.1059,=9.4391,=6.9584
2022-08-30,=1050.2800,=1062.6500,=2536171831527.3604,=1149342090742,=839945047975.0762,=5.5155,=0.0176,=11.1128,=9.4556,=6.9584
2022-08-29,=1054.2800,=1066.7000,=2544921097883.1401,=1154010982435,=843192420344.0885,=5.6759,=0.0274,=11.1128,=9.4617,=7.0109
2022-08-26,=1045.9900,=1058.3100,=2514793515916.7603,=1144212427346,=835179026614.4409,=5.6965,=0.0275,=11.1128,=9.4678,=7.0132
2022-08-25,=1055.8900,=1068.3200,=2533113923781.9399,=1156732777754,=833847813942.2605,=5.7717,=0.0373,=11.1128,=9.4785,=7.0630
2022-08-24,=1068.9800,=1081.5700,=2565689918875.5996,=1169111735006,=844489603494.0752,=5.8668,=0.0453,=11.1128,=9.4893,=7.0774
2022-08-23,=1107.3000,=1120.3400,=2651909437699.6211,=1212414126817,=874895418534.9044,=6.1024,=0.1203,=11.1204,=9.4905,=7.0774
2022-08-22,=1107.2800,=1120.2500,=2653488207106.0405,=1215891329454,=873985402911.3715,=6.1009,=0.1186,=11.1204,=9.4917,=7.1504
2022-08-19,=1108.4500,=1121.4300,=2661081816057.1699,=1214025426289,=874025241315.8333,=6.1043,=0.1188,=11.1204,=9.5101,=7.1643
2022-08-18,=1146.6300,=1160.0600,=2745467296365.4502,=1256078221009,=904931959571.1855,=6.2830,=0.1528,=11.1204,=9.5285,=7.1667
2022-08-17,=1132.3100,=1145.5100,=2713467921743.5303,=1228607975970,=889778744000.2413,=6.2167,=0.1451,=11.1204,=9.5509,=7.1895
2022-08-16,=1137.3000,=1150.5600,=2720652559978.2197,=1234396713638,=892827837845.0703,=6.2157,=0.1434,=11.1266,=9.5734,=7.1895
2022-08-15,=1143.7500,=1157.0800,=2729177091602.6812,=1242300088240,=897344990653.6931,=6.2030,=0.1397,=11.1266,=9.5795,=7.1944
2022-08-12,=1146.1900,=1159.5600,=2728590639838.2100,=1240695935325,=894220157143.5688,=6.2108,=0.1400,=11.1266,=9.5856,=7.2145
2022-08-11,=1173.1400,=1186.8200,=2793744370652.7900,=1272226004662,=916010790209.6696,=6.3622,=0.1503,=11.1266,=9.6102,=7.2792
2022-08-10,=1156.1600,=1169.6400,=2747577447495.3701,=1242631647362,=901943712170.2428,=6.1424,=0.1305,=11.1266,=9.6349,=7.3117
2022-08-09,=1162.3200,=1175.8700,=2762739426468.4395,=1248784693500,=907027502385.2860,=6.1610,=0.1308,=11.1392,=9.6404,=7.3117
2022-08-08,=1152.5800,=1166.0200,=2731588288593.6201,=1240352253912,=900071381522.7145,=6.1737,=0.1331,=11.1392,=9.6458,=7.3302
2022-08-05,=1157.3300,=1170.8300,=2748224941942.1704,=1196451619654,=903099952473.3414,=6.1699,=0.1313,=11.1392,=9.6515,=7.3490
2022-08-04,=1110.9200,=1123.7100,=2636835311913.5396,=1148428511581,=867068358127.6445,=5.9617,=0.0709,=11.1392,=9.6572,=7.3518
2022-08-03,=1100.3500,=1113.0100,=2614395292176.1499,=1136628408702,=858984107146.4122,=5.9542,=0.0669,=11.1392,=9.6619,=7.3842
2022-08-02,=1094.9100,=1107.5200,=2598196332671.3198,=1130829509688,=854378270072.5283,=6.0224,=0.0874,=11.1421,=9.6666,=7.3842
2022-08-01,=1100.1800,=1112.8500,=2622565723407.0293,=1135867182260,=858944446974.1066,=6.1258,=0.1181,=11.1421,=9.6777,=7.4424
2022-07-29,=1088.9100,=1101.4500,=2601382972973.7603,=1123351723749,=849866835925.5997,=6.0292,=0.0898,=11.1421,=9.6888,=7.5129
2022-07-28,=1108.7900,=1121.5500,=2644461994981.0908,=1143722287736,=865779810324.9150,=6.1254,=0.1145,=11.1421,=9.6896,=7.7362
2022-07-27,=1095.7000,=1107.9700,=2615052661110.0903,=1129577941073,=855905432944.4158,=6.0302,=0.0902,=11.1421,=9.6904,=7.7612
2022-07-26,=1084.6600,=1096.8100,=2581579669416.0293,=1118613709654,=847329150262.8198,=5.9254,=0.0616,=11.1585,=9.7010,=7.7612
2022-07-25,=1073.7600,=1085.7900,=2557757197036.6802,=1106357649124,=839380567801.1854,=5.9128,=0.0597,=11.1585,=9.7116,=7.7617
2022-07-22,=1084.9700,=1097.1300,=2593713351365.5298,=1116021998821,=848550760846.0277,=6.0076,=0.0784,=11.1585,=9.7294,=7.7993
2022-07-21,=1091.4100,=1103.5400,=2610242545772.2695,=1007956274978,=854051522948.3180,=6.0199,=0.0806,=11.1585,=9.7472,=7.8205
2022-07-20,=1079.5300,=1091.5300,=2586081798446.2397,=997973608164,=844772705392.8816,=6.0050,=0.0725,=11.1585,=9.7539,=7.8758
2022-07-19,=1061.8500,=1073.5900,=2530953260652.3701,=981416872649,=831201570110.8739,=5.8671,=0.0477,=11.1660,=9.7606,=7.8758
2022-07-18,=1069.3300,=1080.6100,=2550419580765.7900,=988119698720,=836593143133.7125,=5.8933,=0.0478,=11.1660,=9.7606,=7.8801
2022-07-15,=1072.2600,=1083.5700,=2552955112349.1201,=987570634992,=839388530172.2125,=5.9020,=0.0479,=11.1660,=9.7606,=7.8862
2022-07-14,=1076.8100,=1088.1600,=2569428228659.4702,=992086295760,=842692715125.4254,=5.9408,=0.0564,=11.1660,=9.7827,=7.9112
2022-07-13,=1052.7900,=1063.8900,=2521736740593.8604,=970025463862,=823948360032.2761,=5.7551,=0.0335,=11.1660,=9.8049,=7.9198
2022-07-12,=1049.2400,=1060.3100,=2516302033991.2500,=965765569537,=821029383045.5641,=5.7555,=0.0335,=11.1741,=9.8239,=7.9198
2022-07-11,=1081.1600,=1092.5600,=2586685924597.1499,=992597636814,=846534377249.1475,=5.9074,=0.0441,=11.1741,=9.8430,=7.9236
2022-07-08,=1104.0200,=1115.6600,=2638856847960.8901,=1012603752409,=864612658198.0779,=6.0070,=0.0611,=11.1741,=9.8565,=7.9345
2022-07-07,=1111.6700,=1123.3100,=2650752949136.2495,=1019869186161,=870965035668.2828,=6.0460,=0.0738,=11.1741,=9.8701,=7.9356
2022-07-06,=1101.7500,=1113.2800,=2636678868194.1401,=1010539172475,=862990793863.8739,=6.0259,=0.0634,=11.1741,=9.8788,=7.9426
2022-07-05,=1090.9300,=1102.3500,=2630259050994.9199,=1002499426332,=855834738008.8295,=6.0380,=0.0678,=11.1995,=9.8874,=7.9426
2022-07-04,=1095.0900,=1106.5400,=2640905031034.7002,=1007878253951,=859326179555.2888,=6.0925,=0.0786,=11.1995,=9.8958,=7.9856
2022-07-01,=1089.0300,=1100.4100,=2620611563214.6597,=1002506132422,=854365479394.5780,=5.9955,=0.0553,=11.1995,=9.9042,=7.9870
2022-06-30,=1105.6700,=1117.2300,=2657588328281.4800,=1017419653705,=866923827673.3500,=6.0738,=0.0704,=11.1995,=9.9178,=7.9897
2022-06-29,=1090.6800,=1102.0900,=2616357779863.4800,=1002486852740,=854205980753.4575,=6.0052,=0.0577,=11.1995,=9.9313,=8.0172
2022-06-28,=1117.2800,=1128.9600,=2678851904655.7896,=1025758247447,=875243179744.4058,=6.1775,=0.0814,=11.2153,=9.9563,=8.0172
2022-06-27,=1103.4000,=1114.9000,=2638040224577.0400,=1014003369184,=865257978153.0271,=6.1284,=0.0773,=11.2153,=9.9812,=8.0216
2022-06-24,=1101.4800,=1112.9600,=2641188395106.6797,=1006154654488,=863299196544.4895,=6.1284,=0.0753,=11.2153,=9.9830,=8.0250
2022-06-23,=1081.8400,=1093.0100,=2600500036716.1304,=987727635213,=848094928066.8396,=6.0491,=0.0668,=11.2153,=9.9847,=8.0359
2022-06-22,=1063.6900,=1074.2300,=2560634048175.1201,=962801384126,=833878138706.1946,=5.9323,=0.0497,=11.2153,=9.9913,=8.0532
2022-06-21,=1083.0200,=1093.7500,=2602833181768.2412,=980390551498,=848915489779.9194,=5.9987,=0.0541,=11.2351,=9.9979,=8.0532
2022-06-20,=1095.3300,=1106.0900,=2634487004815.7100,=990999838516,=858863367799.4480,=6.0970,=0.0672,=11.2351,=10.0032,=8.2445
2022-06-17,=1092.0900,=1102.7200,=2626541511632.0811,=987946881483,=856456016071.6747,=6.0908,=0.0652,=11.2351,=10.0084,=8.2455
2022-06-16,=1078.9500,=1089.4500,=2599220173183.4189,=976506883016,=845736749323.2626,=6.0090,=0.0545,=11.2351,=10.0136,=8.4646
2022-06-15,=1062.7100,=1073.0200,=2564359137999.4502,=961598464459,=832966853126.6001,=5.9118,=0.0480,=11.2351,=10.0187,=8.5353
2022-06-14,=1070.5400,=1080.9200,=2589571794376.5303,=968279264090,=838687605090.2175,=5.9583,=0.0481,=11.2364,=10.0245,=8.5353
2022-06-13,=1088.3800,=1098.8100,=2629342957912.6704,=985042794946,=852695579103.2848,=6.0408,=0.0548,=11.2364,=10.0303,=8.5436
2022-06-10,=1102.8500,=1113.3000,=2349988361715.9502,=983728570752,=845304780183.8829,=6.5382,=0.0813,=11.2364,=10.0364,=8.5984
2022-06-09,=1081.1700,=1091.3200,=2305516021926.9600,=966543153597,=830036955305.4952,=6.4002,=0.0727,=11.2364,=10.0425,=8.6033
2022-06-08,=1111.6700,=1121.8200,=2363609751134.9097,=991819130075,=852318483860.7762,=6.5523,=0.0795,=11.2364,=10.0433,=8.6036
2022-06-07,=1111.4000,=1121.4800,=2362664378574.0698,=991220366312,=851398552331.4651,=6.5678,=0.0796,=11.2365,=10.0441,=8.6036
2022-06-06,=1121.5400,=1131.7100,=2379527086218.8101,=1000760212509,=858872746592.1276,=6.6494,=0.0843,=11.2365,=10.0458,=8.6145
2022-06-02,=1079.8500,=1089.6500,=2292949887519.7100,=962382555546,=827096693896.5106,=6.4116,=0.0733,=11.2365,=10.0474,=8.6198
2022-06-01,=1031.5800,=1040.9100,=2196688839120.8804,=919192170813,=789564128354.0320,=6.1290,=0.0579,=11.2365,=10.0626,=8.6264
2022-05-31,=1035.3200,=1044.6100,=2200585121376.2197,=921259840627,=790981122520.7517,=6.0311,=0.0513,=11.2365,=10.0778,=8.6317
2022-05-30,=1001.5400,=1010.5300,=2129364142856.8501,=889820714324,=764443902067.6945,=5.8408,=0.0425,=11.2366,=10.0829,=8.6317
2022-05-27,=993.7000,=1002.6200,=2111226377193.1790,=871823166635,=756126887648.4611,=5.7519,=0.0336,=11.2366,=10.0879,=8.6409
2022-05-26,=1004.2600,=1013.1800,=2128776281461.5701,=883580927158,=765077458114.0754,=5.7844,=0.0360,=11.2366,=10.0881,=8.6502
2022-05-25,=1006.5200,=1015.1000,=2134729106963.4905,=885274792308,=766366056161.3400,=5.8070,=0.0360,=11.2366,=10.0882,=8.6580
2022-05-24,=996.6500,=1005.1400,=2110547500642.4399,=875610011516,=758416167922.0599,=5.7646,=0.0339,=11.2366,=10.0915,=8.6641
2022-05-23,=1046.1500,=1054.7500,=2212788203211.2100,=918354785145,=795333431264.6296,=6.0379,=0.0407,=11.2625,=10.0948,=8.6641
2022-05-20,=1045.3800,=1053.9800,=2207566753253.1597,=917330469873,=794425122708.1101,=5.9708,=0.0385,=11.2625,=10.0995,=8.6670
2022-05-19,=1036.3400,=1044.8700,=2178197381643.8301,=908798345104,=786740615188.8900,=5.8594,=0.0341,=11.2625,=10.1042,=8.6717
2022-05-18,=1014,=1022.3400,=2130658466067.1399,=888744241130,=769877116232,=5.7256,=0.0319,=11.2625,=10.1084,=8.6879
2022-05-17,=1010.3700,=1018.6800,=2123346448658.6499,=881291684173,=765022823977.7799,=5.6635,=0.0297,=11.2625,=10.1127,=8.6885
2022-05-16,=996.5100,=1004.7100,=2096226887553.7400,=867931409585,=753626903982.4099,=5.5805,=0.0206,=11.2676,=10.1177,=8.6885
2022-05-13,=1010.8000,=1019.0500,=2123554547461.3999,=880780504489,=763909552416.6998,=5.6251,=0.0206,=11.2676,=10.1228,=8.6917
2022-05-12,=1013.0600,=1021.3300,=2134432514525.6201,=882766510171,=765812894471.6798,=5.6504,=0.0230,=11.2676,=10.1434,=8.6970
2022-05-11,=1002.4600,=1010.5900,=2108613263980.7903,=873990912503,=758029923462.8201,=5.6455,=0.0207,=11.2676,=10.1640,=8.7029
2022-05-10,=972.1400,=980.0300,=2049763788576.3899,=848019941178,=734945012032.8101,=5.5056,=0.0185,=11.2676,=10.1648,=8.7202
2022-05-09,=946.7200,=954.4100,=1998590777330.2405,=825782429247,=715242203210.6698,=5.3751,=0.0046,=11.3021,=10.1657,=8.7202
2022-05-06,=942.2300,=949.8700,=1994630904158.2410,=823456734968,=713904789097.1501,=5.3989,=0.0046,=11.3021,=10.1693,=8.7353
2022-05-05,=956.1300,=963.7200,=2026179085159.1296,=835077097086,=724141555852.2899,=5.4471,=0.0070,=11.3021,=10.1729,=8.7412
2022-04-29,=947.1500,=954.6400,=2005610912414.4800,=826782385515,=712772870543.6699,=5.4700,=0.0093,=11.3021,=10.1737,=8.7424
2022-04-28,=903.0600,=910.2000,=1915061347147.0500,=787716446192,=667565888324.2802,=5.2539,=0.0023,=11.3021,=10.1744,=8.7522
2022-04-27,=906.4300,=913.6000,=1928450833471.9399,=792347092350,=665996445722.5400,=5.4360,=0.0023,=11.3058,=10.1908,=8.7522
2022-04-26,=868.0700,=874.9300,=1856104383503.0496,=759072923509,=638214769012.8000,=5.2265,=0,=11.3058,=10.2071,=8.7650
2022-04-25,=884.3000,=891.3000,=1886655977841.9199,=772792441719,=637214537243.1001,=5.4653,=0,=11.3058,=10.2186,=8.7677
2022-04-22,=942.0700,=949.5200,=2004301201763.0896,=821737719168,=669288854407.2002,=5.9103,=0,=11.3058,=10.2300,=8.7710
2022-04-21,=957.7200,=965.2900,=2027576668345.8701,=835852589626,=679727572719.7500,=6.0875,=0,=11.3058,=10.2338,=8.7720
2022-04-20,=973.5100,=981.2100,=2063517125662.3799,=848206564732,=690489324300.6500,=6.2230,=0,=11.3092,=10.2377,=8.7720
2022-04-19,=989.9300,=997.7600,=2090934812372.5000,=861509562785,=702039205152.9398,=6.3114,=0.0048,=11.3092,=10.2393,=8.7833
2022-04-18,=1004.6100,=1012.5500,=2118443920313.2896,=875126347626,=712002849881.7001,=6.4310,=0.0095,=11.3092,=10.2410,=8.7868
2022-04-15,=973.3600,=981.0500,=2061930809611.5703,=846999755993,=686714511612.6400,=6.2337,=0,=11.3092,=10.2701,=8.7882
2022-04-14,=975.5700,=983.2800,=2066571168783.6699,=849541675536,=682431253618.7201,=6.3458,=0.0024,=11.3092,=10.2991,=8.7919
2022-04-13,=964.8300,=972.4600,=2036606331691.7800,=837953072904,=673775012855.0699,=6.2589,=0,=11.3118,=10.3047,=8.7919
2022-04-12,=994.4400,=1002.3000,=2092858476504.8904,=863096927209,=694158825399.2499,=6.4408,=0.0024,=11.3118,=10.3103,=8.8087
2022-04-11,=988.7600,=996.5700,=2073280271150.0200,=856554848339,=677040140449.4802,=6.3807,=0,=11.3118,=10.3229,=8.8371
2022-04-08,=1027.2400,=1035.3600,=2159613807345.8303,=888359638158,=703678382865.1299,=6.6465,=0.0024,=11.3118,=10.3355,=8.8398
2022-04-07,=1036.0700,=1044.2600,=2179317736523.5107,=895685985507,=705581590849.2899,=6.7606,=0.0024,=11.3118,=10.3520,=8.8607
2022-04-06,=1058.4900,=1066.8600,=2222650915600.6304,=915592772574,=719160225722.3400,=6.9247,=0.0024,=11.3217,=10.3685,=8.8607
2022-04-01,=1089.1900,=1097.8000,=2275531995175.2603,=941332403931,=740432002378.2598,=7.0109,=0.0049,=11.3217,=10.3702,=8.8708
2022-03-31,=1091.0600,=1099.6800,=2279640710545.8203,=938405321263,=741903500756.2198,=7.0132,=0.0049,=11.3217,=10.3720,=8.8841
2022-03-30,=1112.5200,=1121.3100,=2319335954524.6895,=953536715796,=745911429714.5601,=7.1895,=0.0171,=11.3217,=10.3957,=8.8867
2022-03-29,=1079.9300,=1088.4700,=2259891568753.6304,=927448908558,=723602021496.4802,=7.0630,=0.0049,=11.3217,=10.4195,=8.8882
2022-03-28,=1090.7300,=1099.3500,=2282309553278.4004,=930312387612,=730615131915.1602,=7.1504,=0.0074,=11.3340,=10.4328,=8.8882
2022-03-25,=1106.8600,=1115.6100,=2311585080377.0298,=944247168333,=741671834419.5000,=7.1643,=0.0074,=11.3340,=10.4460,=8.8941
2022-03-24,=1134.5700,=1143.5400,=2365059297580.3506,=967468322421,=758114957196.6602,=7.3518,=0.0247,=11.3340,=10.4565,=8.9064
2022-03-23,=1144.0900,=1153.1300,=2385091387017.1304,=975725358190,=763308968822.8501,=7.4424,=0.0272,=11.3340,=10.4670,=8.9081
2022-03-22,=1134.3200,=1143.2800,=2364994025334.4199,=967972811517,=754589040754.3899,=7.3490,=0.0223,=11.3340,=10.4770,=8.9127
2022-03-21,=1152.3300,=1161.4300,=2399012572663.9004,=982859819551,=766609460926.3500,=7.3842,=0.0224,=11.3490,=10.4870,=8.9127
2022-03-18,=1144.3200,=1153.3600,=2380764658521.3003,=975810287719,=761064662619.9497,=7.3302,=0.0200,=11.3490,=10.4967,=8.9259
2022-03-17,=1142.7100,=1151.7400,=2367655282240.3301,=971600305790,=759711455344.2701,=7.3117,=0.0175,=11.3490,=10.5064,=8.9264
2022-03-16,=1125.4800,=1134.3800,=2332998452394.0195,=957545266016,=748429277829.1300,=7.1667,=0.0075,=11.3490,=10.5220,=8.9372
2022-03-15,=1093.4300,=1102.0700,=2185608379961.9399,=931037076832,=724531944857.8599,=6.6376,=0,=11.3490,=10.5376,=8.9398
2022-03-14,=1126.2800,=1135.1800,=2267651815077.2803,=963337877286,=747406582681.4799,=6.9584,=0,=11.3582,=10.5390,=8.9398
2022-03-11,=1161.2100,=1170.3900,=2342219600536.5103,=993255872123,=761196483542.3999,=7.2145,=0.0051,=11.3582,=10.5404,=8.9403
2022-03-10,=1153.3600,=1162.4700,=2329589828455.5000,=985499664686,=756282539195.9000,=7.1944,=0.0025,=11.3582,=10.5412,=8.9405
2022-03-09,=1129.6500,=1138.5700,=2287815990661.0693,=966164642170,=740452543467.4700,=7.0774,=0,=11.3582,=10.5420,=8.9441
2022-03-08,=1137.0700,=1146.0600,=2300663861141.6699,=974357653363,=745140413469.6099,=7.2792,=0,=11.3582,=10.5459,=8.9458
2022-03-07,=1169.9800,=1179.2300,=2357443700424.9102,=1001932213090,=767190664801.9901,=7.5129,=0,=11.3735,=10.5498,=8.9458
2022-03-04,=1203.0900,=1212.6000,=2419069825580.1104,=1029417064221,=788815974713.5800,=7.7362,=0,=11.3735,=10.5654,=8.9471
2022-03-03,=1209.8200,=1219.3800,=2429737601433.9800,=1034807233979,=793136724283.1801,=7.7993,=0.0051,=11.3735,=10.5810,=8.9582
2022-03-02,=1230.2800,=1240,=2458269502666.5400,=1042983402718,=806052394600.4001,=7.9345,=0.0231,=11.3735,=10.5845,=8.9659
2022-03-01,=1239.0200,=1248.8100,=2472238008370.2202,=1049602055595,=811607326421.5303,=7.9870,=0.0309,=11.3735,=10.5879,=8.9666
2022-02-28,=1249.5900,=1259.4600,=2486578707950.4199,=1059050741870,=818649791160.0402,=7.9897,=0.0310,=11.3998,=10.5898,=8.9666
2022-02-25,=1240.8800,=1250.6800,=2471014648474.7798,=1050891569758,=813198189919.9802,=8.0250,=0.0363,=11.3998,=10.5916,=8.9724
2022-02-24,=1214.9900,=1224.5900,=2425481421956.9497,=1027811050878,=796271426876.8000,=7.8758,=0.0078,=11.3998,=10.5918,=8.9749
2022-02-23,=1231.0800,=1240.8100,=2460912461254.3398,=1042301124013,=807048980826.3801,=8.0532,=0.0365,=11.3998,=10.5921,=8.9797
2022-02-22,=1183.9800,=1193.3400,=2372081376969.4697,=1003618038806,=776603179635.5900,=7.8205,=0.0052,=11.3998,=10.5971,=9.0005
2022-02-21,=1193.6000,=1203.0300,=2386777590617.4702,=1009595856001,=782953496329.4102,=7.9198,=0.0131,=11.4002,=10.6021,=9.0005
2022-02-18,=1204.3700,=1213.8900,=2403975644388,=1018313902660,=789980821721.6398,=7.9356,=0.0157,=11.4002,=10.6026,=9.0091
2022-02-17,=1207.8200,=1217.3700,=2410047637529.9897,=1021227811973,=791994963472.7603,=7.9236,=0.0132,=11.4002,=10.6031,=9.0174
2022-02-16,=1197.5600,=1207.0200,=2397391618000.5601,=1013195741433,=785642441961.1600,=7.8801,=0.0053,=11.4002,=10.6091,=9.0174
2022-02-15,=1203.1200,=1212.6300,=2404520277660.0200,=1018159813381,=789401271724.3101,=7.8862,=0.0053,=11.4002,=10.6152,=9.0200
2022-02-14,=1169.4400,=1178.6800,=2348387448632.1997,=991623125654,=767314998806.8300,=7.7617,=0.0027,=11.4111,=10.6165,=9.0200
2022-02-11,=1169.5900,=1178.8300,=2354148923392,=991856064374,=767177406847.3900,=7.7612,=0,=11.4111,=10.6179,=9.0301
2022-02-10,=1188.2000,=1197.5900,=2392114102883.5601,=1007044360594,=778885177400.6599,=7.9112,=0,=11.4111,=10.6198,=9.0370
2022-02-09,=1210.2900,=1219.8500,=2426459528380.6299,=1026218498910,=793523683218.8599,=8.0216,=0.0080,=11.4111,=10.6217,=9.0576
2022-02-08,=1204.0500,=1213.5700,=2409402509740.6201,=1020064706876,=789595479710.4899,=7.9426,=0,=11.4111,=10.6241,=9.0647
2022-02-07,=1233.6200,=1243.3700,=2456519959331.0801,=1046219666448,=808844579781.6700,=8.0359,=0.0054,=11.4122,=10.6264,=9.0647
2022-01-28,=1229.2200,=1238.9400,=2441784576874.9302,=1041565185614,=806276084162.9001,=7.9856,=0,=11.4122,=10.6325,=9.0830
2022-01-27,=1240.5500,=1250.3600,=2462966161633.8696,=1050689053031,=813522745566.6298,=8.0172,=0,=11.4122,=10.6387,=9.0851
2022-01-26,=1276.3600,=1286.4500,=2532320424212.7788,=1082822445487,=837046513648.1299,=8.2445,=0,=11.4122,=10.6389,=9.0859
2022-01-25,=1277,=1287.0900,=2531252085741.1401,=1084237022207,=837691572269.8099,=8.2455,=0,=11.4122,=10.6391,=9.0936
2022-01-24,=1307.7400,=1318.0800,=2597318275281.1099,=1109813841195,=858012674857.2302,=8.5353,=0.0027,=11.4176,=10.6408,=9.0936
2022-01-21,=1290.4100,=1300.6000,=2567133879769.1997,=1095014931139,=846528749683.2998,=8.4646,=0,=11.4176,=10.6425,=9.0989
