日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM等权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=3.4351,=0.1578,=10.1127,=5.2737,=3.6141
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=3.4697,=0.1699,=10.1127,=5.2742,=3.6262
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=3.4268,=0.1508,=10.1127,=5.2746,=3.6278
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=3.4298,=0.1537,=10.1127,=5.2766,=3.6454
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=3.4482,=0.1612,=10.1228,=5.2785,=3.6454
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=3.4664,=0.1650,=10.1228,=5.2786,=3.6463
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=3.4711,=0.1670,=10.1228,=5.2787,=3.6548
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=3.4747,=0.1680,=10.1228,=5.2788,=3.6702
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=3.4400,=0.1581,=10.1228,=5.2790,=3.6703
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=3.4654,=0.1628,=10.1640,=5.2815,=3.6703
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=3.3664,=0.1372,=10.1640,=5.2841,=3.6726
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=3.3331,=0.1300,=10.1640,=5.2849,=3.6761
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=3.4307,=0.1531,=10.1640,=5.2856,=3.6902
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=3.4665,=0.1616,=10.1640,=5.2933,=3.6908
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=3.4587,=0.1590,=10.1657,=5.3011,=3.6908
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=3.4691,=0.1610,=10.1657,=5.3032,=3.6934
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=3.4931,=0.1676,=10.1657,=5.3054,=3.7089
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=3.5414,=0.1816,=10.1657,=5.3074,=3.7138
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=3.6278,=0.1883,=10.1657,=5.3093,=3.7182
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=3.7089,=0.1978,=10.1729,=5.3141,=3.7182
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=3.7182,=0.1989,=10.1729,=5.3189,=3.7201
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=3.7634,=0.2056,=10.1729,=5.3192,=3.7253
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=3.7529,=0.2048,=10.1729,=5.3195,=3.7253
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=3.8167,=0.2181,=10.1729,=5.3238,=3.7253
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=3.7687,=0.2062,=10.1744,=5.3280,=3.7201
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=3.8194,=0.2176,=10.1744,=5.3283,=3.7201
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=3.8424,=0.2234,=10.1744,=5.3286,=3.7201
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=3.8435,=0.2236,=10.1744,=5.3303,=3.7201
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=3.8417,=0.2228,=10.1744,=5.3320,=3.7201
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=3.8805,=0.2324,=10.2071,=5.3363,=3.7138
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=3.9582,=0.2533,=10.2071,=5.3405,=3.7138
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=4.0190,=0.2714,=10.2071,=5.3436,=3.7138
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=4.0190,=0.2716,=10.2071,=5.3467,=3.7138
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=4.0140,=0.2700,=10.2071,=5.3472,=3.7138
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=3.9995,=0.2665,=10.2300,=5.3476,=3.6934
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=4.0287,=0.2743,=10.2300,=5.3493,=3.6934
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=3.9750,=0.2594,=10.2300,=5.3510,=3.6934
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=3.9677,=0.2578,=10.2300,=5.3550,=3.6934
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=4.0327,=0.2741,=10.2300,=5.3591,=3.6934
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=4.0341,=0.2744,=10.2377,=5.3671,=3.6908
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=3.9909,=0.2623,=10.2377,=5.3751,=3.6908
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=3.9061,=0.2427,=10.2377,=5.3835,=3.6908
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=3.9214,=0.2448,=10.2377,=5.3919,=3.6908
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=3.8292,=0.2222,=10.2377,=5.3954,=3.6908
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=3.8532,=0.2291,=10.2410,=5.3989,=3.6902
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=3.8155,=0.2198,=10.2410,=5.4083,=3.6902
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=3.9910,=0.2590,=10.2410,=5.4176,=3.6902
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=3.9912,=0.2593,=10.2410,=5.4268,=3.6902
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=3.9979,=0.2595,=10.2410,=5.4360,=3.6902
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=3.8937,=0.2378,=10.2991,=5.4369,=3.6761
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=3.9615,=0.2524,=10.2991,=5.4377,=3.6761
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=4.0898,=0.2727,=10.2991,=5.4384,=3.6761
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=4.2083,=0.2845,=10.2991,=5.4390,=3.6761
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=4.2132,=0.2848,=10.2991,=5.4425,=3.6761
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=4.2744,=0.2917,=10.3103,=5.4461,=3.6726
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=4.1410,=0.2824,=10.3103,=5.4462,=3.6726
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=4.1124,=0.2769,=10.3103,=5.4463,=3.6726
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=4.0960,=0.2753,=10.3103,=5.4467,=3.6726
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=4.0905,=0.2746,=10.3103,=5.4471,=3.6726
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=3.9845,=0.2584,=10.3355,=5.4552,=3.6703
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=3.9451,=0.2519,=10.3355,=5.4632,=3.6703
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=4.0270,=0.2657,=10.3355,=5.4634,=3.6703
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=3.9430,=0.2505,=10.3355,=5.4635,=3.6703
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=4.0241,=0.2623,=10.3355,=5.4644,=3.6703
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=4.1291,=0.2733,=10.3685,=5.4653,=3.6702
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=4.1859,=0.2774,=10.3685,=5.4662,=3.6702
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=3.9786,=0.2573,=10.3685,=5.4671,=3.6702
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=4.0816,=0.2702,=10.3685,=5.4685,=3.6702
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=4.0243,=0.2626,=10.3685,=5.4700,=3.6702
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=3.9676,=0.2561,=10.3720,=5.4729,=3.6548
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=3.8579,=0.2339,=10.3720,=5.4758,=3.6548
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=3.6454,=0.1980,=10.3720,=5.4763,=3.6548
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=3.6934,=0.2061,=10.3720,=5.4768,=3.6702
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=3.8133,=0.2219,=10.3720,=5.4774,=3.6702
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=3.8947,=0.2397,=10.4195,=5.4781,=3.6548
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=3.8445,=0.2282,=10.4195,=5.4785,=3.6548
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=4.0011,=0.2539,=10.4195,=5.4790,=3.6548
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=4.0269,=0.2571,=10.4195,=5.4894,=3.6548
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=4.4987,=0.3350,=10.4195,=5.4999,=3.6548
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=3.8812,=0.2360,=10.4460,=5.5028,=3.6463
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=3.3269,=0.1368,=10.4460,=5.5056,=3.6463
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=3.1339,=0.0700,=10.4460,=5.5092,=3.6548
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=3.0292,=0.0562,=10.4460,=5.5127,=3.6702
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=3.0290,=0.0553,=10.4460,=5.5141,=3.6703
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=2.9013,=0.0128,=10.4670,=5.5155,=3.6703
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=2.9211,=0.0198,=10.4670,=5.5207,=3.6726
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=2.9344,=0.0228,=10.4670,=5.5260,=3.6761
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=2.8977,=0.0119,=10.4670,=5.5281,=3.6902
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=2.8768,=0.0079,=10.4670,=5.5302,=3.6908
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=2.9211,=0.0169,=10.4870,=5.5554,=3.6908
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=2.9194,=0.0149,=10.4870,=5.5805,=3.7138
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=2.8807,=0.0090,=10.4870,=5.5842,=3.7201
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=2.8677,=0.0070,=10.4870,=5.5878,=3.7253
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=2.9086,=0.0110,=10.4870,=5.6064,=3.7298
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=2.9767,=0.0319,=10.5064,=5.6251,=3.7298
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=2.9472,=0.0200,=10.5064,=5.6353,=3.7315
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=2.9531,=0.0200,=10.5064,=5.6455,=3.7406
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=2.9169,=0.0110,=10.5064,=5.6479,=3.7465
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=2.9456,=0.0180,=10.5064,=5.6504,=3.7642
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=2.9203,=0.0110,=10.5376,=5.6570,=3.7642
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=2.8410,=0.0040,=10.5376,=5.6635,=3.7718
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=2.8369,=0.0030,=10.5376,=5.6697,=3.7817
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=2.8554,=0.0040,=10.5376,=5.6759,=3.7826
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=2.8278,=0.0020,=10.5376,=5.6862,=3.7926
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=2.8158,=0,=10.5404,=5.6965,=3.7926
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=2.8536,=0.0010,=10.5404,=5.7110,=3.7951
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=2.8777,=0.0010,=10.5404,=5.7256,=3.8058
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=2.9076,=0.0030,=10.5404,=5.7387,=3.8092
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=2.9411,=0.0081,=10.5404,=5.7519,=3.8105
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=2.9617,=0.0101,=10.5420,=5.7535,=3.8105
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=2.9353,=0.0061,=10.5420,=5.7551,=3.8137
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=2.9733,=0.0142,=10.5420,=5.7553,=3.8158
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=2.9657,=0.0112,=10.5420,=5.7555,=3.8213
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=2.9625,=0.0092,=10.5420,=5.7600,=3.8322
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=2.9923,=0.0183,=10.5498,=5.7646,=3.8322
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=2.9928,=0.0183,=10.5498,=5.7681,=3.8378
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=3.0036,=0.0204,=10.5498,=5.7717,=3.8414
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=2.9286,=0.0041,=10.5498,=5.7781,=3.8447
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=2.9728,=0.0102,=10.5498,=5.7844,=3.8457
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=3.0189,=0.0194,=10.5810,=5.7957,=3.8457
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=3.0568,=0.0277,=10.5810,=5.8070,=3.8501
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=2.9289,=0.0041,=10.5810,=5.8239,=3.8648
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=2.9409,=0.0041,=10.5810,=5.8408,=3.8655
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=2.9997,=0.0154,=10.5810,=5.8501,=3.8702
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=2.9915,=0.0134,=10.5879,=5.8594,=3.8702
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=2.9285,=0.0031,=10.5879,=5.8631,=3.8774
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=2.9846,=0.0093,=10.5879,=5.8668,=3.8816
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=3.0770,=0.0248,=10.5879,=5.8669,=3.8821
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=3.0767,=0.0238,=10.5879,=5.8671,=3.8856
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=3.0320,=0.0145,=10.5916,=5.8802,=3.8856
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=2.9910,=0.0104,=10.5916,=5.8933,=3.8962
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=2.9870,=0.0093,=10.5916,=5.8976,=3.9021
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=2.9635,=0.0052,=10.5916,=5.9020,=3.9101
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=3.0473,=0.0125,=10.5916,=5.9047,=3.9126
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=3.0514,=0.0146,=10.5921,=5.9074,=3.9126
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=2.9686,=0.0052,=10.5921,=5.9088,=3.9307
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=2.9547,=0.0031,=10.5921,=5.9103,=3.9308
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=2.9015,=0.0021,=10.5921,=5.9110,=3.9366
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=2.9836,=0.0042,=10.5921,=5.9118,=3.9426
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=2.9581,=0.0021,=10.6021,=5.9123,=3.9426
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=3.0146,=0.0042,=10.6021,=5.9128,=3.9429
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=3.0250,=0.0042,=10.6021,=5.9191,=3.9439
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=3.0685,=0.0084,=10.6021,=5.9254,=3.9523
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=3.0482,=0.0063,=10.6021,=5.9289,=3.9534
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=3.0541,=0.0063,=10.6031,=5.9323,=3.9534
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=3.1347,=0.0084,=10.6031,=5.9366,=3.9664
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=3.0725,=0.0063,=10.6031,=5.9408,=3.9698
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=3.1362,=0.0084,=10.6031,=5.9475,=3.9877
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=3.2402,=0.0380,=10.6031,=5.9542,=4.0115
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=3.2319,=0.0348,=10.6152,=5.9563,=4.0115
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=3.2792,=0.0571,=10.6152,=5.9583,=4.0131
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=3.3528,=0.0370,=10.6152,=5.9600,=4.0140
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=3.3581,=0.0784,=10.6152,=5.9617,=4.0320
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=3.1861,=0.0212,=10.6152,=5.9663,=4.0352
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=3.1918,=0.0234,=10.6179,=5.9708,=4.0352
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=3.1509,=0.0106,=10.6179,=5.9832,=4.0477
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=3.1495,=0.0096,=10.6179,=5.9955,=4.0487
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=3.1361,=0.0075,=10.6179,=5.9971,=4.0613
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=3.1794,=0.0139,=10.6179,=5.9987,=4.0722
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=3.2564,=0.0395,=10.6217,=6.0018,=4.0722
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=3.2869,=0.0534,=10.6217,=6.0050,=4.1034
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=3.2678,=0.0449,=10.6217,=6.0051,=4.1204
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=3.2781,=0.0482,=10.6217,=6.0052,=4.1337
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=3.2752,=0.0472,=10.6217,=6.0061,=4.1345
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=3.2606,=0.0397,=10.6264,=6.0070,=4.1345
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=3.1881,=0.0172,=10.6264,=6.0073,=4.1351
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=3.2223,=0.0258,=10.6264,=6.0076,=4.1415
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=3.2065,=0.0205,=10.6264,=6.0083,=4.2268
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=3.2512,=0.0323,=10.6264,=6.0090,=4.2425
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=3.3326,=0.0572,=10.6387,=6.0144,=4.2425
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=3.1903,=0.0173,=10.6387,=6.0199,=4.2565
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=3.2413,=0.0270,=10.6387,=6.0211,=4.2596
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=3.2665,=0.0357,=10.6387,=6.0224,=4.2612
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=3.2557,=0.0325,=10.6387,=6.0241,=4.2673
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=3.2899,=0.0412,=10.6391,=6.0259,=4.2673
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=3.3360,=0.0521,=10.6391,=6.0275,=4.2713
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=3.3513,=0.0543,=10.6391,=6.0292,=4.2815
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=3.3823,=0.0609,=10.6391,=6.0297,=4.2989
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=3.4169,=0.0686,=10.6391,=6.0302,=4.3025
2024-05-08,=761.6600,=776.1100,=2501379478775.2891,=1524149370562,=959383986004.3101,=3.3107,=0.0502,=10.6425,=6.0307,=4.3025
2024-05-07,=769.7900,=784.4000,=2523253880113.3301,=1538365452021,=969814241623.7000,=3.3692,=0.0546,=10.6425,=6.0311,=4.3048
2024-05-06,=777.6600,=792.4200,=2544189821373.7500,=1555510103570,=979150563123.7100,=3.3754,=0.0568,=10.6425,=6.0345,=4.3103
2024-04-30,=767.4600,=782.0200,=2501767556898.3799,=1519732937848,=964413387094.8800,=3.3010,=0.0470,=10.6425,=6.0379,=4.3330
