日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2024-04-18,=745.6900,=759.8400,=2443167245723.7500,=1482741762004,=919427457685.3300,=46.4218,=0.0640,=87.4806,=62.1178,=52.2968
2024-04-17,=750.8900,=765.1300,=2454736825329.9097,=1491499851827,=925879025458.0298,=46.7341,=0.0707,=87.4806,=62.1855,=52.3591
2024-04-16,=733.1500,=747.0600,=2398256388573.9805,=1458514556557,=904378451559.4404,=45.3246,=0.0454,=87.4806,=62.2532,=52.4166
2024-04-15,=750.9000,=765.1400,=2452107687214.5303,=1494630070236,=926433958473.0200,=46.6111,=0.0676,=87.4806,=62.2561,=52.4546
2024-04-12,=738.4300,=752.4400,=2412426111298.6011,=1465756021106,=908865808831.4500,=44.4489,=0.0299,=87.6046,=62.2590,=52.4546
2024-04-11,=738.6700,=752.6900,=2417940421050.6396,=1464847620628,=908426185192.1600,=44.8014,=0.0388,=87.6046,=62.3199,=52.4571
2024-04-10,=735.7300,=749.6900,=2415132079418.6396,=1455361739722,=904874257520.5398,=44.6806,=0.0356,=87.6046,=62.3807,=52.4737
2024-04-09,=749.6300,=763.8500,=2457255892396.4600,=1480453464099,=921387098858.3000,=45.1123,=0.0389,=87.6046,=62.3866,=52.5397
2024-04-08,=740.6700,=754.7200,=2427110234005.1602,=1463621881156,=907082012109.3300,=44.5519,=0.0345,=87.6046,=62.3924,=52.5400
2024-04-03,=756.7600,=771.1200,=2481471577094.8301,=1493022297913,=926807632033.3600,=45.5589,=0.0457,=87.7850,=62.4668,=52.5400
2024-04-02,=768.7900,=783.3700,=2516882164226.4805,=1520710016955,=941368297784.0398,=46.3300,=0.0547,=87.7850,=62.5412,=52.5663
2024-04-01,=775.5300,=790.2400,=2539472623264.5498,=1533969170749,=949923582932.4498,=46.6463,=0.0603,=87.7850,=62.5551,=52.7121
2024-03-29,=762.7400,=777.2100,=2501018201281.7500,=1508979585401,=933279021187.2800,=45.7366,=0.0481,=87.7850,=62.5690,=52.7493
2024-03-28,=763.2700,=777.7600,=2496839278989.8496,=1508869966377,=933987958400.8398,=42.0009,=0.0112,=87.7850,=62.6541,=52.7725
2024-03-27,=752.8200,=767.1000,=2460383444765.8301,=1487514391061,=921002888329.8600,=40.4664,=0.0022,=87.8155,=62.7392,=52.7725
2024-03-26,=772.0900,=786.7400,=2519676667200.8301,=1523012704159,=944544852468.5598,=45.1166,=0.0359,=87.8155,=62.7678,=52.7968
2024-03-25,=781.6500,=796.4800,=2545260138453.2905,=1539245844618,=955245283298.6000,=42.0250,=0.0112,=87.8155,=62.7964,=52.8180
2024-03-22,=794.2000,=809.2700,=2586016633216.3599,=1563126930641,=968809299614.4598,=42.6717,=0.0135,=87.8155,=62.8225,=52.9486
2024-03-21,=806.1400,=821.4300,=2632262437896.4600,=1581454058378,=983031332320.1802,=46.8525,=0.0563,=87.8155,=62.8485,=53.1196
2024-03-20,=814.0300,=829.4700,=2661006168128.3501,=1598645244224,=992129150779.5498,=43.7809,=0.0180,=87.8489,=62.8563,=53.1196
2024-03-19,=811.7700,=827.1700,=2654939772684.8496,=1590112644135,=989198779840.4398,=47.4816,=0.0711,=87.8489,=62.8641,=53.1360
2024-03-18,=825.4000,=841.0600,=2693970763194.8501,=1613925422883,=1006113296874.8602,=44.7257,=0.0305,=87.8489,=62.8677,=53.1439
2024-03-15,=808.6700,=824.0200,=2642614244476.4795,=1582467765105,=985841409787.4402,=47.7188,=0.0747,=87.8489,=62.8713,=53.2380
2024-03-14,=804.8600,=820.1200,=2624342350667.6201,=1572045236137,=981187609253.1000,=47.7264,=0.0747,=87.8489,=62.8889,=53.3338
2024-03-13,=814.9300,=830.3900,=2655030363358.5898,=1591161714019,=993579677011.3496,=48.3965,=0.0816,=87.8563,=62.9066,=53.3338
2024-03-12,=817.7500,=833.2600,=2662864241671.6797,=1596829479693,=997161008722.6300,=48.5396,=0.0851,=87.8563,=62.9141,=53.5466
2024-03-11,=818.4400,=833.9700,=2671419879976.0498,=1597727265735,=997623883913.7704,=44.5110,=0.0273,=87.8563,=62.9217,=53.5964
2024-03-08,=803.2000,=818.4400,=2554643324047.2300,=1574584385619,=983395931597.3300,=43.7502,=0.0171,=87.8563,=62.9389,=53.6748
2024-03-07,=794.2400,=809.3100,=2525879147747.9805,=1558197903457,=972544111190.0300,=47.0129,=0.0558,=87.8563,=62.9562,=53.8921
2024-03-06,=811.9000,=827.3000,=2578862457211.3501,=1590961710241,=994131829872.9604,=44.2774,=0.0205,=87.9106,=62.9717,=53.8921
2024-03-05,=817.7700,=833.2900,=2592393807114.4404,=1600738174043,=1001728384671.0398,=44.4743,=0.0228,=87.9106,=62.9872,=53.9188
2024-03-04,=818.5100,=834.0400,=2597042991981.5601,=1598913986501,=1002328688812.5402,=44.5320,=0.0240,=87.9106,=63.0329,=53.9327
2024-03-01,=815.4900,=830.9600,=2591777385217.5195,=1591347044070,=998645734926.6398,=44.4782,=0.0229,=87.9106,=63.0785,=53.9337
2024-02-29,=807.7100,=823.0300,=2568568521288.1797,=1573762967734,=989183327677.8098,=44.2037,=0.0183,=87.9106,=63.0887,=53.9340
2024-02-28,=771.5900,=786.2300,=2454683427870.8203,=1504300642280,=944544031326.0200,=42.0944,=0.0115,=87.9759,=63.0989,=53.9340
2024-02-27,=796.9100,=812.0300,=2530463889956.5103,=1550194025255,=975936359141.0100,=43.4760,=0.0149,=87.9759,=63.1036,=54.0556
2024-02-26,=768.4900,=783.0700,=2443622931455.8604,=1500292516032,=941278714803.1604,=42.1639,=0.0115,=87.9759,=63.1083,=54.1852
2024-02-23,=764.4800,=778.9900,=2428210197799.9199,=1492191037025,=936505075307.4700,=42.0230,=0.0104,=87.9759,=63.2502,=54.2740
2024-02-22,=762.3800,=776.8500,=2423107564121.1899,=1488164159298,=933562714532.6300,=41.8362,=0.0092,=87.9759,=63.3921,=54.3949
2024-02-21,=755.1600,=769.4800,=2401597153494.2896,=1474343654689,=924918557644.1801,=41.6658,=0.0069,=88.0420,=63.3923,=54.3949
2024-02-20,=754.7000,=769.0200,=2397922391814.6904,=1473770562948,=924624291710.5798,=41.4641,=0.0046,=88.0420,=63.3925,=54.3961
2024-02-19,=763.3200,=777.8000,=2424382164826.7603,=1487332944058,=934749161014.9598,=41.7431,=0.0058,=88.0420,=63.3934,=54.4047
2024-02-08,=751.5000,=765.7600,=2391235133218,=1457726293664,=920626051043.8700,=45.3325,=0.0174,=88.0420,=63.3942,=54.4079
2024-02-07,=743.4200,=757.5300,=2362197827725.5791,=1446276199096,=910784173872.0298,=44.6958,=0.0127,=88.0420,=63.4582,=54.5731
2024-02-06,=720.8000,=734.4700,=2305418998929.3301,=1400248352581,=883318334440.2301,=43.1003,=0.0058,=88.0624,=63.5222,=54.5731
2024-02-05,=676.7900,=689.6300,=2163188211038.8201,=1314741356657,=830173994512.7399,=40.2408,=0.0012,=88.0624,=63.5346,=54.6218
2024-02-02,=673.4100,=686.1800,=2154383506330.6597,=1309550384183,=825570482354.8998,=39.9025,=0,=88.0624,=63.5470,=54.6227
2024-02-01,=690.0100,=703.1000,=2203028755749.8105,=1340407174517,=845567528946.4696,=40.9232,=0.0012,=88.0624,=63.5809,=54.6471
2024-01-31,=684.8500,=697.8400,=2194884998511.4399,=1331242376885,=839063699134.2399,=40.7158,=0,=88.0624,=63.6148,=54.6789
2024-01-30,=697.8500,=711.0800,=2230449076281.9800,=1357397528193,=854727130206.7899,=41.6225,=0,=88.2045,=63.6529,=54.6789
2024-01-29,=725.3100,=739.0700,=2317477215341.9297,=1407602467739,=888099215553.5201,=43.2791,=0,=88.2045,=63.6910,=54.7085
2024-01-26,=746.1000,=760.2500,=2381007910190.7598,=1446969328495,=913925641149.0200,=44.2682,=0.0012,=88.2045,=63.7195,=54.7417
2024-01-25,=765.7900,=780.3200,=2437747391297.2705,=1480436569560,=938023840643.9696,=45.4399,=0.0082,=88.2045,=63.7480,=54.8023
2024-01-24,=750.2700,=764.5100,=2380472905591.2412,=1448844903320,=918992958101.0200,=44.3992,=0.0023,=88.2045,=63.7616,=54.8679
2024-01-23,=749.7400,=763.9700,=2372635516471.3003,=1442324161107,=918474195759.7600,=44.3148,=0.0012,=88.2520,=63.7753,=54.8679
2024-01-22,=742.2300,=756.3100,=2344618909055.9897,=1429677330076,=909893935871.3500,=43.8778,=0,=88.2520,=63.8009,=54.9415
2024-01-19,=765.4700,=779.9900,=2418712656254.4697,=1473947656095,=938332238188.1300,=45.4241,=0.0035,=88.2520,=63.8265,=54.9696
2024-01-18,=768.2800,=782.8600,=2428520005643.1997,=1480615059531,=941101342750.9598,=45.7564,=0.0071,=88.2520,=63.8686,=54.9885
2024-01-17,=757.0400,=771.4100,=2394021226823.9292,=1439150142789,=927188630770.8900,=45.2717,=0.0012,=88.2520,=63.9106,=55.0497
2024-01-16,=777.4000,=792.1500,=2458618166693.9209,=1476649399058,=952233550793.5300,=46.6096,=0.0153,=88.2582,=63.9139,=55.0497
2024-01-15,=773.4100,=788.0800,=2446271474254.7397,=1467650807991,=946991690098.7800,=46.5381,=0.0142,=88.2582,=63.9172,=55.1827
2024-01-12,=778.3600,=793.1200,=2457799114774.8096,=1477539456922,=953146098238.8302,=46.9599,=0.0189,=88.2582,=64.0098,=55.3411
2024-01-11,=789.8600,=804.8500,=2493867448708.7705,=1496233325854,=967512971396.5000,=47.6709,=0.0344,=88.2582,=64.1024,=55.4063
2024-01-10,=777.1500,=791.9000,=2458548951897.3696,=1470768830522,=951986196476.7200,=46.7499,=0.0142,=88.2582,=64.1552,=55.4800
2024-01-09,=782.9300,=797.7800,=2478512771715.8003,=1481424477268,=959371679593.1500,=47.0466,=0.0178,=88.3035,=64.2079,=55.4800
2024-01-08,=784.4300,=799.3100,=2487310038815.0400,=1484907778506,=961137747802.1100,=47.1701,=0.0202,=88.3035,=64.2449,=55.4834
2024-01-05,=807.7300,=823.0500,=2557424247907.2402,=1520082913463,=989673095116.5398,=48.7377,=0.0417,=88.3035,=64.2819,=55.4836
2024-01-04,=823.8500,=839.4800,=2610373567792.1699,=1548471638962,=1009330745399.5601,=49.7140,=0.0465,=88.3035,=64.2970,=55.5553
2024-01-03,=829.7700,=845.5100,=2628919308632.3101,=1560415699579,=1016563017968.2900,=49.9124,=0.0537,=88.3035,=64.3122,=55.5883
2024-01-02,=839.8000,=855.7300,=2657005008599.6396,=1582380456209,=1029422306404.9800,=50.4986,=0.0681,=88.3529,=64.3939,=55.5883
2023-12-29,=852,=868.1700,=2687015928375.8101,=1586136373798,=1044498709028.9000,=51.1945,=0.0897,=88.3529,=64.4756,=55.6239
2023-12-28,=850.3900,=866.5200,=2682353063526.3599,=1580668336306,=1042357499363.1700,=51.1103,=0.0850,=88.3529,=64.5817,=55.6274
2023-12-27,=830.0600,=845.8000,=2619531399738.9502,=1541945310337,=1017974357937.2102,=49.9202,=0.0540,=88.3529,=64.6878,=55.6288
2023-12-26,=825.2600,=840.9100,=2609079711778.5498,=1531050121327,=1011307127932.7598,=49.5850,=0.0456,=88.3529,=64.7763,=55.6574
2023-12-25,=837.2200,=853.1100,=2644331688450.6201,=1553144020776,=1026056149937.1500,=50.4316,=0.0625,=88.5578,=64.8649,=55.6574
2023-12-22,=843.3200,=859.3200,=2663866879489.0498,=1558887704494,=1033443850518.3702,=50.7039,=0.0698,=88.5578,=65.0265,=55.7703
2023-12-21,=847.8200,=863.9000,=2674597415149.6797,=1568927304070,=1039466071063.3900,=50.8111,=0.0711,=88.5578,=65.1881,=55.7781
2023-12-20,=835.7100,=851.5700,=2639792386073.1895,=1547563456792,=1025034542295.4900,=50.1376,=0.0579,=88.5578,=65.2050,=55.8123
2023-12-19,=845.8600,=861.9100,=2670149122997.3999,=1565969250798,=1037219331950.5300,=50.6650,=0.0664,=88.5578,=65.2220,=55.8270
2023-12-18,=840.6800,=856.6300,=2653919554889.9102,=1558397298307,=1030840087020.5900,=50.4298,=0.0605,=88.6506,=65.2664,=55.8270
2023-12-15,=847.5100,=863.5900,=2675591701042.1099,=1570624064478,=1038919582717.6002,=50.9584,=0.0702,=88.6506,=65.3109,=55.8347
2023-12-14,=855.9000,=872.1400,=2697845805868.2402,=1585061181139,=1049626418796.2300,=51.4283,=0.0824,=88.6506,=65.3542,=55.8349
2023-12-13,=861.2500,=877.5900,=2720194248223.8203,=1594203848464,=1056311626018.3800,=51.7138,=0.0922,=88.6506,=65.3976,=55.8390
2023-12-12,=869.9700,=886.4700,=2744539288992.5601,=1608980849130,=1066204346443.9598,=52.2614,=0.1142,=88.6506,=65.4301,=55.8746
2023-12-11,=878.5200,=895.1800,=2755931142589.7095,=1623887992968,=1076391675926.0900,=52.7121,=0.1290,=88.6647,=65.4627,=55.8746
2023-12-08,=868.2300,=884.7100,=2708499255838.2998,=1618977454551,=1074279190102.4000,=52.0053,=0.1023,=88.6647,=65.4692,=55.8963
2023-12-07,=847.4800,=863.5500,=2644251253066.3198,=1575296508723,=1045998689619.9399,=50.6298,=0.0646,=88.6647,=65.4757,=55.9277
2023-12-06,=848.7900,=864.8900,=2649547603445.0400,=1576625379430,=1051829749300.2300,=50.9723,=0.0696,=88.6647,=65.4906,=55.9556
2023-12-05,=845.8000,=861.8500,=2634284750406.8203,=1567192945667,=1044508164087.2600,=50.4892,=0.0623,=88.6647,=65.5055,=55.9820
2023-12-04,=861.9200,=878.2700,=2678201706531.3999,=1595383121605,=1061912202453.3096,=51.5803,=0.0881,=88.7247,=65.5222,=55.9820
2023-12-01,=867.5400,=883.9900,=2691661266311.1597,=1600175566605,=1065909225239.2902,=51.7399,=0.0895,=88.7247,=65.5390,=56.0406
2023-11-30,=865.6800,=882.1100,=2685550563820.2305,=1593335262944,=1063633735072.5300,=51.7900,=0.0896,=88.7247,=65.5662,=56.0410
2023-11-29,=862.0400,=878.3900,=2674765630143.2300,=1586149149169,=1056770297542.9498,=51.5255,=0.0848,=88.7247,=65.5935,=56.0504
2023-11-28,=871.9100,=887.4700,=2695709043829.5396,=1599098513830,=1063838465606.9200,=52.0056,=0.0947,=88.7247,=65.6427,=56.1891
2023-11-27,=868.0300,=883.5200,=2678636772698.4502,=1588232762602,=1055500376725.2800,=51.5616,=0.0862,=88.7571,=65.6918,=56.1891
2023-11-24,=864.7700,=880.0600,=2658860126238.8901,=1579550462912,=1046882679294.7502,=51.0393,=0.0703,=88.7571,=65.7087,=56.2159
2023-11-23,=877.7700,=893.2900,=2694151427504.1597,=1595939581433,=1063268256892.8298,=51.8746,=0.0877,=88.7571,=65.7256,=56.2367
2023-11-22,=870.7600,=886.1500,=2671634959817.2695,=1584360875961,=1054833972364.5699,=51.5017,=0.0816,=88.7571,=65.8231,=56.2586
2023-11-21,=884.8900,=900.5400,=2711002270954.1099,=1607033058355,=1069114751383.7998,=52.2877,=0.1027,=88.7571,=65.9206,=56.2766
2023-11-20,=892.6300,=908.4100,=2730954358478.4102,=1620258646681,=1078266423994.3199,=52.5400,=0.1115,=88.8089,=65.9446,=56.2766
2023-11-17,=891.3800,=907.0600,=2717748882782.2300,=1613811368319,=1074342880592.2704,=52.4737,=0.1092,=88.8089,=65.9686,=56.2849
2023-11-16,=887.1100,=902.7200,=2705230515258.2998,=1605292390363,=1068544749783.8704,=52.1730,=0.0969,=88.8089,=65.9817,=56.2855
2023-11-15,=902.1800,=918.0500,=2748966739791.0200,=1630416482265,=1085563143785.6500,=53.1196,=0.1169,=88.8089,=65.9947,=56.2961
2023-11-14,=904.3400,=920.2500,=2756614152257.0405,=1634313819039,=1088988031049.8000,=53.2380,=0.1196,=88.8089,=66.0246,=56.2978
2023-11-13,=896.5500,=912.3300,=2727438443335.8799,=1622289631503,=1077286325743.4004,=52.8180,=0.1147,=88.9956,=66.0544,=56.2978
2023-11-10,=889.7500,=905.4000,=2710687704074.3906,=1609317916517,=1070152424793.2798,=52.2645,=0.0999,=88.9956,=66.1864,=56.3245
2023-11-09,=893.8000,=909.5200,=2733024024807.2598,=1614325551203,=1073986061140.7104,=51.8186,=0.0863,=88.9956,=66.3184,=56.3370
2023-11-08,=899.6300,=915.4500,=2757910057401.3008,=1625454375670,=1084189818968.6600,=52.3591,=0.1014,=88.9956,=66.4041,=56.3511
2023-11-07,=891.4600,=907.1400,=2736823815138.0400,=1613304133121,=1074240557800.2498,=52.0036,=0.0890,=88.9956,=66.4898,=56.3528
2023-11-06,=890.2100,=905.8700,=2731625611112.0708,=1609554470115,=1070153303235.8600,=51.9500,=0.0866,=88.9998,=66.5776,=56.3528
2023-11-03,=875.3700,=890.7700,=2689816910561.0298,=1580522173062,=1052573654724.3198,=51.0635,=0.0716,=88.9998,=66.6653,=56.3543
2023-11-02,=859.9300,=875.0600,=2644141807458.5596,=1551563588111,=1032786393854.6300,=50.0611,=0.0591,=88.9998,=66.8876,=56.3561
2023-11-01,=869.9200,=885.2200,=2674463995644.9604,=1566351093640,=1044696194663.5002,=50.7966,=0.0655,=88.9998,=67.1099,=56.3565
2023-10-31,=874.4100,=889.7900,=2680672405834.5903,=1574900373748,=1048926924215.8503,=50.9254,=0.0668,=88.9998,=67.1416,=56.3671
2023-10-30,=878.1300,=893.5000,=2695374347636.7700,=1581009403360,=1049477193734.1198,=49.7193,=0.0492,=89.0478,=67.1733,=56.3671
2023-10-27,=861.8500,=876.9400,=2646630148335.2500,=1542878173915,=1019361570696.3698,=46.3414,=0.0114,=89.0478,=67.2282,=56.4075
2023-10-26,=849.3100,=864.1700,=2611903958481.7612,=1526386531589,=1003180856891.8236,=45.5988,=0.0038,=89.0478,=67.2830,=56.4223
2023-10-25,=848.6500,=863.5000,=2603870165461.1997,=1521197688581,=1002232148682.2828,=45.5398,=0.0025,=89.0478,=67.3766,=56.4836
2023-10-24,=850.6100,=865.5000,=2603397347640.3804,=1521161900004,=1002227367037.4536,=45.6594,=0.0025,=89.0478,=67.4701,=56.4991
2023-10-23,=840.1400,=854.8500,=2584200207174.3989,=1502136562949,=987794407018.1316,=44.9563,=0,=89.0650,=67.5170,=56.4991
2023-10-20,=861.8100,=876.8900,=2635947966791.7705,=1535965545001,=1010618117478.4156,=45.7814,=0.0013,=89.0650,=67.5639,=56.5245
2023-10-19,=870.1000,=885.3300,=2645307489408.8696,=1551886238306,=1018137281056.3622,=46.1931,=0.0038,=89.0650,=67.6341,=56.5259
2023-10-18,=869.7600,=884.9800,=2634860857844.5200,=1555980968960,=1016178187460.6892,=46.4749,=0.0038,=89.0650,=67.7044,=56.5268
2023-10-17,=882.1900,=897.6300,=2660051698622.7900,=1578598564697,=1027505325363.6956,=47.4806,=0.0179,=89.0650,=67.7425,=56.5453
2023-10-16,=874.0300,=889.3200,=2635181016794.1797,=1562982656576,=1016471222539.3368,=47.0758,=0.0090,=89.1227,=67.7806,=56.5453
2023-10-13,=891.7200,=907.3300,=2692183017759.7202,=1593048879109,=1022907485242.6912,=47.6515,=0.0192,=89.1227,=67.9096,=56.5534
2023-10-12,=899.9800,=915.7100,=2716693240237.8901,=1608950979703,=1033505792220.0286,=48.3256,=0.0244,=89.1227,=68.0385,=56.6237
2023-10-11,=893.4500,=909.0600,=2699917042014.5903,=1597453217111,=1024397831145.5682,=47.7810,=0.0205,=89.1227,=68.0611,=56.6314
2023-10-10,=882.0400,=897.4600,=2655300069381.1299,=1578357192227,=1008956265548.1288,=47.6063,=0.0180,=89.1227,=68.0838,=56.6386
2023-10-09,=887.2100,=902.7200,=2667430009185.6401,=1587479186777,=1013242978844.6128,=47.7410,=0.0180,=89.1262,=68.0905,=56.6386
2023-09-28,=887.8000,=903.3200,=2674176166529.2295,=1578398880459,=1014629358712.0756,=47.8547,=0.0180,=89.1262,=68.0973,=56.6581
2023-09-27,=880.1700,=895.5500,=2654709710359.3096,=1567371486434,=1006742405884.2704,=47.2023,=0.0103,=89.1262,=68.1204,=56.6611
2023-09-26,=876.0500,=891.3600,=2632703259599.6792,=1559647683202,=1000788574470.3502,=46.9429,=0.0078,=89.1262,=68.1435,=56.7050
2023-09-25,=874.5500,=889.7500,=2635654540468.2803,=1552270808789,=999026797384.8298,=46.8402,=0.0052,=89.1262,=68.2170,=56.7380
2023-09-22,=882.8800,=898.2200,=2659422755381.7798,=1567606659816,=1009278724260.4900,=47.3902,=0.0104,=89.1495,=68.2904,=56.7380
2023-09-21,=860.3900,=875.3400,=2588724317553.9800,=1525777569387,=980711125241.0496,=46.1319,=0.0026,=89.1495,=68.3158,=56.7793
2023-09-20,=866.0200,=881.0700,=2600884455064.3301,=1528282297556,=987063381902.9202,=46.4959,=0.0026,=89.1495,=68.3411,=56.8636
2023-09-19,=873.6200,=888.8000,=2620586855235.9907,=1541552460198,=996279570769.2798,=46.9106,=0.0026,=89.1495,=68.4040,=56.8762
2023-09-18,=879.5300,=894.8200,=2640404639752.6211,=1550671921877,=1003300377379.1500,=47.2737,=0.0039,=89.1495,=68.4668,=56.8973
2023-09-15,=887.0100,=902.4300,=2668186084806.6401,=1550992399593,=1012094896766.6904,=47.5294,=0.0065,=89.2105,=68.4846,=56.8973
2023-09-14,=880.8000,=896.1100,=2648994473681.5093,=1543950844672,=1005055875773.9398,=47.3227,=0.0039,=89.2105,=68.5023,=56.9146
2023-09-13,=889.1300,=904.5800,=2672945756021.3999,=1557460476141,=1015646426991.5798,=47.9209,=0.0052,=89.2105,=68.5765,=56.9443
2023-09-12,=901.6200,=917.2900,=2710226108126.3296,=1579156828913,=1029973141666.7798,=48.4999,=0.0092,=89.2105,=68.6507,=56.9564
2023-09-11,=907.5100,=923.2700,=2731054153337.5107,=1590983160055,=1038728395804.9200,=48.9734,=0.0105,=89.2105,=68.6756,=56.9895
2023-09-08,=901.5100,=917.1700,=2671601388828.8296,=1540218313896,=1010077679238.0100,=50.2822,=0.0223,=89.2154,=68.7005,=56.9895
2023-09-07,=899.8300,=915.4600,=2669887001671.0898,=1540513878317,=1009235982483.7500,=49.9979,=0.0197,=89.2154,=68.7605,=56.9981
2023-09-06,=934.6000,=950.8400,=2774173655526.4600,=1590309264911,=1047059678921.9800,=51.2995,=0.0329,=89.2154,=68.8204,=57.0233
2023-09-05,=930.6300,=946.8000,=2761807139575.1196,=1584356077982,=1037061912514.1324,=51.3772,=0.0329,=89.2154,=68.9888,=57.0279
2023-09-04,=942.4300,=958.8000,=2800605619599.4702,=1606433350057,=1051945269490.2468,=52.2833,=0.0515,=89.2154,=69.1573,=57.0427
2023-09-01,=934.7900,=951.0300,=2765159795422.1401,=1592517572203,=1042201544546.6884,=52.0161,=0.0423,=89.4726,=69.1579,=57.0427
2023-08-31,=942.6100,=958.9900,=2785613035084.0200,=1607338851762,=1044860065941.5924,=52.2454,=0.0489,=89.4726,=69.1586,=57.0508
2023-08-30,=939.6500,=955.9800,=2775460511156.2900,=1600178004724,=989430406890.5118,=52.2968,=0.0490,=89.4726,=69.3498,=57.0606
2023-08-29,=916.4600,=932.3800,=2705789547533.9800,=1558123687493,=917508659978.5380,=51.5436,=0.0385,=89.4726,=69.5410,=57.0610
2023-08-28,=880.1900,=895.4900,=2600465070276.2212,=1493128465742,=872920482300.9941,=49.9058,=0.0173,=89.4726,=69.6000,=57.0711
2023-08-25,=870.4000,=885.5200,=2569328084268.4204,=1476334605096,=863174182868.4280,=49.1392,=0.0106,=89.5479,=69.6590,=57.0711
2023-08-24,=885.4800,=900.8600,=2609067846758.8901,=1502617264644,=875022933492.2776,=49.7189,=0.0107,=89.5479,=69.7672,=57.2584
2023-08-23,=879.4600,=894.7400,=2593538938513.1509,=1498358137551,=862132739047.5330,=50.6068,=0.0200,=89.5479,=69.8754,=57.2620
2023-08-22,=901.1300,=916.7900,=2654996386174.5000,=1536815039797,=871555961648.0558,=52.1095,=0.0387,=89.5479,=69.9179,=57.2714
2023-08-21,=892.0900,=907.5900,=2639590020988.3599,=1457523199844,=862831567577.8889,=49.7372,=0.0107,=89.5479,=69.9604,=57.2981
2023-08-18,=904.2500,=919.9600,=2674922607341.9902,=1475480187302,=872630183729.3210,=50.6948,=0.0187,=89.5647,=70.1615,=57.2981
2023-08-17,=910.3800,=926.2000,=2692605968077.9102,=1469904959508,=878817897908.8522,=51.0128,=0.0201,=89.5647,=70.3626,=57.3374
2023-08-16,=901.7900,=917.4600,=2668531734790.4600,=1456632524082,=870487888879.5048,=50.4065,=0.0161,=89.5647,=70.4313,=57.3423
2023-08-15,=917.4500,=933.3900,=2709200185242.7197,=1485837267310,=886259077804.8718,=51.5039,=0.0269,=89.5647,=70.4999,=57.3748
