日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM平均值,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=57.6156,=0.4004,=84.8660,=60.3272,=51.7138
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=53.5884,=0.2546,=84.8660,=60.3275,=51.7138
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=58.4107,=0.4370,=84.9041,=60.3564,=51.6834
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=56.0040,=0.3287,=84.9041,=60.3854,=51.6834
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=55.5228,=0.3097,=84.9041,=60.4157,=51.6834
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=56.4433,=0.3496,=84.9041,=60.4460,=51.6834
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=56.5343,=0.3546,=84.9041,=60.4535,=51.6834
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=56.7346,=0.3632,=84.9645,=60.4610,=51.6110
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=55.9528,=0.3256,=84.9645,=60.4612,=51.6110
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=56.3784,=0.3472,=84.9645,=60.4614,=51.6110
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=57.0210,=0.3735,=84.9645,=60.5384,=51.6110
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=59.1389,=0.4601,=84.9645,=60.6154,=51.6110
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=60.9660,=0.5097,=84.9732,=60.6423,=51.5803
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=61.0864,=0.5139,=84.9732,=60.6154,=51.5803
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=61.4010,=0.5228,=84.9732,=60.5384,=51.5803
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=60.9417,=0.5102,=84.9732,=60.4614,=51.5803
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=61.0834,=0.5135,=84.9732,=60.4612,=51.5803
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=60.3270,=0.4963,=85.0223,=60.4610,=51.5616
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=61.1039,=0.5145,=85.0223,=60.4612,=51.5616
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=60.3275,=0.4972,=85.0223,=60.4610,=51.5616
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=59.9905,=0.4902,=85.0223,=60.4612,=51.5616
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=59.6218,=0.4813,=85.0223,=60.4614,=51.5616
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=60.0897,=0.4911,=85.1666,=60.5384,=51.5436
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=61.3941,=0.5188,=85.1666,=60.6154,=51.5436
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=62.8515,=0.5587,=85.1666,=60.5384,=51.5436
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=62.8062,=0.5573,=85.1666,=60.4614,=51.5436
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=63.1241,=0.5701,=85.1666,=60.4612,=51.5436
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=62.5766,=0.5546,=85.3180,=60.4610,=51.5255
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=63.3137,=0.5712,=85.3180,=60.4535,=51.5255
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=62.3981,=0.5509,=85.3180,=60.4460,=51.5255
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=62.0498,=0.5411,=85.3180,=60.4157,=51.5255
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=62.4148,=0.5520,=85.3180,=60.3854,=51.5255
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=63.0661,=0.5648,=85.4579,=60.3139,=51.5039
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=62.5871,=0.5549,=85.4579,=60.2423,=51.5039
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=61.2712,=0.5194,=85.4579,=60.2411,=51.5039
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=61.6421,=0.5304,=85.4579,=60.2399,=51.5039
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=59.9138,=0.4938,=85.4579,=60.2102,=51.5039
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=60.4460,=0.5029,=85.4709,=60.2399,=51.5017
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=60.9727,=0.5147,=85.4709,=60.2102,=51.5017
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=63.6755,=0.5762,=85.4709,=60.1805,=51.5017
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=63.3371,=0.5682,=85.4709,=60.1548,=51.5017
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=63.0837,=0.5649,=85.4709,=60.1292,=51.5017
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=61.3067,=0.5205,=85.6740,=60.1125,=51.4824
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=62.9600,=0.5621,=85.6740,=60.0958,=51.4824
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=65.4437,=0.5971,=85.6740,=60.0674,=51.4824
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=67.2657,=0.6178,=85.6740,=60.0390,=51.4824
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=67.1212,=0.6165,=85.6740,=59.9976,=51.4824
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=68.6898,=0.6324,=85.7416,=59.9561,=51.4731
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=65.1960,=0.5937,=85.7416,=59.9467,=51.4731
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=65.2930,=0.5952,=85.7416,=59.9373,=51.4731
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=63.6553,=0.5775,=85.7416,=59.8305,=51.4731
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=63.4414,=0.5742,=85.7416,=59.7236,=51.4731
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=60.9236,=0.5207,=85.7858,=59.7093,=51.4411
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=59.9373,=0.5019,=85.7858,=59.6951,=51.4411
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=61.5884,=0.5304,=85.7858,=59.6800,=51.4411
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=59.5246,=0.4923,=85.7858,=59.6649,=51.4411
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=61.9874,=0.5421,=85.7858,=59.6800,=51.4411
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=63.2925,=0.5688,=85.8084,=59.6649,=51.4283
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=64.1009,=0.5820,=85.8084,=59.6622,=51.4283
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=65.4030,=0.5942,=85.8084,=59.6595,=51.4283
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=65.8330,=0.6025,=85.8084,=59.6586,=51.4283
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=65.6189,=0.6002,=85.8084,=59.6577,=51.4283
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=66.3854,=0.6086,=85.8102,=59.6466,=51.4229
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=64.9701,=0.5916,=85.8102,=59.6354,=51.4229
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=59.4159,=0.4917,=85.8102,=59.6267,=51.4229
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=59.3416,=0.4912,=85.8102,=59.6354,=51.4229
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=61.9522,=0.5445,=85.8102,=59.6466,=51.4229
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=63.7124,=0.5783,=85.8331,=59.6354,=51.3772
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=62.4009,=0.5573,=85.8331,=59.6267,=51.3772
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=66.1894,=0.6049,=85.8331,=59.6180,=51.3772
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=68.6557,=0.6241,=85.8331,=59.5906,=51.3772
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=72.7268,=0.6434,=85.8331,=59.5632,=51.3772
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=62.1273,=0.5546,=85.8502,=59.5518,=51.2995
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=52.9215,=0.2618,=85.8502,=59.5405,=51.2995
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=49.4433,=0.1320,=85.8502,=59.5518,=51.2995
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=47.3718,=0.0986,=85.8502,=59.5632,=51.3772
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=47.2733,=0.0938,=85.8502,=59.5906,=51.4229
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=45.3522,=0.0445,=86.0391,=59.6180,=51.4229
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=45.8765,=0.0593,=86.0391,=59.6267,=51.4283
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=46.1708,=0.0634,=86.0391,=59.6354,=51.4411
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=45.7952,=0.0575,=86.0391,=59.6466,=51.4731
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=52.1531,=0.2282,=86.0391,=59.6577,=51.4824
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=52.6242,=0.2483,=86.0537,=59.6586,=51.4731
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=52.9335,=0.2555,=86.0537,=59.6595,=51.4731
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=52.3254,=0.2378,=86.0537,=59.6622,=51.4731
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=52.0213,=0.2231,=86.0537,=59.6649,=51.4731
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=52.5632,=0.2453,=86.0537,=59.6800,=51.4731
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=50.0625,=0.1527,=86.2923,=59.6951,=51.4411
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=49.7009,=0.1329,=86.2923,=59.7093,=51.4731
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=53.3870,=0.2590,=86.2923,=59.7236,=51.4824
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=49.1301,=0.1241,=86.2923,=59.8399,=51.4824
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=49.0818,=0.1232,=86.2923,=59.9561,=51.5017
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=48.1542,=0.1103,=86.3475,=59.9976,=51.5017
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=47.2805,=0.0924,=86.3475,=60.0390,=51.5039
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=45.7134,=0.0523,=86.3475,=60.0674,=51.5255
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=45.8033,=0.0573,=86.3475,=60.0958,=51.5436
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=51.8480,=0.2095,=86.3475,=60.1125,=51.5616
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=44.9160,=0.0373,=86.3546,=60.1292,=51.5436
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=48.9954,=0.1171,=86.3546,=60.1548,=51.5616
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=49.2506,=0.1192,=86.3546,=60.1805,=51.5803
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=50.1828,=0.1456,=86.3546,=60.2102,=51.6110
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=50.4569,=0.1538,=86.3546,=60.2399,=51.6834
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=49.6326,=0.1246,=86.4233,=60.2411,=51.6834
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=49.5106,=0.1207,=86.4233,=60.2423,=51.7138
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=49.8012,=0.1279,=86.4233,=60.3139,=51.7141
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=49.5343,=0.1209,=86.4233,=60.3854,=51.7399
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=49.6054,=0.1221,=86.4233,=60.4232,=51.7900
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=50.2218,=0.1415,=86.4715,=60.4610,=51.7900
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=50.2883,=0.1437,=86.4715,=60.4612,=51.8186
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=50.7414,=0.1571,=86.4715,=60.4614,=51.8746
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=49.8101,=0.1267,=86.4715,=60.5384,=51.9500
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=51.2236,=0.1759,=86.4715,=60.6154,=51.9952
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=52.0322,=0.2047,=86.6088,=60.6423,=51.9952
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=52.2445,=0.2111,=86.6088,=60.6692,=51.9952
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=46.8318,=0.0769,=86.6088,=60.6818,=51.9952
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=46.7242,=0.0729,=86.6088,=60.6945,=52.0036
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=47.3461,=0.0904,=86.6088,=60.6968,=52.0053
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=46.8660,=0.0782,=86.8075,=60.6991,=52.0053
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=46.7786,=0.0752,=86.8075,=60.7143,=52.0056
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=47.4276,=0.0897,=86.8075,=60.7296,=52.0161
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=52.7362,=0.2229,=86.8075,=60.7507,=52.0463
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=52.3560,=0.2128,=86.8075,=60.7718,=52.0463
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=51.2949,=0.1717,=86.8444,=60.8036,=52.0161
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=50.8793,=0.1553,=86.8444,=60.8353,=52.0463
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=51.1643,=0.1668,=86.8444,=60.8372,=52.0912
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=50.6191,=0.1473,=86.8444,=60.8391,=52.1095
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=50.9854,=0.1589,=86.8444,=60.8722,=52.1265
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=50.8809,=0.1549,=86.8804,=60.9054,=52.1265
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=49.8512,=0.1249,=86.8804,=60.9486,=52.1730
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=49.9624,=0.1313,=86.8804,=60.9917,=52.2287
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=49.0486,=0.1147,=86.8804,=61.0049,=52.2454
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=49.8574,=0.1242,=86.8804,=61.0180,=52.2614
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=49.2849,=0.1160,=86.8836,=61.0565,=52.2614
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=50.2684,=0.1328,=86.8836,=61.0950,=52.2645
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=50.4286,=0.1351,=86.8836,=61.1815,=52.2833
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=51.0456,=0.1541,=86.8836,=61.2680,=52.2877
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=51.4411,=0.1647,=86.8836,=61.2923,=52.2968
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=51.6834,=0.1744,=87.0921,=61.3165,=52.2968
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=52.7602,=0.2103,=87.0921,=61.3231,=52.3591
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=51.6110,=0.1737,=87.0921,=61.3296,=52.3591
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=53.0053,=0.2139,=87.0921,=61.3409,=52.4166
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=54.3962,=0.2405,=87.0921,=61.3521,=52.4166
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=54.4699,=0.2439,=87.1059,=61.4340,=52.3591
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=54.3338,=0.2357,=87.1059,=61.5158,=52.3591
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=55.1362,=0.2434,=87.1059,=61.5307,=52.3591
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=55.0374,=0.2669,=87.1059,=61.5457,=52.3591
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=54.7725,=0.2524,=87.1059,=61.5654,=52.3591
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=55.3898,=0.2718,=87.1450,=61.5851,=52.2968
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=54.8124,=0.2561,=87.1450,=61.5931,=52.2968
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=54.8498,=0.2574,=87.1450,=61.6010,=52.2968
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=53.7527,=0.2247,=87.1450,=61.6122,=52.2968
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=53.9623,=0.2313,=87.1450,=61.6234,=52.2968
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=55.0286,=0.2625,=87.2087,=61.6303,=52.2877
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=55.0936,=0.2639,=87.2087,=61.6373,=52.2877
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=54.7997,=0.2524,=87.2087,=61.6512,=52.2877
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=55.1118,=0.2634,=87.2087,=61.6651,=52.2877
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=54.9136,=0.2583,=87.2087,=61.6891,=52.2877
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=54.3933,=0.2382,=87.2925,=61.7132,=52.2833
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=54.4498,=0.2427,=87.2925,=61.7157,=52.2833
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=54.8659,=0.2548,=87.2925,=61.7183,=52.2833
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=54.2983,=0.2368,=87.2925,=61.7242,=52.2833
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=55.4096,=0.2629,=87.2925,=61.7301,=52.2833
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=56.5774,=0.3182,=87.2972,=61.7315,=52.2645
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=56.0011,=0.2862,=87.2972,=61.7329,=52.2645
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=56.7936,=0.3265,=87.2972,=61.7549,=52.2645
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=57.5909,=0.3582,=87.2972,=61.7769,=52.2645
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=56.8758,=0.3283,=87.2972,=61.7993,=52.2645
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=57.2868,=0.3471,=87.4185,=61.8218,=52.2614
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=58.0167,=0.3844,=87.4185,=61.8529,=52.2614
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=58.4298,=0.4033,=87.4185,=61.8840,=52.2614
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=54.3804,=0.2394,=87.4185,=61.9408,=52.2614
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=54.8270,=0.2549,=87.4185,=61.9975,=52.2614
2024-05-08,=761.6600,=776.1100,=2501379478775.2891,=1524149370562,=959383986004.3101,=53.7571,=0.2301,=87.4515,=62.0153,=52.2454
2024-05-07,=769.7900,=784.4000,=2523253880113.3301,=1538365452021,=969814241623.7000,=54.5577,=0.2434,=87.4515,=62.0331,=52.2454
2024-05-06,=777.6600,=792.4200,=2544189821373.7500,=1555510103570,=979150563123.7100,=54.8031,=0.2525,=87.4515,=62.0421,=52.2454
2024-04-30,=767.4600,=782.0200,=2501767556898.3799,=1519732937848,=964413387094.8800,=49.9501,=0.1335,=87.4515,=62.0511,=52.2454
2024-04-29,=776.1500,=790.8800,=2532561297439.4600,=1535668371210,=982583050460.9602,=57.7564,=0.3625,=87.4515,=62.0577,=52.2614
2024-04-26,=752.2500,=766.5200,=2466267001940.7295,=1491542630259,=941288831623.3398,=46.5087,=0.0724,=87.4629,=62.0643,=52.2454
2024-04-25,=733.3400,=747.2600,=2407839524438.0400,=1455086092106,=913818395595.5096,=45.7876,=0.0604,=87.4629,=62.0871,=52.2614
2024-04-24,=738.6300,=752.6500,=2423345108479.6709,=1471226989832,=920071222178.8900,=45.9123,=0.0604,=87.4629,=62.1099,=52.2645
2024-04-23,=727.8500,=741.6600,=2392024380881.9990,=1449565991710,=906600843889.5602,=45.3765,=0.0484,=87.4629,=62.1110,=52.2833
2024-04-22,=731.8100,=745.6900,=2405295379642.6904,=1459518571259,=902910927240.9600,=46.0368,=0.0595,=87.4629,=62.1121,=52.2877
2024-04-19,=730.5600,=744.4200,=2402516908782.8301,=1455906341740,=901016291139.3400,=45.7207,=0.0551,=87.4806,=62.1150,=52.2877
