日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-01-27,=955.0900,=980.1300,=3344191584857.6802,=2071745796152,=1288854242266.7800,=8.1491,=0.1423,=16.2362,=9.8741,=8.4697
2025-01-24,=974.8300,=1000.3900,=3416122295559.9893,=2065626308553,=1313529679143.1599,=8.3228,=0.1671,=16.2362,=9.8743,=8.4700
2025-01-23,=966.1100,=991.4300,=3384011476147.3198,=2043176536089,=1300511204415.7800,=8.1359,=0.1417,=16.2362,=9.8745,=8.4755
2025-01-22,=975.3400,=1000.9100,=3420672438553.8398,=2058787153868,=1312581446700.9399,=8.3504,=0.1711,=16.2362,=9.8773,=8.4795
2025-01-21,=976.3000,=1001.8600,=3433582974831.0396,=2060615420813,=1316005688273.3301,=8.3697,=0.1777,=16.2362,=9.8802,=8.4795
2025-01-20,=968.2700,=993.6200,=3416147289379.3198,=2042810510350,=1305331023583.7305,=7.5076,=0.0862,=16.2362,=9.8819,=8.4845
2025-01-17,=965.9000,=991.1900,=3417534337430.9907,=2037737137833,=1305098332826.3398,=7.4948,=0.0853,=16.2362,=9.8836,=8.4906
2025-01-16,=956.4000,=981.4400,=3362551083047.0107,=2015932034870,=1289229607929.6399,=7.2584,=0.0670,=16.2362,=9.8873,=8.4954
2025-01-15,=977.6600,=1003.2600,=3441883076852.6099,=2054609411674,=1310272710060.2200,=7.2437,=0.0662,=16.2362,=9.8911,=8.4965
2025-01-14,=981.7800,=1007.4800,=3451753195985.3203,=2067254288416,=1316013792626.6897,=7.4007,=0.0754,=16.2448,=9.8922,=8.4965
2025-01-13,=952.1900,=977.1200,=3350209037088.3398,=1995435893940,=1272042784775.8701,=7.1682,=0.0617,=16.2448,=9.8934,=8.5009
2025-01-10,=950.5900,=975.4800,=3331850019945.8188,=1987880752935,=1268003218254.4399,=7.1771,=0.0618,=16.2448,=9.8952,=8.5056
2025-01-09,=961.4400,=986.6100,=3359191523452.3101,=2010684962958,=1283112750410.9399,=7.3874,=0.0720,=16.2448,=9.8970,=8.5111
2025-01-08,=965.1200,=990.3900,=3358795339898.7798,=2018959117613,=1286000063288.8098,=7.3963,=0.0720,=16.2448,=9.9036,=8.5131
2025-01-07,=965.5300,=990.8100,=3368384069850.3506,=2020979740383,=1288213038283.6802,=7.4878,=0.0767,=16.2485,=9.9102,=8.5131
2025-01-06,=938.7100,=963.2800,=3275322451765.1094,=1972033053291,=1256346009927.7200,=7.6580,=0.0999,=16.2485,=9.9106,=8.5191
2025-01-03,=941.8200,=966.4800,=3291911603743.3696,=1978562402489,=1263453409998.1694,=7.4923,=0.0778,=16.2485,=9.9111,=8.5229
2025-01-02,=955.3300,=980.3500,=3345465339777.6201,=2006203419663,=1280327694612.0305,=7.5594,=0.0843,=16.2485,=9.9121,=8.5229
2024-12-31,=988.9300,=1014.8300,=3471570581126.1602,=2073754947450,=1326889772074.7698,=7.5319,=0.0816,=16.2485,=9.9131,=8.5256
2024-12-30,=1020.6300,=1047.3600,=3581442114334.9995,=2136499824390,=1369742859346.9900,=7.6637,=0.0975,=16.2733,=9.9152,=8.5256
2024-12-27,=1018.5800,=1045.2500,=3563009357436.0503,=2128258906473,=1368478711830.2302,=7.5915,=0.0883,=16.2733,=9.9172,=8.5279
2024-12-26,=1027.0200,=1053.9100,=3578389426801.6094,=2142494197562,=1379292751254.8000,=7.6280,=0.0921,=16.2733,=9.9233,=8.5348
2024-12-25,=1017.3600,=1043.9900,=3567571690437.2603,=2124385800821,=1366086417157,=7.6386,=0.0940,=16.2733,=9.9293,=8.5351
2024-12-24,=1014.0200,=1040.5700,=3548138306999.7808,=2127045578015,=1361601535097.1499,=8.0363,=0.1212,=16.2733,=9.9304,=8.5393
2024-12-23,=998.6100,=1024.7500,=3493944553483.9297,=2096715482736,=1341045721184.7700,=8.0484,=0.1222,=16.2835,=9.9316,=8.5393
2024-12-20,=1011.2100,=1037.6900,=3524377770639.0811,=2128566532229,=1355346578303.7495,=8.2174,=0.1354,=16.2835,=9.9358,=8.5422
2024-12-19,=993,=1019,=3434459062984.6099,=2097342750300,=1330485672780.3701,=8.2917,=0.1421,=16.2835,=9.9401,=8.5430
2024-12-18,=981.5127,=1007.2100,=3394712376425.4702,=2077810476771,=1315821764401.2300,=8.3996,=0.1674,=16.2835,=9.9454,=8.5537
2024-12-17,=967.2764,=992.6000,=3353537621912.0898,=2048701210475,=1300115565730.3899,=8.2993,=0.1442,=16.2835,=9.9506,=8.5677
2024-12-16,=975.2684,=1000.8000,=3371830288078.7290,=2062237719949,=1310241513827.5601,=8.3858,=0.1631,=16.2903,=9.9526,=8.5677
2024-12-13,=989.7764,=1015.6900,=3423839344382.9297,=2096743482973,=1331481793043.2000,=8.3087,=0.1445,=16.2903,=9.9545,=8.5681
2024-12-12,=1010.8953,=1037.3600,=3511033250293.3496,=2139260448482,=1360252661419.9895,=8.5229,=0.1897,=16.2903,=9.9610,=8.5700
2024-12-11,=1007.1900,=1033.5600,=3498277765767.1699,=2134120611354,=1358457573827.5701,=8.6278,=0.2068,=16.2903,=9.9674,=8.5772
2024-12-10,=1010.9100,=1037.3800,=3515316516615.0298,=2135445332670,=1364853204422.7500,=8.6522,=0.2107,=16.2903,=9.9678,=8.5772
2024-12-09,=1003.3800,=1029.6500,=3492798732492.2095,=2121537465101,=1355227320413.1802,=8.3698,=0.1601,=16.3349,=9.9683,=8.5700
2024-12-06,=1014.4500,=1041.0100,=3531059629805.0288,=2140776344511,=1369095331405.8601,=8.5351,=0.1923,=16.3349,=9.9705,=8.5772
2024-12-05,=1001.8400,=1028.0800,=3489157197788.2295,=2116111675570,=1350543970487.5403,=8.0580,=0.1236,=16.3349,=9.9728,=8.5819
2024-12-04,=999.3600,=1025.5200,=3484601252248.4004,=2106895921406,=1347643976362.9294,=8.2082,=0.1350,=16.3349,=9.9781,=8.5994
2024-12-03,=1005.2600,=1031.5900,=3503900412394.7012,=2123417399574,=1353917655999.0598,=8.3615,=0.1550,=16.3349,=9.9835,=8.6088
2024-12-02,=1015.7900,=1042.3800,=3539617692672.3999,=2143731926922,=1369324401924.6899,=8.5191,=0.1854,=16.3387,=9.9857,=8.6088
2024-11-29,=1007.3900,=1033.7700,=3511941195411.4600,=2126076785259,=1356602882399.5801,=8.4188,=0.1657,=16.3387,=9.9878,=8.6158
2024-11-28,=983.6800,=1009.4400,=3431433100630.5308,=2073041290358,=1324311755337.1804,=8.2267,=0.1355,=16.3387,=9.9942,=8.6239
2024-11-27,=985.9700,=1011.7900,=3439037996181.4189,=2079431066489,=1328033985773.9800,=8.3138,=0.1452,=16.3387,=10.0005,=8.6258
2024-11-26,=951.5900,=976.5100,=3322405062181.9590,=2010936769682,=1284814823600.5400,=8.1566,=0.1273,=16.3387,=10.0063,=8.6282
2024-11-25,=957.9200,=983,=3344875261906.8198,=2025141325577,=1292407122508.7102,=8.3715,=0.1559,=16.3395,=10.0121,=8.6282
2024-11-22,=969.3500,=994.7300,=3381813082993.6792,=2044773866564,=1307734105856.8799,=8.2080,=0.1342,=16.3395,=10.0130,=8.6311
2024-11-21,=1011.4600,=1037.9500,=3528737313660.8804,=2131011981235,=1363973074777.3501,=8.5772,=0.1914,=16.3395,=10.0140,=8.6440
2024-11-20,=1002.5400,=1028.2800,=3504591461537.1899,=2113787286991,=1355473992435.8398,=8.6088,=0.1935,=16.3395,=10.0193,=8.6457
2024-11-19,=998.0100,=1023.6400,=3492179795978.7603,=2102115709491,=1350584106420.2100,=8.4090,=0.1613,=16.3395,=10.0247,=8.6535
2024-11-18,=968.7100,=993.5900,=3391860261236.8989,=2039762455775,=1311181789755.7800,=8.2958,=0.1414,=16.3491,=10.0350,=8.6535
2024-11-15,=986.8800,=1012.2200,=3457120124181.3203,=2041906310588,=1337472512058.1304,=8.3691,=0.1539,=16.3491,=10.0453,=8.6590
2024-11-14,=1027.3200,=1053.7000,=3583254762810.7305,=2123364334733,=1393773011876.8298,=8.7348,=0.2220,=16.3491,=10.0463,=8.6649
2024-11-13,=1061.3700,=1088.6200,=3695395913928.8198,=2192764237719,=1440023802225.0903,=9.0149,=0.2778,=16.3491,=10.0472,=8.6649
2024-11-12,=1050.5400,=1077.5100,=3672889308876.4609,=2166111445900,=1430103934920.0803,=9.0644,=0.2867,=16.3491,=10.0507,=8.6649
2024-11-11,=1073.8400,=1101.4100,=3763770379442.5898,=2207277323102,=1460784088063.4895,=9.3521,=0.3551,=16.3500,=10.0541,=8.6590
2024-11-08,=1025.6400,=1051.9700,=3610836661485.0400,=2108765517307,=1391290932181.9895,=8.9186,=0.2536,=16.3500,=10.0545,=8.6590
2024-11-07,=1028.4400,=1054.8500,=3624622925745.7798,=2111413737254,=1386775149690.1201,=8.5348,=0.1827,=16.3500,=10.0549,=8.6590
2024-11-06,=998.0900,=1023.7200,=3512697102444.4990,=2050457370921,=1347371526517.2605,=8.3550,=0.1501,=16.3500,=10.0584,=8.6649
2024-11-05,=996.1700,=1021.7500,=3501225310407.8604,=2030753616902,=1347270258972.5100,=8.5677,=0.1859,=16.3500,=10.0619,=8.6671
2024-11-04,=954.6700,=979.1800,=3337085420613.5908,=1949162622153,=1292108173566.4097,=8.3688,=0.1533,=16.3535,=10.0690,=8.6671
2024-11-01,=939.7600,=963.9000,=3284791514004.6211,=1919119493177,=1270723738726.5198,=8.2601,=0.1371,=16.3535,=10.0761,=8.6711
2024-10-31,=969.4500,=994.3400,=3381845489522.1509,=1979063536044,=1308222367121.4800,=8.5681,=0.1845,=16.3535,=10.0762,=8.6731
2024-10-30,=958.8200,=983.4400,=3341790006489.5898,=1960124300094,=1290594509421.8181,=8.5256,=0.1789,=16.3535,=10.0763,=8.6738
2024-10-29,=975.3700,=1000.4200,=3421206304399.6108,=1990686192454,=1311791370287.2798,=8.5131,=0.1772,=16.3535,=10.0794,=8.6801
2024-10-28,=986.5600,=1011.8900,=3461066927239.7603,=2014339951929,=1324566322255.1621,=8.6649,=0.1948,=16.3671,=10.0824,=8.6801
2024-10-25,=991.2200,=1016.6700,=3482325409162.0298,=2021413177961,=1324385793522.9468,=8.5393,=0.1794,=16.3671,=10.0909,=8.6863
2024-10-24,=977.6000,=1002.7000,=3438435767690.1416,=1993844659358,=1305249625128.3147,=8.3920,=0.1544,=16.3671,=10.0993,=8.6915
2024-10-23,=979.1500,=1004.2900,=3445427122924.7988,=2000914201665,=1308435418177.5381,=8.4237,=0.1584,=16.3671,=10.1084,=8.6919
2024-10-22,=985.8300,=1011.1500,=3466408014697.0098,=2010784585441,=1318470018894.2002,=8.4471,=0.1615,=16.3671,=10.1175,=8.7016
2024-10-21,=1000.3700,=1026.0600,=3511056600465.6709,=2041879587931,=1334868147173.1938,=8.2658,=0.1383,=16.3701,=10.1194,=8.7016
2024-10-18,=978.6600,=1003.7600,=3413515352953.0596,=2001747428497,=1305058881808.3186,=8.1932,=0.1345,=16.3701,=10.1213,=8.7038
2024-10-17,=879.1000,=901.6500,=3063223964659.8496,=1812107399551,=1175415351537.9280,=7.6797,=0.1005,=16.3701,=10.1242,=8.7064
2024-10-16,=875.6900,=898.1500,=3052070990047.5811,=1806463190496,=1173094059882.7051,=7.7263,=0.1055,=16.3701,=10.1271,=8.7073
2024-10-15,=898.8300,=921.8400,=3123718840296.4600,=1856158054083,=1202758140639.3999,=7.8708,=0.1144,=16.3701,=10.1322,=8.7115
2024-10-14,=925.9600,=949.6600,=3218666661756.0601,=1910695863278,=1238408156380.4341,=8.0913,=0.1252,=16.3708,=10.1374,=8.7115
2024-10-11,=898.9000,=921.9100,=3112052729435.2700,=1859071039125,=1204151618514.1648,=8.0478,=0.1244,=16.3708,=10.1387,=8.7149
2024-10-10,=954.1700,=978.5900,=3299033516913.8901,=1969460987519,=1278218653599.2036,=8.5279,=0.1706,=16.3708,=10.1400,=8.7179
2024-10-09,=997.8500,=1023.3600,=3441040074042.0103,=2044236632162,=1335349665940.3594,=8.6863,=0.1904,=16.3708,=10.1431,=8.7181
2024-10-08,=1023.9700,=1050.1400,=3503558001102.5591,=2130779388458,=1375665637023.5188,=9.2383,=0.3163,=16.3708,=10.1463,=8.7193
2024-09-30,=872.3700,=894.6600,=2991040647355.1602,=1822793246691,=1172024587990.8181,=8.2306,=0.1327,=16.3779,=10.1482,=8.7181
2024-09-27,=740.0200,=758.9300,=2541033483710.4902,=1550170257265,=996133532409.5389,=7.0069,=0.0650,=16.3779,=10.1502,=8.7193
2024-09-26,=693.1500,=710.8700,=2383010033854.3701,=1454440883708,=933007058864.1448,=6.5351,=0.0325,=16.3779,=10.1521,=8.7220
2024-09-25,=667.3400,=684.3900,=2299693154202.9307,=1401639966777,=897900009141.4441,=6.1858,=0.0187,=16.3779,=10.1540,=8.7222
2024-09-24,=667.0500,=684.1000,=2293059718467.5195,=1399881943890,=897901491726.8966,=6.1712,=0.0178,=16.3779,=10.1660,=8.7247
2024-09-23,=643.0400,=659.4800,=2213250974141.1611,=1349721838151,=865036929619.0514,=5.7618,=0.0010,=16.3809,=10.1781,=8.7247
2024-09-20,=648.3600,=664.9300,=2231069200680.3999,=1353896509601,=873082977227.5282,=5.8496,=0.0030,=16.3809,=10.1781,=8.7308
2024-09-19,=651.4700,=668.1200,=2238581708975.6904,=1356674917471,=876646105379.0291,=5.8985,=0.0040,=16.3809,=10.1781,=8.7336
2024-09-18,=647.4100,=663.9600,=2220242184887.3696,=1347417493308,=870999144728.3350,=5.8101,=0.0010,=16.3809,=10.1782,=8.7442
2024-09-13,=655.0500,=671.7900,=2200046115296.6401,=1325773183847,=860311626827.2604,=5.6478,=0,=16.3809,=10.1783,=8.7456
2024-09-12,=658.8500,=675.6900,=2211646552856.5996,=1333947702534,=866343863469.5737,=5.8414,=0,=16.3836,=10.1785,=8.7456
2024-09-11,=664.3300,=681.3100,=2227511875208.3296,=1344945300972,=873413369651.7100,=5.8623,=0,=16.3836,=10.1786,=8.7574
2024-09-10,=660.0100,=676.8800,=2218268671442.1499,=1333019738559,=867692825552.1914,=5.9177,=0.0010,=16.3836,=10.1796,=8.7582
2024-09-09,=654.9400,=671.6800,=2205687094674.3999,=1322706875217,=861457875313.0389,=5.9442,=0.0020,=16.3836,=10.1806,=8.7633
2024-09-06,=662.3400,=679.2700,=2230069706242.9800,=1339510414871,=871390507830.7501,=5.9250,=0.0010,=16.3836,=10.1851,=8.7670
2024-09-05,=671.2600,=688.4200,=2260135450110.6899,=1357722849588,=884639664026.5475,=6.1975,=0.0080,=16.3961,=10.1897,=8.7670
2024-09-04,=672.2800,=689.4700,=2261721571666.4404,=1357230940451,=882591412696.9054,=6.2127,=0.0080,=16.3961,=10.1965,=8.7747
2024-09-03,=674.9600,=692.2100,=2272022154271.0098,=1360161621023,=886073303282.1910,=6.2192,=0.0080,=16.3961,=10.2034,=8.7765
2024-09-02,=670.0100,=687.1400,=2262294795221.6299,=1348974757601,=877955822520.7323,=6.0795,=0.0050,=16.3961,=10.2060,=8.7788
2024-08-30,=694.1600,=711.9100,=2337365408860.9800,=1391171195151,=894166910341.5052,=6.3795,=0.0090,=16.3961,=10.2086,=8.7839
2024-08-29,=679.5900,=696.9600,=2291863399429.7202,=1364591475251,=872355097351.4342,=6.3820,=0.0090,=16.3967,=10.2111,=8.7839
2024-08-28,=671.2200,=688.3800,=2267706907485.5000,=1346635946735,=861061860045.8174,=6.1100,=0.0060,=16.3967,=10.2135,=8.7877
2024-08-27,=674.3500,=691.5800,=2274659824424.4600,=1355255644917,=863393197679.4193,=6.0632,=0.0040,=16.3967,=10.2152,=8.7964
2024-08-26,=682.5000,=699.9400,=2304736434099.8896,=1373325438783,=869463294976.2631,=6.0865,=0.0040,=16.3967,=10.2170,=8.8099
2024-08-23,=685.7600,=703.2900,=2319274844901.1211,=1379339439953,=872511294026.1754,=5.9449,=0.0010,=16.3967,=10.2224,=8.8105
2024-08-22,=685.5300,=703.0500,=2314902974201.7705,=1376310868397,=862645489923.6429,=5.9029,=0,=16.3968,=10.2277,=8.8105
2024-08-21,=691.6400,=709.3100,=2335626224934.4604,=1388330524669,=870507816769.2836,=5.9965,=0,=16.3968,=10.2296,=8.8182
2024-08-20,=693.5200,=711.2500,=2344517994347.4102,=1391800255377,=874374483362.1426,=6.0533,=0,=16.3968,=10.2316,=8.8242
2024-08-19,=703.3200,=721.3000,=2376979882329.5796,=1409305684279,=885654380984.3993,=6.2986,=0.0010,=16.3968,=10.2317,=8.8288
2024-08-16,=705.2200,=723.2500,=2381562324138.3906,=1407452738536,=888976380291.1506,=6.4023,=0.0010,=16.3968,=10.2319,=8.8382
2024-08-15,=707.5500,=725.6400,=2388528869691.4204,=1411398218679,=891623526361.8881,=6.4577,=0.0041,=16.4006,=10.2378,=8.8382
2024-08-14,=700.9300,=718.8500,=2363689539637.5098,=1399796191126,=883764700170.4221,=6.2918,=0,=16.4006,=10.2437,=8.8422
2024-08-13,=710.7500,=728.9100,=2392113860007.2202,=1420380199015,=890906188078.0381,=6.4232,=0.0020,=16.4006,=10.2453,=8.8516
2024-08-12,=707.3300,=725.4100,=2381235583539.0801,=1413671356821,=886340372060.6567,=6.4075,=0,=16.4006,=10.2468,=8.8643
2024-08-09,=705.5500,=723.5800,=2375057985938.0498,=1411183955942,=883426189505.5083,=6.4127,=0,=16.4006,=10.2493,=8.8684
2024-08-08,=708.9200,=727.0400,=2382260686022.4399,=1418419473309,=889284989627.4656,=6.5547,=0.0041,=16.4030,=10.2518,=8.8684
2024-08-07,=707.5900,=725.1200,=2379447381910.3296,=1416151978218,=887616741936.9927,=6.5882,=0.0061,=16.4030,=10.2523,=8.8739
2024-08-06,=713.8600,=731.5500,=2395198340079.2603,=1427261187250,=895029419478.6240,=6.6941,=0.0143,=16.4030,=10.2529,=8.8753
2024-08-05,=704.3000,=721.7500,=2365806046552.5698,=1408381973268,=882790333587.9281,=6.6087,=0.0072,=16.4030,=10.2556,=8.8759
2024-08-02,=725.6600,=743.6400,=2429056731747.1094,=1440186516843,=908982572075.8566,=6.8228,=0.0215,=16.4030,=10.2583,=8.8785
2024-08-01,=738.8700,=757.1800,=2467425868910.0801,=1465270024082,=924703577105.7660,=6.9170,=0.0246,=16.4091,=10.2621,=8.8785
2024-07-31,=743.3700,=761.7900,=2478772033813.0098,=1476999975602,=930187793601.5616,=6.9411,=0.0256,=16.4091,=10.2658,=8.8794
2024-07-30,=710.0100,=727.5600,=2374645828450.0298,=1410447281144,=889302893986.6179,=6.5408,=0.0010,=16.4091,=10.2723,=8.8840
2024-07-29,=707.6000,=724.8300,=2369068745202.9102,=1409071076335,=885783486538.0834,=6.5455,=0.0010,=16.4091,=10.2787,=8.8940
2024-07-26,=719.8700,=737.4100,=2415438823505.0303,=1430372091036,=901218380671.5298,=6.6135,=0.0051,=16.4091,=10.2814,=8.9105
2024-07-25,=713.8800,=730.9400,=2393230467249.9097,=1420190091467,=892747422859.8162,=6.5071,=0,=16.4118,=10.2840,=8.9105
2024-07-24,=713.3200,=730.3200,=2386635810664.2300,=1417479556506,=891945017124.7086,=6.5488,=0,=16.4118,=10.2846,=8.9111
2024-07-23,=721.1100,=738.2500,=2411162314559.3696,=1433210657717,=903052831244.1158,=6.7548,=0.0124,=16.4118,=10.2852,=8.9175
2024-07-22,=752,=769.8700,=2506747147024.4800,=1492692152436,=941229468181.2000,=7.0032,=0.0196,=16.4118,=10.2906,=8.9192
2024-07-19,=749.4700,=767.2800,=2499332593780.6792,=1488779983925,=937405920861.5120,=6.8887,=0.0176,=16.4118,=10.2961,=8.9242
2024-07-18,=735.4100,=752.8500,=2445960797842.8198,=1459538088976,=920152774229.8252,=6.7902,=0.0145,=16.4138,=10.3050,=8.9242
2024-07-17,=729,=746.2200,=2421335005947.7900,=1445787535229,=912284219085.6416,=6.5755,=0.0010,=16.4138,=10.3140,=8.9246
2024-07-16,=732.0600,=749.3600,=2436325778671.5498,=1449146408881,=915871185890.2122,=6.7140,=0.0093,=16.4138,=10.3170,=8.9251
2024-07-15,=715.8600,=732.7700,=2392240366923.8203,=1417084139911,=898694875173.2561,=6.7392,=0.0093,=16.4138,=10.3200,=8.9324
2024-07-12,=718.3700,=735.3400,=2402784026286.7002,=1427021027000,=902636664880.2948,=6.8853,=0.0125,=16.4138,=10.3210,=8.9464
2024-07-11,=718.0400,=735,=2405086740921.7305,=1430307766169,=901903973353.5586,=6.9263,=0.0125,=16.4231,=10.3220,=8.9464
2024-07-10,=710.3700,=727.1500,=2381417223841.0796,=1413034434854,=891160481174.0129,=6.7874,=0.0094,=16.4231,=10.3249,=8.9500
2024-07-09,=709.8900,=726.6600,=2382298877733.8901,=1411361635245,=890698293238.2158,=6.7114,=0.0083,=16.4231,=10.3278,=8.9514
2024-07-08,=692.4900,=708.8500,=2324638669249.5000,=1378277154479,=870076650084.6586,=6.6431,=0.0042,=16.4231,=10.3327,=8.9634
2024-07-05,=698.8500,=715.3600,=2349515923559.3706,=1391761764694,=878100172074.7296,=6.7087,=0.0063,=16.4231,=10.3376,=8.9659
2024-07-04,=690.3800,=706.6800,=2320572412289.3589,=1375931579036,=866876639602.3251,=6.5573,=0,=16.4293,=10.3379,=8.9659
2024-07-03,=701.7800,=718.3600,=2356800864683.9204,=1399717918820,=881324998125.5536,=6.7874,=0.0052,=16.4293,=10.3382,=8.9722
2024-07-02,=699.1200,=715.6400,=2350639360482.6504,=1397587764865,=877645457556.6338,=6.6347,=0.0021,=16.4293,=10.3391,=8.9756
2024-07-01,=709.6000,=726.3200,=2381405673666.9497,=1419155426688,=890498871422.4338,=6.6020,=0,=16.4293,=10.3399,=8.9758
2024-06-28,=712.0800,=728.8600,=2384721447991.9009,=1426566252502,=894746075230.4059,=6.6490,=0.0010,=16.4293,=10.3415,=8.9760
2024-06-27,=715.3600,=732.0600,=2387326608439.2104,=1435218391071,=899123087425.6619,=6.6188,=0,=16.4489,=10.3430,=8.9760
2024-06-26,=729.6400,=746.6800,=2434806276583.8301,=1464171619450,=917074315683.5840,=6.8427,=0.0011,=16.4489,=10.3542,=8.9775
2024-06-25,=717.7500,=734.5100,=2396229207646.5601,=1439920387863,=901976364144.9480,=6.6923,=0,=16.4489,=10.3653,=8.9817
2024-06-24,=739.1400,=756.4000,=2465244353398.4692,=1478813805080,=928411234449.9940,=7.1936,=0.0011,=16.4489,=10.3664,=8.9822
2024-06-21,=758.3700,=776.0800,=2533429379761.0908,=1515272008959,=952309703782.4060,=7.5474,=0.0211,=16.4489,=10.3675,=8.9870
2024-06-20,=755.1500,=772.6800,=2525844234765.7402,=1509033815381,=947916358875.9358,=7.5565,=0.0211,=16.4512,=10.3701,=8.9870
2024-06-19,=751.6900,=768.6100,=2514240479821.2988,=1503711710804,=943301753762.0680,=7.4661,=0.0127,=16.4512,=10.3727,=8.9902
2024-06-18,=756.9000,=773.7700,=2535594313634.0498,=1516593278163,=950170144924.4780,=7.5602,=0,=16.4512,=10.3765,=8.9919
2024-06-17,=757.1100,=773.8500,=2535807227530.1504,=1517591234851,=949962970610.7180,=7.6320,=0.0286,=16.4512,=10.3803,=8.9950
2024-06-14,=754.2600,=770.8600,=2487107403080.5205,=1502965298041,=945928162252.7760,=7.8264,=0.0445,=16.4512,=10.3806,=8.9960
2024-06-13,=758.9800,=775.6600,=2509342200616.9399,=1512105311383,=953831456312.7976,=7.9417,=0.0510,=16.4632,=10.3810,=8.9960
2024-06-12,=754.9300,=771.5000,=2495651574877.7300,=1503302705043,=949055941017.2482,=7.9406,=0.0499,=16.4632,=10.3824,=9.0051
2024-06-11,=755.8300,=772.3500,=2502028057490.9897,=1502986666130,=950015669165.2180,=8.1066,=0.0543,=16.4632,=10.3839,=9.0083
2024-06-07,=737.9300,=754.0300,=2449595458925.7104,=1462801322510,=928432183993.4778,=7.7224,=0.0362,=16.4632,=10.3870,=9.0135
2024-06-06,=743.2300,=758.3200,=2463271441194.4502,=1475140285075,=935832504277.9301,=7.7555,=0.0373,=16.4632,=10.3901,=9.0166
2024-06-05,=752.0400,=766.8800,=2488902278064.9702,=1492745423023,=946357088995.8719,=7.8215,=0.0406,=16.4663,=10.4106,=9.0166
2024-06-04,=753.6400,=768.5100,=2488695276638.6699,=1496887058218,=948024144079.8680,=7.6735,=0.0310,=16.4663,=10.4312,=9.0224
2024-06-03,=750.4300,=765.2300,=2473260511359.4897,=1489260688783,=943328223772.8524,=7.6336,=0.0289,=16.4663,=10.4419,=9.0232
2024-05-31,=743.2300,=757.8900,=2453545103471.4497,=1474473500079,=933784337269.2760,=7.5088,=0.0171,=16.4663,=10.4525,=9.0281
2024-05-30,=742.7000,=757.2500,=2447733418240.3999,=1473337645691,=932956647983.2098,=7.4714,=0.0129,=16.4663,=10.4537,=9.0306
2024-05-29,=734.3300,=748.4100,=2416061258652.7100,=1460496471175,=922412493261.5104,=7.3537,=0.0075,=16.4798,=10.4549,=9.0306
2024-05-28,=734.8500,=748.9400,=2417485396582.5801,=1461133049893,=922484211281.9280,=7.4739,=0.0118,=16.4798,=10.4589,=9.0442
2024-05-27,=738.6500,=752.8100,=2431579412826.9907,=1468391761218,=927176974891.0880,=7.4918,=0.0118,=16.4798,=10.4629,=9.0475
2024-05-24,=727.2100,=741.1500,=2392548868757.4404,=1450673367581,=913848375158.6340,=7.3025,=0.0022,=16.4798,=10.4638,=9.0519
2024-05-23,=742.4000,=756.6100,=2436667196700.5200,=1482129086793,=931739315706.7679,=7.3642,=0.0075,=16.4798,=10.4647,=9.0615
2024-05-22,=754.9700,=769.4100,=2479976593219.4404,=1506721451916,=947349784353.2502,=7.5901,=0.0162,=16.4811,=10.4729,=9.0615
2024-05-21,=748.2400,=762.5500,=2455495935844.1396,=1495955897191,=938235243752.0800,=7.5697,=0.0140,=16.4811,=10.4812,=9.0680
2024-05-20,=753.5400,=767.9600,=2474751329420.2705,=1504512423605,=944256123209.1158,=7.6469,=0.0195,=16.4811,=10.4816,=9.0697
2024-05-17,=754.4200,=768.8500,=2480509182630,=1507107738009,=946319486070.4102,=7.6915,=0.0206,=16.4811,=10.4820,=9.0713
2024-05-16,=746.4700,=760.6300,=2454646743811.5898,=1492203958753,=937616866427.4700,=7.6261,=0.0184,=16.4811,=10.4869,=9.0806
2024-05-15,=749.4700,=763.6900,=2465051705840.3701,=1501975929604,=942525131835.6100,=7.5971,=0.0152,=16.4819,=10.4918,=9.0806
2024-05-14,=760.3000,=774.7300,=2499078549690.6196,=1523354912175,=956597545377.5698,=7.6896,=0.0174,=16.4819,=10.4919,=9.0806
2024-05-13,=763.6900,=778.1800,=2510068865890.4297,=1531439491845,=961104203723.0900,=7.7154,=0.0185,=16.4819,=10.4921,=9.0852
2024-05-10,=767.1700,=781.7300,=2523356259068.4502,=1537155567866,=965779991654.6200,=7.9052,=0.0272,=16.4819,=10.5082,=9.0920
2024-05-09,=778.8700,=793.6500,=2557872123557.1504,=1557779842233,=979351877906.3496,=8.1735,=0.0349,=16.4819,=10.5243,=9.1011
