日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM中位数,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2023-07-26,=961.6000,=977.9100,=2845851103308.7500,=1486639138366,=928409705198.0640,=9.6557,=0.2904,=16.8919,=13.7489,=9.2245
2023-07-25,=964.4000,=980.7600,=2851955798799.0898,=1496345599800,=931352225209.7928,=9.6029,=0.2826,=16.8919,=13.8058,=9.2245
2023-07-24,=950.5500,=966.6800,=2813831597724.3398,=1472952991142,=917743341042.4182,=9.7259,=0.3077,=16.8919,=13.8627,=9.2245
2023-07-21,=955.5500,=971.7600,=2826543011092.7505,=1470269242186,=922535420551.4980,=9.9131,=0.3398,=16.8925,=13.9093,=9.2201
2023-07-20,=961.1300,=977.4000,=2852142199216.1797,=1477965197346,=928001241488.2024,=9.8134,=0.3278,=16.8925,=13.9560,=9.2201
2023-07-19,=975.1100,=991.1100,=2890762416040.6899,=1498763590068,=941377267111.8840,=9.7396,=0.3117,=16.8925,=13.9606,=9.2201
2023-07-18,=980.0200,=996.1000,=2908244463925.1792,=1500869885228,=946052337459.7716,=9.9102,=0.3356,=16.8925,=13.9652,=9.2201
2023-07-17,=984.8200,=1000.9500,=2917962962832.5903,=1508741479270,=950865806798.5906,=9.8489,=0.3292,=16.8925,=13.9718,=9.2201
2023-07-14,=991.5600,=1007.8000,=2943296632243.9595,=1513078350099,=957392837142.3770,=10.0005,=0.3421,=16.8958,=13.9785,=9.2173
2023-07-13,=995.9700,=1012.1000,=2954134303016.7300,=1516102909249,=961253379792.8575,=9.7543,=0.3148,=16.8958,=14.0092,=9.2173
2023-07-12,=984.9800,=1000.9300,=2923174031487.6411,=1501025433983,=950372957480.0432,=9.6712,=0.2972,=16.8958,=14.0400,=9.2173
2023-07-11,=1001.4100,=1017.4400,=2977455176936.0293,=1526811362573,=966897661693.2228,=9.8431,=0.3268,=16.8958,=14.0612,=9.2173
2023-07-10,=993.7300,=1009.6300,=2946889162001.1899,=1518525322363,=959605833768.4296,=9.7683,=0.3189,=16.8958,=14.0825,=9.2173
2023-07-07,=991.8500,=1007.5700,=2930071304920.4199,=1521919318458,=957911414912.9460,=9.7089,=0.3026,=16.9032,=14.0964,=9.2127
2023-07-06,=1002.1100,=1018,=2961065563845.5698,=1534272017979,=967827456779.0844,=9.7975,=0.3198,=16.9032,=14.1104,=9.2127
2023-07-05,=1005.7300,=1021.6800,=2975668907860.2402,=1539642209140,=971758818289.4399,=9.7992,=0.3203,=16.9032,=14.1150,=9.2127
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=9.9835,=0.3347,=16.9032,=14.1197,=9.2127
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=9.4734,=0.2567,=16.9032,=14.1200,=9.2127
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=9.4134,=0.2430,=16.9056,=14.1204,=9.1940
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=9.4770,=0.2574,=16.9056,=14.1465,=9.1940
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=9.4443,=0.2549,=16.9056,=14.1725,=9.1940
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=9.3111,=0.2200,=16.9056,=14.1830,=9.1940
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=9.5416,=0.2740,=16.9056,=14.1934,=9.1940
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=9.3486,=0.2320,=16.9181,=14.1977,=9.1929
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=9.4220,=0.2436,=16.9181,=14.2019,=9.1929
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=9.5315,=0.2709,=16.9181,=14.2150,=9.1929
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=9.6250,=0.2813,=16.9181,=14.2280,=9.1929
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=9.6572,=0.2859,=16.9181,=14.2588,=9.1929
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=9.8624,=0.3134,=16.9240,=14.2896,=9.1834
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=9.7784,=0.3096,=16.9240,=14.3179,=9.1834
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=9.6286,=0.2829,=16.9240,=14.3462,=9.1834
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=8.8242,=0.1059,=16.9240,=14.3719,=9.1834
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=8.7179,=0.0831,=16.9240,=14.3976,=9.1929
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=8.7670,=0.0933,=16.9403,=14.4617,=9.1929
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=8.7788,=0.0963,=16.9403,=14.5257,=9.1940
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=9.0135,=0.1468,=16.9403,=14.5291,=9.2127
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=8.8753,=0.1124,=16.9403,=14.5324,=9.2173
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=8.9242,=0.1241,=16.9403,=14.5524,=9.2201
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=8.9175,=0.1214,=16.9502,=14.5723,=9.2201
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=8.7964,=0.0970,=16.9502,=14.5773,=9.2245
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=8.8940,=0.1159,=16.9502,=14.5823,=9.2308
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=9.0852,=0.1597,=16.9502,=14.5864,=9.2427
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=8.9902,=0.1352,=16.9502,=14.5904,=9.2534
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=9.0232,=0.1412,=16.9544,=14.5974,=9.2534
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=9.0083,=0.1385,=16.9544,=14.6043,=9.2727
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=9.0697,=0.1504,=16.9544,=14.6388,=9.2765
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=9.1601,=0.1754,=16.9544,=14.6733,=9.2796
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=9.1425,=0.1684,=16.9544,=14.6823,=9.2809
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=9.1104,=0.1584,=16.9566,=14.6913,=9.2809
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=8.9192,=0.1204,=16.9566,=14.7183,=9.2844
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=8.9659,=0.1250,=16.9566,=14.7454,=9.2911
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=8.7765,=0.0972,=16.9566,=14.7636,=9.3125
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=8.7574,=0.0929,=16.9566,=14.7818,=9.3209
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=8.6440,=0.0665,=16.9583,=14.7827,=9.3209
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=8.7222,=0.0873,=16.9583,=14.7836,=9.3353
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=9.1641,=0.1659,=16.9583,=14.7917,=9.3357
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=9.1493,=0.1632,=16.9583,=14.7998,=9.3368
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=9.1834,=0.1694,=16.9583,=14.8026,=9.3403
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=9.1368,=0.1592,=16.9675,=14.8054,=9.3403
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=9.1538,=0.1624,=16.9675,=14.8220,=9.3464
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=9.3596,=0.2075,=16.9675,=14.8386,=9.3483
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=8.9756,=0.1226,=16.9675,=14.8455,=9.3483
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=9.1929,=0.1662,=16.9675,=14.8525,=9.3499
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=9.3948,=0.2069,=16.9702,=14.8561,=9.3499
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=9.7029,=0.2553,=16.9702,=14.8597,=9.3499
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=9.5184,=0.2331,=16.9702,=14.8839,=9.3499
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=9.4808,=0.2214,=16.9702,=14.9081,=9.3499
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=9.6303,=0.2459,=16.9702,=14.9158,=9.3499
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=9.4405,=0.2145,=16.9848,=14.9236,=9.3483
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=9.0680,=0.1437,=16.9848,=14.9314,=9.3483
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=9.1940,=0.1667,=16.9848,=14.9392,=9.3499
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=9.7200,=0.2549,=16.9848,=14.9411,=9.3552
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=9.8113,=0.2675,=16.9848,=14.9431,=9.3552
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=9.5426,=0.2329,=16.9905,=14.9614,=9.3499
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=9.5659,=0.2348,=16.9905,=14.9797,=9.3499
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=9.2765,=0.1802,=16.9905,=14.9830,=9.3499
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=9.6174,=0.2385,=16.9905,=14.9864,=9.3552
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=9.5729,=0.2358,=16.9905,=14.9956,=9.3552
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=9.4343,=0.2117,=16.9965,=15.0049,=9.3499
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=9.2427,=0.1767,=16.9965,=15.0055,=9.3499
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=9.2809,=0.1815,=16.9965,=15.0060,=9.3552
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=9.5066,=0.2173,=16.9965,=15.0177,=9.3557
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=9.3552,=0.1991,=16.9965,=15.0294,=9.3557
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=9.3464,=0.1947,=16.9986,=15.0336,=9.3557
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=9.4407,=0.2074,=16.9986,=15.0379,=9.3563
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=9.7655,=0.2512,=16.9986,=15.0443,=9.3563
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=9.7457,=0.2469,=16.9986,=15.0508,=9.3563
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=9.6600,=0.2333,=16.9986,=15.0597,=9.3563
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=9.8802,=0.2539,=16.9996,=15.0687,=9.3557
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=10.3810,=0.3120,=16.9996,=15.0883,=9.3557
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=10.6813,=0.3344,=16.9996,=15.1078,=9.3557
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=10.7751,=0.3412,=16.9996,=15.1214,=9.3557
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=9.5297,=0.2257,=16.9996,=15.1349,=9.3557
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=9.7173,=0.2386,=17.0113,=15.1533,=9.3499
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=9.7349,=0.2437,=17.0113,=15.1718,=9.3499
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=9.7198,=0.2394,=17.0113,=15.1778,=9.3499
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=10.0247,=0.2587,=17.0113,=15.1838,=9.3499
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=10.1897,=0.2812,=17.0113,=15.1865,=9.3499
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=10.0993,=0.2706,=17.0253,=15.1892,=9.3483
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=10.1540,=0.2742,=17.0253,=15.1901,=9.3483
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=10.2034,=0.2794,=17.0253,=15.1910,=9.3483
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=10.2787,=0.2925,=17.0253,=15.1935,=9.3483
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=10.4647,=0.3073,=17.0253,=15.1961,=9.3483
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=10.3727,=0.3014,=17.0264,=15.1979,=9.3403
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=10.1781,=0.2764,=17.0264,=15.1996,=9.3403
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=10.3140,=0.2944,=17.0264,=15.2145,=9.3403
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=10.2437,=0.2853,=17.0264,=15.2294,=9.3403
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=10.2468,=0.2857,=17.0264,=15.2370,=9.3403
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=10.3399,=0.2958,=17.0535,=15.2446,=9.3368
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=10.4525,=0.2979,=17.0535,=15.2646,=9.3368
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=10.6688,=0.3145,=17.0535,=15.2846,=9.3368
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=10.7835,=0.3215,=17.0535,=15.2847,=9.3368
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=10.8696,=0.3285,=17.0535,=15.2848,=9.3368
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=10.9883,=0.3323,=17.0589,=15.2875,=9.3357
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=10.7978,=0.3231,=17.0589,=15.2902,=9.3357
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=10.6832,=0.3171,=17.0589,=15.2932,=9.3357
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=10.6561,=0.3160,=17.0589,=15.2961,=9.3357
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=10.8519,=0.3230,=17.0589,=15.3088,=9.3357
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=10.8522,=0.3235,=17.0647,=15.3214,=9.3353
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=10.7658,=0.3208,=17.0647,=15.3230,=9.3353
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=10.8925,=0.3230,=17.0647,=15.3245,=9.3353
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=10.7982,=0.3218,=17.0647,=15.3296,=9.3353
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=10.6267,=0.3174,=17.0647,=15.3347,=9.3353
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=10.4812,=0.3064,=17.0786,=15.3477,=9.3209
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=10.1786,=0.2871,=17.0786,=15.3607,=9.3209
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=10.2658,=0.2959,=17.0786,=15.3614,=9.3209
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=10.2518,=0.2930,=17.0786,=15.3620,=9.3209
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=10.0763,=0.2803,=17.0786,=15.3631,=9.3209
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=10.1374,=0.2841,=17.0811,=15.3642,=9.3125
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=10.4629,=0.2995,=17.0811,=15.3651,=9.3125
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=10.5581,=0.3050,=17.0811,=15.3661,=9.3125
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=10.5787,=0.3072,=17.0811,=15.3751,=9.3125
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=10.7359,=0.3094,=17.0811,=15.3841,=9.3125
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=10.2170,=0.2881,=17.0892,=15.3936,=9.2911
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=10.0619,=0.2802,=17.0892,=15.4030,=9.2911
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=10.2840,=0.2924,=17.0892,=15.4122,=9.2911
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=10.3376,=0.2929,=17.0892,=15.4214,=9.2911
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=10.1783,=0.2867,=17.0892,=15.4439,=9.2911
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=10.2529,=0.2905,=17.1017,=15.4663,=9.2844
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=10.3901,=0.2927,=17.1017,=15.4773,=9.2844
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=10.0472,=0.2780,=17.1017,=15.4883,=9.2844
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=9.5295,=0.2428,=17.1017,=15.5055,=9.2844
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=9.9316,=0.2721,=17.1017,=15.5227,=9.2844
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=9.9111,=0.2692,=17.1221,=15.5235,=9.2796
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=10.0121,=0.2730,=17.1221,=15.5242,=9.2796
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=10.1213,=0.2803,=17.1221,=15.5318,=9.2796
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=10.3382,=0.2842,=17.1221,=15.5394,=9.2796
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=10.4921,=0.2864,=17.1221,=15.5481,=9.2796
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=10.4918,=0.2852,=17.1299,=15.5569,=9.2727
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=10.2319,=0.2840,=17.1299,=15.5628,=9.2727
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=10.5400,=0.2845,=17.1299,=15.5687,=9.2727
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=8.8422,=0.1174,=17.1299,=15.5757,=9.2727
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=8.6731,=0.0830,=17.1299,=15.5827,=9.2796
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=8.7747,=0.1057,=17.1450,=15.5906,=9.2796
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=8.7308,=0.1007,=17.1450,=15.5985,=9.2844
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=8.6915,=0.0870,=17.1450,=15.6075,=9.2911
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=8.4600,=0.0418,=17.1450,=15.6166,=9.3125
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=8.4906,=0.0524,=17.1450,=15.6253,=9.3209
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=8.3232,=0.0140,=17.1611,=15.6340,=9.3209
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=8.4845,=0.0490,=17.1611,=15.6393,=9.3353
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=8.1923,=0.0053,=17.1611,=15.6445,=9.3357
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=8.3295,=0.0123,=17.1611,=15.6449,=9.3368
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=8.3476,=0.0158,=17.1611,=15.6453,=9.3403
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=8.4013,=0.0265,=17.1728,=15.6486,=9.3403
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=8.4659,=0.0353,=17.1728,=15.6520,=9.3483
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=8.6919,=0.0726,=17.1728,=15.6569,=9.3499
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=8.8099,=0.0869,=17.1728,=15.6619,=9.3557
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=8.8840,=0.1048,=17.1728,=15.6678,=9.3563
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=8.7582,=0.0854,=17.1953,=15.6737,=9.3563
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=8.7016,=0.0731,=17.1953,=15.6749,=9.3815
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=8.5819,=0.0536,=17.1953,=15.6760,=9.4149
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=8.4056,=0.0268,=17.1953,=15.6789,=9.4279
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=8.5537,=0.0502,=17.1953,=15.6817,=9.4312
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=8.7149,=0.0718,=17.2264,=15.6843,=9.4312
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=8.8516,=0.0845,=17.2264,=15.6868,=9.4424
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=8.9760,=0.1045,=17.2264,=15.6888,=9.4746
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=9.1482,=0.1462,=17.2264,=15.6908,=9.4788
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=9.2308,=0.1591,=17.2264,=15.7073,=9.4871
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=9.1642,=0.1467,=17.2289,=15.7237,=9.4871
2022-11-01,=1024.5200,=1036.5800,=2584432515029.9189,=1200632252066,=904869892034.3000,=8.6738,=0.0653,=17.2289,=15.7243,=9.5108
2022-10-31,=1010.3300,=1022.2200,=2543724107228.9297,=1183977151599,=892559298733.2700,=8.7336,=0.0745,=17.2289,=15.7248,=9.5109
