日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB正数等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=4.5269,=0.0293,=7.2333,=5.9008,=5.2853
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=4.5416,=0.0330,=7.2333,=5.9026,=5.2859
2022-10-21,=967.9800,=979.3800,=2448397658513.8101,=1127993918581,=794136269135.0923,=4.5687,=0.0404,=7.2333,=5.9044,=5.2863
2022-10-20,=963.9500,=975.3000,=2436317872871.9902,=1124574907246,=789981751916.8730,=4.5514,=0.0350,=7.2333,=5.9068,=5.2886
2022-10-19,=949.5000,=960.6800,=2404961397076.1904,=1105730241195,=778813619119.0433,=4.5372,=0.0314,=7.2334,=5.9093,=5.2886
2022-10-18,=960,=971.3000,=2430427387928.2598,=1116735171452,=787135746358.1646,=4.5762,=0.0370,=7.2334,=5.9102,=5.2927
2022-10-17,=963.2200,=974.5600,=2433515682914.0898,=1119125787790,=789175410202.8882,=4.5573,=0.0333,=7.2334,=5.9112,=5.2937
2022-10-14,=954.9200,=966.1700,=2425571003654.7803,=1095296385029,=772925125807.2847,=4.5359,=0.0297,=7.2334,=5.9135,=5.2970
2022-10-13,=926.5200,=937.4300,=2340276811542.6001,=1056990062104,=750338578442.0802,=4.3913,=0.0130,=7.2334,=5.9158,=5.3057
2022-10-12,=924.9100,=935.8000,=2339016901512.7295,=1053472438774,=748002224119.6761,=4.3715,=0.0112,=7.2370,=5.9163,=5.3057
2022-10-11,=892.7400,=903.2500,=2264363804043.8296,=1018315990536,=722765981769.3461,=4.2229,=0.0019,=7.2370,=5.9169,=5.3057
2022-10-10,=897.3400,=907.9000,=2279439639798.6201,=1024013201255,=726118094755.1685,=4.2590,=0.0037,=7.2370,=5.9169,=5.3112
2022-09-30,=939.3800,=950.4400,=2377414577338.5903,=1077423712097,=759692186687.9023,=4.4639,=0.0150,=7.2370,=5.9169,=5.3294
2022-09-29,=961.4700,=972.7900,=2430810505896.5303,=1075533766199,=777740118392.5562,=4.5512,=0.0206,=7.2370,=5.9183,=5.3360
2022-09-28,=956.1900,=967.4400,=2417561387062.8804,=1068442903075,=773522932031.9240,=4.5237,=0.0169,=7.2484,=5.9198,=5.3360
2022-09-27,=976.4500,=987.9400,=2466103483907.5200,=1090457363402,=789681916963.2544,=4.6279,=0.0264,=7.2484,=5.9237,=5.3395
2022-09-26,=961.8300,=973.1500,=2425815826453.9702,=1072301700114,=777776677104.7416,=4.5244,=0.0170,=7.2484,=5.9277,=5.3397
2022-09-23,=960.9400,=972.2500,=2433181754070.7100,=1064280244109,=776883787349.0295,=4.5663,=0.0170,=7.2484,=5.9282,=5.3406
2022-09-22,=975.8700,=987.3600,=2466938795972.3901,=1083674450681,=789109347672.9192,=4.6482,=0.0303,=7.2484,=5.9287,=5.3412
2022-09-21,=970.3900,=981.8200,=2455573852028.7305,=1078568172502,=784708757368.7764,=4.6614,=0.0304,=7.2497,=5.9303,=5.3412
2022-09-20,=985.1500,=996.7500,=2488228368644.7397,=1095363499196,=796534122199.1760,=4.7129,=0.0380,=7.2497,=5.9320,=5.3428
2022-09-19,=975.5500,=987.0300,=2458784186157.3809,=1087358125089,=789093295354.7089,=4.6941,=0.0343,=7.2497,=5.9322,=5.3567
2022-09-16,=998.5200,=1010.2700,=2514999590211.8701,=1112811868182,=807680109906.0010,=4.7840,=0.0458,=7.2497,=5.9323,=5.3602
2022-09-15,=1000.0800,=1011.8500,=2525025641495.1504,=1114700825067,=808577133729.7231,=4.8469,=0.0612,=7.2497,=5.9333,=5.3604
2022-09-14,=1031.3000,=1043.4500,=2597854281298.6001,=1147827555804,=833607167030.7646,=4.9626,=0.0785,=7.2637,=5.9343,=5.3604
2022-09-13,=1031.1700,=1043.3100,=2601392284159.5098,=1146821159343,=833651028394.3473,=4.9748,=0.0825,=7.2637,=5.9354,=5.3619
2022-09-09,=1033.7800,=1045.9500,=2502166594088.1001,=1143161652778,=829011627398.5555,=4.8025,=0.0500,=7.2637,=5.9365,=5.3733
2022-09-08,=1040.7700,=1053.0300,=2513496603701.2192,=1150311601087,=834720833658.0336,=4.7835,=0.0443,=7.2637,=5.9373,=5.3762
2022-09-07,=1049.5800,=1061.9400,=2538099344757.8701,=1159341219392,=841810584941.2349,=4.8500,=0.0598,=7.2637,=5.9381,=5.3912
2022-09-06,=1035.7800,=1047.9800,=2510436232182.2402,=1141263026495,=831021765071.7922,=4.7905,=0.0445,=7.2684,=5.9391,=5.3912
2022-09-05,=1024.3900,=1036.4500,=2474809702925.5698,=1130318084050,=821616605089.6046,=4.8087,=0.0465,=7.2684,=5.9401,=5.3970
2022-09-02,=1030.1200,=1042.2500,=2487497610237.2397,=1131192702562,=825225177378.8448,=4.8346,=0.0505,=7.2684,=5.9413,=5.3975
2022-09-01,=1025.6600,=1037.7300,=2479462794591.9404,=1125590361903,=822289248941.8237,=4.8173,=0.0467,=7.2684,=5.9426,=5.3988
2022-08-31,=1029.6600,=1041.7800,=2484667929085.0298,=1129139309083,=825470167214.0229,=4.8523,=0.0526,=7.2684,=5.9436,=5.3994
2022-08-30,=1050.2800,=1062.6500,=2536171831527.3604,=1149342090742,=839945047975.0762,=4.9169,=0.0586,=7.2816,=5.9446,=5.3994
2022-08-29,=1054.2800,=1066.7000,=2544921097883.1401,=1154010982435,=843192420344.0885,=4.9680,=0.0646,=7.2816,=5.9456,=5.3995
2022-08-26,=1045.9900,=1058.3100,=2514793515916.7603,=1144212427346,=835179026614.4409,=4.9752,=0.0647,=7.2816,=5.9467,=5.4036
2022-08-25,=1055.8900,=1068.3200,=2533113923781.9399,=1156732777754,=833847813942.2605,=5.0221,=0.0707,=7.2816,=5.9470,=5.4082
2022-08-24,=1068.9800,=1081.5700,=2565689918875.5996,=1169111735006,=844489603494.0752,=5.0598,=0.0728,=7.2816,=5.9473,=5.4112
2022-08-23,=1107.3000,=1120.3400,=2651909437699.6211,=1212414126817,=874895418534.9044,=5.2617,=0.1243,=7.3029,=5.9478,=5.4112
2022-08-22,=1107.2800,=1120.2500,=2653488207106.0405,=1215891329454,=873985402911.3715,=5.2886,=0.1423,=7.3029,=5.9483,=5.4291
2022-08-19,=1108.4500,=1121.4300,=2661081816057.1699,=1214025426289,=874025241315.8333,=5.3112,=0.1525,=7.3029,=5.9587,=5.4298
2022-08-18,=1146.6300,=1160.0600,=2745467296365.4502,=1256078221009,=904931959571.1855,=5.4447,=0.2044,=7.3029,=5.9691,=5.4307
2022-08-17,=1132.3100,=1145.5100,=2713467921743.5303,=1228607975970,=889778744000.2413,=5.3912,=0.1789,=7.3029,=5.9694,=5.4307
2022-08-16,=1137.3000,=1150.5600,=2720652559978.2197,=1234396713638,=892827837845.0703,=5.4082,=0.1912,=7.3085,=5.9697,=5.4307
2022-08-15,=1143.7500,=1157.0800,=2729177091602.6812,=1242300088240,=897344990653.6931,=5.4298,=0.1956,=7.3085,=5.9703,=5.4440
2022-08-12,=1146.1900,=1159.5600,=2728590639838.2100,=1240695935325,=894220157143.5688,=5.4036,=0.1900,=7.3085,=5.9710,=5.4669
2022-08-11,=1173.1400,=1186.8200,=2793744370652.7900,=1272226004662,=916010790209.6696,=5.5249,=0.2184,=7.3085,=5.9715,=5.4700
2022-08-10,=1156.1600,=1169.6400,=2747577447495.3701,=1242631647362,=901943712170.2428,=5.3975,=0.1827,=7.3085,=5.9720,=5.4700
2022-08-09,=1162.3200,=1175.8700,=2762739426468.4395,=1248784693500,=907027502385.2860,=5.3395,=0.1590,=7.3090,=5.9739,=5.4700
2022-08-08,=1152.5800,=1166.0200,=2731588288593.6201,=1240352253912,=900071381522.7145,=5.3360,=0.1573,=7.3090,=5.9758,=5.4846
2022-08-05,=1157.3300,=1170.8300,=2748224941942.1704,=1196451619654,=903099952473.3414,=5.3995,=0.1838,=7.3090,=5.9784,=5.4975
2022-08-04,=1110.9200,=1123.7100,=2636835311913.5396,=1148428511581,=867068358127.6445,=5.1338,=0.0870,=7.3090,=5.9811,=5.4978
2022-08-03,=1100.3500,=1113.0100,=2614395292176.1499,=1136628408702,=858984107146.4122,=5.1679,=0.1014,=7.3090,=5.9820,=5.5006
2022-08-02,=1094.9100,=1107.5200,=2598196332671.3198,=1130829509688,=854378270072.5283,=5.1359,=0.0874,=7.3100,=5.9829,=5.5006
2022-08-01,=1100.1800,=1112.8500,=2622565723407.0293,=1135867182260,=858944446974.1066,=5.2204,=0.1161,=7.3100,=5.9830,=5.5124
2022-07-29,=1088.9100,=1101.4500,=2601382972973.7603,=1123351723749,=849866835925.5997,=5.1572,=0.0959,=7.3100,=5.9832,=5.5137
2022-07-28,=1108.7900,=1121.5500,=2644461994981.0908,=1143722287736,=865779810324.9150,=5.2480,=0.1166,=7.3100,=5.9833,=5.5151
2022-07-27,=1095.7000,=1107.9700,=2615052661110.0903,=1129577941073,=855905432944.4158,=5.1704,=0.0984,=7.3100,=5.9834,=5.5176
2022-07-26,=1084.6600,=1096.8100,=2581579669416.0293,=1118613709654,=847329150262.8198,=5.1278,=0.0862,=7.3109,=5.9840,=5.5176
2022-07-25,=1073.7600,=1085.7900,=2557757197036.6802,=1106357649124,=839380567801.1854,=5.1244,=0.0844,=7.3109,=5.9847,=5.5295
2022-07-22,=1084.9700,=1097.1300,=2593713351365.5298,=1116021998821,=848550760846.0277,=5.1530,=0.0887,=7.3109,=5.9859,=5.5440
2022-07-21,=1091.4100,=1103.5400,=2610242545772.2695,=1007956274978,=854051522948.3180,=5.2098,=0.0971,=7.3109,=5.9872,=5.5459
2022-07-20,=1079.5300,=1091.5300,=2586081798446.2397,=997973608164,=844772705392.8816,=5.1498,=0.0870,=7.3109,=5.9879,=5.5641
2022-07-19,=1061.8500,=1073.5900,=2530953260652.3701,=981416872649,=831201570110.8739,=5.1025,=0.0809,=7.3265,=5.9886,=5.5641
2022-07-18,=1069.3300,=1080.6100,=2550419580765.7900,=988119698720,=836593143133.7125,=5.0813,=0.0790,=7.3265,=5.9905,=5.5768
2022-07-15,=1072.2600,=1083.5700,=2552955112349.1201,=987570634992,=839388530172.2125,=5.0715,=0.0771,=7.3265,=5.9923,=5.5878
2022-07-14,=1076.8100,=1088.1600,=2569428228659.4702,=992086295760,=842692715125.4254,=5.1066,=0.0772,=7.3265,=5.9962,=5.5938
2022-07-13,=1052.7900,=1063.8900,=2521736740593.8604,=970025463862,=823948360032.2761,=5.0206,=0.0732,=7.3265,=6.0001,=5.6011
2022-07-12,=1049.2400,=1060.3100,=2516302033991.2500,=965765569537,=821029383045.5641,=5.0505,=0.0734,=7.3274,=6.0053,=5.6011
2022-07-11,=1081.1600,=1092.5600,=2586685924597.1499,=992597636814,=846534377249.1475,=5.1888,=0.0798,=7.3274,=6.0104,=5.6020
2022-07-08,=1104.0200,=1115.6600,=2638856847960.8901,=1012603752409,=864612658198.0779,=5.2833,=0.1032,=7.3274,=6.0116,=5.6038
2022-07-07,=1111.6700,=1123.3100,=2650752949136.2495,=1019869186161,=870965035668.2828,=5.2803,=0.0992,=7.3274,=6.0128,=5.6074
2022-07-06,=1101.7500,=1113.2800,=2636678868194.1401,=1010539172475,=862990793863.8739,=5.3057,=0.1142,=7.3274,=6.0143,=5.6138
2022-07-05,=1090.9300,=1102.3500,=2630259050994.9199,=1002499426332,=855834738008.8295,=5.2859,=0.1038,=7.3283,=6.0159,=5.6138
2022-07-04,=1095.0900,=1106.5400,=2640905031034.7002,=1007878253951,=859326179555.2888,=5.3428,=0.1231,=7.3283,=6.0178,=5.6145
2022-07-01,=1089.0300,=1100.4100,=2620611563214.6597,=1002506132422,=854365479394.5780,=5.2970,=0.1106,=7.3283,=6.0197,=5.6185
2022-06-30,=1105.6700,=1117.2300,=2657588328281.4800,=1017419653705,=866923827673.3500,=5.3602,=0.1237,=7.3283,=6.0208,=5.6240
2022-06-29,=1090.6800,=1102.0900,=2616357779863.4800,=1002486852740,=854205980753.4575,=5.3057,=0.1111,=7.3283,=6.0218,=5.6258
2022-06-28,=1117.2800,=1128.9600,=2678851904655.7896,=1025758247447,=875243179744.4058,=5.4112,=0.1370,=7.3343,=6.0220,=5.6258
2022-06-27,=1103.4000,=1114.9000,=2638040224577.0400,=1014003369184,=865257978153.0271,=5.3406,=0.1159,=7.3343,=6.0222,=5.6294
2022-06-24,=1101.4800,=1112.9600,=2641188395106.6797,=1006154654488,=863299196544.4895,=5.3619,=0.1226,=7.3343,=6.0236,=5.6322
2022-06-23,=1081.8400,=1093.0100,=2600500036716.1304,=987727635213,=848094928066.8396,=5.2770,=0.0970,=7.3343,=6.0249,=5.6463
2022-06-22,=1063.6900,=1074.2300,=2560634048175.1201,=962801384126,=833878138706.1946,=5.1658,=0.0799,=7.3343,=6.0282,=5.6483
2022-06-21,=1083.0200,=1093.7500,=2602833181768.2412,=980390551498,=848915489779.9194,=5.2853,=0.0996,=7.3498,=6.0314,=5.6483
2022-06-20,=1095.3300,=1106.0900,=2634487004815.7100,=990999838516,=858863367799.4480,=5.3397,=0.1085,=7.3498,=6.0320,=5.6548
2022-06-17,=1092.0900,=1102.7200,=2626541511632.0811,=987946881483,=856456016071.6747,=5.3294,=0.1065,=7.3498,=6.0326,=5.6581
2022-06-16,=1078.9500,=1089.4500,=2599220173183.4189,=976506883016,=845736749323.2626,=5.2805,=0.0980,=7.3498,=6.0327,=5.6607
2022-06-15,=1062.7100,=1073.0200,=2564359137999.4502,=961598464459,=832966853126.6001,=5.2131,=0.0852,=7.3498,=6.0328,=5.6634
2022-06-14,=1070.5400,=1080.9200,=2589571794376.5303,=968279264090,=838687605090.2175,=5.2308,=0.0897,=7.3525,=6.0332,=5.6634
2022-06-13,=1088.3800,=1098.8100,=2629342957912.6704,=985042794946,=852695579103.2848,=5.2863,=0.0943,=7.3525,=6.0336,=5.6703
2022-06-10,=1102.8500,=1113.3000,=2349988361715.9502,=983728570752,=845304780183.8829,=5.2633,=0.0901,=7.3525,=6.0344,=5.6722
2022-06-09,=1081.1700,=1091.3200,=2305516021926.9600,=966543153597,=830036955305.4952,=5.1484,=0.0771,=7.3525,=6.0352,=5.6735
2022-06-08,=1111.6700,=1121.8200,=2363609751134.9097,=991819130075,=852318483860.7762,=5.2791,=0.0883,=7.3525,=6.0354,=5.6740
2022-06-07,=1111.4000,=1121.4800,=2362664378574.0698,=991220366312,=851398552331.4651,=5.2927,=0.0885,=7.3595,=6.0356,=5.6740
2022-06-06,=1121.5400,=1131.7100,=2379527086218.8101,=1000760212509,=858872746592.1276,=5.3762,=0.0998,=7.3595,=6.0378,=5.6740
2022-06-02,=1079.8500,=1089.6500,=2292949887519.7100,=962382555546,=827096693896.5106,=5.1942,=0.0800,=7.3595,=6.0401,=5.6779
2022-06-01,=1031.5800,=1040.9100,=2196688839120.8804,=919192170813,=789564128354.0320,=4.9818,=0.0735,=7.3595,=6.0423,=5.6788
2022-05-31,=1035.3200,=1044.6100,=2200585121376.2197,=921259840627,=790981122520.7517,=4.9267,=0.0670,=7.3595,=6.0446,=5.6854
2022-05-30,=1001.5400,=1010.5300,=2129364142856.8501,=889820714324,=764443902067.6945,=4.7576,=0.0492,=7.3620,=6.0459,=5.6854
2022-05-27,=993.7000,=1002.6200,=2111226377193.1790,=871823166635,=756126887648.4611,=4.6768,=0.0359,=7.3620,=6.0472,=5.6970
2022-05-26,=1004.2600,=1013.1800,=2128776281461.5701,=883580927158,=765077458114.0754,=4.7095,=0.0382,=7.3620,=6.0478,=5.7027
2022-05-25,=1006.5200,=1015.1000,=2134729106963.4905,=885274792308,=766366056161.3400,=4.7151,=0.0383,=7.3620,=6.0485,=5.7071
2022-05-24,=996.6500,=1005.1400,=2110547500642.4399,=875610011516,=758416167922.0599,=4.6784,=0.0361,=7.3620,=6.0492,=5.7100
2022-05-23,=1046.1500,=1054.7500,=2212788203211.2100,=918354785145,=795333431264.6296,=4.8817,=0.0520,=7.3710,=6.0499,=5.7100
2022-05-20,=1045.3800,=1053.9800,=2207566753253.1597,=917330469873,=794425122708.1101,=4.8211,=0.0431,=7.3710,=6.0506,=5.7102
2022-05-19,=1036.3400,=1044.8700,=2178197381643.8301,=908798345104,=786740615188.8900,=4.7166,=0.0386,=7.3710,=6.0512,=5.7111
2022-05-18,=1014,=1022.3400,=2130658466067.1399,=888744241130,=769877116232,=4.6446,=0.0319,=7.3710,=6.0526,=5.7125
2022-05-17,=1010.3700,=1018.6800,=2123346448658.6499,=881291684173,=765022823977.7799,=4.6370,=0.0297,=7.3710,=6.0540,=5.7195
2022-05-16,=996.5100,=1004.7100,=2096226887553.7400,=867931409585,=753626903982.4099,=4.5950,=0.0206,=7.3710,=6.0562,=5.7195
2022-05-13,=1010.8000,=1019.0500,=2123554547461.3999,=880780504489,=763909552416.6998,=4.6284,=0.0252,=7.3710,=6.0583,=5.7227
2022-05-12,=1013.0600,=1021.3300,=2134432514525.6201,=882766510171,=765812894471.6798,=4.6476,=0.0253,=7.3710,=6.0612,=5.7254
2022-05-11,=1002.4600,=1010.5900,=2108613263980.7903,=873990912503,=758029923462.8201,=4.6234,=0.0230,=7.3710,=6.0641,=5.7261
2022-05-10,=972.1400,=980.0300,=2049763788576.3899,=848019941178,=734945012032.8101,=4.5225,=0.0185,=7.3710,=6.0666,=5.7275
2022-05-09,=946.7200,=954.4100,=1998590777330.2405,=825782429247,=715242203210.6698,=4.4151,=0.0093,=7.3772,=6.0690,=5.7275
2022-05-06,=942.2300,=949.8700,=1994630904158.2410,=823456734968,=713904789097.1501,=4.4262,=0.0116,=7.3772,=6.0692,=5.7278
2022-05-05,=956.1300,=963.7200,=2026179085159.1296,=835077097086,=724141555852.2899,=4.4625,=0.0116,=7.3772,=6.0695,=5.7282
2022-04-29,=947.1500,=954.6400,=2005610912414.4800,=826782385515,=712772870543.6699,=4.4259,=0.0093,=7.3772,=6.0703,=5.7285
2022-04-28,=903.0600,=910.2000,=1915061347147.0500,=787716446192,=667565888324.2802,=4.2258,=0.0023,=7.3772,=6.0710,=5.7288
2022-04-27,=906.4300,=913.6000,=1928450833471.9399,=792347092350,=665996445722.5400,=4.3243,=0.0047,=7.3793,=6.0742,=5.7288
2022-04-26,=868.0700,=874.9300,=1856104383503.0496,=759072923509,=638214769012.8000,=4.1766,=0,=7.3793,=6.0774,=5.7388
2022-04-25,=884.3000,=891.3000,=1886655977841.9199,=772792441719,=637214537243.1001,=4.3176,=0,=7.3793,=6.0786,=5.7415
2022-04-22,=942.0700,=949.5200,=2004301201763.0896,=821737719168,=669288854407.2002,=4.6087,=0,=7.3793,=6.0797,=5.7478
2022-04-21,=957.7200,=965.2900,=2027576668345.8701,=835852589626,=679727572719.7500,=4.7155,=0,=7.3793,=6.0832,=5.7499
2022-04-20,=973.5100,=981.2100,=2063517125662.3799,=848206564732,=690489324300.6500,=4.7983,=0,=7.3880,=6.0868,=5.7499
2022-04-19,=989.9300,=997.7600,=2090934812372.5000,=861509562785,=702039205152.9398,=4.8533,=0.0048,=7.3880,=6.0868,=5.7579
2022-04-18,=1004.6100,=1012.5500,=2118443920313.2896,=875126347626,=712002849881.7001,=4.9631,=0.0095,=7.3880,=6.0869,=5.7629
2022-04-15,=973.3600,=981.0500,=2061930809611.5703,=846999755993,=686714511612.6400,=4.8497,=0.0024,=7.3880,=6.0869,=5.7692
2022-04-14,=975.5700,=983.2800,=2066571168783.6699,=849541675536,=682431253618.7201,=4.9142,=0.0024,=7.3880,=6.0869,=5.7718
2022-04-13,=964.8300,=972.4600,=2036606331691.7800,=837953072904,=673775012855.0699,=4.8437,=0,=7.3904,=6.0914,=5.7718
2022-04-12,=994.4400,=1002.3000,=2092858476504.8904,=863096927209,=694158825399.2499,=4.9952,=0.0024,=7.3904,=6.0960,=5.7728
2022-04-11,=988.7600,=996.5700,=2073280271150.0200,=856554848339,=677040140449.4802,=4.9494,=0,=7.3904,=6.0972,=5.7731
2022-04-08,=1027.2400,=1035.3600,=2159613807345.8303,=888359638158,=703678382865.1299,=5.1536,=0,=7.3904,=6.0985,=5.7746
2022-04-07,=1036.0700,=1044.2600,=2179317736523.5107,=895685985507,=705581590849.2899,=5.2169,=0.0048,=7.3904,=6.1013,=5.7776
2022-04-06,=1058.4900,=1066.8600,=2222650915600.6304,=915592772574,=719160225722.3400,=5.3412,=0.0073,=7.3950,=6.1042,=5.7776
2022-04-01,=1089.1900,=1097.8000,=2275531995175.2603,=941332403931,=740432002378.2598,=5.3988,=0.0170,=7.3950,=6.1072,=5.7814
2022-03-31,=1091.0600,=1099.6800,=2279640710545.8203,=938405321263,=741903500756.2198,=5.3970,=0.0146,=7.3950,=6.1101,=5.7817
2022-03-30,=1112.5200,=1121.3100,=2319335954524.6895,=953536715796,=745911429714.5601,=5.4975,=0.0318,=7.3950,=6.1137,=5.7818
2022-03-29,=1079.9300,=1088.4700,=2259891568753.6304,=927448908558,=723602021496.4802,=5.3733,=0.0123,=7.3950,=6.1172,=5.7859
2022-03-28,=1090.7300,=1099.3500,=2282309553278.4004,=930312387612,=730615131915.1602,=5.4307,=0.0172,=7.3995,=6.1217,=5.7859
2022-03-25,=1106.8600,=1115.6100,=2311585080377.0298,=944247168333,=741671834419.5000,=5.5006,=0.0296,=7.3995,=6.1262,=5.7882
2022-03-24,=1134.5700,=1143.5400,=2365059297580.3506,=967468322421,=758114957196.6602,=5.6240,=0.0741,=7.3995,=6.1276,=5.7883
2022-03-23,=1144.0900,=1153.1300,=2385091387017.1304,=975725358190,=763308968822.8501,=5.6854,=0.1139,=7.3995,=6.1290,=5.7928
2022-03-22,=1134.3200,=1143.2800,=2364994025334.4199,=967972811517,=754589040754.3899,=5.6258,=0.0744,=7.3995,=6.1335,=5.7950
2022-03-21,=1152.3300,=1161.4300,=2399012572663.9004,=982859819551,=766609460926.3500,=5.6722,=0.0970,=7.4006,=6.1380,=5.7950
2022-03-18,=1144.3200,=1153.3600,=2380764658521.3003,=975810287719,=761064662619.9497,=5.6185,=0.0723,=7.4006,=6.1411,=5.7957
2022-03-17,=1142.7100,=1151.7400,=2367655282240.3301,=971600305790,=759711455344.2701,=5.6138,=0.0675,=7.4006,=6.1442,=5.7959
2022-03-16,=1125.4800,=1134.3800,=2332998452394.0195,=957545266016,=748429277829.1300,=5.4700,=0.0226,=7.4006,=6.1481,=5.7991
2022-03-15,=1093.4300,=1102.0700,=2185608379961.9399,=931037076832,=724531944857.8599,=5.2119,=0,=7.4006,=6.1520,=5.8001
2022-03-14,=1126.2800,=1135.1800,=2267651815077.2803,=963337877286,=747406582681.4799,=5.5295,=0.0353,=7.4040,=6.1522,=5.8001
2022-03-11,=1161.2100,=1170.3900,=2342219600536.5103,=993255872123,=761196483542.3999,=5.7278,=0.1288,=7.4040,=6.1525,=5.8017
2022-03-10,=1153.3600,=1162.4700,=2329589828455.5000,=985499664686,=756282539195.9000,=5.6740,=0.0886,=7.4040,=6.1525,=5.8026
2022-03-09,=1129.6500,=1138.5700,=2287815990661.0693,=966164642170,=740452543467.4700,=5.6011,=0.0508,=7.4040,=6.1525,=5.8030
2022-03-08,=1137.0700,=1146.0600,=2300663861141.6699,=974357653363,=745140413469.6099,=5.7111,=0.1069,=7.4040,=6.1542,=5.8084
2022-03-07,=1169.9800,=1179.2300,=2357443700424.9102,=1001932213090,=767190664801.9901,=5.8647,=0.2628,=7.4066,=6.1559,=5.8084
2022-03-04,=1203.0900,=1212.6000,=2419069825580.1104,=1029417064221,=788815974713.5800,=6.0485,=0.4322,=7.4066,=6.1563,=5.8084
2022-03-03,=1209.8200,=1219.3800,=2429737601433.9800,=1034807233979,=793136724283.1801,=6.0641,=0.4436,=7.4066,=6.1566,=5.8084
2022-03-02,=1230.2800,=1240,=2458269502666.5400,=1042983402718,=806052394600.4001,=6.2188,=0.5193,=7.4066,=6.1583,=5.8084
2022-03-01,=1239.0200,=1248.8100,=2472238008370.2202,=1049602055595,=811607326421.5303,=6.2665,=0.5412,=7.4066,=6.1566,=5.8084
2022-02-28,=1249.5900,=1259.4600,=2486578707950.4199,=1059050741870,=818649791160.0402,=6.2984,=0.5478,=7.4087,=6.1563,=5.8030
2022-02-25,=1240.8800,=1250.6800,=2471014648474.7798,=1050891569758,=813198189919.9802,=6.2350,=0.5259,=7.4087,=6.1559,=5.8030
2022-02-24,=1214.9900,=1224.5900,=2425481421956.9497,=1027811050878,=796271426876.8000,=6.1380,=0.4883,=7.4087,=6.1542,=5.8030
2022-02-23,=1231.0800,=1240.8100,=2460912461254.3398,=1042301124013,=807048980826.3801,=6.2809,=0.5443,=7.4087,=6.1559,=5.8030
2022-02-22,=1183.9800,=1193.3400,=2372081376969.4697,=1003618038806,=776603179635.5900,=6.0869,=0.4674,=7.4087,=6.1542,=5.8030
2022-02-21,=1193.6000,=1203.0300,=2386777590617.4702,=1009595856001,=782953496329.4102,=6.1809,=0.5105,=7.4089,=6.1559,=5.8026
2022-02-18,=1204.3700,=1213.8900,=2403975644388,=1018313902660,=789980821721.6398,=6.1769,=0.5092,=7.4089,=6.1542,=5.8026
2022-02-17,=1207.8200,=1217.3700,=2410047637529.9897,=1021227811973,=791994963472.7603,=6.1566,=0.5053,=7.4089,=6.1525,=5.8026
2022-02-16,=1197.5600,=1207.0200,=2397391618000.5601,=1013195741433,=785642441961.1600,=6.1442,=0.4934,=7.4089,=6.1525,=5.8026
2022-02-15,=1203.1200,=1212.6300,=2404520277660.0200,=1018159813381,=789401271724.3101,=6.1525,=0.5000,=7.4089,=6.1525,=5.8026
2022-02-14,=1169.4400,=1178.6800,=2348387448632.1997,=991623125654,=767314998806.8300,=6.0336,=0.4324,=7.4245,=6.1542,=5.8017
2022-02-11,=1169.5900,=1178.8300,=2354148923392,=991856064374,=767177406847.3900,=6.1101,=0.4840,=7.4245,=6.1559,=5.8017
2022-02-10,=1188.2000,=1197.5900,=2392114102883.5601,=1007044360594,=778885177400.6599,=6.2479,=0.5227,=7.4245,=6.1579,=5.8017
2022-02-09,=1210.2900,=1219.8500,=2426459528380.6299,=1026218498910,=793523683218.8599,=6.3428,=0.5508,=7.4245,=6.1559,=5.8017
