日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM平均值,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2023-07-28,=962.6400,=978.9800,=2845973674581.8003,=1489900510639,=929072941510.8928,=11.1721,=0.1025,=21.0257,=17.8384,=12.1941
2023-07-27,=952.3000,=968.4500,=2818549957216.1597,=1474300649369,=919035064383.0656,=11.0716,=0.0917,=21.0257,=17.8524,=12.2054
2023-07-26,=961.6000,=977.9100,=2845851103308.7500,=1486639138366,=928409705198.0640,=11.1743,=0.1014,=21.0257,=17.8664,=12.2077
2023-07-25,=964.4000,=980.7600,=2851955798799.0898,=1496345599800,=931352225209.7928,=11.2187,=0.1056,=21.0257,=17.8744,=12.2183
2023-07-24,=950.5500,=966.6800,=2813831597724.3398,=1472952991142,=917743341042.4182,=11.0817,=0.0934,=21.0257,=17.8825,=12.2341
2023-07-21,=955.5500,=971.7600,=2826543011092.7505,=1470269242186,=922535420551.4980,=11.1286,=0.0963,=21.0346,=17.8989,=12.2341
2023-07-20,=961.1300,=977.4000,=2852142199216.1797,=1477965197346,=928001241488.2024,=10.3668,=0.0083,=21.0346,=17.9152,=12.2555
2023-07-19,=975.1100,=991.1100,=2890762416040.6899,=1498763590068,=941377267111.8840,=10.4730,=0.0124,=21.0346,=17.9206,=12.2579
2023-07-18,=980.0200,=996.1000,=2908244463925.1792,=1500869885228,=946052337459.7716,=11.4068,=0.1133,=21.0346,=17.9259,=12.2587
2023-07-17,=984.8200,=1000.9500,=2917962962832.5903,=1508741479270,=950865806798.5906,=10.5940,=0.0277,=21.0346,=17.9568,=12.2711
2023-07-14,=991.5600,=1007.8000,=2943296632243.9595,=1513078350099,=957392837142.3770,=10.6712,=0.0332,=21.0414,=17.9877,=12.2711
2023-07-13,=995.9700,=1012.1000,=2954134303016.7300,=1516102909249,=961253379792.8575,=11.5394,=0.1276,=21.0414,=17.9890,=12.2965
2023-07-12,=984.9800,=1000.9300,=2923174031487.6411,=1501025433983,=950372957480.0432,=11.4135,=0.1125,=21.0414,=17.9902,=12.3259
2023-07-11,=1001.4100,=1017.4400,=2977455176936.0293,=1526811362573,=966897661693.2228,=10.7595,=0.0459,=21.0414,=17.9952,=12.3321
2023-07-10,=993.7300,=1009.6300,=2946889162001.1899,=1518525322363,=959605833768.4296,=10.6227,=0.0306,=21.0414,=18.0003,=12.3345
2023-07-07,=991.8500,=1007.5700,=2930071304920.4199,=1521919318458,=957911414912.9460,=10.5735,=0.0265,=21.0673,=18.0631,=12.3345
2023-07-06,=1002.1100,=1018,=2961065563845.5698,=1534272017979,=967827456779.0844,=10.6723,=0.0307,=21.0673,=18.1260,=12.3563
2023-07-05,=1005.7300,=1021.6800,=2975668907860.2402,=1539642209140,=971758818289.4399,=10.7004,=0.0322,=21.0673,=18.1267,=12.3643
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=10.3993,=0.0098,=21.0673,=18.1275,=12.3700
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=10.7005,=0.0309,=21.0673,=18.2621,=12.3912
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=10.5050,=0.0154,=21.0680,=18.3967,=12.3912
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=10.4386,=0.0098,=21.0680,=18.4019,=12.4340
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=10.4967,=0.0113,=21.0680,=18.4072,=12.4552
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=10.5413,=0.0141,=21.0680,=18.4240,=12.4613
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=10.5572,=0.0184,=21.0680,=18.4409,=12.4696
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=10.6144,=0.0184,=21.0847,=18.4623,=12.4696
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=10.9613,=0.0595,=21.0847,=18.4838,=12.5021
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=11.0446,=0.0667,=21.0847,=18.4933,=12.5113
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=11.0812,=0.0682,=21.0847,=18.5027,=12.5157
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=11.8604,=0.1437,=21.0847,=18.5309,=12.5159
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=10.9475,=0.0527,=21.1075,=18.5591,=12.5159
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=10.9503,=0.0542,=21.1075,=18.5646,=12.5207
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=10.9241,=0.0471,=21.1075,=18.5700,=12.5254
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=10.6174,=0.0186,=21.1075,=18.5754,=12.5669
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=10.3889,=0.0086,=21.1075,=18.5808,=12.5704
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=10.5015,=0.0100,=21.1132,=18.5822,=12.5704
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=10.5451,=0.0115,=21.1132,=18.5835,=12.5719
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=10.8234,=0.0317,=21.1132,=18.5901,=12.5842
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=10.9451,=0.0418,=21.1132,=18.5967,=12.5849
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=10.9470,=0.0418,=21.1132,=18.6041,=12.5899
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=11.8435,=0.1272,=21.1191,=18.6114,=12.5899
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=11.8344,=0.1259,=21.1191,=18.6311,=12.5950
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=11.7087,=0.1174,=21.1191,=18.6508,=12.5997
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=11.6808,=0.1161,=21.1191,=18.6539,=12.6119
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=11.5948,=0.1017,=21.1191,=18.6570,=12.6145
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=11.5164,=0.0917,=21.1197,=18.6635,=12.6145
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=9.9821,=0.0044,=21.1197,=18.6699,=12.6228
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=10.8233,=0.0292,=21.1197,=18.6700,=12.6336
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=10.8394,=0.0322,=21.1197,=18.6701,=12.6340
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=10.7945,=0.0264,=21.1197,=18.7295,=12.6386
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=11.6149,=0.0968,=21.1766,=18.7889,=12.6386
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=9.9847,=0.0044,=21.1766,=18.8075,=12.6424
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=10.0021,=0.0044,=21.1766,=18.8261,=12.6690
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=9.8476,=0.0015,=21.1766,=18.8308,=12.6747
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=11.5348,=0.0826,=21.1766,=18.8355,=12.6814
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=11.5627,=0.0842,=21.1787,=18.8367,=12.6814
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=10.8251,=0.0251,=21.1787,=18.8379,=12.6950
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=11.0197,=0.0400,=21.1787,=18.8421,=12.6994
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=11.8167,=0.1024,=21.1787,=18.8462,=12.7131
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=11.9566,=0.1085,=21.1787,=18.8546,=12.7467
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=11.8588,=0.1057,=21.1921,=18.8630,=12.7467
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=11.6400,=0.0924,=21.1921,=18.8687,=12.7517
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=12.0886,=0.1164,=21.1921,=18.8745,=12.7639
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=12.2587,=0.1345,=21.1921,=18.8817,=12.7666
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=12.4552,=0.1497,=21.1921,=18.8889,=12.7679
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=12.8266,=0.2114,=21.2006,=18.8941,=12.7679
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=13.2834,=0.3003,=21.2006,=18.8993,=12.7679
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=13.2588,=0.2962,=21.2006,=18.9055,=12.7679
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=13.2924,=0.3042,=21.2006,=18.9118,=12.7679
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=13.3643,=0.3183,=21.2006,=18.9197,=12.7679
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=13.3360,=0.3142,=21.2081,=18.9275,=12.7666
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=12.9671,=0.2405,=21.2081,=18.9302,=12.7666
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=13.2120,=0.2879,=21.2081,=18.9328,=12.7666
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=13.1653,=0.2822,=21.2081,=18.9586,=12.7666
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=13.2247,=0.2903,=21.2081,=18.9843,=12.7666
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=13.5690,=0.3455,=21.2139,=18.9865,=12.7639
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=13.3714,=0.3171,=21.2139,=18.9887,=12.7639
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=13.2118,=0.2870,=21.2139,=18.9934,=12.7639
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=13.2836,=0.2966,=21.2139,=18.9981,=12.7639
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=12.9074,=0.2312,=21.2139,=19.0023,=12.7639
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=12.5842,=0.1702,=21.2163,=19.0065,=12.7517
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=12.5157,=0.1598,=21.2163,=19.0189,=12.7639
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=12.2077,=0.1308,=21.2163,=19.0312,=12.7666
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=12.3912,=0.1495,=21.2163,=19.0349,=12.7679
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=12.4613,=0.1512,=21.2163,=19.0386,=12.7749
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=12.4340,=0.1499,=21.2172,=19.0408,=12.7749
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=12.2341,=0.1331,=21.2172,=19.0431,=12.7838
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=12.3643,=0.1457,=21.2172,=19.0610,=12.7847
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=12.3345,=0.1429,=21.2172,=19.0789,=12.8058
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=13.2124,=0.2768,=21.2172,=19.0878,=12.8138
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=13.8179,=0.3427,=21.2669,=19.0967,=12.8058
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=14.0522,=0.3463,=21.2669,=19.1199,=12.8058
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=14.1533,=0.3484,=21.2669,=19.1432,=12.8058
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=13.9692,=0.3459,=21.2669,=19.1453,=12.8058
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=12.9271,=0.2241,=21.2669,=19.1474,=12.8058
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=12.9502,=0.2276,=21.2732,=19.1521,=12.7847
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=12.8839,=0.2201,=21.2732,=19.1568,=12.7847
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=12.8058,=0.2016,=21.2732,=19.1758,=12.7847
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=13.1050,=0.2555,=21.2732,=19.1947,=12.7847
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=13.0509,=0.2464,=21.2732,=19.1952,=12.7847
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=12.9224,=0.2215,=21.2802,=19.1956,=12.7838
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=13.0236,=0.2345,=21.2802,=19.2018,=12.7838
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=12.9601,=0.2270,=21.2802,=19.2079,=12.7838
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=12.9388,=0.2242,=21.2802,=19.2179,=12.7838
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=13.0803,=0.2452,=21.2802,=19.2279,=12.7838
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=13.0507,=0.2392,=21.2813,=19.2288,=12.7749
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=13.0508,=0.2396,=21.2813,=19.2297,=12.7749
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=13.1272,=0.2512,=21.2813,=19.2299,=12.7749
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=13.1979,=0.2612,=21.2813,=19.2301,=12.7749
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=13.0316,=0.2360,=21.2813,=19.2377,=12.7749
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=13.2529,=0.2637,=21.2873,=19.2453,=12.7679
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=13.5736,=0.3172,=21.2873,=19.2474,=12.7679
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=13.5124,=0.3081,=21.2873,=19.2495,=12.7679
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=13.5787,=0.3166,=21.2873,=19.2920,=12.7679
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=13.5023,=0.3058,=21.2873,=19.3346,=12.7679
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=13.6271,=0.3177,=21.3052,=19.3356,=12.7666
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=13.2645,=0.2679,=21.3052,=19.3365,=12.7666
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=13.3797,=0.2878,=21.3052,=19.3452,=12.7666
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=13.4280,=0.2948,=21.3052,=19.3538,=12.7666
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=13.5564,=0.3100,=21.3052,=19.3595,=12.7666
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=13.5290,=0.3056,=21.3264,=19.3653,=12.7639
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=13.3005,=0.2782,=21.3264,=19.3663,=12.7639
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=13.1710,=0.2639,=21.3264,=19.3672,=12.7639
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=13.4154,=0.2906,=21.3264,=19.3707,=12.7639
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=13.3677,=0.2845,=21.3264,=19.3742,=12.7639
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=13.2867,=0.2702,=21.3688,=19.3766,=12.7517
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=13.0240,=0.2409,=21.3688,=19.3790,=12.7517
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=13.0393,=0.2413,=21.3688,=19.3810,=12.7517
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=12.9044,=0.2301,=21.3688,=19.3830,=12.7517
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=12.5704,=0.1675,=21.3688,=19.4112,=12.7517
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=12.5899,=0.1711,=21.3763,=19.4394,=12.7517
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=12.5849,=0.1697,=21.3763,=19.4415,=12.7639
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=12.8272,=0.2133,=21.3763,=19.4436,=12.7666
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=12.8138,=0.2087,=21.3763,=19.4460,=12.7666
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=12.8742,=0.2224,=21.3763,=19.4484,=12.7666
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=12.8470,=0.2161,=21.3856,=19.4486,=12.7639
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=12.6994,=0.1930,=21.3856,=19.4488,=12.7639
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=12.8148,=0.2084,=21.3856,=19.4662,=12.7666
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=12.5719,=0.1700,=21.3856,=19.4836,=12.7666
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=12.6340,=0.1804,=21.3856,=19.4949,=12.7679
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=12.5159,=0.1639,=21.4056,=19.5061,=12.7679
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=12.6228,=0.1760,=21.4056,=19.5119,=12.7749
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=12.5113,=0.1627,=21.4056,=19.5178,=12.7838
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=12.1831,=0.1392,=21.4056,=19.5267,=12.7847
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=12.3321,=0.1531,=21.4056,=19.5357,=12.8210
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=12.4696,=0.1567,=21.4383,=19.5456,=12.8210
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=12.5997,=0.1655,=21.4383,=19.5555,=12.8363
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=12.6690,=0.1744,=21.4383,=19.5605,=12.8384
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=13.0748,=0.2192,=21.4383,=19.5656,=12.8520
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=13.2633,=0.2401,=21.4383,=19.5783,=12.8520
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=13.2159,=0.2371,=21.4392,=19.5911,=12.8384
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=13.2935,=0.2427,=21.4392,=19.5988,=12.8384
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=13.5328,=0.2690,=21.4392,=19.6065,=12.8384
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=12.2711,=0.1503,=21.4392,=19.6104,=12.8384
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=12.2054,=0.1436,=21.4392,=19.6143,=12.8520
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=12.2555,=0.1456,=21.4452,=19.6195,=12.8520
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=12.2965,=0.1476,=21.4452,=19.6246,=12.8620
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=12.2579,=0.1461,=21.4452,=19.6313,=12.8670
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=11.6319,=0.1063,=21.4452,=19.6380,=12.9343
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=11.6283,=0.1047,=21.4452,=19.6408,=12.9505
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=11.5684,=0.0962,=21.4502,=19.6435,=12.9505
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=12.3259,=0.1419,=21.4502,=19.6438,=12.9821
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=11.3719,=0.0719,=21.4502,=19.6442,=13.0101
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=11.5132,=0.0914,=21.4502,=19.6482,=13.0171
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=11.6630,=0.1021,=21.4502,=19.6522,=13.0192
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=11.6798,=0.1023,=21.5014,=19.6566,=13.0192
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=12.5207,=0.1413,=21.5014,=19.6609,=13.0448
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=12.7517,=0.1646,=21.5014,=19.6675,=13.0662
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=12.8210,=0.1755,=21.5014,=19.6740,=13.0896
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=12.8620,=0.1812,=21.5014,=19.6746,=13.0970
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=12.7639,=0.1655,=21.5066,=19.6752,=13.0970
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=12.9505,=0.1836,=21.5066,=19.6853,=13.1154
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=12.6336,=0.1518,=21.5066,=19.6955,=13.1248
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=12.5254,=0.1431,=21.5066,=19.7083,=13.1250
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=12.5669,=0.1434,=21.5066,=19.7212,=13.1348
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=12.6950,=0.1562,=21.5473,=19.7391,=13.1348
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=12.8363,=0.1691,=21.5473,=19.7570,=13.1363
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=12.1758,=0.1333,=21.5473,=19.7576,=13.1405
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=13.0448,=0.1823,=21.5473,=19.7583,=13.1469
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=12.7679,=0.1609,=21.5473,=19.7589,=13.1536
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=12.6119,=0.1449,=21.6115,=19.7595,=13.1536
