日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB中位数,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2023-07-19,=975.1100,=991.1100,=2890762416040.6899,=1498763590068,=941377267111.8840,=5.1547,=0.0510,=8.8359,=6.6687,=5.5837
2023-07-18,=980.0200,=996.1000,=2908244463925.1792,=1500869885228,=946052337459.7716,=5.2601,=0.0773,=8.8359,=6.6758,=5.5857
2023-07-17,=984.8200,=1000.9500,=2917962962832.5903,=1508741479270,=950865806798.5906,=5.2469,=0.0747,=8.8359,=6.6767,=5.5878
2023-07-14,=991.5600,=1007.8000,=2943296632243.9595,=1513078350099,=957392837142.3770,=5.2870,=0.0831,=8.8518,=6.6776,=5.5878
2023-07-13,=995.9700,=1012.1000,=2954134303016.7300,=1516102909249,=961253379792.8575,=5.3162,=0.0929,=8.8518,=6.6779,=5.5931
2023-07-12,=984.9800,=1000.9300,=2923174031487.6411,=1501025433983,=950372957480.0432,=5.3339,=0.1028,=8.8518,=6.6781,=5.6040
2023-07-11,=1001.4100,=1017.4400,=2977455176936.0293,=1526811362573,=966897661693.2228,=5.4534,=0.1419,=8.8518,=6.6795,=5.6105
2023-07-10,=993.7300,=1009.6300,=2946889162001.1899,=1518525322363,=959605833768.4296,=5.3808,=0.1212,=8.8518,=6.6810,=5.6120
2023-07-07,=991.8500,=1007.5700,=2930071304920.4199,=1521919318458,=957911414912.9460,=5.3443,=0.1046,=8.8755,=6.6810,=5.6120
2023-07-06,=1002.1100,=1018,=2961065563845.5698,=1534272017979,=967827456779.0844,=5.4671,=0.1466,=8.8755,=6.6810,=5.6121
2023-07-05,=1005.7300,=1021.6800,=2975668907860.2402,=1539642209140,=971758818289.4399,=5.4804,=0.1469,=8.8755,=6.6864,=5.6128
2023-07-04,=1015.4000,=1031.4600,=3004853146321.3008,=1553885925613,=980972345672.9476,=5.5183,=0.1653,=8.8755,=6.6917,=5.6130
2023-07-03,=1008.4000,=1024.3500,=2982392393832.9902,=1541552243634,=974276159535.5004,=5.3443,=0.1038,=8.8755,=6.6976,=5.6188
2023-06-30,=1005.1500,=1021.0400,=2967549278957.8691,=1545802053618,=971352402513.0408,=5.3925,=0.1208,=8.9211,=6.7035,=5.6188
2023-06-29,=1001.4600,=1017.2900,=2961729821391.7700,=1540718234638,=967421469456.9594,=5.3689,=0.1125,=8.9211,=6.7097,=5.6193
2023-06-28,=1008.2200,=1024.0900,=2980430113541.6396,=1545955688808,=974083507066.9775,=5.3142,=0.0930,=8.9211,=6.7158,=5.6225
2023-06-27,=1011.3500,=1027.2700,=2994723525288.6396,=1561263788942,=977694447287.2400,=5.2637,=0.0776,=8.9211,=6.7163,=5.6236
2023-06-26,=1010.3100,=1025.7000,=2983788746218.1792,=1554938429120,=976286927653.0876,=5.1694,=0.0537,=8.9211,=6.7169,=5.6253
2023-06-21,=1020.2200,=1035.2000,=3014712541900.0708,=1537013586627,=985548412303.1864,=5.2409,=0.0721,=8.9392,=6.7170,=5.6253
2023-06-20,=1055.4100,=1070.7300,=3118776115766.2510,=1586668610177,=1018982963479.2850,=5.3602,=0.1034,=8.9392,=6.7171,=5.6318
2023-06-19,=1055.4500,=1070.7800,=3123427285755.5098,=1580650576661,=1019573584160.1080,=5.4237,=0.1191,=8.9392,=6.7195,=5.6420
2023-06-16,=1052.8800,=1068.1700,=3112121412047.7500,=1573442964493,=1017168860478.4926,=5.4381,=0.1236,=8.9392,=6.7218,=5.6503
2023-06-15,=1033.8500,=1048.8600,=3057578978888.9497,=1536044252371,=998235846468.6952,=5.1858,=0.0555,=8.9392,=6.7252,=5.6563
2023-06-14,=1035.3100,=1050.0900,=3069351798013.1191,=1541378395729,=1000271437639.3510,=5.1219,=0.0442,=8.9776,=6.7285,=5.6563
2023-06-13,=1039.4600,=1054.3000,=3076726744750.0898,=1548121526445,=1003604130687.3644,=5.2055,=0.0571,=8.9776,=6.7403,=5.6632
2023-06-12,=1026.6400,=1041.1800,=3042967715443.1401,=1530938764906,=990404242484.7970,=5.1962,=0.0557,=8.9776,=6.7522,=5.6640
2023-06-09,=1032.5500,=1047.1700,=3017254236300.5308,=1528729541465,=1000605377405.4600,=4.9265,=0.0186,=8.9776,=6.7554,=5.6672
2023-06-08,=1007.1200,=1021.2000,=2938021804025.7900,=1483394846948,=974866616518.6750,=4.8536,=0.0129,=8.9776,=6.7585,=5.6803
2023-06-07,=1019.0500,=1033.2900,=2970277351319.2012,=1496814650023,=986658991419.4561,=4.9540,=0.0230,=9.0083,=6.7682,=5.6803
2023-06-06,=1022.9800,=1037.2300,=2977333714152.3188,=1501278411788,=990352499122.8954,=5.0277,=0.0302,=9.0083,=6.7780,=5.6811
2023-06-05,=1051.7300,=1066.2500,=3058987174766.2402,=1545867041269,=1017679434830.5192,=5.0718,=0.0331,=9.0083,=6.7808,=5.6818
2023-06-02,=1053.2900,=1067.8200,=3061594656604.8003,=1542647254832,=1018743077559.7904,=5.2453,=0.0605,=9.0083,=6.7837,=5.6842
2023-06-01,=1053.5500,=1068.0800,=3069768320871.4204,=1538868720967,=1018964721337.6678,=5.1672,=0.0447,=9.0083,=6.7850,=5.6992
2023-05-31,=1053.9100,=1068.4500,=3085133140969.0801,=1532154613334,=1018606127330.1500,=5.0270,=0.0289,=9.0536,=6.7864,=5.6992
2023-05-30,=1044.4300,=1058.2000,=3050795779338.5195,=1520294781513,=1009056664226.2336,=5.1207,=0.0347,=9.0536,=6.7904,=5.7028
2023-05-29,=1028.3800,=1041.9200,=3004364415089.9600,=1494182211557,=994426830791.6416,=5.1371,=0.0362,=9.0536,=6.7943,=5.7034
2023-05-26,=1038.6600,=1052.3300,=3024399363379.3701,=1500882725736,=1001455956530.1724,=5.2328,=0.0508,=9.0536,=6.7967,=5.7113
2023-05-25,=1021.7200,=1035.1700,=2979540840173.9800,=1474045043309,=987210164313.0334,=5.2691,=0.0552,=9.0536,=6.7990,=5.7145
2023-05-24,=1011.7700,=1025.0900,=2939391721468.4204,=1464483242060,=977550861728.3026,=5.2492,=0.0539,=9.1183,=6.8022,=5.7145
2023-05-23,=1016.1100,=1029.4800,=2959353843893.2700,=1468464289973,=981263341683.8026,=5.2368,=0.0510,=9.1183,=6.8054,=5.7182
2023-05-22,=1032.1100,=1045.6900,=2998678223426.1812,=1490618260108,=995458674282.2648,=5.2910,=0.0569,=9.1183,=6.8061,=5.7187
2023-05-19,=1040.1600,=1053.8500,=3022573798414.9204,=1505334361135,=1002201719345.0162,=5.2868,=0.0556,=9.1183,=6.8068,=5.7231
2023-05-18,=1034.8200,=1048.3300,=3011496331037.0010,=1495833749360,=996783201478.8380,=5.3265,=0.0688,=9.1183,=6.8125,=5.7281
2023-05-17,=1029.6500,=1043,=2995342902648.7305,=1484052542113,=992085177266.0288,=5.3851,=0.0850,=9.1317,=6.8181,=5.7281
2023-05-16,=1025.8700,=1039.1700,=2978102323184.5098,=1479141903865,=988771460944.9000,=5.2971,=0.0573,=9.1317,=6.8209,=5.7327
2023-05-15,=1025.7900,=1039.0900,=2989097793107.3589,=1480897090204,=988732901877.7008,=5.3308,=0.0691,=9.1317,=6.8238,=5.7413
2023-05-12,=1014.1100,=1027.2600,=2940109641726.9800,=1467499161742,=976824496367.8140,=5.2771,=0.0530,=9.1317,=6.8238,=5.7555
2023-05-11,=1025.9700,=1039.2800,=2973044103858.6304,=1486294938204,=987975236011.5990,=5.4081,=0.0811,=9.1317,=6.8239,=5.7614
2023-05-10,=1025.7100,=1039.0100,=2973017777437.2310,=1488520631527,=987185421429.9174,=5.3132,=0.0591,=9.1320,=6.8242,=5.7614
2023-05-09,=1034.2100,=1047.6300,=3012555173476.4707,=1501807342261,=995035987712.1300,=5.2947,=0.0547,=9.1320,=6.8244,=5.7697
2023-05-08,=1057.2100,=1070.9300,=3088468218819.5801,=1525748857697,=1018431462761.1689,=5.3789,=0.0770,=9.1320,=6.8263,=5.7722
2023-05-05,=1049.0900,=1062.7000,=3076048886919.0400,=1506178464592,=1010656179524.3145,=5.2082,=0.0460,=9.1320,=6.8281,=5.7727
2023-05-04,=1064.2000,=1078.0100,=3115709390694.4600,=1528886225471,=1024893811824.0718,=5.3787,=0.0743,=9.1320,=6.8377,=5.7800
2023-04-28,=1087.8700,=1101.9800,=3181843472017.7397,=1561467304379,=1034922104350.4063,=5.3210,=0.0565,=9.1887,=6.8472,=5.7800
2023-04-27,=1068.0100,=1081.8600,=3115094459173.1411,=1526567115833,=986728861470.0344,=5.2368,=0.0507,=9.1887,=6.8513,=5.7900
2023-04-26,=1069.0100,=1082.8700,=3128753578546.6099,=1528764625404,=981670730081.0028,=5.1885,=0.0433,=9.1887,=6.8555,=5.7943
2023-04-25,=1076.8600,=1089.6500,=3167036555168.9497,=1547818143821,=984920651693.0580,=5.1166,=0.0344,=9.1887,=6.8641,=5.7967
2023-04-24,=1096.3800,=1109.4000,=3200456672592.7705,=1571911621432,=1000534988260.7562,=5.3773,=0.0674,=9.1887,=6.8727,=5.8013
2023-04-21,=1116.8300,=1129.9700,=3255031088294.2388,=1592365614343,=1019837203859.7202,=5.4163,=0.0690,=9.2116,=6.8767,=5.8013
2023-04-20,=1164.9500,=1178.6600,=3390215231921.6396,=1663278406807,=1063857804779.4402,=5.7900,=0.1937,=9.2116,=6.8806,=5.8014
2023-04-19,=1134.4000,=1147.7600,=3305557592967.5400,=1585396608295,=1037062159044.7300,=5.9905,=0.2842,=9.2116,=6.8873,=5.8018
2023-04-18,=1129.8200,=1143.1200,=3282756381023.4199,=1582191718023,=1033833732819.1500,=6.0868,=0.3193,=9.2116,=6.8940,=5.8018
2023-04-17,=1140.1300,=1153.5500,=3306613470312.3496,=1594231762600,=1042602368144.5396,=6.0703,=0.3107,=9.2116,=6.9005,=5.8018
2023-04-14,=1136.2100,=1149.5900,=3283381257703.0010,=1583550441850,=1037376003726.7400,=6.2035,=0.3520,=9.2135,=6.9069,=5.8014
2023-04-13,=1100.1300,=1113.0800,=3190311950929.9902,=1536745243210,=1003358804587.0398,=5.9480,=0.2753,=9.2135,=6.9071,=5.8014
2023-04-12,=1129.4100,=1142.7000,=3269717307534.9292,=1584185724522,=1029493096478.8202,=6.1813,=0.3485,=9.2135,=6.9073,=5.8014
2023-04-11,=1121.7400,=1134.9500,=3235841058900.9604,=1570038948332,=1022525302092.3900,=6.0825,=0.3156,=9.2135,=6.9093,=5.8014
2023-04-10,=1129.1700,=1142.4700,=3257487778476.6196,=1575352376467,=1025015360447.0298,=6.0038,=0.2888,=9.2135,=6.9113,=5.8014
2023-04-07,=1161.0200,=1174.6900,=3339595859263.4004,=1632054849509,=1052632397359.9102,=6.1724,=0.3455,=9.2214,=6.9172,=5.8013
2023-04-06,=1146.9600,=1160.4700,=3302020948980.7104,=1617357987710,=1040153088695.2200,=6.1049,=0.3247,=9.2214,=6.9230,=5.8013
2023-04-04,=1129.0800,=1142.3800,=3255565430256.3989,=1590212113571,=1023672048219.3101,=6.0453,=0.3053,=9.2214,=6.9303,=5.8013
2023-04-03,=1126.4900,=1139.7500,=3245037167459.6802,=1589515998575,=1022534158461,=5.8718,=0.2385,=9.2214,=6.9376,=5.8013
2023-03-31,=1081.5400,=1094.2700,=3116645599112.2397,=1522731941492,=982160440060.9803,=5.6811,=0.1669,=9.2214,=6.9436,=5.8013
2023-03-30,=1065.6900,=1078.2400,=3081296241175.7495,=1490235522635,=948252342295.1198,=5.7145,=0.1764,=9.2346,=6.9496,=5.8013
2023-03-29,=1062.1400,=1074.6400,=3074237049419.0298,=1490053735540,=945296345584.0400,=5.5233,=0.1121,=9.2346,=6.9531,=5.8014
2023-03-28,=1038.6300,=1050.8500,=3008257750887.8501,=1448829794711,=923786178186.4600,=5.5145,=0.1046,=9.2346,=6.9566,=5.8018
2023-03-27,=1057.4900,=1069.9400,=3054857783026.3208,=1474909116181,=939828307464.0898,=5.5161,=0.1063,=9.2346,=6.9601,=5.8050
2023-03-24,=1060.9900,=1073.4800,=3069061680556.8198,=1479380978430,=943409802815.8002,=5.6236,=0.1481,=9.2346,=6.9636,=5.8111
2023-03-23,=1058.9900,=1071.4500,=3073424923255.0503,=1468406565904,=937516850850.1604,=5.6188,=0.1437,=9.2381,=6.9703,=5.8111
2023-03-22,=1034.0500,=1046.2200,=3022957498414.6396,=1422769688301,=915675930895.2400,=5.5258,=0.1130,=9.2381,=6.9769,=5.8134
2023-03-21,=1030.1900,=1042.3100,=3013293320928.0293,=1420330776134,=911769002724.8101,=5.5285,=0.1132,=9.2381,=6.9779,=5.8155
2023-03-20,=1025.3200,=1037.3900,=2986466863718.9795,=1415308821935,=907388052332.8600,=5.4356,=0.0761,=9.2381,=6.9789,=5.8175
2023-03-17,=1015.7600,=1027.7200,=2968981379425.3389,=1405928099110,=899440250139.0701,=5.4240,=0.0731,=9.2381,=6.9854,=5.8190
2023-03-16,=992.4400,=1004.1200,=2903273586058.3398,=1369669421361,=878003364650.3998,=5.4527,=0.0779,=9.2421,=6.9918,=5.8190
2023-03-15,=1007.3000,=1019.1600,=2949944948117.2705,=1387060391349,=889900778418.7301,=5.6120,=0.1310,=9.2421,=6.9945,=5.8204
2023-03-14,=1013.3900,=1025.3200,=2963225480120.9014,=1398242481469,=895805464115.4999,=5.8998,=0.2391,=9.2421,=6.9972,=5.8256
2023-03-13,=998.9100,=1010.6700,=2911978317703.3203,=1381434863953,=882414106842.0201,=5.9415,=0.2582,=9.2421,=7.0035,=5.8256
2023-03-10,=993.5500,=1005.2500,=2796278378483.7788,=1395981055093,=879199904164.9301,=5.8621,=0.2210,=9.2421,=7.0098,=5.8256
2023-03-09,=998.3000,=1010.0600,=2810287614024.8501,=1404398117096,=883426625114.6200,=5.7697,=0.1758,=9.3087,=7.0103,=5.8204
2023-03-08,=994.8900,=1006.6000,=2800033431214.7300,=1399397375591,=880321373265.6000,=5.6105,=0.1305,=9.3087,=7.0109,=5.8256
2023-03-07,=990.5800,=1002.2400,=2786725805228.2192,=1390178906853,=876106223604.7501,=5.6420,=0.1417,=9.3087,=7.0240,=5.8258
2023-03-06,=1007.6300,=1019.5000,=2843030857814.0801,=1416061124040,=891385969584.8300,=5.7967,=0.1798,=9.3087,=7.0371,=5.8262
2023-03-03,=998.9000,=1010.6600,=2811767099767.3696,=1404213506562,=883492731779.2900,=5.7231,=0.1643,=9.3087,=7.0464,=5.8265
2023-03-02,=988.8900,=1000.5400,=2784402163340.2798,=1392022133148,=875023234464.3401,=5.7281,=0.1646,=9.3680,=7.0558,=5.8265
2023-03-01,=994.6300,=1006.3400,=2807874619633.0996,=1396203238047,=879803355124.0199,=5.8155,=0.1870,=9.3680,=7.0608,=5.8300
2023-02-28,=990.4700,=1002.1300,=2798698769926.3501,=1387630569024,=875920101075.5099,=5.8718,=0.2143,=9.3680,=7.0659,=5.8310
2023-02-27,=986.2800,=997.8900,=2786055505347.7500,=1382381771590,=871854920678.5099,=5.9342,=0.2448,=9.3680,=7.0677,=5.8310
2023-02-24,=990.6300,=1002.2900,=2798820113953.0298,=1339758383606,=872346522419.5200,=5.8351,=0.2022,=9.3680,=7.0695,=5.8310
2023-02-23,=992.4600,=1004.1500,=2802783290038.6489,=1342491992823,=873892561242.9900,=5.8300,=0.1994,=9.4000,=7.0738,=5.8300
2023-02-22,=989.6500,=1001.3000,=2795203850321.3599,=1341351521593,=871660240711.2799,=5.7555,=0.1693,=9.4000,=7.0781,=5.8310
2023-02-21,=995.7300,=1007.4500,=2809446984428.3389,=1346110025949,=877055873384.3900,=5.8845,=0.2208,=9.4000,=7.0873,=5.8356
2023-02-20,=998.8300,=1010.5900,=2819286777803.3599,=1350208755561,=879780301828.4601,=5.8460,=0.2035,=9.4000,=7.0965,=5.8356
2023-02-17,=986.3300,=997.9500,=2787241831821.5508,=1334392055618,=868678669320.9198,=5.6632,=0.1477,=9.4000,=7.0972,=5.8356
2023-02-16,=1005.1800,=1017.0100,=2841769807458.7202,=1363108926608,=885640514565.6598,=5.8190,=0.1881,=9.4027,=7.0978,=5.8356
2023-02-15,=1024.2200,=1036.2700,=2898680699608.2202,=1387367953027,=902538815159.5798,=5.8111,=0.1836,=9.4027,=7.1051,=5.8365
2023-02-14,=1022.6700,=1034.7100,=2890179236283.9502,=1381811929961,=901206642674.4600,=5.8771,=0.2097,=9.4027,=7.1124,=5.8496
2023-02-13,=1024.0400,=1036.0900,=2893827654236.6299,=1382106799462,=902402564342.8400,=5.8837,=0.2100,=9.4027,=7.1230,=5.8496
2023-02-10,=1024.5400,=1036.6000,=2890585276370.0195,=1381311001507,=902730521541.4399,=5.8496,=0.2006,=9.4027,=7.1336,=5.8496
2023-02-09,=1036.8600,=1049.0700,=2923623501277.4497,=1402155974575,=914038787201.8400,=5.9191,=0.2237,=9.4084,=7.1362,=5.8365
2023-02-08,=1010.6900,=1022.5900,=2848836842173.3799,=1367676824931,=890867670562.3400,=5.7800,=0.1753,=9.4084,=7.1389,=5.8365
2023-02-07,=1020.1700,=1032.1800,=2874481414458.0098,=1378978782307,=899185071313.6400,=5.8842,=0.2081,=9.4084,=7.1392,=5.8584
2023-02-06,=1024.4300,=1036.4900,=2888847545163.0195,=1386406180851,=903242022016.5104,=5.8844,=0.2085,=9.4084,=7.1395,=5.8584
2023-02-03,=1033.8700,=1046.0400,=2911345421737.6992,=1397934023292,=911782994512.1400,=5.9619,=0.2333,=9.4084,=7.1430,=5.8584
2023-02-02,=1031.6800,=1043.8200,=2904010189659.2705,=1390867123876,=909611916136.8000,=5.9915,=0.2386,=9.4159,=7.1465,=5.8365
2023-02-01,=1026.4000,=1038.4800,=2890051291960.2598,=1379502979642,=904623346600.1398,=6.1009,=0.2750,=9.4159,=7.1526,=5.8365
2023-01-31,=1014.3600,=1026.3000,=2847514903743.6411,=1362277080673,=893313385923.0599,=6.0099,=0.2426,=9.4159,=7.1586,=5.8365
2023-01-30,=1031.6100,=1043.7500,=2891384673133.5205,=1389141840928,=908620255551.4900,=6.1260,=0.2824,=9.4159,=7.1627,=5.8365
2023-01-20,=1029.1400,=1041.2500,=2892057037092.9189,=1330609862699,=906033782201.5900,=6.0982,=0.2714,=9.4159,=7.1668,=5.8365
2023-01-19,=1023.6500,=1035.7000,=2880308988609.6997,=1324464081088,=900957808394.1700,=6.0293,=0.2554,=9.4611,=7.1753,=5.8356
2023-01-18,=1006.7500,=1018.6000,=2832946663958.2603,=1299752919971,=885946579302.1201,=5.9201,=0.2228,=9.4611,=7.1839,=5.8356
2023-01-17,=1003.6800,=1015.4900,=2830687924111.7905,=1295900576552,=882929719207.5101,=5.9323,=0.2264,=9.4611,=7.1919,=5.8356
2023-01-16,=992.6100,=1004.3000,=2807554607072.4995,=1281497189556,=873723977725.1302,=5.8258,=0.1937,=9.4611,=7.2000,=5.8356
2023-01-13,=974.3100,=985.7800,=2752696183980.4702,=1242144393353,=857371199041.3101,=5.6803,=0.1559,=9.4611,=7.2037,=5.8365
2023-01-12,=974.1900,=985.6600,=2746485683984.7900,=1241716340630,=857148566638.0099,=5.6640,=0.1528,=9.4637,=7.2073,=5.8365
2023-01-11,=973.9600,=985.4300,=2751430849216.7100,=1233431890712,=856937676225.6100,=5.6842,=0.1564,=9.4637,=7.2083,=5.8584
2023-01-10,=990.3200,=1001.9700,=2800243586900.9199,=1253343936792,=871405683114.3097,=5.8262,=0.1900,=9.4637,=7.2093,=5.8603
2023-01-09,=988.6700,=1000.3100,=2791710283398.4102,=1251852117994,=869945361160.5999,=5.8014,=0.1786,=9.4637,=7.2104,=5.8636
2023-01-06,=991.1000,=1002.7600,=2795819946188.9897,=1255879454612,=872260809704.5901,=5.8310,=0.1906,=9.4637,=7.2116,=5.8732
2023-01-05,=983.5200,=995.1000,=2771170948080.5498,=1249038308687,=865682958653.3701,=5.7028,=0.1591,=9.4817,=7.2149,=5.8732
2023-01-04,=972.3800,=983.8300,=2746066254542.7197,=1237545128399,=856074882963.2102,=5.6563,=0.1527,=9.4817,=7.2182,=5.8749
2023-01-03,=979.9100,=991.4500,=2765266168388.8296,=1246014770552,=862444575423.5302,=5.7413,=0.1664,=9.4817,=7.2204,=5.8914
2022-12-30,=959.9000,=971.2100,=2710094098338.2700,=1218216970001,=844466551690.5801,=5.5010,=0.1044,=9.4817,=7.2226,=5.8941
2022-12-29,=962.2500,=973.5800,=2714309223444.9199,=1221238063048,=846782055222.9103,=5.5578,=0.1265,=9.4817,=7.2436,=5.9071
2022-12-28,=957.2700,=968.5400,=2702501838081.0811,=1212919849004,=842450401577.9398,=5.5225,=0.1098,=9.4928,=7.2646,=5.9071
2022-12-27,=963.1400,=974.4700,=2721451667616.2505,=1220432981236,=847904779799.5800,=5.4603,=0.0880,=9.4928,=7.2885,=5.9096
2022-12-26,=951.1100,=962.3100,=2694658837492.2305,=1203298047711,=837461249157.2699,=5.3635,=0.0729,=9.4928,=7.3123,=5.9102
2022-12-23,=920.3500,=931.1900,=2609310922413.4297,=1166772301361,=810769597568.5000,=5.1851,=0.0458,=9.4928,=7.3159,=5.9166
2022-12-22,=930.8000,=941.7600,=2629960939693.9492,=1177278899440,=819385415890.2201,=5.2068,=0.0459,=9.4928,=7.3194,=5.9173
2022-12-21,=940.8400,=951.9100,=2661178013818.8096,=1189902563434,=828487954797.1702,=5.2176,=0.0477,=9.4963,=7.3242,=5.9173
2022-12-20,=952.7700,=963.9800,=2696457925863.1294,=1204159635258,=838853732764.7601,=5.3610,=0.0666,=9.4963,=7.3289,=5.9261
2022-12-19,=956.1900,=967.4400,=2701383616776.2905,=1197225005664,=842411035977.7999,=5.3104,=0.0513,=9.4963,=7.3345,=5.9271
2022-12-16,=978.3600,=989.8800,=2765141199794.9297,=1225326616602,=861798386245.1001,=5.7182,=0.1473,=9.4963,=7.3401,=5.9408
2022-12-15,=989.2000,=1000.8400,=2791935233900.1299,=1238141568105,=871774570390.6398,=5.8603,=0.1767,=9.4963,=7.3401,=5.9454
2022-12-14,=984.2200,=995.8100,=2779827603475.4404,=1231822226609,=867270739970.9102,=5.8256,=0.1684,=9.5085,=7.3401,=5.9454
2022-12-13,=989.3100,=1000.9500,=2785257496399.3701,=1239522072779,=871330656088.7798,=5.8365,=0.1721,=9.5085,=7.3460,=5.9567
2022-12-12,=1004.6200,=1016.4500,=2828661689170.1699,=1256140236913,=884928039283.3098,=5.9166,=0.1879,=9.5085,=7.3519,=5.9614
2022-12-09,=1001.6900,=1013.4800,=2547440702385.8506,=1282745656939,=895583070055.0900,=5.5160,=0.0984,=9.5085,=7.3658,=5.9742
2022-12-08,=997.3100,=1009.0600,=2542547388836.1396,=1278004803361,=892906454689.7698,=5.5108,=0.0969,=9.5085,=7.3798,=5.9806
2022-12-07,=1000.4700,=1012.2500,=2544193722569.1802,=1279988304473,=894738332258.8701,=5.4928,=0.0901,=9.5219,=7.3842,=5.9806
2022-12-06,=1003.1400,=1014.9500,=2555734167931.5991,=1284154958137,=896559609064.6700,=5.4143,=0.0677,=9.5219,=7.3885,=5.9900
2022-12-05,=1003.6000,=1015.4100,=2556142096931.4800,=1282295578029,=895308298545.5502,=5.5240,=0.0957,=9.5219,=7.3891,=6.0022
2022-12-02,=1008.1400,=1020.0100,=2557842504736.8003,=1282629935505,=898305796698.9700,=5.5252,=0.0958,=9.5219,=7.3897,=6.0075
2022-12-01,=1009.3300,=1021.2100,=2552879264607.4199,=1288955763026,=899738042218.6600,=5.5230,=0.0942,=9.5219,=7.3915,=6.0103
2022-11-30,=1000.2600,=1012.0400,=2533928262764.1401,=1275633957403,=891911787936.9401,=5.5719,=0.1049,=9.5238,=7.3933,=6.0103
2022-11-29,=1002.4500,=1014.2500,=2547230799083.8188,=1277867570812,=893954638192.8497,=5.6225,=0.1208,=9.5238,=7.3965,=6.0105
2022-11-28,=992.8100,=1004.5000,=2515047171626.0898,=1263243490203,=885431075542.9598,=5.5367,=0.0965,=9.5238,=7.3996,=6.0128
2022-11-25,=999.9900,=1011.7600,=2531179330991.9902,=1271167374128,=890730318441.7500,=5.5567,=0.1019,=9.5238,=7.4086,=6.0276
2022-11-24,=1015.3600,=1027.3100,=2570507495296.1401,=1289792924729,=904485294068.8800,=5.4999,=0.0915,=9.5238,=7.4176,=6.0276
2022-11-23,=1017.0200,=1028.9900,=2574754231785.5298,=1292814811482,=905562004289.8904,=5.4889,=0.0864,=9.5239,=7.4482,=6.0276
2022-11-22,=1017.8200,=1029.8000,=2577551861562.0405,=1295518608806,=906263500812.8500,=5.5493,=0.0954,=9.5239,=7.4788,=6.0287
2022-11-21,=1032.4700,=1044.6300,=2616313404362.1812,=1312886644338,=918783499199.8600,=5.8018,=0.1398,=9.5239,=7.4950,=6.0289
2022-11-18,=1031.9900,=1044.1400,=2616146977153.5000,=1311971391158,=918592986569.6400,=5.6992,=0.1223,=9.5239,=7.5113,=6.0605
2022-11-17,=1041.6700,=1053.9400,=2638721843616.5493,=1255961970027,=928245217905.4301,=5.7327,=0.1279,=9.5239,=7.5139,=6.0639
2022-11-16,=1036.4900,=1048.6900,=2626077489192.8101,=1248244226475,=922281566916.2296,=5.8636,=0.1495,=9.5353,=7.5166,=6.0639
2022-11-15,=1052.0400,=1064.4300,=2665228772855.9990,=1268294598071,=937240720837.3199,=5.9071,=0.1569,=9.5353,=7.5212,=6.0674
2022-11-14,=1022.9100,=1034.9600,=2594329399248.8203,=1220511728532,=910007633386.7900,=5.7722,=0.1304,=9.5353,=7.5258,=6.0721
2022-11-11,=1023.2600,=1035.3100,=2591826873473.4600,=1218709335807,=910082363753.9200,=5.5462,=0.0948,=9.5353,=7.5299,=6.0743
2022-11-10,=1023.0600,=1035.1100,=2590730451906.2402,=1214519560622,=905478730320.2600,=5.7113,=0.1237,=9.5353,=7.5339,=6.0767
2022-11-09,=1037.5300,=1049.7400,=2626773206212.9199,=1231685097422,=918386587885.9800,=5.7943,=0.1293,=9.5848,=7.5369,=6.0767
2022-11-08,=1051.7100,=1064.0900,=2664115966204.5098,=1246724497836,=930389879389.1899,=5.9096,=0.1511,=9.5848,=7.5399,=6.0837
2022-11-07,=1061.3500,=1073.8500,=2686375174224.3789,=1257290392030,=938638167616.4098,=6.0276,=0.1802,=9.5848,=7.5482,=6.0888
2022-11-04,=1072.8700,=1085.5000,=2705929787082.4600,=1256854664212,=948231844794.6000,=6.1629,=0.2184,=9.5848,=7.5566,=6.0933
2022-11-03,=1048.0700,=1060.4100,=2647523678163.5200,=1231757218899,=927642060965.8199,=5.8914,=0.1483,=9.5848,=7.5609,=6.0933
2022-11-02,=1037.1800,=1049.3900,=2622002903609.2603,=1215566541526,=916478079748.8398,=5.8134,=0.1341,=9.6044,=7.5652,=6.0933
2022-11-01,=1024.5200,=1036.5800,=2584432515029.9189,=1200632252066,=904869892034.3000,=5.7187,=0.1252,=9.6044,=7.5881,=6.1007
2022-10-31,=1010.3300,=1022.2200,=2543724107228.9297,=1183977151599,=892559298733.2700,=5.8050,=0.1309,=9.6044,=7.6110,=6.1051
2022-10-28,=993.7200,=1005.4200,=2514453417968.8599,=1161092839090,=851249997269.1910,=5.4945,=0.0911,=9.6044,=7.6135,=6.1082
2022-10-27,=1004.9100,=1016.7400,=2539447962302.1611,=1173342024606,=835211284135.5704,=5.5288,=0.0931,=9.6044,=7.6160,=6.1097
2022-10-26,=1003.2500,=1015.0700,=2528330125328.7100,=1173518288089,=834533941228.6002,=5.5837,=0.0951,=9.6059,=7.6325,=6.1097
2022-10-25,=971.3300,=982.7700,=2445500146741.3408,=1137405466739,=805978123583.1172,=5.2166,=0.0495,=9.6059,=7.6490,=6.1183
2022-10-24,=969.4900,=980.9100,=2438587774097.8501,=1128311632327,=804655502814.4169,=5.4907,=0.0881,=9.6059,=7.6527,=6.1242
