日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB中位数,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2024-04-30,=767.4600,=782.0200,=2501767556898.3799,=1519732937848,=964413387094.8800,=4.2246,=0.0766,=8.3441,=6.0721,=4.9163
2024-04-29,=776.1500,=790.8800,=2532561297439.4600,=1535668371210,=982583050460.9602,=4.1019,=0.0613,=8.3441,=6.0732,=4.9241
2024-04-26,=752.2500,=766.5200,=2466267001940.7295,=1491542630259,=941288831623.3398,=3.9859,=0.0461,=8.3540,=6.0743,=4.9241
2024-04-25,=733.3400,=747.2600,=2407839524438.0400,=1455086092106,=913818395595.5096,=3.8803,=0.0274,=8.3540,=6.0755,=4.9265
2024-04-24,=738.6300,=752.6500,=2423345108479.6709,=1471226989832,=920071222178.8900,=3.8830,=0.0275,=8.3540,=6.0767,=4.9320
2024-04-23,=727.8500,=741.6600,=2392024380881.9990,=1449565991710,=906600843889.5602,=3.8279,=0.0231,=8.3540,=6.0796,=4.9344
2024-04-22,=731.8100,=745.6900,=2405295379642.6904,=1459518571259,=902910927240.9600,=3.8915,=0.0286,=8.3540,=6.0825,=4.9364
2024-04-19,=730.5600,=744.4200,=2402516908782.8301,=1455906341740,=901016291139.3400,=3.7487,=0.0132,=8.3594,=6.0831,=4.9364
2024-04-18,=745.6900,=759.8400,=2443167245723.7500,=1482741762004,=919427457685.3300,=3.8252,=0.0210,=8.3594,=6.0837,=4.9475
2024-04-17,=750.8900,=765.1300,=2454736825329.9097,=1491499851827,=925879025458.0298,=3.8063,=0.0188,=8.3594,=6.0852,=4.9540
2024-04-16,=733.1500,=747.0600,=2398256388573.9805,=1458514556557,=904378451559.4404,=3.7259,=0.0088,=8.3594,=6.0868,=4.9541
2024-04-15,=750.9000,=765.1400,=2452107687214.5303,=1494630070236,=926433958473.0200,=3.7758,=0.0133,=8.3594,=6.0878,=4.9628
2024-04-12,=738.4300,=752.4400,=2412426111298.6011,=1465756021106,=908865808831.4500,=3.7277,=0.0089,=8.3651,=6.0888,=4.9628
2024-04-11,=738.6700,=752.6900,=2417940421050.6396,=1464847620628,=908426185192.1600,=3.6863,=0.0067,=8.3651,=6.0910,=4.9756
2024-04-10,=735.7300,=749.6900,=2415132079418.6396,=1455361739722,=904874257520.5398,=3.7697,=0.0100,=8.3651,=6.0933,=4.9897
2024-04-09,=749.6300,=763.8500,=2457255892396.4600,=1480453464099,=921387098858.3000,=3.8323,=0.0145,=8.3651,=6.0958,=4.9992
2024-04-08,=740.6700,=754.7200,=2427110234005.1602,=1463621881156,=907082012109.3300,=3.7343,=0.0089,=8.3651,=6.0982,=5.0239
2024-04-03,=756.7600,=771.1200,=2481471577094.8301,=1493022297913,=926807632033.3600,=3.8596,=0.0134,=8.3667,=6.0995,=5.0239
2024-04-02,=768.7900,=783.3700,=2516882164226.4805,=1520710016955,=941368297784.0398,=3.8689,=0.0134,=8.3667,=6.1007,=5.0270
2024-04-01,=775.5300,=790.2400,=2539472623264.5498,=1533969170749,=949923582932.4498,=3.9055,=0.0156,=8.3667,=6.1008,=5.0277
2024-03-29,=762.7400,=777.2100,=2501018201281.7500,=1508979585401,=933279021187.2800,=3.8864,=0.0145,=8.3667,=6.1009,=5.0488
2024-03-28,=763.2700,=777.7600,=2496839278989.8496,=1508869966377,=933987958400.8398,=3.8857,=0.0134,=8.3667,=6.1029,=5.0557
2024-03-27,=752.8200,=767.1000,=2460383444765.8301,=1487514391061,=921002888329.8600,=3.8149,=0.0123,=8.3669,=6.1049,=5.0557
2024-03-26,=772.0900,=786.7400,=2519676667200.8301,=1523012704159,=944544852468.5598,=3.9693,=0.0213,=8.3669,=6.1050,=5.0583
2024-03-25,=781.6500,=796.4800,=2545260138453.2905,=1539245844618,=955245283298.6000,=3.9816,=0.0213,=8.3669,=6.1051,=5.0689
2024-03-22,=794.2000,=809.2700,=2586016633216.3599,=1563126930641,=968809299614.4598,=4.0193,=0.0259,=8.3669,=6.1067,=5.0718
2024-03-21,=806.1400,=821.4300,=2632262437896.4600,=1581454058378,=983031332320.1802,=4.0821,=0.0304,=8.3669,=6.1082,=5.0796
2024-03-20,=814.0300,=829.4700,=2661006168128.3501,=1598645244224,=992129150779.5498,=4.1658,=0.0383,=8.3760,=6.1089,=5.0796
2024-03-19,=811.7700,=827.1700,=2654939772684.8496,=1590112644135,=989198779840.4398,=4.1708,=0.0418,=8.3760,=6.1097,=5.0890
2024-03-18,=825.4000,=841.0600,=2693970763194.8501,=1613925422883,=1006113296874.8602,=4.1888,=0.0452,=8.3760,=6.1140,=5.1137
2024-03-15,=808.6700,=824.0200,=2642614244476.4795,=1582467765105,=985841409787.4402,=4.1200,=0.0351,=8.3760,=6.1183,=5.1166
2024-03-14,=804.8600,=820.1200,=2624342350667.6201,=1572045236137,=981187609253.1000,=4.0981,=0.0340,=8.3760,=6.1213,=5.1203
2024-03-13,=814.9300,=830.3900,=2655030363358.5898,=1591161714019,=993579677011.3496,=4.1784,=0.0420,=8.4617,=6.1242,=5.1203
2024-03-12,=817.7500,=833.2600,=2662864241671.6797,=1596829479693,=997161008722.6300,=4.2600,=0.0477,=8.4617,=6.1251,=5.1207
2024-03-11,=818.4400,=833.9700,=2671419879976.0498,=1597727265735,=997623883913.7704,=4.1666,=0.0364,=8.4617,=6.1260,=5.1219
2024-03-08,=803.2000,=818.4400,=2554643324047.2300,=1574584385619,=983395931597.3300,=4.0940,=0.0307,=8.4617,=6.1287,=5.1262
2024-03-07,=794.2400,=809.3100,=2525879147747.9805,=1558197903457,=972544111190.0300,=4.0953,=0.0319,=8.4617,=6.1314,=5.1353
2024-03-06,=811.9000,=827.3000,=2578862457211.3501,=1590961710241,=994131829872.9604,=4.2562,=0.0433,=8.4626,=6.1356,=5.1353
2024-03-05,=817.7700,=833.2900,=2592393807114.4404,=1600738174043,=1001728384671.0398,=4.1749,=0.0365,=8.4626,=6.1397,=5.1361
2024-03-04,=818.5100,=834.0400,=2597042991981.5601,=1598913986501,=1002328688812.5402,=4.0697,=0.0297,=8.4626,=6.1506,=5.1371
2024-03-01,=815.4900,=830.9600,=2591777385217.5195,=1591347044070,=998645734926.6398,=4.0686,=0.0286,=8.4626,=6.1614,=5.1495
2024-02-29,=807.7100,=823.0300,=2568568521288.1797,=1573762967734,=989183327677.8098,=4.0371,=0.0263,=8.4626,=6.1621,=5.1499
2024-02-28,=771.5900,=786.2300,=2454683427870.8203,=1504300642280,=944544031326.0200,=3.9338,=0.0149,=8.4686,=6.1629,=5.1499
2024-02-27,=796.9100,=812.0300,=2530463889956.5103,=1550194025255,=975936359141.0100,=4.0951,=0.0264,=8.4686,=6.1655,=5.1499
2024-02-26,=768.4900,=783.0700,=2443622931455.8604,=1500292516032,=941278714803.1604,=4.0666,=0.0253,=8.4686,=6.1681,=5.1547
2024-02-23,=764.4800,=778.9900,=2428210197799.9199,=1492191037025,=936505075307.4700,=3.9374,=0.0161,=8.4686,=6.1682,=5.1611
2024-02-22,=762.3800,=776.8500,=2423107564121.1899,=1488164159298,=933562714532.6300,=3.9299,=0.0138,=8.4686,=6.1684,=5.1672
2024-02-21,=755.1600,=769.4800,=2401597153494.2896,=1474343654689,=924918557644.1801,=3.9347,=0.0138,=8.4940,=6.1701,=5.1672
2024-02-20,=754.7000,=769.0200,=2397922391814.6904,=1473770562948,=924624291710.5798,=3.9829,=0.0173,=8.4940,=6.1718,=5.1681
2024-02-19,=763.3200,=777.8000,=2424382164826.7603,=1487332944058,=934749161014.9598,=3.9651,=0.0162,=8.4940,=6.1721,=5.1694
2024-02-08,=751.5000,=765.7600,=2391235133218,=1457726293664,=920626051043.8700,=3.9971,=0.0185,=8.4940,=6.1724,=5.1714
2024-02-07,=743.4200,=757.5300,=2362197827725.5791,=1446276199096,=910784173872.0298,=3.9591,=0.0151,=8.4940,=6.1769,=5.1717
2024-02-06,=720.8000,=734.4700,=2305418998929.3301,=1400248352581,=883318334440.2301,=3.6939,=0.0070,=8.5361,=6.1813,=5.1717
2024-02-05,=676.7900,=689.6300,=2163188211038.8201,=1314741356657,=830173994512.7399,=3.3758,=0,=8.5361,=6.1813,=5.1811
2024-02-02,=673.4100,=686.1800,=2154383506330.6597,=1309550384183,=825570482354.8998,=3.4213,=0,=8.5361,=6.1814,=5.1846
2024-02-01,=690.0100,=703.1000,=2203028755749.8105,=1340407174517,=845567528946.4696,=3.5121,=0,=8.5361,=6.1924,=5.1851
2024-01-31,=684.8500,=697.8400,=2194884998511.4399,=1331242376885,=839063699134.2399,=3.5271,=0,=8.5361,=6.2035,=5.1858
2024-01-30,=697.8500,=711.0800,=2230449076281.9800,=1357397528193,=854727130206.7899,=3.5861,=0,=8.5462,=6.2067,=5.1858
2024-01-29,=725.3100,=739.0700,=2317477215341.9297,=1407602467739,=888099215553.5201,=3.6848,=0,=8.5462,=6.2100,=5.1885
2024-01-26,=746.1000,=760.2500,=2381007910190.7598,=1446969328495,=913925641149.0200,=3.8019,=0.0023,=8.5462,=6.2209,=5.1887
2024-01-25,=765.7900,=780.3200,=2437747391297.2705,=1480436569560,=938023840643.9696,=3.9571,=0.0047,=8.5462,=6.2319,=5.1962
2024-01-24,=750.2700,=764.5100,=2380472905591.2412,=1448844903320,=918992958101.0200,=3.8048,=0.0023,=8.5462,=6.2408,=5.2055
2024-01-23,=749.7400,=763.9700,=2372635516471.3003,=1442324161107,=918474195759.7600,=3.7817,=0.0012,=8.5502,=6.2497,=5.2055
2024-01-22,=742.2300,=756.3100,=2344618909055.9897,=1429677330076,=909893935871.3500,=3.7277,=0,=8.5502,=6.2505,=5.2068
2024-01-19,=765.4700,=779.9900,=2418712656254.4697,=1473947656095,=938332238188.1300,=3.9269,=0,=8.5502,=6.2513,=5.2082
2024-01-18,=768.2800,=782.8600,=2428520005643.1997,=1480615059531,=941101342750.9598,=3.9918,=0,=8.5502,=6.2537,=5.2166
2024-01-17,=757.0400,=771.4100,=2394021226823.9292,=1439150142789,=927188630770.8900,=3.9941,=0,=8.5502,=6.2560,=5.2176
2024-01-16,=777.4000,=792.1500,=2458618166693.9209,=1476649399058,=952233550793.5300,=4.1250,=0,=8.5624,=6.2605,=5.2176
2024-01-15,=773.4100,=788.0800,=2446271474254.7397,=1467650807991,=946991690098.7800,=4.1764,=0.0035,=8.5624,=6.2650,=5.2264
2024-01-12,=778.3600,=793.1200,=2457799114774.8096,=1477539456922,=953146098238.8302,=4.2251,=0.0047,=8.5624,=6.2668,=5.2328
2024-01-11,=789.8600,=804.8500,=2493867448708.7705,=1496233325854,=967512971396.5000,=4.2429,=0.0047,=8.5624,=6.2686,=5.2368
2024-01-10,=777.1500,=791.9000,=2458548951897.3696,=1470768830522,=951986196476.7200,=4.1291,=0,=8.5624,=6.2847,=5.2368
2024-01-09,=782.9300,=797.7800,=2478512771715.8003,=1481424477268,=959371679593.1500,=4.1680,=0,=8.5672,=6.3009,=5.2368
2024-01-08,=784.4300,=799.3100,=2487310038815.0400,=1484907778506,=961137747802.1100,=4.1693,=0,=8.5672,=6.3086,=5.2409
2024-01-05,=807.7300,=823.0500,=2557424247907.2402,=1520082913463,=989673095116.5398,=4.3384,=0.0060,=8.5672,=6.3163,=5.2453
2024-01-04,=823.8500,=839.4800,=2610373567792.1699,=1548471638962,=1009330745399.5601,=4.4274,=0.0131,=8.5672,=6.3171,=5.2469
2024-01-03,=829.7700,=845.5100,=2628919308632.3101,=1560415699579,=1016563017968.2900,=4.5016,=0.0263,=8.5672,=6.3180,=5.2492
2024-01-02,=839.8000,=855.7300,=2657005008599.6396,=1582380456209,=1029422306404.9800,=4.5243,=0.0358,=8.5694,=6.3228,=5.2492
2023-12-29,=852,=868.1700,=2687015928375.8101,=1586136373798,=1044498709028.9000,=4.6005,=0.0622,=8.5694,=6.3276,=5.2586
2023-12-28,=850.3900,=866.5200,=2682353063526.3599,=1580668336306,=1042357499363.1700,=4.5916,=0.0599,=8.5694,=6.3317,=5.2601
2023-12-27,=830.0600,=845.8000,=2619531399738.9502,=1541945310337,=1017974357937.2102,=4.3955,=0.0084,=8.5694,=6.3358,=5.2637
2023-12-26,=825.2600,=840.9100,=2609079711778.5498,=1531050121327,=1011307127932.7598,=4.3981,=0.0084,=8.5694,=6.3358,=5.2691
2023-12-25,=837.2200,=853.1100,=2644331688450.6201,=1553144020776,=1026056149937.1500,=4.4756,=0.0180,=8.5715,=6.3358,=5.2691
2023-12-22,=843.3200,=859.3200,=2663866879489.0498,=1558887704494,=1033443850518.3702,=4.4592,=0.0120,=8.5715,=6.3373,=5.2771
2023-12-21,=847.8200,=863.9000,=2674597415149.6797,=1568927304070,=1039466071063.3900,=4.4635,=0.0120,=8.5715,=6.3389,=5.2821
2023-12-20,=835.7100,=851.5700,=2639792386073.1895,=1547563456792,=1025034542295.4900,=4.4152,=0.0097,=8.5715,=6.3446,=5.2868
2023-12-19,=845.8600,=861.9100,=2670149122997.3999,=1565969250798,=1037219331950.5300,=4.4727,=0.0121,=8.5715,=6.3504,=5.2870
2023-12-18,=840.6800,=856.6300,=2653919554889.9102,=1558397298307,=1030840087020.5900,=4.5090,=0.0206,=8.5812,=6.3565,=5.2870
2023-12-15,=847.5100,=863.5900,=2675591701042.1099,=1570624064478,=1038919582717.6002,=4.6427,=0.0642,=8.5812,=6.3625,=5.2910
2023-12-14,=855.9000,=872.1400,=2697845805868.2402,=1585061181139,=1049626418796.2300,=4.6613,=0.0655,=8.5812,=6.3665,=5.2947
2023-12-13,=861.2500,=877.5900,=2720194248223.8203,=1594203848464,=1056311626018.3800,=4.6865,=0.0704,=8.5812,=6.3704,=5.2971
2023-12-12,=869.9700,=886.4700,=2744539288992.5601,=1608980849130,=1066204346443.9598,=4.7452,=0.0814,=8.5812,=6.3742,=5.3104
2023-12-11,=878.5200,=895.1800,=2755931142589.7095,=1623887992968,=1076391675926.0900,=4.7884,=0.0876,=8.5978,=6.3781,=5.3104
2023-12-08,=868.2300,=884.7100,=2708499255838.2998,=1618977454551,=1074279190102.4000,=4.6310,=0.0621,=8.5978,=6.3826,=5.3113
2023-12-07,=847.4800,=863.5500,=2644251253066.3198,=1575296508723,=1045998689619.9399,=4.5590,=0.0378,=8.5978,=6.3871,=5.3132
2023-12-06,=848.7900,=864.8900,=2649547603445.0400,=1576625379430,=1051829749300.2300,=4.6107,=0.0549,=8.5978,=6.3872,=5.3142
2023-12-05,=845.8000,=861.8500,=2634284750406.8203,=1567192945667,=1044508164087.2600,=4.5730,=0.0428,=8.5978,=6.3874,=5.3162
2023-12-04,=861.9200,=878.2700,=2678201706531.3999,=1595383121605,=1061912202453.3096,=4.6050,=0.0502,=8.6030,=6.3924,=5.3162
2023-12-01,=867.5400,=883.9900,=2691661266311.1597,=1600175566605,=1065909225239.2902,=4.6911,=0.0674,=8.6030,=6.3974,=5.3210
2023-11-30,=865.6800,=882.1100,=2685550563820.2305,=1593335262944,=1063633735072.5300,=4.6668,=0.0613,=8.6030,=6.4019,=5.3241
2023-11-29,=862.0400,=878.3900,=2674765630143.2300,=1586149149169,=1056770297542.9498,=4.6906,=0.0651,=8.6030,=6.4064,=5.3254
2023-11-28,=871.9100,=887.4700,=2695709043829.5396,=1599098513830,=1063838465606.9200,=4.8144,=0.0836,=8.6030,=6.4081,=5.3258
2023-11-27,=868.0300,=883.5200,=2678636772698.4502,=1588232762602,=1055500376725.2800,=4.8375,=0.0911,=8.6033,=6.4098,=5.3258
2023-11-24,=864.7700,=880.0600,=2658860126238.8901,=1579550462912,=1046882679294.7502,=4.8103,=0.0826,=8.6033,=6.4142,=5.3265
2023-11-23,=877.7700,=893.2900,=2694151427504.1597,=1595939581433,=1063268256892.8298,=4.7993,=0.0802,=8.6033,=6.4186,=5.3285
2023-11-22,=870.7600,=886.1500,=2671634959817.2695,=1584360875961,=1054833972364.5699,=4.7356,=0.0705,=8.6033,=6.4189,=5.3308
2023-11-21,=884.8900,=900.5400,=2711002270954.1099,=1607033058355,=1069114751383.7998,=4.7609,=0.0743,=8.6033,=6.4191,=5.3339
2023-11-20,=892.6300,=908.4100,=2730954358478.4102,=1620258646681,=1078266423994.3199,=4.7506,=0.0731,=8.6326,=6.4232,=5.3339
2023-11-17,=891.3800,=907.0600,=2717748882782.2300,=1613811368319,=1074342880592.2704,=4.8241,=0.0806,=8.6326,=6.4273,=5.3443
2023-11-16,=887.1100,=902.7200,=2705230515258.2998,=1605292390363,=1068544749783.8704,=4.8174,=0.0783,=8.6326,=6.4362,=5.3443
2023-11-15,=902.1800,=918.0500,=2748966739791.0200,=1630416482265,=1085563143785.6500,=4.9241,=0.0920,=8.6326,=6.4451,=5.3470
2023-11-14,=904.3400,=920.2500,=2756614152257.0405,=1634313819039,=1088988031049.8000,=4.9024,=0.0897,=8.6326,=6.4462,=5.3533
2023-11-13,=896.5500,=912.3300,=2727438443335.8799,=1622289631503,=1077286325743.4004,=4.8373,=0.0823,=8.6801,=6.4473,=5.3533
2023-11-10,=889.7500,=905.4000,=2710687704074.3906,=1609317916517,=1070152424793.2798,=4.8249,=0.0799,=8.6801,=6.4483,=5.3574
2023-11-09,=893.8000,=909.5200,=2733024024807.2598,=1614325551203,=1073986061140.7104,=4.7819,=0.0750,=8.6801,=6.4494,=5.3602
2023-11-08,=899.6300,=915.4500,=2757910057401.3008,=1625454375670,=1084189818968.6600,=4.7999,=0.0763,=8.6801,=6.4533,=5.3610
2023-11-07,=891.4600,=907.1400,=2736823815138.0400,=1613304133121,=1074240557800.2498,=4.6898,=0.0652,=8.6801,=6.4573,=5.3635
2023-11-06,=890.2100,=905.8700,=2731625611112.0708,=1609554470115,=1070153303235.8600,=4.7449,=0.0703,=8.6830,=6.4581,=5.3635
2023-11-03,=875.3700,=890.7700,=2689816910561.0298,=1580522173062,=1052573654724.3198,=4.6751,=0.0628,=8.6830,=6.4590,=5.3689
2023-11-02,=859.9300,=875.0600,=2644141807458.5596,=1551563588111,=1032786393854.6300,=4.5402,=0.0340,=8.6830,=6.4608,=5.3764
2023-11-01,=869.9200,=885.2200,=2674463995644.9604,=1566351093640,=1044696194663.5002,=4.5741,=0.0428,=8.6830,=6.4626,=5.3773
2023-10-31,=874.4100,=889.7900,=2680672405834.5903,=1574900373748,=1048926924215.8503,=4.5150,=0.0227,=8.6830,=6.4640,=5.3787
2023-10-30,=878.1300,=893.5000,=2695374347636.7700,=1581009403360,=1049477193734.1198,=4.5701,=0.0391,=8.6896,=6.4655,=5.3787
2023-10-27,=861.8500,=876.9400,=2646630148335.2500,=1542878173915,=1019361570696.3698,=4.5124,=0.0215,=8.6896,=6.4707,=5.3789
2023-10-26,=849.3100,=864.1700,=2611903958481.7612,=1526386531589,=1003180856891.8236,=4.3268,=0.0038,=8.6896,=6.4759,=5.3808
2023-10-25,=848.6500,=863.5000,=2603870165461.1997,=1521197688581,=1002232148682.2828,=4.4846,=0.0139,=8.6896,=6.4798,=5.3851
2023-10-24,=850.6100,=865.5000,=2603397347640.3804,=1521161900004,=1002227367037.4536,=4.4915,=0.0140,=8.6896,=6.4837,=5.3925
2023-10-23,=840.1400,=854.8500,=2584200207174.3989,=1502136562949,=987794407018.1316,=4.4451,=0.0089,=8.6917,=6.4856,=5.3925
2023-10-20,=861.8100,=876.8900,=2635947966791.7705,=1535965545001,=1010618117478.4156,=4.5590,=0.0305,=8.6917,=6.4874,=5.4081
2023-10-19,=870.1000,=885.3300,=2645307489408.8696,=1551886238306,=1018137281056.3622,=4.5384,=0.0255,=8.6917,=6.4876,=5.4143
2023-10-18,=869.7600,=884.9800,=2634860857844.5200,=1555980968960,=1016178187460.6892,=4.6104,=0.0395,=8.6917,=6.4878,=5.4163
2023-10-17,=882.1900,=897.6300,=2660051698622.7900,=1578598564697,=1027505325363.6956,=4.6834,=0.0485,=8.6917,=6.4890,=5.4186
2023-10-16,=874.0300,=889.3200,=2635181016794.1797,=1562982656576,=1016471222539.3368,=4.7080,=0.0499,=8.7410,=6.4903,=5.4186
2023-10-13,=891.7200,=907.3300,=2692183017759.7202,=1593048879109,=1022907485242.6912,=4.7489,=0.0525,=8.7410,=6.4936,=5.4237
2023-10-12,=899.9800,=915.7100,=2716693240237.8901,=1608950979703,=1033505792220.0286,=4.7267,=0.0513,=8.7410,=6.4968,=5.4240
2023-10-11,=893.4500,=909.0600,=2699917042014.5903,=1597453217111,=1024397831145.5682,=4.6575,=0.0462,=8.7410,=6.5003,=5.4339
2023-10-10,=882.0400,=897.4600,=2655300069381.1299,=1578357192227,=1008956265548.1288,=4.5369,=0.0244,=8.7410,=6.5037,=5.4356
2023-10-09,=887.2100,=902.7200,=2667430009185.6401,=1587479186777,=1013242978844.6128,=4.6095,=0.0373,=8.7558,=6.5069,=5.4356
2023-09-28,=887.8000,=903.3200,=2674176166529.2295,=1578398880459,=1014629358712.0756,=4.6242,=0.0399,=8.7558,=6.5100,=5.4381
2023-09-27,=880.1700,=895.5500,=2654709710359.3096,=1567371486434,=1006742405884.2704,=4.6630,=0.0426,=8.7558,=6.5106,=5.4389
2023-09-26,=876.0500,=891.3600,=2632703259599.6792,=1559647683202,=1000788574470.3502,=4.5349,=0.0220,=8.7558,=6.5111,=5.4397
2023-09-25,=874.5500,=889.7500,=2635654540468.2803,=1552270808789,=999026797384.8298,=4.5700,=0.0272,=8.7558,=6.5119,=5.4527
2023-09-22,=882.8800,=898.2200,=2659422755381.7798,=1567606659816,=1009278724260.4900,=4.6129,=0.0350,=8.7603,=6.5127,=5.4527
2023-09-21,=860.3900,=875.3400,=2588724317553.9800,=1525777569387,=980711125241.0496,=4.5172,=0.0195,=8.7603,=6.5217,=5.4534
2023-09-20,=866.0200,=881.0700,=2600884455064.3301,=1528282297556,=987063381902.9202,=4.5087,=0.0156,=8.7603,=6.5306,=5.4558
2023-09-19,=873.6200,=888.8000,=2620586855235.9907,=1541552460198,=996279570769.2798,=4.5741,=0.0260,=8.7603,=6.5310,=5.4589
2023-09-18,=879.5300,=894.8200,=2640404639752.6211,=1550671921877,=1003300377379.1500,=4.5880,=0.0260,=8.7603,=6.5314,=5.4603
2023-09-15,=887.0100,=902.4300,=2668186084806.6401,=1550992399593,=1012094896766.6904,=4.6274,=0.0313,=8.7688,=6.5432,=5.4603
2023-09-14,=880.8000,=896.1100,=2648994473681.5093,=1543950844672,=1005055875773.9398,=4.5170,=0.0170,=8.7688,=6.5551,=5.4623
2023-09-13,=889.1300,=904.5800,=2672945756021.3999,=1557460476141,=1015646426991.5798,=4.5707,=0.0235,=8.7688,=6.5636,=5.4670
2023-09-12,=901.6200,=917.2900,=2710226108126.3296,=1579156828913,=1029973141666.7798,=4.6148,=0.0275,=8.7688,=6.5722,=5.4671
2023-09-11,=907.5100,=923.2700,=2731054153337.5107,=1590983160055,=1038728395804.9200,=4.6323,=0.0275,=8.7688,=6.5783,=5.4804
2023-09-08,=901.5100,=917.1700,=2671601388828.8296,=1540218313896,=1010077679238.0100,=4.3277,=0.0039,=8.7794,=6.5843,=5.4804
2023-09-07,=899.8300,=915.4600,=2669887001671.0898,=1540513878317,=1009235982483.7500,=4.3491,=0.0039,=8.7794,=6.5888,=5.4834
2023-09-06,=934.6000,=950.8400,=2774173655526.4600,=1590309264911,=1047059678921.9800,=4.4736,=0.0079,=8.7794,=6.5933,=5.4843
2023-09-05,=930.6300,=946.8000,=2761807139575.1196,=1584356077982,=1037061912514.1324,=4.5254,=0.0132,=8.7794,=6.5989,=5.4889
2023-09-04,=942.4300,=958.8000,=2800605619599.4702,=1606433350057,=1051945269490.2468,=4.5559,=0.0172,=8.7794,=6.6045,=5.4907
2023-09-01,=934.7900,=951.0300,=2765159795422.1401,=1592517572203,=1042201544546.6884,=4.5036,=0.0106,=8.7811,=6.6073,=5.4907
2023-08-31,=942.6100,=958.9900,=2785613035084.0200,=1607338851762,=1044860065941.5924,=4.4938,=0.0093,=8.7811,=6.6101,=5.4928
2023-08-30,=939.6500,=955.9800,=2775460511156.2900,=1600178004724,=989430406890.5118,=4.5884,=0.0146,=8.7811,=6.6129,=5.4945
2023-08-29,=916.4600,=932.3800,=2705789547533.9800,=1558123687493,=917508659978.5380,=4.5169,=0.0093,=8.7811,=6.6157,=5.4999
2023-08-28,=880.1900,=895.4900,=2600465070276.2212,=1493128465742,=872920482300.9941,=4.2538,=0.0013,=8.7811,=6.6211,=5.5010
2023-08-25,=870.4000,=885.5200,=2569328084268.4204,=1476334605096,=863174182868.4280,=4.1961,=0,=8.7918,=6.6265,=5.5010
2023-08-24,=885.4800,=900.8600,=2609067846758.8901,=1502617264644,=875022933492.2776,=4.3159,=0,=8.7918,=6.6269,=5.5097
2023-08-23,=879.4600,=894.7400,=2593538938513.1509,=1498358137551,=862132739047.5330,=4.3500,=0,=8.7918,=6.6273,=5.5108
2023-08-22,=901.1300,=916.7900,=2654996386174.5000,=1536815039797,=871555961648.0558,=4.4821,=0.0027,=8.7918,=6.6276,=5.5145
2023-08-21,=892.0900,=907.5900,=2639590020988.3599,=1457523199844,=862831567577.8889,=4.4659,=0.0013,=8.7918,=6.6279,=5.5160
2023-08-18,=904.2500,=919.9600,=2674922607341.9902,=1475480187302,=872630183729.3210,=4.5364,=0.0013,=8.8113,=6.6290,=5.5160
2023-08-17,=910.3800,=926.2000,=2692605968077.9102,=1469904959508,=878817897908.8522,=4.5886,=0.0040,=8.8113,=6.6301,=5.5161
2023-08-16,=901.7900,=917.4600,=2668531734790.4600,=1456632524082,=870487888879.5048,=4.6005,=0.0040,=8.8113,=6.6306,=5.5183
2023-08-15,=917.4500,=933.3900,=2709200185242.7197,=1485837267310,=886259077804.8718,=4.7124,=0.0054,=8.8113,=6.6311,=5.5225
2023-08-14,=930.5000,=946.6600,=2743251510209.0903,=1504017186459,=898237790892.1548,=4.8477,=0.0108,=8.8113,=6.6316,=5.5230
2023-08-11,=938.7700,=955.0600,=2765374938680.1602,=1465805046320,=906138204926.9476,=4.9628,=0.0270,=8.8136,=6.6321,=5.5230
2023-08-10,=959.1700,=975.5800,=2825957099196.5000,=1495842141476,=925501809310.2804,=5.1203,=0.0472,=8.8136,=6.6327,=5.5233
