date,net_value
2023-12-05,1.5193607
2023-12-06,1.5287623
2023-12-07,1.5371802
2023-12-08,1.5355356
2023-12-11,1.5189843
2023-12-12,1.5173147
2023-12-13,1.5122424
2023-12-14,1.5026251
2023-12-15,1.5067687
2023-12-18,1.4954101
2023-12-19,1.5054275
2023-12-20,1.5038756
2023-12-21,1.5024544
2023-12-22,1.4910641
2023-12-25,1.4990517
2023-12-26,1.5233747
2023-12-27,1.525729
2023-12-28,1.5142887
2023-12-29,1.5047985
2024-01-02,1.4913406
2024-01-03,1.4806744
2024-01-04,1.4552035
2024-01-05,1.457678
2024-01-08,1.451628
2024-01-09,1.462116
2024-01-10,1.453117
2024-01-11,1.4521843
2024-01-12,1.45603
2024-01-15,1.4282174
2024-01-16,1.4364427
2024-01-17,1.4359579
2024-01-18,1.4044032
2024-01-19,1.4130337
2024-01-22,1.4194362
2024-01-23,1.4392972
2024-01-24,1.4261965
2024-01-25,1.4120108
2024-01-26,1.3839062
2024-01-29,1.3697172
2024-01-30,1.3733555
2024-01-31,1.3538375
2024-02-01,1.3493261
2024-02-02,1.4044603
2024-02-05,1.4331504
2024-02-06,1.444987
2024-02-07,1.4517981
2024-02-08,1.4473335
2024-02-19,1.4568338
2024-02-20,1.465116
2024-02-21,1.4668944
2024-02-22,1.4666243
2024-02-23,1.4911261
2024-02-26,1.4667268
2024-02-27,1.5032084
2024-02-28,1.5122132
2024-02-29,1.5148968
2024-03-01,1.5227436
2024-03-04,1.5170382
2024-03-05,1.5068315
2024-03-06,1.5151656
2024-03-07,1.5337166
2024-03-08,1.5384569
2024-03-11,1.5322826
2024-03-12,1.5241951
2024-03-13,1.5311561
2024-03-14,1.5447472
2024-03-15,1.5380374
2024-03-18,1.5386641
2024-03-19,1.541717
2024-03-20,1.5249952
2024-03-21,1.5123562
2024-03-22,1.5092456
2024-03-25,1.4888872
2024-03-26,1.5007331
2024-03-27,1.5110875
2024-03-28,1.530725
2024-03-29,1.5224423
2024-04-01,1.5220827
2024-04-02,1.5097889
2024-04-03,1.5160178
2024-04-08,1.5013602
2024-04-09,1.500501
2024-04-10,1.5045395
2024-04-11,1.5191594
2024-04-12,1.5012518
2024-04-15,1.5230312
2024-04-16,1.5209863
2024-04-17,1.5080343
2024-04-18,1.5037873
2024-04-19,1.4910494
2024-04-22,1.502765
2024-04-23,1.5010543
2024-04-24,1.5244803
2024-04-25,1.5437921
2024-04-26,1.5363432
2024-04-29,1.5495862
2024-04-30,1.5476638
2024-05-06,1.5380012
2024-05-07,1.5529485
2024-05-08,1.5516546
2024-05-09,1.5442365
2024-05-10,1.5426905
2024-05-13,1.5341059
2024-05-14,1.5369581
2024-05-15,1.545944
2024-05-16,1.5570337
2024-05-17,1.5476984
2024-05-20,1.5503094
2024-05-21,1.5284947
2024-05-22,1.5094208
2024-05-23,1.5246483
2024-05-24,1.5175298
2024-05-27,1.5189395
2024-05-28,1.5189047
2024-05-29,1.5186183
2024-05-30,1.5204989
2024-05-31,1.5306722
2024-06-03,1.5256248
2024-06-04,1.5234942
2024-06-05,1.5183514
2024-06-06,1.518229
2024-06-07,1.5192784
2024-06-11,1.5170147
2024-06-12,1.5187738
2024-06-13,1.5226326
2024-06-14,1.5221039
2024-06-17,1.5169314
2024-06-18,1.5148758
2024-06-19,1.5170878
2024-06-20,1.4955568
2024-06-21,1.4785527
2024-06-24,1.4900491
2024-06-25,1.4753281
2024-06-26,1.477065
2024-06-27,1.4792019
2024-06-28,1.4718889
2024-07-01,1.4732776
2024-07-02,1.4638531
2024-07-03,1.4668787
2024-07-04,1.456832
2024-07-05,1.4735034
2024-07-08,1.4743425
2024-07-09,1.491215
2024-07-10,1.4938384
2024-07-11,1.493627
2024-07-12,1.5095875
2024-07-15,1.5138282
2024-07-16,1.5187062
2024-07-17,1.5215893
2024-07-18,1.5176713
2024-07-19,1.4829412
2024-07-22,1.4769853
2024-07-23,1.4668919
2024-07-24,1.4754957
2024-07-25,1.4651779
2024-07-26,1.4672564
2024-07-29,1.5059028
2024-07-30,1.5012473
2024-07-31,1.4891466
2024-08-01,1.461933
2024-08-02,1.4665323
2024-08-05,1.4624081
2024-08-06,1.4669594
2024-08-07,1.4653611
2024-08-08,1.4654413
2024-08-09,1.4706197
2024-08-12,1.4573097
2024-08-13,1.4640489
2024-08-14,1.460374
2024-08-15,1.4626383
2024-08-16,1.448788
2024-08-19,1.4455699
2024-08-20,1.4345615
2024-08-21,1.4334341
2024-08-22,1.4330331
2024-08-23,1.4223197
2024-08-26,1.418047
2024-08-27,1.4277334
2024-08-28,1.4478787
2024-08-29,1.4198481
2024-08-30,1.4281511
2024-09-02,1.4203092
2024-09-03,1.4249113
2024-09-04,1.4135939
2024-09-05,1.4026498
2024-09-06,1.4079926
2024-09-09,1.4101495
2024-09-10,1.4004701
2024-09-11,1.3951383
2024-09-12,1.3904848
2024-09-13,1.4020456
2024-09-18,1.4007668
2024-09-19,1.4001771
2024-09-20,1.441305
2024-09-23,1.4503365
2024-09-24,1.5035605
2024-09-25,1.5791941
2024-09-26,1.7022032
2024-09-27,1.792661
2024-09-30,1.7443359
2024-10-08,1.7314612
2024-10-09,1.6830142
2024-10-10,1.7095004
2024-10-11,1.6807847
2024-10-14,1.6703445
2024-10-15,1.6655337
2024-10-16,1.7404357
2024-10-17,1.7599931
2024-10-18,1.7595109
2024-10-21,1.76086
2024-10-22,1.7482003
2024-10-23,1.7599944
2024-10-24,1.7681612
2024-10-25,1.7596081
2024-10-28,1.7528411
2024-10-29,1.7597259
2024-10-30,1.742661
2024-10-31,1.7560395
2024-11-01,1.7951046
2024-11-04,1.7956178
2024-11-05,1.8303715
2024-11-06,1.8223121
2024-11-07,1.851475
2024-11-08,1.8275384
2024-11-11,1.8306359
2024-11-12,1.7931874
2024-11-13,1.7622372
2024-11-14,1.7496501
2024-11-15,1.7756498
2024-11-18,1.778837
2024-11-19,1.7871361
2024-11-20,1.7481506
2024-11-21,1.7339793
2024-11-22,1.7261537
2024-11-25,1.7565658
2024-11-26,1.7473073
2024-11-27,1.770662
2024-11-28,1.7789546
2024-11-29,1.7764927
2024-12-02,1.7707008
2024-12-03,1.7697024
2024-12-04,1.7819678
2024-12-05,1.7744251
2024-12-06,1.788295
2024-12-09,1.7944046
2024-12-10,1.809966
2024-12-11,1.7830707
2024-12-12,1.7650282
2024-12-13,1.7603384
2024-12-16,1.7709912
2024-12-17,1.774629
2024-12-18,1.7869073
2024-12-19,1.7805684
2024-12-20,1.7928841
2024-12-23,1.7923765
2024-12-24,1.7996312
2024-12-25,1.7983258
2024-12-26,1.7980181
2024-12-27,1.7709943
2024-12-30,1.7381026
2024-12-31,1.7246908
2025-01-02,1.7160053
2025-01-03,1.7385409
2025-01-06,1.7385898
2025-01-07,1.7387618
2025-01-08,1.7292147
2025-01-09,1.7281904
2025-01-10,1.7600142
2025-01-13,1.7549502
2025-01-14,1.7409263
2025-01-15,1.7536176
2025-01-16,1.7556354
2025-01-17,1.7598846
2025-01-20,1.7550989
2025-01-21,1.7503009
2025-01-22,1.7601829
2025-01-23,1.7450408
2025-01-24,1.7685133
2025-01-27,1.7915683
2025-02-05,1.804997
2025-02-06,1.8191116
2025-02-07,1.813142
2025-02-10,1.8290383
2025-02-11,1.8227589
2025-02-12,1.8291268
2025-02-13,1.8295758
2025-02-14,1.8136166
2025-02-17,1.8380241
2025-02-18,1.8362107
2025-02-19,1.8689928
2025-02-20,1.8709165
2025-02-21,1.860446
2025-02-24,1.8735136
2025-02-25,1.874434
2025-02-26,1.8389608
2025-02-27,1.8316692
2025-02-28,1.8436602
2025-03-03,1.8488967
2025-03-04,1.8742216
2025-03-05,1.8666139
2025-03-06,1.8644247
2025-03-07,1.8650855
2025-03-10,1.8620976
2025-03-11,1.8487376
2025-03-12,1.8837352
2025-03-13,1.8797692
2025-03-14,1.8844146
2025-03-17,1.8799262
2025-03-18,1.8699017
2025-03-19,1.8463845
2025-03-20,1.8514516
2025-03-21,1.8424629
2025-03-24,1.8429343
2025-03-25,1.8512111
2025-03-26,1.8470782
2025-03-27,1.8422608
2025-03-28,1.8488754
2025-03-31,1.8460447
2025-04-01,1.8501321
2025-04-02,1.7483598
2025-04-03,1.7680101
2025-04-07,1.8065143
2025-04-08,1.8290575
2025-04-09,1.8487452
2025-04-10,1.8533269
2025-04-11,1.847071
2025-04-14,1.860929
2025-04-15,1.8675374
2025-04-16,1.8635103
2025-04-17,1.8776612
2025-04-18,1.8900024
2025-04-21,1.8627176
2025-04-22,1.8602638
2025-04-23,1.8579302
2025-04-24,1.8524077
2025-04-25,1.8572181
2025-04-28,1.8607973
2025-04-29,1.8831991
2025-04-30,1.8886981
2025-05-06,1.8834802
2025-05-07,1.870326
2025-05-08,1.8702209
2025-05-09,1.8653138
2025-05-12,1.8715783
2025-05-13,1.845469
2025-05-14,1.8445992
2025-05-15,1.8476672
2025-05-16,1.8527344
2025-05-19,1.8637303
2025-05-20,1.8587916
2025-05-21,1.8485363
2025-05-22,1.8490627
2025-05-23,1.8381964
2025-05-26,1.8357638
2025-05-27,1.8451855
2025-05-28,1.8413724
2025-05-29,1.850727
2025-05-30,1.8568244
2025-06-03,1.8645626
2025-06-04,1.8639128
2025-06-05,1.8643657
2025-06-06,1.849014
2025-06-09,1.855065
2025-06-10,1.85334
2025-06-11,1.8482474
2025-06-12,1.8475991
2025-06-13,1.8398111
2025-06-16,1.838136
2025-06-17,1.8283685
2025-06-18,1.8244073
2025-06-19,1.829936
2025-06-20,1.8429059
2025-06-23,1.862287
2025-06-24,1.8565832
2025-06-25,1.8518399
2025-06-26,1.8617938
2025-06-27,1.8631469
2025-06-30,1.8543705
2025-07-01,1.8610278
2025-07-02,1.8594128
2025-07-03,1.8515828
2025-07-04,1.8671023
2025-07-07,1.8591675
2025-07-08,1.8630828
2025-07-09,1.8745165
2025-07-10,1.8760351
2025-07-11,1.873241
2025-07-14,1.8730114
2025-07-15,1.8829207
2025-07-16,1.8900555
2025-07-17,1.8974627
2025-07-18,1.9117279
2025-07-21,1.9167995
2025-07-22,1.9217674
2025-07-23,1.9277267
2025-07-24,1.9275284
2025-07-25,1.9332124
2025-07-28,1.9295115
2025-07-29,1.90794
2025-07-30,1.9015533
2025-07-31,1.9154323
2025-08-01,1.9241201
2025-08-04,1.9305258
2025-08-05,1.9306341
2025-08-06,1.9222041
2025-08-07,1.9270335
2025-08-08,1.9395485
2025-08-11,1.9499558
2025-08-12,1.9534516
2025-08-13,1.9672819
2025-08-14,1.9843781
2025-08-15,1.9756802
2025-08-18,2.0033877
2025-08-19,2.0065706
2025-08-20,2.069819
2025-08-21,2.106128
2025-08-22,2.1016207
2025-08-25,2.088591
2025-08-26,2.138764
2025-08-27,2.1392686
2025-08-28,2.1592166
2025-08-29,2.137581
2025-09-01,2.119293
2025-09-02,2.0708907
2025-09-03,2.1057804
2025-09-04,2.117287
2025-09-05,2.1092412
2025-09-08,2.1152701
2025-09-09,2.166076
2025-09-10,2.169598
2025-09-11,2.172559
2025-09-12,2.1842482
2025-09-15,2.1890643
2025-09-16,2.1809146
2025-09-17,2.1738472
2025-09-18,2.2015789
2025-09-19,2.1980262
2025-09-22,2.2340708
2025-09-23,2.2362263
2025-09-24,2.2226589
2025-09-25,2.247148
2025-09-26,2.2647052
2025-09-29,2.3105946
2025-09-30,2.2588851
2025-10-09,2.2733583
2025-10-10,2.2458756
2025-10-13,2.27359
2025-10-14,2.2712755
2025-10-15,2.2468526
2025-10-16,2.237171
2025-10-17,2.2738392
2025-10-20,2.2501783
2025-10-21,2.2452846
2025-10-22,2.2742898
2025-10-23,2.294382
2025-10-24,2.2703207
2025-10-27,2.2896712
2025-10-28,2.271335
2025-10-29,2.2515361
2025-10-30,2.2460368
2025-10-31,2.2278495
2025-11-03,2.2254806
2025-11-04,2.2583456
2025-11-05,2.2510006
2025-11-06,2.2661552
2025-11-07,2.2576885
2025-11-10,2.2524905
2025-11-11,2.2764585
2025-11-12,2.2410767
2025-11-13,2.223232
2025-11-14,2.2181046
2025-11-17,2.2197468
2025-11-18,2.2045825
2025-11-19,2.1609251
2025-11-20,2.1672564
2025-11-21,2.1851308
2025-11-24,2.1930816
2025-11-25,2.192523
2025-11-26,2.207049
2025-11-27,2.2241404
2025-11-28,2.2074063
2025-12-01,2.1967454
2025-12-02,2.2033334
2025-12-03,2.213257
2025-12-04,2.2259336
2025-12-05,2.214902
2025-12-08,2.2190473
2025-12-09,2.2037523
2025-12-10,2.2251012
2025-12-11,2.2156441
2025-12-12,2.1910582
2025-12-15,2.221968
2025-12-16,2.2102041
2025-12-17,2.218984
2025-12-18,2.2466567
2025-12-19,2.2544665
2025-12-22,2.2643878
2025-12-23,2.2645335
2025-12-24,2.2650046
2025-12-25,2.2566988
2025-12-26,2.2562668
2025-12-29,2.2427435
2025-12-30,2.2949502
2025-12-31,2.3244123
2026-01-05,2.3292038
2026-01-06,2.3281794
2026-01-07,2.346459
2026-01-08,2.378687
2026-01-09,2.3517895
2026-01-12,2.366412
2026-01-13,2.3650553
2026-01-14,2.3728907
2026-01-15,2.3710089
2026-01-16,2.36618
2026-01-19,2.4057014
2026-01-20,2.402676
2026-01-21,2.4211314
2026-01-22,2.4196851
2026-01-23,2.4257517
2026-01-26,2.4467273
2026-01-27,2.469535
2026-01-28,2.4220803
2026-01-29,2.3309727
2026-01-30,2.3770888
2026-02-02,2.396576
2026-02-03,2.3700092
2026-02-04,2.3519216
2026-02-05,2.397052
2026-02-06,2.395465
2026-02-09,2.3919463
2026-02-10,2.401347
2026-02-11,2.383484
2026-02-12,2.402144
2026-02-13,2.4137936
2026-02-24,2.416405
2026-02-25,2.42039
2026-02-26,2.428154
2026-02-27,2.3704293
2026-03-02,2.347048
2026-03-03,2.3616707
2026-03-04,2.370341
2026-03-05,2.3505054
2026-03-06,2.3767042
2026-03-09,2.3732107
2026-03-10,2.362415
2026-03-11,2.3494377
2026-03-12,2.3533084
2026-03-13,2.3278751
2026-03-16,2.3382952
2026-03-17,2.2874372
2026-03-18,2.259003
2026-03-19,2.1589208
2026-03-20,2.195918
2026-03-23,2.2342644
2026-03-24,2.2017446
2026-03-25,2.2176306
2026-03-26,2.2218513
2026-03-27,2.1933842
2026-03-30,2.238769
2026-03-31,2.2047534
2026-04-01,2.1975281
2026-04-02,2.2056491
2026-04-03,2.283109
2026-04-07,2.263353
2026-04-08,2.2810657
2026-04-09,2.2845538
2026-04-10,2.313513
2026-04-13,2.3128335
2026-04-14,2.3296306
2026-04-15,2.324822
2026-04-16,2.340443
2026-04-17,2.3300574
2026-04-20,2.3474388
2026-04-21,2.3310103
2026-04-22,2.335125
2026-04-23,2.36387
2026-04-24,2.3451536
2026-04-27,2.3549871
2026-04-28,2.3913486
2026-04-29,2.4427
2026-04-30,2.4612033
2026-05-06,2.4381492
2026-05-07,2.4808266
2026-05-08,2.4788802
2026-05-11,2.5013268
2026-05-12,2.471384
2026-05-13,2.4388113
2026-05-14,2.4387493
2026-05-15,2.4668362
2026-05-18,2.4869447
2026-05-19,2.452992
2026-05-20,2.4700425
2026-05-21,2.5253756
2026-05-22,2.5159342
2026-05-25,2.4859567
2026-05-26,2.4766405
2026-05-27,2.4590669
2026-05-28,2.4185221
2026-05-29,2.4312224
2026-06-01,2.4414885
2026-06-02,2.4401517
2026-06-03,2.401257
2026-06-04,2.3360891
2026-06-05,2.377928
2026-06-08,2.3575485
2026-06-09,2.3463888
2026-06-10,2.3646
2026-06-11,2.4256072
2026-06-12,2.4267943
2026-06-15,2.464383
2026-06-16,2.4859023
2026-06-17,2.5096734
2026-06-18,2.4651954
2026-06-22,2.4955862
2026-06-23,2.5203755
2026-06-24,2.4938793
2026-06-25,2.5526414
2026-06-26,2.5795095
2026-06-29,2.56447
2026-06-30,2.4980319
2026-07-01,2.5074542
2026-07-02,2.5132837
2026-07-03,2.4332159
2026-07-06,2.4257178
2026-07-07,2.4923742
2026-07-08,2.4551427
