日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-02-09,=8140.2138,=8795.3909,=2069665045244.8210,=1567150304975,=1034585551592.2400,=43.6009,=0.2019,=102.7344,=77.2603,=43.5875
2023-02-08,=7820.8794,=8450.3544,=1991853941549.3303,=1505921912548,=993572507187.4700,=42.2057,=0.1736,=102.7344,=77.3844,=43.5875
2023-02-07,=7900.5786,=8536.4683,=2012475354098.5901,=1501663088666,=1003650618639.3000,=42.8656,=0.1857,=102.7344,=77.5086,=43.6003
2023-02-06,=7947.4157,=8587.0752,=2021062526298.4399,=1511289696664,=1009356022736.1702,=43.5692,=0.1967,=102.7344,=77.5155,=43.6198
2023-02-03,=8056.8652,=8705.3339,=2046827050891.1899,=1503733728907,=1023104707562.2000,=44.2678,=0.2100,=102.7344,=77.5224,=43.6840
2023-02-02,=8061.8600,=8710.7307,=2049262411412.3501,=1505181250472,=1023720896502.2804,=44.6935,=0.2139,=102.7662,=77.5398,=43.6198
2023-02-01,=7945.4948,=8584.9997,=2020713317080.0100,=1481455703867,=1008913210442.3000,=43.9728,=0.2057,=102.7662,=77.5571,=43.6198
2023-01-31,=7809.1836,=8437.7172,=1981243180456.3799,=1456744029357,=991587027241.0500,=43.4972,=0.1952,=102.7662,=77.8076,=43.6198
2023-01-30,=8032.2635,=8678.7520,=2032531229845.2495,=1498221205746,=1020241527505,=45.3316,=0.2170,=102.7662,=78.0581,=43.6840
2023-01-20,=8028.0578,=8674.2078,=2031905380391.8403,=1496335908797,=1020130626664.6700,=44.3132,=0.2089,=102.7662,=78.0704,=43.6840
2023-01-19,=8000.5882,=8644.5273,=2026524619473.8999,=1492041187239,=1016537726689.7198,=44.3215,=0.2091,=102.7930,=78.0828,=43.6198
2023-01-18,=7833.8869,=8464.4088,=1987060774125.7300,=1460944606380,=995508530745.1400,=43.1053,=0.1901,=102.7930,=78.0983,=43.6198
2023-01-17,=7851.6543,=8483.6063,=1990415700249.8604,=1463056698585,=997636910586.9698,=43.3114,=0.1916,=102.7930,=78.1139,=43.6840
2023-01-16,=7679.4086,=8297.4971,=1951613388889.7305,=1432053602261,=975848784998.6902,=42.5731,=0.1821,=102.7930,=78.2151,=43.8585
2023-01-13,=7437.9691,=8036.6250,=1895515390394.2400,=1387140838911,=945267467472.9700,=40.6965,=0.1316,=102.7930,=78.3164,=43.8840
2023-01-12,=7430.3980,=8028.4446,=1891922971723.9104,=1386396353689,=944359678616.8800,=40.9459,=0.1366,=102.8098,=78.5276,=43.8840
2023-01-11,=7457.4043,=8057.6246,=1899296221723.2000,=1390584950726,=947817075748.6899,=41.2237,=0.1453,=102.8098,=78.7387,=43.9711
2023-01-10,=7540.0610,=8146.9341,=1925222873976.8503,=1406266434801,=958324597668.4398,=41.9675,=0.1709,=102.8098,=78.9948,=44.0221
2023-01-09,=7462.6100,=8063.2493,=1907410193865.7000,=1390902716924,=948613618070.1600,=41.0641,=0.1371,=102.8098,=79.2510,=44.0318
2023-01-06,=7424.2515,=8021.8035,=1899616857924.2200,=1383663397876,=943901449654.2802,=40.5830,=0.1288,=102.8098,=79.5748,=44.1918
2023-01-05,=7439.8734,=8038.6828,=1900201134420.7505,=1384687124970,=945950646575.1500,=41.7096,=0.1606,=102.8578,=79.8987,=44.1918
2023-01-04,=7379.8801,=7973.8608,=1888191971529.5000,=1373365150979,=938280426176.5702,=41.3008,=0.1462,=102.8578,=79.9152,=44.5688
2023-01-03,=7423.0012,=8020.4525,=1896453216787.6201,=1381752991001,=943693354895.5400,=41.5455,=0.1561,=102.8578,=79.9317,=44.9114
2022-12-30,=7328.7195,=7918.5824,=1870417713221.8201,=1363863649874,=931703962803.2700,=41.2241,=0.1441,=102.8578,=79.9652,=45.0313
2022-12-29,=7386.8423,=7981.3833,=1881697659411.6599,=1375561661866,=939131903425.7002,=41.7684,=0.1589,=102.8578,=79.9986,=45.1052
2022-12-28,=7389.3720,=7984.1166,=1882014392322.9304,=1375041835340,=939391867494.5500,=41.6143,=0.1567,=102.8726,=80.0946,=45.1052
2022-12-27,=7486.3520,=8088.9022,=1905953852174.3000,=1393177762171,=951639487388.7198,=41.7936,=0.1593,=102.8726,=80.1906,=45.1409
2022-12-26,=7375.5051,=7969.1336,=1882330780444.3003,=1373435796816,=937621001762.6400,=40.2245,=0.1215,=102.8726,=80.1980,=45.4515
2022-12-23,=7192.5592,=7771.4631,=1841475954559.9104,=1340509248549,=914512033947.2500,=38.4527,=0.0848,=102.8726,=80.2055,=45.7559
2022-12-22,=7330.1541,=7920.1325,=1870871941462.4297,=1365181687161,=931865642797.8998,=39.7718,=0.1144,=102.8726,=80.2673,=45.9574
2022-12-21,=7453.4346,=8053.3354,=1900640744025.7200,=1389674819060,=947525854072.8000,=40.8730,=0.1330,=102.9058,=80.3290,=45.9574
2022-12-20,=7560.1355,=8168.6243,=1929679893430.1899,=1410190683414,=961015881952.5198,=41.1241,=0.1344,=102.9058,=80.3439,=45.9828
2022-12-19,=7559.7415,=8168.1985,=1930969370178.0696,=1411094442654,=961016288925.7700,=40.2646,=0.1198,=102.9058,=80.3588,=46.0511
2022-12-16,=7756.0370,=8380.2932,=1980890451719,=1446708225302,=985908927848.8300,=41.1717,=0.1372,=102.9058,=80.4357,=46.0714
2022-12-15,=7898.9172,=8534.6733,=2012722478108.9700,=1474390247176,=1003954099466.2400,=41.7922,=0.1510,=102.9058,=80.5126,=46.2295
2022-12-14,=7787.9187,=8414.7409,=1988696231322.0896,=1453110373052,=989919720120.4304,=41.4063,=0.1450,=102.9165,=80.5248,=46.2295
2022-12-13,=7814.3706,=8443.3218,=1989691651729.8496,=1456872333235,=993449420511.8998,=41.5644,=0.1476,=102.9165,=80.5370,=46.2928
2022-12-12,=7935.7852,=8574.5086,=2015967503445.0908,=1480658613250,=1008518154871,=42.8822,=0.1640,=102.9165,=80.6331,=46.3347
2022-12-09,=7782.6365,=8409.0335,=1996659681498.7200,=1543654207937,=1052859250852.1702,=38.5651,=0.0858,=102.9165,=80.7292,=46.4188
2022-12-08,=7700.8932,=8320.7110,=1977904105193.4399,=1528460012727,=1042662807904.4600,=37.7909,=0.0747,=102.9165,=80.8551,=46.4713
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=38.3399,=0.0835,=102.9698,=80.9810,=46.4713
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=39.5257,=0.1049,=102.9698,=81.0038,=46.4790
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=38.7369,=0.0888,=102.9698,=81.0266,=46.5364
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=38.8829,=0.0914,=102.9698,=81.0587,=48.6965
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=38.1975,=0.0802,=102.9698,=81.0907,=48.7033
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=37.9508,=0.0778,=103.0869,=81.1054,=48.7033
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=37.8293,=0.0754,=103.0869,=81.1201,=49.6154
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=37.0235,=0.0616,=103.0869,=81.2033,=51.4258
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=37.5531,=0.0668,=103.0869,=81.2865,=51.5156
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=37.6666,=0.0681,=103.0869,=81.3192,=51.9349
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=38.2798,=0.0745,=103.0971,=81.3519,=51.9349
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=38.6177,=0.0784,=103.0971,=81.4037,=53.4319
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=39.5659,=0.0937,=103.0971,=81.4554,=53.6015
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=39.5886,=0.0938,=103.0971,=81.4635,=53.7261
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=40.3562,=0.1053,=103.0971,=81.4716,=53.7853
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=39.6153,=0.0940,=103.1937,=81.5126,=53.7853
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=39.3500,=0.0929,=103.1937,=81.5537,=54.8136
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=35.7692,=0.0446,=103.1937,=81.5708,=54.9227
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=35.6172,=0.0434,=103.1937,=81.5879,=55.6200
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=35.5098,=0.0409,=103.1937,=81.7828,=55.7364
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=36.1037,=0.0422,=103.3994,=81.9777,=55.7364
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=36.1476,=0.0448,=103.3994,=82.1011,=55.8477
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=36.4873,=0.0474,=103.3994,=82.2244,=56.0173
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=36.7101,=0.0488,=103.3994,=82.2269,=56.0271
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=36.4781,=0.0463,=103.3994,=82.2294,=56.0488
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=35.5565,=0.0412,=103.4220,=82.2494,=56.0488
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=35.2407,=0.0374,=103.4220,=82.2695,=56.0740
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=34.4367,=0.0258,=103.4220,=82.2896,=56.2849
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=32.6484,=0.0142,=103.4220,=82.3098,=56.9315
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=33.8218,=0.0181,=103.4220,=82.3321,=56.9333
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=33.6744,=0.0155,=103.6394,=82.3545,=56.9333
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=31.9674,=0.0065,=103.6394,=82.4149,=56.9904
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=31.9380,=0.0052,=103.6394,=82.4752,=57.0403
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=32.1101,=0.0078,=103.6394,=82.5871,=57.3825
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=33.1356,=0.0104,=103.6394,=82.6989,=57.5680
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=31.8940,=0.0026,=103.8726,=82.7060,=57.5680
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=32.1041,=0.0052,=103.8726,=82.7131,=57.5891
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=32.5280,=0.0052,=103.8726,=82.7216,=57.6145
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=32.5694,=0.0052,=103.8726,=82.7302,=57.7023
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=31.9134,=0.0026,=103.8726,=82.8597,=57.8784
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=31.9761,=0.0026,=103.9455,=82.9892,=57.8784
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=30.1108,=0,=103.9455,=83.0098,=58.0581
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=30.4694,=0,=103.9455,=83.0304,=58.2630
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=33.6830,=0,=103.9455,=83.0520,=58.4535
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=34.4923,=0.0053,=103.9455,=83.0736,=58.5487
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=34.0809,=0.0026,=104.1132,=83.0759,=58.5487
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=34.7821,=0.0053,=104.1132,=83.0782,=58.6533
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=33.9855,=0.0013,=104.1132,=83.1523,=58.7551
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=33.9137,=0,=104.1132,=83.2263,=58.8891
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=34.9829,=0.0066,=104.1132,=83.2719,=58.9873
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=34.7824,=0.0027,=104.2132,=83.3176,=58.9873
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=34.7501,=0.0013,=104.2132,=83.3181,=58.9992
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=34.3790,=0,=104.2132,=83.3186,=59.8013
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=34.8443,=0,=104.2132,=83.3484,=60.0491
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=35.4876,=0.0040,=104.2132,=83.3781,=60.1593
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=36.3763,=0.0067,=104.3167,=83.4040,=60.1593
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=36.7486,=0.0080,=104.3167,=83.4299,=60.2885
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=36.8961,=0.0094,=104.3167,=83.4839,=60.3489
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=36.5532,=0.0067,=104.3167,=83.5378,=60.5251
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=37.6778,=0.0162,=104.3167,=83.6069,=60.6485
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=37.1213,=0.0094,=104.4631,=83.6760,=60.6485
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=36.7886,=0.0067,=104.4631,=83.7063,=60.8427
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=37.7323,=0.0149,=104.4631,=83.7366,=61.0265
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=37.5374,=0.0108,=104.4631,=83.7367,=61.2371
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=38.2940,=0.0163,=104.4631,=83.7369,=61.2943
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=39.2831,=0.0312,=104.6227,=83.7536,=61.2943
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=37.7167,=0.0122,=104.6227,=83.7704,=61.2961
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=38.6962,=0.0177,=104.6227,=83.7788,=61.4870
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=38.9492,=0.0232,=104.6227,=83.7873,=61.5363
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=39.1716,=0.0246,=104.6227,=83.8324,=61.5746
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=40.7977,=0.0451,=104.7962,=83.8775,=61.5746
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=40.8007,=0.0451,=104.7962,=83.8791,=61.7846
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=40.7960,=0.0438,=104.7962,=83.8807,=61.8255
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=42.4843,=0.0700,=104.7962,=83.9064,=61.8653
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=41.9129,=0.0632,=104.7962,=83.9321,=61.8800
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=41.8342,=0.0619,=104.8419,=83.9898,=61.8800
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=42.8074,=0.0716,=104.8419,=84.0475,=61.9541
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=43.3216,=0.0759,=104.8419,=84.1009,=62.0996
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=43.9711,=0.0870,=104.8419,=84.1544,=62.3864
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=42.4437,=0.0664,=104.8419,=84.1545,=62.4834
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=43.5875,=0.0776,=104.9047,=84.1546,=62.4834
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=44.0318,=0.0860,=104.9047,=84.1629,=62.5050
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=45.1409,=0.0931,=104.9047,=84.1713,=62.8427
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=42.5349,=0.0668,=104.9047,=84.2098,=63.3149
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=41.2702,=0.0501,=104.9047,=84.2483,=63.3465
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=40.1930,=0.0349,=104.9635,=84.2778,=63.3465
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=41.1313,=0.0461,=104.9635,=84.3073,=63.3645
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=41.0689,=0.0434,=104.9635,=84.3525,=63.3907
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=41.3233,=0.0476,=104.9635,=84.3977,=63.4386
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=40.5370,=0.0393,=104.9635,=84.4192,=64.1916
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=41.1249,=0.0421,=105.1461,=84.4407,=64.1916
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=41.3341,=0.0450,=105.1461,=84.4580,=64.4226
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=42.6155,=0.0577,=105.1461,=84.4753,=64.5343
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=44.1918,=0.0733,=105.1461,=84.5941,=64.6343
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=43.6840,=0.0678,=105.1461,=84.7129,=64.7392
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=43.6198,=0.0665,=105.5458,=84.7312,=64.7392
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=43.6003,=0.0652,=105.5458,=84.7495,=64.8271
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=43.4742,=0.0624,=105.5458,=84.7907,=65.1503
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=43.5108,=0.0625,=105.5458,=84.8319,=65.6313
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=43.2685,=0.0612,=105.5458,=84.8366,=65.7522
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=43.8585,=0.0613,=105.5612,=84.8413,=65.7522
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=44.9114,=0.0656,=105.5612,=84.8836,=65.9431
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=46.3347,=0.0800,=105.5612,=84.9260,=66.0562
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=46.4188,=0.0801,=105.5612,=84.9370,=66.1108
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=46.2295,=0.0774,=105.5612,=84.9480,=66.1210
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=45.9828,=0.0732,=105.6020,=84.9675,=66.1210
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=46.4713,=0.0776,=105.6020,=84.9870,=66.1638
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=46.0714,=0.0748,=105.6020,=84.9873,=66.4594
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=46.0511,=0.0735,=105.6020,=84.9877,=66.6199
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=45.1052,=0.0678,=105.6020,=85.0970,=66.7146
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=45.9574,=0.0708,=105.6666,=85.2063,=66.7146
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=42.8277,=0.0593,=105.6666,=85.2753,=66.7781
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=42.9788,=0.0594,=105.6666,=85.3444,=66.8242
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=42.2124,=0.0552,=105.6666,=85.3764,=66.8839
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=40.0464,=0.0334,=105.6666,=85.4084,=67.0377
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=41.3111,=0.0437,=105.7096,=85.4560,=67.0377
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=42.0247,=0.0510,=105.7096,=85.5035,=67.2784
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=41.1377,=0.0423,=105.7096,=85.5494,=67.9597
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=41.5087,=0.0453,=105.7096,=85.5954,=68.0855
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=40.6358,=0.0410,=105.7096,=85.6591,=68.3596
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=39.8686,=0.0323,=105.7437,=85.7228,=68.3596
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=40.5830,=0.0382,=105.7437,=85.8034,=68.4113
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=40.3537,=0.0353,=105.7437,=85.8841,=68.5059
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=39.6898,=0.0295,=105.7437,=85.9142,=68.5990
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=41.3530,=0.0354,=105.7437,=85.9443,=68.6014
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=41.7211,=0.0384,=105.7957,=85.9646,=68.6014
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=42.5789,=0.0399,=105.7957,=85.9849,=68.6138
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=41.3926,=0.0356,=105.7957,=86.0051,=68.9708
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=39.7081,=0.0297,=105.7957,=86.0252,=69.0054
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=40.0739,=0.0297,=105.7957,=86.0506,=69.0584
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=38.9352,=0.0238,=105.8368,=86.0759,=69.0584
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=38.5945,=0.0164,=105.8368,=86.0932,=69.0732
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=38.9298,=0.0209,=105.8368,=86.1104,=69.1230
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=39.1855,=0.0224,=105.8368,=86.1274,=69.1601
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=39.3207,=0.0225,=105.8368,=86.1444,=69.2455
2022-05-23,=8832.1639,=9513.3376,=1606750118638.4602,=1413032813918,=928109338151.6165,=41.5147,=0.0255,=105.8592,=86.1668,=69.2455
2022-05-20,=8754.4737,=9429.6556,=1592246609433.2900,=1399675378444,=919631185582.6814,=40.3297,=0.0225,=105.8592,=86.1891,=69.2686
2022-05-19,=8732.9827,=9405.1284,=1590021438600.4902,=1398049447116,=917141454189.5564,=40.3652,=0.0226,=105.8592,=86.1935,=69.2834
2022-05-18,=8572.2693,=9232.0455,=1560910418189.1499,=1372580656695,=900612639999.3149,=39.1429,=0.0211,=105.8592,=86.1978,=69.2979
