日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM中位数,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2024-03-06,=6510.0113,=7053.2252,=2034328455817.7900,=1461331907338,=994995070622.4596,=107.3401,=0.8539,=103.6977,=76.4251,=45.4897
2024-03-05,=6603.1310,=7154.1151,=2059733344499.1304,=1480320834143,=1009039853444.5900,=109.6530,=0.8792,=103.6394,=76.0484,=45.4897
2024-03-04,=6610.7693,=7162.3907,=2064079054919.5500,=1482958048985,=1010362830003.9402,=110.1591,=0.8873,=103.5232,=75.6716,=45.4897
2024-03-01,=6574.3770,=7122.9617,=2059023201336.2305,=1474738592263,=1004874981592.2500,=108.9982,=0.8744,=103.4220,=75.6038,=45.4897
2024-02-29,=6439.3320,=6976.6482,=2025458452301.1799,=1444916427387,=984138933852.2600,=107.1943,=0.8552,=103.3994,=75.5359,=45.4897
2024-02-28,=6060.1296,=6565.8041,=1907101948488.8201,=1358742577488,=926169943148.9502,=103.6977,=0.8040,=103.3994,=75.5055,=45.4515
2024-02-27,=6323.4822,=6851.1315,=1989674481419.5801,=1416405403403,=966474745367.4700,=108.5872,=0.8714,=103.1937,=75.4752,=45.4515
2024-02-26,=6036.0599,=6539.7259,=1897173430372.8301,=1353566372249,=922885500018.3900,=105.5259,=0.8228,=103.0971,=75.4559,=45.4515
2024-02-23,=6009.2341,=6510.6616,=1887045378129.3999,=1347279796836,=918950760269.6200,=105.6630,=0.8272,=103.0869,=75.4366,=45.4515
2024-02-22,=5994.5380,=6494.7392,=1885042133965.1296,=1342855320139,=916609385161.6598,=104.5843,=0.8143,=102.9698,=75.3625,=45.4515
2024-02-21,=5896.7244,=6388.7638,=1856802341804.6399,=1322015679570,=902126388514.2196,=103.9860,=0.8095,=102.9698,=75.2884,=45.4086
2024-02-20,=5876.0794,=6366.3961,=1849699473473.3201,=1314799984895,=898807941562.3597,=104.3709,=0.8130,=102.9684,=75.2536,=45.4086
2024-02-19,=5916.5203,=6410.2115,=1867777861733.6499,=1324260920255,=904633827697.1100,=104.8249,=0.8174,=102.9165,=75.2189,=45.4086
2024-02-08,=5778.4203,=6260.5881,=1821419529506.3201,=1297113626699,=884076120838.8998,=102.9684,=0.8017,=102.9058,=75.1921,=45.4086
2024-02-07,=5603.6257,=6071.2081,=1772079662955.0002,=1259549627365,=857364791188.0601,=100.5517,=0.7721,=102.8726,=75.1653,=45.4086
2024-02-06,=5533.4514,=5995.1782,=1759027239189.4795,=1240654088992,=846455597835.8900,=97.7373,=0.7369,=102.9058,=75.1128,=45.3316
2024-02-05,=5193.2244,=5626.5617,=1652295750177.5503,=1166877944756,=794498570726.9600,=93.4441,=0.6943,=102.9058,=75.0603,=45.3316
2024-02-02,=5221.1194,=5656.7844,=1652642390315.6602,=1172085663934,=798522911876.4601,=92.6335,=0.6903,=102.9058,=75.0592,=45.3316
2024-02-01,=5411.9289,=5863.5155,=1706417924456.2195,=1215878244713,=827478115073.2100,=96.4351,=0.7242,=102.9058,=75.0582,=45.3316
2024-01-31,=5347.6110,=5793.8308,=1690656775978.2500,=1201749516532,=817794748783.2100,=95.5292,=0.7128,=102.9058,=74.9316,=45.3316
2024-01-30,=5460.1429,=5915.7527,=1718981826477.1194,=1228956630153,=834851555457.9799,=99.3850,=0.7505,=102.9165,=74.8050,=45.2999
2024-01-29,=5697.8640,=6173.3099,=1798594905998.9998,=1282750408772,=871075453693.2699,=103.5232,=0.8067,=102.9165,=74.7786,=45.2999
2024-01-26,=5837.3943,=6324.4830,=1840378930799.4800,=1314503845927,=892458601289.2200,=105.3042,=0.8213,=102.9058,=74.7522,=45.2999
2024-01-25,=6042.2340,=6546.4151,=1900819089819.7900,=1358772632087,=923598506929.3696,=106.9970,=0.8526,=102.8726,=74.7232,=45.2999
2024-01-24,=5912.7635,=6406.1412,=1858316477913.1101,=1330675456699,=903971429369.6500,=106.0821,=0.8358,=102.8578,=74.6941,=45.2999
2024-01-23,=5944.4626,=6440.4854,=1860819312424.4800,=1336482220961,=908944143141.5100,=107.4487,=0.8561,=102.8578,=74.6898,=45.1409
2024-01-22,=5919.3735,=6413.3028,=1849066134404.6899,=1331329051458,=905130466318.5300,=107.4408,=0.8559,=102.8098,=74.6855,=45.1409
2024-01-19,=6090.2899,=6598.4810,=1901030852846.5896,=1369780109715,=931399544902.5800,=110.5515,=0.8884,=102.7930,=74.6639,=45.1409
2024-01-18,=6095.7493,=6604.3959,=1903996540880.7195,=1372637275676,=932160426861.9000,=109.8675,=0.8808,=102.7662,=74.6423,=45.1409
2024-01-17,=5960.3196,=6457.6655,=1861663310147.8999,=1342828046683,=911746457849.1802,=108.3781,=0.8667,=102.7344,=74.5596,=45.1409
2024-01-16,=6098.4383,=6607.3092,=1906324457477.3899,=1373692425921,=933068783228.1899,=110.7412,=0.8890,=102.7344,=74.4770,=45.1052
2024-01-15,=6087.1511,=6595.0802,=1900318065732.3601,=1369740601366,=931297103512.5902,=111.2083,=0.8936,=102.6585,=74.4587,=45.1052
2024-01-12,=6065.3683,=6571.4797,=1893722538526.0500,=1363503558086,=928108518170.1300,=112.1430,=0.9009,=102.6473,=74.4405,=45.1052
2024-01-11,=6182.7760,=6698.6842,=1935184584633.5400,=1387378490064,=946218149798.6400,=114.5589,=0.9233,=102.5316,=74.4189,=45.1052
2024-01-10,=6105.8036,=6615.2890,=1914828161312.7000,=1370294596617,=934580475452.9500,=112.3511,=0.9045,=102.3308,=74.3973,=45.1052
2024-01-09,=6172.0354,=6687.0474,=1936673609932.1299,=1383800857129,=944746982113.5601,=114.0005,=0.9203,=102.3308,=74.3973,=45.0836
2024-01-08,=6169.5680,=6684.3741,=1943209859695.0105,=1382589820974,=944521147416.6804,=111.5216,=0.9006,=102.2958,=74.3973,=45.0836
2024-01-05,=6373.8507,=6905.7027,=2005981181686.7705,=1429040599531,=975734458338.7196,=115.3877,=0.9277,=102.2309,=74.3702,=45.0836
2024-01-04,=6468.7885,=7008.5624,=2039844278258.7600,=1448646209724,=990139700966.2300,=115.5328,=0.9295,=102.1011,=74.3431,=45.0836
2024-01-03,=6573.6982,=7122.2260,=2066552960140.3401,=1473372913945,=1006257448835.2598,=117.9487,=0.9332,=102.0579,=74.2673,=45.0836
2024-01-02,=6704.4698,=7263.9096,=2100798174973.8899,=1501565710134,=1026204765480.3800,=119.0118,=0.9350,=102.0579,=74.1916,=45.0313
2023-12-29,=6829.0608,=7398.8969,=2130869374158.1899,=1522765802373,=1044997503904.2900,=120.4272,=0.9397,=102.0008,=74.1487,=45.0313
2023-12-28,=6814.6461,=7383.2794,=2127149446544.5400,=1520081324922,=1042807673996.1100,=118.1629,=0.9358,=101.9780,=74.1059,=45.0313
2023-12-27,=6667.0848,=7223.4052,=2082126567881.0696,=1483967358396,=1020083155293.9700,=117.1920,=0.9348,=101.9266,=74.0131,=45.0313
2023-12-26,=6569.7562,=7117.9552,=2056532185990.7896,=1461267407427,=1005067119246.2400,=114.6708,=0.9301,=101.8463,=73.9204,=45.0313
2023-12-25,=6711.1808,=7271.1807,=2102316352110.6101,=1493259488616,=1026719309891.1400,=117.4379,=0.9357,=101.8463,=73.8981,=44.9842
2023-12-22,=6771.7610,=7336.8159,=2129132581248.9800,=1503116406199,=1036051662275.6600,=119.1813,=0.9366,=101.7674,=73.8758,=44.9842
2023-12-21,=6841.3984,=7412.2641,=2149579817752.1001,=1519448410953,=1046858155281.1504,=121.1909,=0.9422,=101.7042,=73.8696,=44.9842
2023-12-20,=6770.8922,=7335.8747,=2127489954014.5601,=1503549828245,=1036135329631.8300,=119.6414,=0.9383,=101.6932,=73.8634,=44.9842
2023-12-19,=6849.7481,=7421.3105,=2150132832166.9905,=1519937867056,=1048106104411.9000,=120.5833,=0.9411,=101.4396,=73.8236,=44.9842
2023-12-18,=6761.2465,=7325.4241,=2120980416760.7700,=1500378164161,=1034580547302.3800,=119.8737,=0.9401,=101.4396,=73.7838,=44.9114
2023-12-15,=6841.6727,=7412.5613,=2139578026928.1299,=1520139765968,=1046916223492.5000,=121.8789,=0.7774,=101.3813,=73.7616,=44.9114
2023-12-14,=6890.4786,=7465.4397,=2151282363347,=1529900550627,=1054309357527.6100,=123.3830,=0.7819,=101.3813,=73.7395,=44.9114
2023-12-13,=6905.1220,=7481.3050,=2162275252657.7600,=1532513675960,=1056611376468.5698,=123.0736,=0.7836,=101.3813,=73.7311,=44.9114
2023-12-12,=6987.9063,=7570.9971,=2191391782529.9497,=1551235683268,=1069103550727.4000,=124.4817,=0.7853,=101.3813,=73.7226,=44.9114
2023-12-11,=7004.8747,=7589.3813,=2194679027121.8601,=1554788452638,=1071282879588.2600,=125.8248,=0.7918,=101.4396,=73.6695,=44.8995
2023-12-08,=6913.7918,=7490.6982,=1953786677046.4397,=1452770731100,=985168845462.7800,=100.5970,=0.7925,=101.4396,=73.6163,=44.8995
2023-12-07,=6770.9720,=7335.9611,=1919210048752.1299,=1422778072443,=964957895594.9000,=99.3519,=0.7761,=101.4396,=73.6133,=44.8995
2023-12-06,=6852.5530,=7424.3495,=1931781943058.9604,=1440074115968,=976339398852.8900,=100.4575,=0.7912,=101.4396,=73.6102,=44.8995
2023-12-05,=6865.8776,=7438.7859,=1936011586747.7400,=1442774001393,=977803909796.2000,=101.7674,=0.8025,=101.4396,=73.5773,=44.8995
2023-12-04,=7061.8518,=7651.1128,=1984819268999.2097,=1483109745559,=1005229265617.5298,=105.1004,=0.8407,=101.4396,=73.5444,=44.8465
2023-12-01,=7155.3182,=7752.3784,=2011334920747.3501,=1501982382912,=1018615280473.9602,=105.7971,=0.8501,=101.3813,=73.5426,=44.8465
2023-11-30,=7129.6052,=7724.5198,=1998115173563.5105,=1497409174245,=1014780252477.0498,=105.8596,=0.8529,=100.9862,=73.5409,=44.8465
2023-11-29,=7137.8694,=7733.4735,=2000404533978.2800,=1500657252236,=1015899666733.4700,=106.6815,=0.8672,=100.9685,=73.5396,=44.8465
2023-11-28,=7137.1120,=7732.6530,=2005172099122.5801,=1500759291691,=1016030275081.2400,=108.5002,=0.8863,=100.9149,=73.5384,=44.8465
2023-11-27,=7152.3136,=7749.1231,=2010439832172.4497,=1504447543137,=1017974939403.5402,=107.8202,=0.8795,=100.9149,=73.5316,=44.7147
2023-11-24,=7068.0138,=7656.6062,=1984469866475.2495,=1485777747207,=1005800876586.0400,=106.0078,=0.8571,=100.8483,=73.5249,=44.7147
2023-11-23,=7163.5647,=7760.1141,=2003869669147.6499,=1506640557744,=1019263486409.9900,=107.4783,=0.8773,=100.7391,=73.5141,=44.7147
2023-11-22,=7099.1734,=7690.3606,=1984995799417.1704,=1494176093601,=1009931506707.2198,=106.5105,=0.8656,=100.7302,=73.5034,=44.7147
2023-11-21,=7208.3974,=7808.6802,=2017683959624.7695,=1517482093491,=1025539799049.1500,=108.6818,=0.8867,=100.4599,=73.4964,=44.7147
2023-11-20,=7275.5271,=7881.4001,=2037693556674.0500,=1531955947448,=1035216445969.7300,=109.4952,=0.8934,=100.4599,=73.4894,=44.6935
2023-11-17,=7327.2240,=7937.4021,=2042868567694.1101,=1540612062976,=1042403763095.7100,=109.6558,=0.8952,=100.3637,=73.4693,=44.6935
2023-11-16,=7301.4788,=7909.5130,=2035308526396.7400,=1534841655410,=1038723079944.8098,=109.4076,=0.8942,=100.3254,=73.4491,=44.6935
2023-11-15,=7431.5114,=8050.3741,=2071511148623.9800,=1562591602119,=1057053979678.9399,=112.2692,=0.9155,=100.3060,=73.4251,=44.6935
2023-11-14,=7453.7816,=8074.4989,=2080678901609.9104,=1568077915237,=1060654898622.1801,=113.5457,=0.9261,=100.0648,=73.4010,=44.6935
2023-11-13,=7387.2238,=8002.3985,=2060796895317.7000,=1555742089954,=1051174522336.7600,=112.5175,=0.9182,=100.0648,=73.3865,=44.5743
2023-11-10,=7376.3065,=7990.5720,=2056069749064.2505,=1552194502918,=1049095218575.5304,=111.3947,=0.9123,=99.9654,=73.3719,=44.5743
2023-11-09,=7415.7497,=8033.2998,=2074185086042.2700,=1554930177652,=1053734664422.7500,=110.4811,=0.9073,=99.9426,=73.3552,=44.5743
2023-11-08,=7515.7978,=8141.6795,=2105591118078.4304,=1574761622050,=1068053550393.5100,=112.0456,=0.9150,=99.9004,=73.3384,=44.5743
2023-11-07,=7502.7948,=8127.5936,=2099235592743.1404,=1574088840660,=1066430077310.1200,=112.9465,=0.9208,=99.8622,=73.3202,=44.5743
2023-11-06,=7481.7293,=8104.7739,=2092787678343.9597,=1569779067031,=1063659269219.6600,=112.5054,=0.9188,=99.8622,=73.3019,=44.5688
2023-11-03,=7326.7619,=7936.9015,=2057545676667.6899,=1535901683367,=1041833811237.4398,=108.4350,=0.8952,=99.8234,=73.2289,=44.5688
2023-11-02,=7161.9791,=7758.3963,=2015893425986.7500,=1500772449676,=1018838489413.4000,=104.7432,=0.8539,=99.7264,=73.1558,=44.5688
2023-11-01,=7247.3502,=7850.8767,=2041092902006.2000,=1517833155153,=1030795374595.3298,=105.8897,=0.8695,=99.6784,=73.1495,=44.5688
2023-10-31,=7296.8478,=7904.4962,=2047691098684.3799,=1528456807258,=1037402901956.4100,=105.5464,=0.8615,=99.5989,=73.1432,=44.5688
2023-10-30,=7309.1741,=7917.8489,=2057138644411.2900,=1532191685520,=1028372764193.8101,=90.5833,=0.7198,=99.5989,=73.1377,=44.4423
2023-10-27,=6995.6312,=7578.1956,=1980054384774.2195,=1468819962062,=983111744675.2000,=87.2581,=0.6841,=99.5989,=73.1322,=44.4423
2023-10-26,=6832.0961,=7401.0421,=1935143284202.2805,=1438240363694,=959454165939.0898,=79.3980,=0.5616,=99.5989,=73.1075,=44.4423
2023-10-25,=6836.0022,=7405.2735,=1929156735131.5105,=1436427862272,=959433840140.0400,=80.0031,=0.5671,=99.5989,=73.0829,=44.4423
2023-10-24,=6818.5925,=7386.4140,=1926525835879.3799,=1430989876408,=956618327510.4000,=76.9605,=0.5479,=99.5989,=73.0791,=44.4423
2023-10-23,=6714.4033,=7273.5484,=1908576911791.2500,=1406722879862,=941884982906.3700,=75.1653,=0.5375,=99.6784,=73.0754,=44.3923
2023-10-20,=6870.9006,=7443.0781,=1949454528335.8899,=1438802801338,=963700073885.7900,=76.6939,=0.5470,=99.6784,=72.9843,=44.3923
2023-10-19,=6999.0938,=7581.9466,=1975165390919.9199,=1467504061008,=982090070613.7998,=79.4451,=0.5614,=99.6784,=72.8932,=44.3923
2023-10-18,=6946.1495,=7524.5933,=1953332365788.1299,=1458501218140,=974602687735.6500,=79.7725,=0.5619,=99.6784,=72.8869,=44.3923
2023-10-17,=7033.4943,=7619.2117,=1972254297729.7495,=1477206374965,=986915453039.2700,=81.7413,=0.5883,=99.6784,=72.8806,=44.3923
2023-10-16,=6959.1260,=7538.6503,=1950285809580.1399,=1463002392184,=976451095127.4698,=80.9185,=0.5750,=99.7264,=72.8504,=44.3741
2023-10-13,=7158.5469,=7754.6780,=2003448629093.5205,=1504812318746,=1004359588071.0402,=82.9974,=0.6024,=99.7264,=72.8202,=44.3741
2023-10-12,=7173.8707,=7771.2779,=2004591020593.4199,=1507705956615,=1006420570762.4399,=83.6027,=0.6139,=99.7264,=72.8173,=44.3741
2023-10-11,=7140.0602,=7734.6518,=1996544002570.8501,=1497515708924,=1001553031442.5699,=83.6501,=0.6145,=99.7264,=72.8144,=44.3741
2023-10-10,=7055.4431,=7642.9882,=1961093649552.6799,=1482866023319,=989276138729.0800,=82.8612,=0.6022,=99.7264,=72.8110,=44.3741
2023-10-09,=6985.3256,=7567.0317,=1945575716756.5901,=1469296743387,=979164335783.9100,=80.8658,=0.5768,=99.8234,=72.8076,=44.3215
2023-09-28,=6929.1540,=7506.1824,=1936887330904.0095,=1457543364479,=971601594764.2000,=80.5717,=0.5754,=99.8234,=72.7577,=44.3215
2023-09-27,=6849.1484,=7419.5142,=1909562527183.5500,=1440452108095,=959993540053.1400,=81.0745,=0.5790,=99.8234,=72.7078,=44.3215
2023-09-26,=6835.5773,=7404.8129,=1903423217414.4600,=1438452575926,=957975421125,=81.4791,=0.5856,=99.8234,=72.7078,=44.3215
2023-09-25,=6909.2839,=7483.9867,=1927082665864.6599,=1453894519296,=968085704949.4200,=81.5867,=0.5872,=99.8234,=72.7078,=44.3215
2023-09-22,=6973.6746,=7553.7333,=1942560874081.6011,=1467258404156,=977252964198.0702,=84.3460,=0.6289,=99.8622,=72.6972,=44.3132
2023-09-21,=6822.7857,=7390.2938,=1897348447405,=1437527383013,=956035864312.7198,=82.2736,=0.5934,=99.8622,=72.6866,=44.3132
2023-09-20,=6843.7449,=7412.9964,=1902697235666.9705,=1435573411999,=959151252432.5502,=83.4586,=0.6111,=99.8622,=72.6725,=44.3132
2023-09-19,=6942.8882,=7520.3863,=1928696017148.3401,=1456980197442,=972801430838.3101,=84.1643,=0.6247,=99.8622,=72.6583,=44.3132
2023-09-18,=6976.9641,=7557.2965,=1940312841434.6499,=1465054372523,=977622585449.5900,=84.7973,=0.6365,=99.8622,=72.6469,=44.3132
2023-09-15,=7073.8683,=7662.2610,=1975013939818.2800,=1483289683139,=991432719850.5002,=85.6000,=0.6492,=99.9004,=72.6354,=44.2678
2023-09-14,=6978.6385,=7559.1102,=1947421809809.4504,=1464967847690,=977909702886.2500,=83.4563,=0.6125,=99.9004,=72.6285,=44.2678
2023-09-13,=7080.4722,=7669.4143,=1971242008672.4299,=1486152243763,=992016039603.9800,=84.0338,=0.6222,=99.9004,=72.6215,=44.2678
2023-09-12,=7162.9024,=7758.7010,=1995377362573.7800,=1503511360766,=1003492623517.1302,=84.9799,=0.6411,=99.9004,=72.6118,=44.2678
2023-09-11,=7214.0773,=7814.1326,=2010694408141.2400,=1513918152182,=1010717241322.7798,=85.9874,=0.6538,=99.9004,=72.6021,=44.2678
2023-09-08,=7216.9577,=7817.2526,=2012285148741.7495,=1507724044477,=1011002802608.6200,=86.1887,=0.6586,=99.9426,=72.5499,=44.1918
2023-09-07,=7174.9591,=7771.7606,=2001100690959.3789,=1500027595109,=1005210412111.6998,=85.7012,=0.6501,=99.9426,=72.4978,=44.1918
2023-09-06,=7467.5620,=8088.7017,=2096665773454.3999,=1559146564507,=1046340255820.9800,=88.8685,=0.6975,=99.9426,=72.4870,=44.1918
2023-09-05,=7326.8265,=7936.2600,=2054096273655.1799,=1529469584292,=1025081086000.2100,=86.1941,=0.6606,=99.9426,=72.4763,=44.1918
2023-09-04,=7353.8554,=7965.5371,=2068513325479.4099,=1534971141475,=1028840870967.8198,=86.1941,=0.6612,=99.9426,=72.4443,=44.1918
2023-09-01,=7238.5635,=7840.6554,=2026840846108.4004,=1514592278644,=1012742599196.3900,=84.6943,=0.6375,=99.9654,=72.4123,=44.0590
2023-08-31,=7293.0992,=7899.7273,=2043946858773.7104,=1525490432719,=1020084229703.9301,=84.3815,=0.6340,=99.9654,=72.4002,=44.0590
2023-08-30,=7251.8853,=7855.0852,=2027697951038.8799,=1517536008210,=1006773019663.8300,=84.7174,=0.6388,=99.9654,=72.3882,=44.0590
2023-08-29,=7083.3558,=7672.5377,=1976265398917.7695,=1483597627089,=980683244085.2800,=82.5941,=0.6067,=99.9654,=72.3534,=44.0590
2023-08-28,=6837.1673,=7405.8717,=1905247300916.7605,=1435171244853,=941750236741.5958,=65.4265,=0.4070,=99.9654,=72.3187,=44.0590
2023-08-25,=6772.7337,=7336.0786,=1888676330674.2505,=1422634609704,=932278079659.7140,=59.7129,=0.3091,=100.0648,=72.3534,=44.0318
2023-08-24,=6930.3968,=7506.8559,=1929326106115.3596,=1456262955114,=952812424513.0404,=62.4079,=0.3453,=100.0648,=72.3882,=44.0318
2023-08-23,=6809.2217,=7375.6016,=1899581180696.9104,=1433028619757,=938890336635.7704,=60.0500,=0.3128,=100.0648,=72.4002,=44.0318
2023-08-22,=6966.5064,=7545.9690,=1940350270737.7600,=1463914366059,=960310509512.9139,=62.8249,=0.3532,=100.0648,=72.4123,=44.0318
2023-08-21,=6871.9566,=7443.5547,=1913510976641.6201,=1444533167068,=947380338911.6692,=61.8605,=0.3381,=100.0648,=72.4443,=44.0318
2023-08-18,=6952.5084,=7530.8067,=1933569638022.8000,=1461010750422,=958376260393.1388,=58.3459,=0.2953,=100.3060,=72.4763,=44.0221
2023-08-17,=7042.4951,=7628.2783,=1956325296677.1897,=1479320273314,=970557571721.8928,=59.6984,=0.3090,=100.3060,=72.4870,=44.0221
2023-08-16,=6988.9949,=7569.9947,=1941023420522.7104,=1470869084367,=963342525563.2164,=59.3520,=0.3082,=100.3060,=72.4978,=44.0221
2023-08-15,=7140.4164,=7734.0040,=1977026700988.1599,=1501679674768,=984039248250.3484,=62.4729,=0.3426,=100.3060,=72.5499,=44.0221
2023-08-14,=7299.6701,=7906.4965,=2010413875963.0601,=1533460406121,=1004447017437.0282,=61.5901,=0.3326,=100.3060,=72.6021,=44.0221
2023-08-11,=7358.8271,=7970.4462,=2018893711681.9600,=1541320975537,=1012337811384.8362,=62.5248,=0.3444,=100.3254,=72.6118,=43.9785
2023-08-10,=7532.3887,=8156.4682,=2066373901292.9705,=1575995724314,=1035410098591.2084,=64.0821,=0.3727,=100.3254,=72.6215,=43.9785
2023-08-09,=7505.8491,=8127.7297,=2060075716249.8799,=1570289817728,=1031622672453.7368,=63.7621,=0.3679,=100.3254,=72.6285,=43.9785
2023-08-08,=7582.3813,=8210.6028,=2081768755140.1399,=1585285197309,=1041928365337.7678,=64.1798,=0.3745,=100.3254,=72.6354,=43.9785
2023-08-07,=7612.4286,=8243.1396,=2087546855526.8799,=1591699859349,=1045996284107.7604,=64.0143,=0.3718,=100.3254,=72.6469,=43.9785
2023-08-04,=7666.0075,=8301.1576,=2108036250346.6799,=1599006160047,=1043791315471.6288,=65.0862,=0.3950,=100.3637,=72.6583,=43.9728
2023-08-03,=7711.5389,=8350.4614,=2115456019620.7800,=1607111670936,=1049927785982.0072,=65.0311,=0.3933,=100.3637,=72.6725,=43.9728
