date,bond_10y_2y_spread,zz500_std20,hs300_pb,consume_rsi14,hs300_pe,margin_5d_chg,zz500_atr14,zz500_pb,zz500_ma5,zz500_pb_quantile,hs300_atr14,hs300_erp,hs300_ma5,bond10_macd_bar,consume_pe,consume_pe_quantile,margin_total,north_net,m0环比增长,m1环比增长,kc50_pe_p80,chip_ma5,pmi_生产经营活动预期指数,gold_rsi14,社融增量(亿元),kc50_pe_quantile,chip_macd_dif,gold_ma5,chip_std20,north_20d_sum,chip_ma20_vol,gold_std20,chip_obv,chip_macd_bar,社融存量增速(近似),chip_pb,kc50_ma20_vol
2015-01-19,0.2724,0.0254392472722443,1.81,43.02360648955321,12.27,1.8085432678534683,0.0390255534030519,2.83,1.5163999999993003,,0.1257372192906961,4.674959250203749,3.53120000000384,,23.8852,0.4507389162561576,1098530965252.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-20,0.2775,0.0243744805437002,1.83,50.72248294982125,12.43,1.0784231936926236,0.0399522995885481,2.94,1.5199999999993006,,0.1251845607699321,4.573952292839904,3.5000000000038405,,24.5188,0.4704433497536945,1096759632702.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-21,0.2763,0.0276481066582714,1.93,56.77898200576394,13.08,0.4438455025086885,0.0399557067607947,3.01,1.5323999999993003,,0.1286713778577941,4.17805993883792,3.5014000000038408,,25.119,0.4794745484400657,1102541797259.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-22,0.2712,0.0305355170548289,1.93,58.26618515806221,13.11,-0.025944019,0.0392445848493094,3.05,1.5449999999993007,,0.1242662794393802,4.175665064836004,3.484000000003841,,25.1726,0.4811165845648604,1112908613558.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-23,0.2779,0.0318689159185154,1.94,55.33680311723571,13.14,0.0389157885217317,0.0391556859315016,3.02,1.5517999999993008,,0.1213186880508531,4.158350076103501,3.463600000003841,,24.9524,0.4778325123152709,1118839298823.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-26,0.2911,0.037312133439907,1.94,60.09061341349844,13.16,2.618426289822562,0.03928742265068,3.09,1.5787999999993008,,0.1167959246186493,4.164684194528875,3.523200000003841,,25.4134,0.4844006568144499,1127295188848.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-27,0.3068,0.0421152621011816,1.93,59.77915232552167,13.1,3.161969762742234,0.0389097496042029,3.1,1.5961999999993008,,0.1170962157173172,4.202687786259542,3.5584000000038416,,25.3631,0.4844006568144499,1131438840658.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-28,0.3434,0.0444112350860254,1.9,55.44622077900738,12.86,2.887819822718307,0.0380590532039027,3.08,1.6043999999993008,,0.1145179145946517,4.299349766718507,3.551200000003842,,25.1038,0.4802955665024631,1134381217834.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-29,0.3561,0.0433854272986269,1.87,51.69896028396763,12.66,2.128277944428514,0.0368405494036239,3.06,1.605399999999301,,0.111266634980748,4.402294154818326,3.535400000003842,,24.822,0.4753694581280788,1136594402122.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
2015-01-30,0.3466,0.0420271079411541,1.84,50.291147781975496,12.46,1.163151971305476,0.0363519387319365,3.03,1.6055999999993014,,0.1102475896249803,4.523782182985554,3.507600000003842,,24.7683,0.4753694581280788,1131853100183.0,,0.0462,0.0002,,,47.4,,20516.0,,,,,,,,,,,,
