日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PB等权,PB 分位点,PB 80%分位点值,PB 50%分位点值,PB 20%分位点值
2017-01-17,=8151.5778,=9308.1600,=1605275786764.7002,=1389646408344,=683082480074.7898,=3.2910,=0.3152,=4.6793,=3.5382,=3.0521
2017-01-16,=8064.4389,=9208.6600,=1586354474588.8000,=1371225829100,=675072758006.2501,=3.2647,=0.2968,=4.6793,=3.5392,=3.0521
2017-01-13,=8115.7347,=9267.2400,=1598758337011.2998,=1381665760121,=679626117562.9500,=3.3101,=0.3297,=4.6818,=3.5402,=3.0502
2017-01-12,=8178.5067,=9338.9100,=1611051925477.2004,=1391996167603,=684760751929.4401,=3.3473,=0.3626,=4.6818,=3.5414,=3.0502
2017-01-11,=8241.6601,=9411.0300,=1624322318955.1001,=1401855958695,=689391228282.3900,=3.3905,=0.4098,=4.6818,=3.5425,=3.0502
2017-01-10,=8336.0207,=9518.7800,=1638780719204,=1412636652518,=697122437362.5701,=3.4143,=0.4341,=4.6818,=3.5429,=3.0502
2017-01-09,=8334.4123,=9516.9400,=1638544000488.8999,=1412336968445,=696940013789.6499,=3.4261,=0.4458,=4.6818,=3.5432,=3.0502
2017-01-06,=8332.1852,=9514.4000,=1639708580364.1001,=1413341499418,=697326466676.0502,=3.4173,=0.4368,=4.6819,=3.5433,=3.0498
2017-01-05,=8350.8831,=9535.7500,=1640076042568.1001,=1412651692320,=698097223378.8101,=3.4218,=0.4419,=4.6819,=3.5435,=3.0498
2017-01-04,=8369.5168,=9557.0300,=1647540180662.2998,=1419341812077,=700523486554.9600,=3.4221,=0.4422,=4.6819,=3.5443,=3.0498
2017-01-03,=8208.5391,=9373.2100,=1610081988763.6001,=1383935334982,=685299817839.4399,=3.3872,=0.4068,=4.6819,=3.5451,=3.0498
2016-12-30,=8159.2000,=9316.8700,=1601392778600.1997,=1376088642474,=681433427958.6200,=3.3632,=0.3807,=4.6819,=3.5453,=3.0498
2016-12-29,=8074.3574,=9219.9900,=1582174447562.2000,=1358010946565,=673774788166.0300,=3.3416,=0.3595,=4.6839,=3.5455,=3.0479
2016-12-28,=8058.6458,=9202.0500,=1577341623299.5996,=1352796114572,=671897107435.7499,=3.3426,=0.3608,=4.6839,=3.5457,=3.0479
2016-12-27,=8108.0051,=9258.4100,=1587198070499.5005,=1361274416307,=676157309751.2900,=3.3624,=0.3780,=4.6839,=3.5458,=3.0479
2016-12-26,=8117.7881,=9269.5800,=1587703464010.5002,=1360608133128,=676710929213.9298,=3.3672,=0.3832,=4.6839,=3.5459,=3.0479
2016-12-23,=8075.8300,=9221.6700,=1577652326113.1001,=1351591557055,=672702411425.3601,=3.3452,=0.3630,=4.6839,=3.5459,=3.0479
2016-12-22,=8180.6935,=9341.4100,=1598766065578.8999,=1370984558600,=681505277609.2200,=3.3765,=0.3963,=4.6874,=3.5462,=3.0479
2016-12-21,=8207.3501,=9371.8500,=1605690116672.3003,=1376943233162,=684015694764.8101,=3.3834,=0.4009,=4.6874,=3.5466,=3.0479
2016-12-20,=8161.3406,=9319.3100,=1597185735890.4004,=1369626346412,=680147677556.9401,=3.3627,=0.3791,=4.6874,=3.5469,=3.0479
2016-12-19,=8233.7895,=9402.0400,=1610227947344.6997,=1380069755645,=685685913414.8500,=3.4018,=0.4206,=4.6874,=3.5473,=3.0479
2016-12-16,=8192.2388,=9354.5900,=1603855649363.3999,=1374742550561,=682845953406.4301,=3.3806,=0.3993,=4.6874,=3.5480,=3.0479
2016-12-15,=8165.0084,=9323.5000,=1598713878257.1001,=1371222066187,=680933249279.2899,=3.3702,=0.3874,=4.6885,=3.5486,=3.0478
2016-12-14,=8199.8279,=9363.2600,=1607024510983.7996,=1379634117720,=684198101518.0298,=3.3631,=0.3799,=4.6885,=3.5488,=3.0478
2016-12-13,=8269.7334,=9443.0800,=1619489969159.2002,=1389538346692,=689822672665.5000,=3.3831,=0.3994,=4.6885,=3.5490,=3.0478
2016-12-12,=8136.1055,=9290.5000,=1591716643099.8003,=1365656724065,=678405626380.2600,=3.3276,=0.3483,=4.6885,=3.5492,=3.0478
2016-12-09,=8366.0542,=9553.0700,=1966033096574.6003,=1671291380904,=838778474597.9801,=3.3594,=0.3772,=4.6885,=3.5495,=3.0478
2016-12-08,=8371.7165,=9559.5400,=1966464673539.8999,=1671610650132,=839381642581.4500,=3.3493,=0.3680,=4.6909,=3.5518,=3.0470
2016-12-07,=8352.5374,=9537.6400,=1955254292998,=1659617027308,=835754621487.5801,=3.3580,=0.3754,=4.6909,=3.5541,=3.0470
2016-12-06,=8259.2774,=9431.1500,=1938043748253.5000,=1645222219511,=826515533935.1700,=3.3246,=0.3479,=4.6909,=3.5547,=3.0470
2016-12-05,=8202.6341,=9366.4700,=1919021446752.3999,=1626944836014,=819084575120.2198,=3.3247,=0.3481,=4.6909,=3.5554,=3.0470
2016-12-02,=8303.4041,=9481.5300,=1937904855599.2000,=1646175818321,=830515767167.6700,=3.3412,=0.3605,=4.6909,=3.5572,=3.0470
2016-12-01,=8416.6589,=9610.8600,=1958827652260.1001,=1662931846090,=841015148537.7399,=3.3915,=0.4046,=4.6919,=3.5591,=3.0459
2016-11-30,=8377.1266,=9565.7200,=1949383855772.1001,=1655109298572,=836943121324.7200,=3.3759,=0.3926,=4.6919,=3.5601,=3.0459
2016-11-29,=8474.3293,=9676.7100,=1974178095153.8000,=1677253241602,=846980642664.9498,=3.4099,=0.4233,=4.6919,=3.5610,=3.0459
2016-11-28,=8325.4689,=9506.7300,=1946096867109.6001,=1649417457081,=831293729455.5701,=3.3977,=0.4119,=4.6919,=3.5613,=3.0459
2016-11-25,=8330.7166,=9512.7200,=1945026906147.2000,=1648364633260,=831445756952.2198,=3.3978,=0.4121,=4.6919,=3.5616,=3.0459
2016-11-24,=8318.1864,=9498.4100,=1942107631649.8997,=1646195282291,=830484417528.5802,=3.3886,=0.4023,=4.6939,=3.5617,=3.0448
2016-11-23,=8231.1500,=9399.0300,=1926431620334.3999,=1630750756724,=820910128282.2601,=3.3759,=0.3931,=4.6939,=3.5618,=3.0448
2016-11-22,=8198.6119,=9361.8700,=1917151783374.3000,=1620988787260,=817369969783.7900,=3.3777,=0.3950,=4.6939,=3.5621,=3.0448
2016-11-21,=8187.9565,=9349.7000,=1915262664215,=1619975775428,=816407176322.6000,=3.3641,=0.3802,=4.6939,=3.5625,=3.0448
2016-11-18,=8210.3795,=9375.3100,=1919530190899,=1624032469090,=818959063453.5397,=3.3620,=0.3787,=4.6939,=3.5625,=3.0448
2016-11-17,=8246.6964,=9416.7800,=1927220698113.9004,=1631065890272,=822636084263.5498,=3.3761,=0.3934,=4.6941,=3.5626,=3.0441
2016-11-16,=8255.4775,=9426.8100,=1931909448360.5000,=1634725009211,=823915935269.0400,=3.3807,=0.3959,=4.6941,=3.5626,=3.0441
2016-11-15,=8283.2873,=9458.5600,=1938654445918.5996,=1640600070547,=826613664090.2600,=3.3898,=0.4011,=4.6941,=3.5627,=3.0441
2016-11-14,=8216.0818,=9381.8200,=1922487313217.4004,=1626828248485,=819638866797.0602,=3.3686,=0.3857,=4.6941,=3.5629,=3.0441
2016-11-11,=8260.7178,=9432.7900,=1933631908121,=1638022637009,=824905646149.4800,=3.3705,=0.3870,=4.6941,=3.5630,=3.0441
2016-11-10,=8269.0295,=9442.2800,=1939647417444.5000,=1644415407356,=826662446913.3500,=3.3665,=0.3822,=4.6955,=3.5635,=3.0434
2016-11-09,=8187.1873,=9348.8300,=1921508052042.8999,=1629304489628,=818721260299.8999,=3.3294,=0.3522,=4.6955,=3.5640,=3.0434
2016-11-08,=8255.1864,=9426.4700,=1938303248765.3997,=1643069607400,=825679465972.7399,=3.3573,=0.3765,=4.6955,=3.5651,=3.0434
2016-11-07,=8193.9470,=9356.5500,=1920835741727.3003,=1627418507460,=819005212135.2898,=3.3327,=0.3559,=4.6955,=3.5662,=3.0434
2016-11-04,=8202.9130,=9366.7800,=1922845433458.3000,=1628795066348,=819667187633.1301,=3.3382,=0.3606,=4.6955,=3.5675,=3.0434
2016-11-03,=8234.6251,=9403,=1931964408115.3999,=1636907163335,=822424723628.5499,=3.3534,=0.3726,=4.6958,=3.5687,=3.0417
2016-11-02,=8215.9042,=9381.6200,=1928129099057.1001,=1633749463803,=820763182287.6200,=3.3415,=0.3633,=4.6958,=3.5693,=3.0417
2016-11-01,=8280.8627,=9455.7900,=1943444032850.8997,=1646780561004,=827133177531.3799,=3.3703,=0.3843,=4.6958,=3.5698,=3.0417
2016-10-31,=8220.7442,=9387.1400,=1931119127839.0991,=1636816941791,=821932877693.0100,=3.3377,=0.3609,=4.6958,=3.5701,=3.0417
2016-10-28,=8211.3073,=9376.3700,=1927491997287.3000,=1633782885741,=820159669168.6801,=3.3656,=0.3796,=4.6958,=3.5704,=3.0417
2016-10-27,=8244.4789,=9414.2500,=1932003480607.3999,=1638196159168,=823135847262.9102,=3.4048,=0.4108,=4.7052,=3.5716,=3.0402
2016-10-26,=8281.7328,=9456.7900,=1940165398098.3999,=1644647619482,=824916149184.9099,=3.4369,=0.4358,=4.7052,=3.5728,=3.0402
2016-10-25,=8185.0813,=9346.4200,=1922556087400.3999,=1627580904589,=814871418243.9397,=3.4231,=0.4282,=4.7052,=3.5730,=3.0402
2016-10-24,=8113.0915,=9264.2200,=1902691046748.1997,=1609319947386,=806557158285.5598,=3.3961,=0.4042,=4.7052,=3.5732,=3.0402
2016-10-21,=8010.9176,=9147.5500,=1884245165705.5000,=1592544248087,=795574918171.1698,=3.3728,=0.3864,=4.7052,=3.5734,=3.0402
2016-10-20,=8041.7800,=9182.7900,=1892129940921.3000,=1563867966811,=798736210229.6200,=3.3923,=0.4012,=4.7058,=3.5736,=3.0378
2016-10-19,=8063.5599,=9207.6600,=1897408674417.3999,=1568111741228,=801049407488.0992,=3.4042,=0.4094,=4.7058,=3.5744,=3.0378
2016-10-18,=8073.5689,=9219.0900,=1899557647331.3999,=1569576532501,=802205440876.5381,=3.4077,=0.4119,=4.7058,=3.5753,=3.0378
2016-10-17,=7964.5102,=9094.5600,=1872901136201.3003,=1547466626407,=790496139838.3894,=3.3606,=0.3793,=4.7058,=3.5764,=3.0378
2016-10-14,=8011.1928,=9147.8600,=1884978785035.5000,=1556785559140,=795208620659.5906,=3.3855,=0.3948,=4.7058,=3.5774,=3.0378
2016-10-13,=7995.6448,=9130.1100,=1880170655627.3000,=1553572403371,=793445059336.8866,=3.3883,=0.3962,=4.7059,=3.5777,=3.0376
2016-10-12,=8013.0083,=9149.9300,=1884509791663,=1558395364723,=795435537356.5796,=3.3900,=0.3975,=4.7059,=3.5779,=3.0376
2016-10-11,=8029.4018,=9168.6500,=1889617520879.8999,=1563104267105,=797594427983.1896,=3.3917,=0.3983,=4.7059,=3.5789,=3.0376
2016-10-10,=8002.3979,=9137.8200,=1880779337241.3999,=1554642228344,=793749322502.5439,=3.3834,=0.3940,=4.7059,=3.5799,=3.0376
2016-09-30,=7875.2949,=8992.6800,=1850122205881.7000,=1529639059800,=781281767081.8071,=3.3286,=0.3562,=4.7059,=3.5800,=3.0376
2016-09-29,=7807.5215,=8915.2900,=1830797710075.4004,=1512086898563,=773744762082.3173,=3.3107,=0.3428,=4.7091,=3.5801,=3.0373
2016-09-28,=7774.0843,=8877.1100,=1822051069675.3999,=1503611260759,=770332951963.2479,=3.3031,=0.3396,=4.7091,=3.5810,=3.0373
2016-09-27,=7795.8886,=8902.0100,=1828633224910.1001,=1509576183100,=772915800629.1305,=3.3113,=0.3443,=4.7091,=3.5820,=3.0373
2016-09-26,=7752.4631,=8852.4200,=1818313230688.2000,=1500406845394,=768567699856.6650,=3.2939,=0.3286,=4.7091,=3.5825,=3.0373
2016-09-23,=7928.9369,=9043.2900,=1862670370115.2000,=1537482596521,=786039100564.5260,=3.3590,=0.3771,=4.7091,=3.5831,=3.0373
2016-09-22,=7939.7488,=9055.6200,=1865023128799.8000,=1539318604111,=786861427123.5217,=3.3672,=0.3808,=4.7104,=3.5834,=3.0351
2016-09-21,=7877.5960,=8984.7400,=1849501738241.3000,=1525357880497,=780753640657.2968,=3.3482,=0.3702,=4.7104,=3.5837,=3.0351
2016-09-20,=7885.6237,=8993.8900,=1852052079965.2000,=1526952855367,=781756968266.2297,=3.3505,=0.3721,=4.7104,=3.5840,=3.0351
2016-09-19,=7889.8253,=8998.6800,=1856353851633.3999,=1532009704871,=783237913252.8407,=3.3478,=0.3694,=4.7104,=3.5843,=3.0351
2016-09-14,=7828.3526,=8928.5700,=1842233959219.8999,=1520966254330,=777686913328.1279,=3.3156,=0.3463,=4.7104,=3.5858,=3.0351
2016-09-13,=7844.3467,=8946.8100,=1846129246482.3000,=1524430937225,=779117537860.4117,=3.3231,=0.3533,=4.7128,=3.5873,=3.0350
2016-09-12,=7827.6644,=8927.7900,=1842129274462.6997,=1520362613861,=777135365541.7974,=3.3190,=0.3489,=4.7128,=3.5878,=3.0350
2016-09-09,=8028.0427,=9156.3300,=1887843118117.5996,=1558778949670,=796533039776.4504,=3.4095,=0.4080,=4.7128,=3.5883,=3.0350
2016-09-08,=8085.4457,=9221.8000,=1900795249528.7000,=1569445850952,=802066677614.1914,=3.4381,=0.4277,=4.7128,=3.5886,=3.0350
2016-09-07,=8093.7243,=9231.2400,=1900260238142.0991,=1567710049646,=802931805304.5625,=3.4337,=0.4251,=4.7128,=3.5889,=3.0350
2016-09-06,=8141.5315,=9285.7700,=1913429027057.5000,=1579294415993,=808105924067.0298,=3.4449,=0.4299,=4.7189,=3.5897,=3.0334
2016-09-05,=8062.3673,=9195.4800,=1895884065806.5000,=1564962874810,=800265002272.6030,=3.4104,=0.4095,=4.7189,=3.5904,=3.0334
2016-09-02,=8041.3104,=9171.4600,=1888679542213,=1559033802471,=797950223890.5236,=3.3965,=0.3994,=4.7189,=3.5913,=3.0334
2016-09-01,=8076.9713,=9212.1300,=1896823029114.3000,=1566623215060,=801990032894.6907,=3.3948,=0.3974,=4.7189,=3.5923,=3.0334
2016-08-31,=8140.4499,=9284.5300,=1910293242780.5996,=1577644444952,=808183353960.6342,=3.4155,=0.4125,=4.7189,=3.5932,=3.0334
2016-08-30,=8112.1596,=9252.2700,=1901094543585.5000,=1568715449055,=805284003696.6500,=3.4189,=0.4145,=4.7193,=3.5942,=3.0314
2016-08-29,=8115.4070,=9255.9700,=1902952514419.7004,=1570406586895,=805461746487.7029,=3.4282,=0.4227,=4.7193,=3.5943,=3.0314
2016-08-26,=8149.8949,=9295.3000,=1903879063300.8997,=1570770391061,=808350250595.7046,=3.4454,=0.4282,=4.7193,=3.5943,=3.0314
2016-08-25,=8153.9713,=9299.9500,=1906487509763.2000,=1572946418940,=809224653924.9503,=3.4493,=0.4296,=4.7193,=3.5948,=3.0314
2016-08-24,=8203.5458,=9356.5000,=1918388692789.5000,=1582816539446,=810786227836.8408,=3.4773,=0.4407,=4.7193,=3.5952,=3.0314
2016-08-23,=8233.4756,=9390.6300,=1921984330265.2004,=1589011483498,=813889335562.4218,=3.5108,=0.4571,=4.7281,=3.5955,=3.0296
2016-08-22,=8229.2792,=9385.8500,=1920553234018.5000,=1588481779582,=813401232482.4701,=3.5231,=0.4631,=4.7281,=3.5958,=3.0296
2016-08-19,=8231.5083,=9388.3900,=1920975209069.5000,=1587240698315,=813160982959.6066,=3.5451,=0.4744,=4.7281,=3.5962,=3.0296
2016-08-18,=8252.7230,=9412.2200,=1924317454686.8003,=1590912103569,=815158196780.0807,=3.5432,=0.4735,=4.7281,=3.5965,=3.0296
2016-08-17,=8314.4011,=9482.5600,=1936772102756.5000,=1601620121210,=820806466296.7753,=3.5625,=0.4824,=4.7281,=3.5967,=3.0296
2016-08-16,=8309.5749,=9477.0600,=1936347513785.2000,=1601784111759,=820861641069.4552,=3.5616,=0.4815,=4.7286,=3.5969,=3.0292
2016-08-15,=8342.1798,=9514.2400,=1949830762295.6997,=1616032626962,=823313368084.0790,=3.5627,=0.4830,=4.7286,=3.5974,=3.0292
2016-08-12,=8202.9896,=9355.5000,=1920406079510.8999,=1591653153079,=810420834302.0486,=3.4989,=0.4538,=4.7286,=3.5980,=3.0292
2016-08-11,=8152.9203,=9291.7100,=1908395575410.7000,=1582761598052,=805995204300.5242,=3.4615,=0.4372,=4.7286,=3.6014,=3.0292
2016-08-10,=8183.4693,=9326.5300,=1912830364689.8000,=1584780753889,=808089515143.1660,=3.4964,=0.4531,=4.7286,=3.6048,=3.0292
2016-08-09,=8257.1134,=9410.4600,=1928528852110.6997,=1597908401452,=815137761484.8829,=3.5265,=0.4655,=4.7296,=3.6055,=3.0291
2016-08-08,=8165.5284,=9306.0800,=1899142226789,=1576844815298,=804913099039.0862,=3.5270,=0.4658,=4.7296,=3.6063,=3.0291
2016-08-05,=8106.9938,=9239.3700,=1885430331697.2000,=1565112610358,=799380796044.1920,=3.4902,=0.4493,=4.7296,=3.6068,=3.0291
2016-08-04,=8115.2777,=9248.8100,=1888671756173.2996,=1568531466678,=800007724778.2279,=3.4934,=0.4513,=4.7296,=3.6074,=3.0291
2016-08-03,=8124.0304,=9258.7900,=1891625489596,=1571108668045,=801049336448.3370,=3.4942,=0.4515,=4.7296,=3.6088,=3.0291
2016-08-02,=8091.2259,=9221.4000,=1885116819293.1001,=1565104917757,=797924599958.4869,=3.4764,=0.4437,=4.7303,=3.6101,=3.0270
2016-08-01,=8085.6754,=9215.0700,=1882940299739,=1564177342549,=795171204654.7544,=3.4509,=0.4340,=4.7303,=3.6109,=3.0270
2016-07-29,=8237.7290,=9388.3700,=1920005243124.5000,=1596390343071,=810584253863.1030,=3.5244,=0.4628,=4.7303,=3.6117,=3.0270
2016-07-28,=8252.6115,=9405.3300,=1922694315028.5000,=1599546092615,=812546155973.8820,=3.5321,=0.4666,=4.7303,=3.6120,=3.0270
2016-07-27,=8143.0080,=9280.4100,=1898735488401.2000,=1579926810152,=801849779890.0057,=3.5059,=0.4563,=4.7303,=3.6123,=3.0270
2016-07-26,=8331.0580,=9494.7300,=1941798265617.1001,=1613492150264,=819504192276.9440,=3.6063,=0.4974,=4.7347,=3.6123,=3.0253
2016-07-25,=8156.1053,=9295.3400,=1902499955220.6001,=1579152077190,=801671100547.1971,=3.5473,=0.4738,=4.7347,=3.6123,=3.0253
2016-07-22,=8130.8729,=9248.5300,=1896748271422.1001,=1573287793576,=798340831407.6146,=3.5353,=0.4671,=4.7347,=3.6132,=3.0253
2016-07-21,=8277.1330,=9414.4200,=1931908310789.3999,=1602348642034,=812897119038.4570,=3.5873,=0.4895,=4.7347,=3.6141,=3.0253
2016-07-20,=8227.5615,=9356.8700,=1916985930373.5000,=1588983748733,=807166404895.4263,=3.5779,=0.4857,=4.7347,=3.6145,=3.0253
2016-07-19,=8223.4507,=9352.2000,=1915406861767.8000,=1587125423045,=806383330925.7428,=3.5728,=0.4831,=4.7348,=3.6149,=3.0251
2016-07-18,=8349.0427,=9490.5100,=1946964778754.2000,=1615329791978,=819533818689.4006,=3.5958,=0.4933,=4.7348,=3.6156,=3.0251
2016-07-15,=8394.5942,=9542.2900,=1957472549846.8999,=1624756095436,=824243450296.4373,=3.6149,=0.4994,=4.7348,=3.6163,=3.0251
2016-07-14,=8390.8114,=9537.4200,=1955769842414.5000,=1623272699247,=824244731549.2542,=3.6074,=0.4962,=4.7348,=3.6164,=3.0251
2016-07-13,=8402.8124,=9551.0600,=1960440291003,=1626729872619,=824922929469.4591,=3.6183,=0.5018,=4.7348,=3.6164,=3.0251
2016-07-12,=8475.9024,=9634.1400,=1981228265453.1001,=1646216092921,=833331759718.1904,=3.6290,=0.5056,=4.7355,=3.6164,=3.0234
2016-07-11,=8269.8161,=9398.6000,=1935099644524.5000,=1606643394925,=812122216096.2954,=3.5591,=0.4789,=4.7355,=3.6163,=3.0234
2016-07-08,=8140.2748,=9251.3800,=1902928989008.7004,=1578928110347,=799462657912.0814,=3.5210,=0.4651,=4.7355,=3.6164,=3.0234
2016-07-07,=8188.3193,=9303.4500,=1916941368644.3999,=1591267344783,=805542858200.3475,=3.5402,=0.4718,=4.7355,=3.6164,=3.0234
2016-07-06,=8166.9409,=9278.3600,=1916129422471.5005,=1590776455418,=803398567685.0869,=3.5382,=0.4715,=4.7355,=3.6165,=3.0234
2016-07-05,=7912.1347,=8988.8800,=1847767891349.2000,=1531090303626,=777088573593.3995,=3.4567,=0.4424,=4.7386,=3.6165,=3.0226
2016-07-04,=7875.7667,=8947.2700,=1835635521247.6001,=1519130957306,=772417391738.9108,=3.4455,=0.4380,=4.7386,=3.6167,=3.0226
2016-07-01,=7773.5296,=8831.1300,=1808539233404.6001,=1496001492184,=761731513640.7047,=3.3918,=0.4053,=4.7386,=3.6169,=3.0226
2016-06-30,=7788.8246,=8828.5100,=1817465796316.8000,=1504151527585,=764085907695.2155,=3.3953,=0.4073,=4.7386,=3.6178,=3.0226
2016-06-29,=7744.0946,=8776.8000,=1804931207725.3000,=1493591668877,=757317623808.4126,=3.3760,=0.3987,=4.7386,=3.6188,=3.0226
2016-06-28,=7751.6992,=8785.4100,=1808338365773.6001,=1487176851928,=757661102968.3152,=3.3769,=0.3989,=4.7430,=3.6195,=3.0213
2016-06-27,=7729.5466,=8752.8000,=1803812681850.6997,=1483992942736,=755323803162.0779,=3.3551,=0.3838,=4.7430,=3.6202,=3.0213
2016-06-24,=7536.3883,=8531.9500,=1746940454135.7998,=1440671732720,=734859990604.6012,=3.3010,=0.3493,=4.7430,=3.6205,=3.0213
2016-06-23,=7646.2306,=8654.9800,=1771622678046.1001,=1460193276715,=745155768791.1152,=3.3439,=0.3784,=4.7430,=3.6207,=3.0213
2016-06-22,=7707.8779,=8724.7600,=1780741656702.3003,=1472093682730,=751230588206.8630,=3.3945,=0.4052,=4.7430,=3.6208,=3.0213
2016-06-21,=7642.8328,=8651.1300,=1763251638589.6001,=1457318626674,=744527558103.2228,=3.3592,=0.3865,=4.7483,=3.6209,=3.0208
2016-06-20,=7725.5681,=8744.7900,=1783072595792.3000,=1473132080483,=752292180418.0505,=3.3983,=0.4075,=4.7483,=3.6229,=3.0208
2016-06-17,=7755.2288,=8776.1600,=1791272977540.8999,=1477440827155,=755059007594.4321,=3.3979,=0.4071,=4.7483,=3.6249,=3.0208
2016-06-16,=7650.8246,=8645.2300,=1766894605373.7998,=1455575301534,=744977804492.6185,=3.3625,=0.3878,=4.7483,=3.6265,=3.0208
2016-06-15,=7700.0666,=8697.2900,=1776676578696.2002,=1465322237877,=749613394234.9928,=3.3791,=0.3981,=4.7483,=3.6280,=3.0208
2016-06-14,=7553.5603,=8531.8100,=1743633923765.8999,=1438024811316,=735961839700.3213,=3.3025,=0.3521,=4.7494,=3.6303,=3.0206
2016-06-13,=7451.9758,=8417.0700,=1718926579339.6001,=1416245503677,=725437307331.8561,=3.2714,=0.3268,=4.7494,=3.6325,=3.0206
2016-06-08,=7657.9364,=8649.7100,=1858716868338,=1492686772372,=764725276018.0518,=3.3641,=0.3881,=4.7494,=3.6329,=3.0206
2016-06-07,=7750.8811,=8754.6900,=1883078585826.4995,=1512498776108,=773906656706.1168,=3.4070,=0.4097,=4.7494,=3.6333,=3.0206
2016-06-06,=7720.4555,=8720.3200,=1876744342087.2000,=1506516583641,=770670572351.5482,=3.4044,=0.4088,=4.7494,=3.6334,=3.0206
2016-06-03,=7767.7003,=8773.6900,=1889515506768.3000,=1518334333018,=776136706312.5996,=3.4154,=0.4162,=4.7502,=3.6334,=3.0205
2016-06-02,=7571.5350,=8548.6100,=1838081322210,=1473315132233,=754891778977.9893,=3.3575,=0.3873,=4.7502,=3.6342,=3.0205
2016-06-01,=7530.6859,=8502.4900,=1827536286993.7000,=1463940634949,=750468798106.8739,=3.3410,=0.3774,=4.7502,=3.6349,=3.0205
2016-05-31,=7515.0945,=8484.8800,=1824859526399.6001,=1462445078851,=749131545512.3795,=3.3376,=0.3752,=4.7502,=3.6351,=3.0205
2016-05-30,=7277.3464,=8210.1200,=1766557256980.8999,=1415368223359,=725380348704.5571,=3.2214,=0.3045,=4.7502,=3.6353,=3.0205
2016-05-27,=7297.3524,=8231.2000,=1769261824719.2998,=1415846047078,=726381885353.9178,=3.2441,=0.3107,=4.7502,=3.6355,=3.0203
2016-05-26,=7305.6463,=8240.5600,=1770100315935.9998,=1417419096490,=726683318573.0359,=3.2450,=0.3115,=4.7502,=3.6356,=3.0203
2016-05-25,=7325.4962,=8262.9500,=1774229000273.6001,=1420418989196,=727685483609.3448,=3.2560,=0.3152,=4.7502,=3.6363,=3.0203
2016-05-24,=7392.8823,=8338.9600,=1781851015326.1001,=1432217877983,=734170265341.9592,=3.2940,=0.3423,=4.7502,=3.6370,=3.0203
2016-05-23,=7478.1324,=8435.1200,=1804297143262.3999,=1448735797595,=742318271337.9642,=3.3349,=0.3706,=4.7502,=3.6377,=3.0203
2016-05-20,=7409.0260,=8355.5100,=1786831224718.2996,=1434769083263,=735301236677.6322,=3.2970,=0.3487,=4.7506,=3.6385,=3.0198
2016-05-19,=7350.9055,=8289.9600,=1772095505236.7004,=1420650278870,=728956479025.3335,=3.2764,=0.3321,=4.7506,=3.6389,=3.0198
2016-05-18,=7372.1184,=8313.4600,=1777022322105.3999,=1424634719269,=731010043605.5529,=3.2871,=0.3389,=4.7506,=3.6394,=3.0198
2016-05-17,=7507.7488,=8466.1300,=1810843373497.3003,=1451147323030,=744787513809.3270,=3.3565,=0.3823,=4.7506,=3.6397,=3.0198
2016-05-16,=7596.8445,=8565.5900,=1830982889482.6011,=1468480978041,=753396801841.6283,=3.4087,=0.4071,=4.7506,=3.6401,=3.0198
2016-05-13,=7474.7904,=8427.9700,=1805376239246.4004,=1447852627073,=741662633052.0702,=3.3502,=0.3797,=4.7508,=3.6401,=3.0185
2016-05-12,=7536.6427,=8497.7100,=1819870485308.8999,=1459030627447,=748107674922.6433,=3.3707,=0.3884,=4.7508,=3.6402,=3.0185
2016-05-11,=7579.8394,=8546.4200,=1828835288724.7996,=1466404962783,=752261471143.8711,=3.3987,=0.4018,=4.7508,=3.6409,=3.0185
2016-05-10,=7393.9829,=8335.5400,=1781435209589.4993,=1431177206214,=733975585301.9351,=3.2949,=0.3444,=4.7508,=3.6416,=3.0185
