日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率等权,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2018-09-06,=10373.0400,=12285,=2317203001534.0996,=2178765293157,=978108650556.0220,=0.0166,=0.9879,=0.0140,=0.0107,=0.0056
2018-09-05,=10614.5700,=12571.0600,=2368557782333.2998,=2227254675508,=1000530570089.6414,=0.0163,=0.9857,=0.0140,=0.0107,=0.0056
2018-09-04,=10810.7100,=12803.3500,=2411064301379.2002,=2267628359752,=1020347217713.3459,=0.0160,=0.9794,=0.0140,=0.0107,=0.0056
2018-09-03,=10707.6300,=12681.2700,=2385144215567.0996,=2242148441256,=1009926506611.8334,=0.0162,=0.9839,=0.0140,=0.0107,=0.0056
2018-08-31,=10730.6800,=12708.5700,=2384409382888.2998,=2241050333779,=1010295300274.2312,=0.0162,=0.9852,=0.0140,=0.0107,=0.0056
2018-08-30,=10978.8500,=13002.4800,=2435787054591.2002,=2291902926719,=1036066679762.0554,=0.0160,=0.9798,=0.0140,=0.0107,=0.0056
2018-08-29,=11073.8900,=13115.0400,=2454261626489.9004,=2310134336366,=1045015986539.9552,=0.0159,=0.9776,=0.0140,=0.0107,=0.0056
2018-08-28,=11116.3000,=13165.2700,=2456156324692.5996,=2310780586831,=1046864615280.4216,=0.0157,=0.9708,=0.0140,=0.0107,=0.0056
2018-08-27,=11191.0600,=13253.8000,=2474132377196.6001,=2328065211115,=1054377019802.2950,=0.0157,=0.9704,=0.0140,=0.0107,=0.0056
2018-08-24,=10804.3700,=12795.8400,=2384467927655.5000,=2243265332606,=1017261800273.8944,=0.0162,=0.9856,=0.0140,=0.0107,=0.0056
2018-08-23,=10923.6600,=12937.1200,=2414589867699.5000,=2272358118091,=1028949215718.5966,=0.0161,=0.9829,=0.0140,=0.0107,=0.0056
2018-08-22,=10860.1300,=12861.8800,=2400252264278,=2259474633007,=1023524688846.5248,=0.0162,=0.9852,=0.0140,=0.0107,=0.0056
2018-08-21,=10954.5100,=12973.6600,=2421745567583.4004,=2279296876878,=1031978546926.9012,=0.0161,=0.9834,=0.0140,=0.0107,=0.0056
2018-08-20,=10569.4700,=12517.6400,=2335674000158.8999,=2197470856361,=994401857027.8951,=0.0165,=0.9869,=0.0140,=0.0107,=0.0056
2018-08-17,=10473.1400,=12403.5600,=2311044841893,=2171891290788,=985514528884.7328,=0.0165,=0.9874,=0.0140,=0.0107,=0.0056
2018-08-16,=10661.0700,=12623.8500,=2354065979058.9004,=2212829930746,=1004004047279.1836,=0.0162,=0.9865,=0.0140,=0.0107,=0.0056
2018-08-15,=10903.9000,=12910.5200,=2411561006586.6997,=2265696062371,=1019825751484.5480,=0.0157,=0.9748,=0.0140,=0.0107,=0.0056
2018-08-14,=11225.4400,=13291.2300,=2479069420992,=2328711786682,=1049489600478.8394,=0.0154,=0.9477,=0.0140,=0.0107,=0.0056
2018-08-13,=11221,=13285.9800,=2475206139343.3003,=2325226143356,=1049332695371.1052,=0.0154,=0.9522,=0.0140,=0.0107,=0.0056
2018-08-10,=11342.3300,=13429.6300,=2502534547192.2998,=2350851443120,=1060412968342.8420,=0.0153,=0.9404,=0.0140,=0.0107,=0.0056
2018-08-09,=11303.9200,=13384.1500,=2499057675292.7998,=2348566229967,=1058406516033.0114,=0.0153,=0.9454,=0.0140,=0.0107,=0.0056
2018-08-08,=10984.4000,=13005.8300,=2431823506649.7002,=2285182927324,=1029316279480.9006,=0.0157,=0.9729,=0.0140,=0.0107,=0.0056
2018-08-07,=11222.4800,=13287.7300,=2484722372887.6997,=2334176069086,=1049984823802.6450,=0.0155,=0.9575,=0.0140,=0.0106,=0.0056
2018-08-06,=10930.0236,=12941.4500,=2422156998986.2002,=2274921017596,=1023076318002.3210,=0.0159,=0.9806,=0.0140,=0.0106,=0.0056
2018-08-03,=11181.1062,=13238.7400,=2482223765863.9004,=2328376528924,=1044328843816.2170,=0.0154,=0.9543,=0.0140,=0.0106,=0.0056
2018-08-02,=11421.1829,=13520.8600,=2540424753737.2002,=2383796883177,=1066837635299.2500,=0.0151,=0.9308,=0.0140,=0.0106,=0.0056
2018-08-01,=11719.3291,=13873.8200,=2605920566354.4004,=2445400374611,=1094667409951.7202,=0.0148,=0.9067,=0.0140,=0.0106,=0.0056
2018-07-31,=11951.9136,=14149.1600,=2655415212553.8999,=2492447052049,=1115742453479.4592,=0.0145,=0.8836,=0.0140,=0.0106,=0.0056
2018-07-30,=11944.2209,=14140.0600,=2649887837468.3003,=2486743972324,=1112976828952.2808,=0.0144,=0.8786,=0.0140,=0.0106,=0.0056
2018-07-27,=12155.3197,=14389.9600,=2704439867413.2998,=2539802018500,=1134652867349.6108,=0.0142,=0.8350,=0.0140,=0.0106,=0.0056
2018-07-26,=12088.8326,=14311.2500,=2688250334561.2988,=2522916123937,=1128746427525.1462,=0.0142,=0.8399,=0.0140,=0.0106,=0.0056
2018-07-25,=12240.6408,=14490.0900,=2720691430151.8999,=2554361730329,=1142818853776.4033,=0.0141,=0.8230,=0.0140,=0.0106,=0.0056
2018-07-24,=12292.8233,=14551.8600,=2730474177573.2002,=2563114295401,=1147581596500.5730,=0.0140,=0.8084,=0.0140,=0.0106,=0.0056
2018-07-23,=12000.6999,=14206.0500,=2669640942269.2998,=2505210343944,=1121891703324.3420,=0.0144,=0.8787,=0.0140,=0.0106,=0.0056
2018-07-20,=12106.1400,=14328.7600,=2698916384375.5996,=2534910367512,=1132140091958.6721,=0.0144,=0.8682,=0.0140,=0.0106,=0.0056
2018-07-19,=12054.8606,=14268.0700,=2690449929948.6001,=2527141842980,=1127997217737.0439,=0.0144,=0.8750,=0.0140,=0.0106,=0.0056
2018-07-18,=12131.2568,=14358.4900,=2700016556782.3003,=2535613725933,=1133211496674.9685,=0.0143,=0.8518,=0.0140,=0.0106,=0.0056
2018-07-17,=12239.7728,=14486.3800,=2722509649093.7998,=2557564085965,=1142783712364.0691,=0.0142,=0.8335,=0.0140,=0.0106,=0.0056
2018-07-16,=12397.0670,=14672.5500,=2758437503001.8999,=2592748322815,=1158765297610.5425,=0.0141,=0.8152,=0.0140,=0.0106,=0.0056
2018-07-13,=12405.7014,=14669.4000,=2752727469740.7002,=2587562245869,=1157240499776.5171,=0.0140,=0.8106,=0.0140,=0.0106,=0.0056
2018-07-12,=12181.0620,=14397.2900,=2704432257182.8999,=2542091880901,=1137669874716.6436,=0.0143,=0.8547,=0.0140,=0.0106,=0.0056
2018-07-11,=11885.1286,=14044.9700,=2638484622776.7998,=2479674844029,=1110219942312.4148,=0.0146,=0.8947,=0.0139,=0.0106,=0.0056
2018-07-10,=12041.8437,=14226.8800,=2670306209112,=2510765136878,=1123782354635.3608,=0.0144,=0.8801,=0.0139,=0.0106,=0.0056
2018-07-09,=12046.5597,=14232.4600,=2672067096931.5005,=2513625449056,=1124605929367.1560,=0.0144,=0.8796,=0.0139,=0.0106,=0.0056
2018-07-06,=11693.5884,=13815.4400,=2596825265211.1001,=2444113224549,=1094167175923.2688,=0.0148,=0.9105,=0.0139,=0.0106,=0.0056
2018-07-05,=11555.6476,=13615.7000,=2567863799706.7012,=2415410298800,=1079455915348.1544,=0.0150,=0.9237,=0.0139,=0.0106,=0.0056
2018-07-04,=11617.8481,=13688.9900,=2571341055886.4995,=2417146035509,=1081256425998.0088,=0.0148,=0.9068,=0.0139,=0.0106,=0.0056
2018-07-03,=11731.8063,=13822.7600,=2594704476702.8999,=2438741060873,=1090967590189.8409,=0.0146,=0.8967,=0.0139,=0.0106,=0.0056
2018-07-02,=11975.8260,=14106.8100,=2651682113250.3003,=2492013713378,=1113754235520.8799,=0.0145,=0.8861,=0.0139,=0.0106,=0.0056
2018-06-29,=12187.8235,=14356.5300,=2697719721608.8003,=2537176005339,=1135827398244.6699,=0.0142,=0.8495,=0.0139,=0.0106,=0.0056
2018-06-28,=11838.0380,=13944.5100,=2619899648560.6001,=2445496483493,=1103226543442.5901,=0.0146,=0.8929,=0.0139,=0.0106,=0.0056
2018-06-27,=12109.7295,=14264.5400,=2676812415109.5996,=2497385081792,=1126944404840.2302,=0.0143,=0.8649,=0.0139,=0.0106,=0.0056
2018-06-26,=12614.6057,=14859.2600,=2789139612910.7012,=2604358106501,=1174557057131.1499,=0.0139,=0.8003,=0.0139,=0.0106,=0.0056
2018-06-25,=12717.4772,=14980.4300,=2819868144171.8989,=2632037881674,=1184958942768.9402,=0.0138,=0.7970,=0.0139,=0.0106,=0.0056
2018-06-22,=12681.9714,=14938.6100,=2806087654215.7002,=2619368478382,=1183145638797.2004,=0.0138,=0.7978,=0.0139,=0.0106,=0.0056
2018-06-21,=12647.6022,=14875.5100,=2794864608087.3003,=2608398829354,=1177813234157.5503,=0.0140,=0.8069,=0.0139,=0.0106,=0.0056
2018-06-20,=12784.1326,=15036.0900,=2825426411563.8003,=2636672865876,=1188996341266.7195,=0.0138,=0.7921,=0.0139,=0.0106,=0.0056
2018-06-19,=12467.1979,=14663.3300,=2750507908624.5000,=2565968214237,=1157967685933.0901,=0.0140,=0.8191,=0.0139,=0.0106,=0.0056
2018-06-15,=12995.5328,=15284.7300,=2869618272215.7998,=2677373312963,=1208394632615.2800,=0.0134,=0.7712,=0.0139,=0.0106,=0.0055
2018-06-14,=13163.7657,=15396.6400,=2904944863813.7998,=2710669220867,=1224908047031.6499,=0.0133,=0.7601,=0.0139,=0.0106,=0.0055
2018-06-13,=13350.0965,=15614.5700,=2939573678368.2988,=2742942541707,=1240663380287.6201,=0.0131,=0.7352,=0.0139,=0.0106,=0.0055
2018-06-12,=13525.9587,=15817.7700,=2979392840188.3003,=2780537108740,=1256726495814.0798,=0.0130,=0.7070,=0.0139,=0.0106,=0.0055
2018-06-11,=13055.8929,=15265.6300,=2876791810342.2998,=2683555009531,=1214401421924.1499,=0.0133,=0.7658,=0.0139,=0.0106,=0.0055
2018-06-08,=13146.3073,=15371.3500,=2700705588623.8999,=2497556649984,=1171468129945.9700,=0.0129,=0.7007,=0.0139,=0.0106,=0.0055
2018-06-07,=13267.7525,=15513.3500,=2723216409539.4004,=2516619015875,=1180761496758.7700,=0.0128,=0.6868,=0.0139,=0.0106,=0.0055
2018-06-06,=13394.1921,=15656.4700,=2746781180024.3003,=2538142617073,=1191606413493.6799,=0.0126,=0.6687,=0.0139,=0.0105,=0.0055
2018-06-05,=13444.2779,=15713.5000,=2755633618904.5000,=2547237698818,=1196512808206.6399,=0.0126,=0.6648,=0.0139,=0.0105,=0.0055
2018-06-04,=13324.8572,=15573.9300,=2734199432370.1001,=2526311507250,=1186228948384.8899,=0.0127,=0.6762,=0.0139,=0.0105,=0.0055
2018-06-01,=13051.9605,=15254.9700,=2664616543011.1997,=2456394392789,=1156753657312.2900,=0.0128,=0.6871,=0.0139,=0.0105,=0.0055
2018-05-31,=13294.2028,=15538.1000,=2708766772703.4995,=2494862848749,=1176589923101.5000,=0.0125,=0.6607,=0.0139,=0.0105,=0.0055
2018-05-30,=12823.6836,=14979.3300,=2622064199039.2998,=2410983780231,=1133109760299.0300,=0.0130,=0.7067,=0.0139,=0.0105,=0.0055
2018-05-29,=12779.6282,=14927.8600,=2619053270195.1997,=2409190145579,=1130727469104.2700,=0.0130,=0.7098,=0.0139,=0.0105,=0.0055
2018-05-28,=12858.7281,=15020.2600,=2642077749814.0005,=2428806338603,=1137518556190.3203,=0.0129,=0.7000,=0.0139,=0.0105,=0.0055
2018-05-25,=12488.7225,=14588.0600,=2560516200766.1997,=2343488302701,=1104518837756.8303,=0.0132,=0.7530,=0.0139,=0.0105,=0.0055
2018-05-24,=12413.7393,=14499.5500,=2545042786933.0005,=2327334558025,=1099287565191.8101,=0.0133,=0.7608,=0.0139,=0.0105,=0.0055
2018-05-23,=12551.2153,=14660.1200,=2573415787554.5005,=2354644848761,=1111624388192.8501,=0.0133,=0.7593,=0.0139,=0.0105,=0.0055
2018-05-22,=12804.0118,=14955.4000,=2624412655400.3003,=2401892469263,=1135006423836.8098,=0.0130,=0.7207,=0.0139,=0.0105,=0.0055
2018-05-21,=12702.4649,=14836.7900,=2603849201320.3008,=2384374356939,=1126511748583.3999,=0.0131,=0.7345,=0.0139,=0.0105,=0.0055
2018-05-18,=12759.1727,=14900.8200,=2616875789573.9004,=2396189934285,=1131915616836.9402,=0.0131,=0.7269,=0.0139,=0.0105,=0.0055
2018-05-17,=12665.6784,=14791.6400,=2592859096115.7988,=2373023103899,=1121928845333.2500,=0.0131,=0.7379,=0.0139,=0.0105,=0.0055
2018-05-16,=12854.0803,=15011.6600,=2628160847597.4004,=2405865870030,=1137537031649.8701,=0.0130,=0.7095,=0.0139,=0.0105,=0.0055
2018-05-15,=12828.2160,=14980.7100,=2632288078463.2002,=2410477829557,=1137562203110.9900,=0.0131,=0.7312,=0.0139,=0.0105,=0.0055
2018-05-14,=12749.7402,=14889.0700,=2618991673819.5996,=2399332449219,=1132035437479.4099,=0.0132,=0.7459,=0.0139,=0.0105,=0.0055
2018-05-11,=12510.1809,=14609.3100,=2561795016600.7002,=2345547706288,=1107038062272.9900,=0.0133,=0.7635,=0.0139,=0.0105,=0.0055
2018-05-10,=12600.1043,=14714.3200,=2571519350646.1997,=2353770563812,=1112853755311.7805,=0.0132,=0.7527,=0.0139,=0.0105,=0.0055
2018-05-09,=12463.3468,=14554.6200,=2538569899268.3999,=2322503471630,=1099651351693.0701,=0.0134,=0.7665,=0.0139,=0.0105,=0.0055
2018-05-08,=12484.7089,=14579.5700,=2547476754908.9004,=2330967741902,=1103449198074.9502,=0.0134,=0.7669,=0.0139,=0.0105,=0.0055
2018-05-07,=12380.9884,=14458.4400,=2521269504483,=2306643562569,=1092618467974.7000,=0.0135,=0.7719,=0.0139,=0.0105,=0.0055
2018-05-04,=11899.4751,=13893.6100,=2415002565416.9004,=2209201744241,=1047680132170.2002,=0.0139,=0.7997,=0.0139,=0.0105,=0.0055
2018-05-03,=11918.4923,=13912,=2422341698957.5000,=2218718406796,=1051760198395.8800,=0.0140,=0.8085,=0.0139,=0.0105,=0.0055
2018-05-02,=11756.8303,=13723.2900,=2392137377871.5000,=2192400755126,=1039866648838.3400,=0.0141,=0.8336,=0.0139,=0.0105,=0.0055
2018-04-27,=11672.0612,=13624.3500,=2368947459064.7998,=2171636115663,=1034158767373.5000,=0.0151,=0.9328,=0.0139,=0.0105,=0.0055
2018-04-26,=11895.7301,=13864.1900,=2407534920716.4995,=2212258921316,=1055926701458.1100,=0.0150,=0.9225,=0.0139,=0.0105,=0.0055
2018-04-25,=12168.4077,=14181.9800,=2460375302784.4004,=2261221769526,=1078782668575.1100,=0.0147,=0.9029,=0.0139,=0.0105,=0.0055
2018-04-24,=12142.5164,=14151.8100,=2457716982458.9004,=2257805427439,=1075996863389.7798,=0.0147,=0.9024,=0.0139,=0.0105,=0.0055
2018-04-23,=11829.2295,=13786.6800,=2395524224705.3989,=2200395419279,=1048625274485.3101,=0.0148,=0.9079,=0.0139,=0.0105,=0.0055
2018-04-20,=11843.2228,=13802.9900,=2397930903337.1997,=2201156518301,=1047833087143.3101,=0.0156,=0.9668,=0.0139,=0.0104,=0.0055
2018-04-19,=11987.4538,=13971.0900,=2419001717220.0996,=2226762626564,=1060513309899.9900,=0.0155,=0.9598,=0.0139,=0.0104,=0.0055
2018-04-18,=11686.1925,=13619.9700,=2352165325557.7998,=2162519005056,=1031409389563.6300,=0.0157,=0.9733,=0.0139,=0.0104,=0.0055
2018-04-17,=11716.0333,=13654.7500,=2366309817638.3003,=2176949454511,=1035904391285.9800,=0.0156,=0.9663,=0.0139,=0.0104,=0.0055
2018-04-16,=11917.1661,=13889.1700,=2412382468873.5000,=2219341040287,=1054400936787.6600,=0.0154,=0.9522,=0.0138,=0.0104,=0.0055
2018-04-13,=11925.1228,=13898.4400,=2415987633262.0005,=2223748665687,=1057196876022.8900,=0.0154,=0.9560,=0.0138,=0.0104,=0.0055
2018-04-12,=12052.5349,=14046.9400,=2442307028191.0005,=2248681605973,=1068725315682.4700,=0.0153,=0.9466,=0.0138,=0.0104,=0.0055
2018-04-11,=12175.9449,=14190.7700,=2470115231827.7998,=2275153209338,=1081168115540.6400,=0.0152,=0.9390,=0.0138,=0.0104,=0.0055
2018-04-10,=12120.1004,=14125.6800,=2463645230406.8999,=2271146149352,=1076928851003.5900,=0.0152,=0.9385,=0.0138,=0.0104,=0.0055
2018-04-09,=12041.5833,=14034.1700,=2441596338697.8999,=2250168750426,=1068939700958.2600,=0.0151,=0.9366,=0.0138,=0.0104,=0.0055
2018-04-04,=12169.0788,=14182.7700,=2455843641463.8999,=2261382405539,=1078254317113.0500,=0.0150,=0.9244,=0.0138,=0.0104,=0.0055
2018-04-03,=11829.3819,=13783.1400,=2390361814725,=2199364831575,=1048663191149.9000,=0.0153,=0.9417,=0.0138,=0.0104,=0.0055
2018-04-02,=11772.1797,=13716.4900,=2384056833068,=2195009688113,=1044731110918.7500,=0.0155,=0.9596,=0.0138,=0.0104,=0.0055
2018-03-30,=11788.0056,=13734.9300,=2388220548493.4004,=2184247555255,=1047077525360.6802,=0.0154,=0.9563,=0.0138,=0.0104,=0.0055
2018-03-29,=11787.5696,=13734.4200,=2393957250670.7002,=2190167249517,=1042656866434.0200,=0.0153,=0.9454,=0.0138,=0.0104,=0.0055
2018-03-28,=11487.4801,=13384.7700,=2342050713430.5000,=2142140130917,=1019078856370.2500,=0.0155,=0.9633,=0.0138,=0.0104,=0.0055
2018-03-27,=11957.1981,=13932.0600,=2440979497525.7998,=2234593673581,=1062411300775.2700,=0.0149,=0.9237,=0.0138,=0.0104,=0.0055
2018-03-26,=11876.2741,=13837.7700,=2429992615349.8003,=2225654807043,=1054547339301.1400,=0.0151,=0.9364,=0.0138,=0.0104,=0.0055
2018-03-23,=11988.6411,=13968.7000,=2443149356404.8999,=2239669509415,=1062798575567.5100,=0.0149,=0.9236,=0.0138,=0.0104,=0.0055
2018-03-22,=12184.6134,=14197.0400,=2487418269448,=2279207387948,=1081046356026.2402,=0.0148,=0.9137,=0.0138,=0.0104,=0.0055
2018-03-21,=12463.6383,=14522.1500,=2540670377069.1011,=2329372858793,=1107002738466.2900,=0.0147,=0.9070,=0.0138,=0.0104,=0.0055
2018-03-20,=12510.3568,=14576.5800,=2552237953841.7012,=2341374785286,=1117560198469.8601,=0.0146,=0.9004,=0.0138,=0.0104,=0.0055
2018-03-19,=12588.3192,=14667.4200,=2570011426834.8999,=2358434893151,=1124184843989.6902,=0.0146,=0.8975,=0.0138,=0.0104,=0.0055
2018-03-16,=12550.3807,=14623.2200,=2553624557235.1001,=2341002460427,=1118029417206.8999,=0.0143,=0.8601,=0.0138,=0.0104,=0.0055
2018-03-15,=12717.6884,=14818.1600,=2583551716495.7998,=2368906491761,=1133400280824.8999,=0.0141,=0.8388,=0.0137,=0.0104,=0.0055
2018-03-14,=12502.3331,=14567.2300,=2535135573834.8003,=2322859399535,=1111999513590.6299,=0.0142,=0.8505,=0.0137,=0.0104,=0.0055
2018-03-13,=12423.9744,=14475.9300,=2508780399975.7998,=2296095785683,=1101921953880.5500,=0.0141,=0.8434,=0.0137,=0.0104,=0.0055
2018-03-12,=12555.3227,=14628.9800,=2543238673566,=2328331684763,=1114227521659.3701,=0.0140,=0.8234,=0.0137,=0.0104,=0.0055
2018-03-09,=12577.0128,=14654.2500,=2547918557900.6001,=2335463019121,=1116975349557.5000,=0.0141,=0.8347,=0.0137,=0.0104,=0.0055
2018-03-08,=12501.8917,=14566.7200,=2527189577754.0005,=2318139919636,=1110828251393.2100,=0.0142,=0.8588,=0.0137,=0.0104,=0.0055
2018-03-07,=12266.3908,=14292.3200,=2480695833983.5000,=2273733508727,=1090522479033.3101,=0.0144,=0.8791,=0.0137,=0.0104,=0.0055
2018-03-06,=12395.1360,=14442.3300,=2504997564017.9004,=2296958470756,=1103137601717.8000,=0.0142,=0.8586,=0.0137,=0.0104,=0.0055
2018-03-05,=12332.2488,=14369.0600,=2495039742587.7002,=2288014873191,=1099546993521.4102,=0.0144,=0.8908,=0.0137,=0.0104,=0.0055
2018-03-02,=12481.0940,=14542.4900,=2534217617562.1001,=2324962281927,=1114200596106.6997,=0.0144,=0.8822,=0.0137,=0.0104,=0.0055
2018-03-01,=12559.7093,=14634.0900,=2551558120915.9004,=2340247470341,=1121324194799.5598,=0.0143,=0.8675,=0.0137,=0.0104,=0.0055
2018-02-28,=12443.4948,=14498.6800,=2517681789647.7002,=2308351377878,=1108770797350.4302,=0.0144,=0.8869,=0.0137,=0.0104,=0.0055
2018-02-27,=12714.0434,=14813.9100,=2568638701725.4004,=2355888196945,=1132200146220.8701,=0.0143,=0.8631,=0.0137,=0.0104,=0.0055
2018-02-26,=12925.4463,=15060.2300,=2607587037646.4995,=2390884318596,=1148994964991.1201,=0.0141,=0.8392,=0.0137,=0.0104,=0.0055
2018-02-23,=12904.8584,=15036.2400,=2604803063738.6997,=2388141010000,=1146840770104.5701,=0.0143,=0.8653,=0.0137,=0.0104,=0.0055
2018-02-22,=12940.2493,=15077.4800,=2610221251729.4004,=2392852586574,=1149583627227.2705,=0.0143,=0.8681,=0.0137,=0.0104,=0.0055
2018-02-14,=12490.8992,=14553.9100,=2523408257793.6997,=2311294966223,=1109365578874.8201,=0.0146,=0.9000,=0.0137,=0.0104,=0.0055
2018-02-13,=12368.3771,=14411.1500,=2496984656941.6997,=2287905768691,=1099124311250.2300,=0.0147,=0.9104,=0.0137,=0.0104,=0.0055
2018-02-12,=12261.7418,=14286.9100,=2470852400293.6001,=2262001403135,=1086553588016.2902,=0.0148,=0.9123,=0.0137,=0.0104,=0.0055
2018-02-09,=11930.5009,=13900.9600,=2404480495691.8999,=2201675970017,=1058924479538.3500,=0.0151,=0.9370,=0.0136,=0.0104,=0.0055
2018-02-08,=12185.8415,=14198.4700,=2460685010664.4995,=2251860854572,=1082077505352.5800,=0.0147,=0.9088,=0.0136,=0.0104,=0.0055
2018-02-07,=12012.5424,=13996.5500,=2417667647638.2002,=2212921777028,=1065170333394.4100,=0.0148,=0.9140,=0.0136,=0.0104,=0.0055
2018-02-06,=12414.4621,=14464.8500,=2500214850023.7998,=2291849977776,=1101758522651.9700,=0.0146,=0.9021,=0.0136,=0.0104,=0.0055
2018-02-05,=12737.3237,=14841.0400,=2561344257623.1001,=2344018062184,=1127068003673.9104,=0.0139,=0.8222,=0.0136,=0.0104,=0.0055
2018-02-02,=13149.4385,=15321.2200,=2643486184891.1992,=2420551037719,=1163418211122.2500,=0.0138,=0.8140,=0.0136,=0.0104,=0.0055
2018-02-01,=13183.9585,=15361.4400,=2661432421855,=2440120143649,=1170635894916.6499,=0.0138,=0.8129,=0.0136,=0.0104,=0.0055
2018-01-31,=13429.2321,=15647.2200,=2711439903562.4004,=2480216230344,=1189187011877.4302,=0.0134,=0.7889,=0.0136,=0.0103,=0.0055
2018-01-30,=13227.6238,=15412.3100,=2661104647762.1997,=2431202449623,=1168151944578.8999,=0.0133,=0.7830,=0.0136,=0.0103,=0.0055
2018-01-29,=13267.7879,=15459.1100,=2663482684932.5005,=2432703729533,=1169228160553.7100,=0.0132,=0.7758,=0.0136,=0.0103,=0.0055
2018-01-26,=13736.3666,=16005.0800,=2770783253293.9009,=2534011306737,=1214509520599.2200,=0.0130,=0.7349,=0.0136,=0.0103,=0.0055
2018-01-25,=13654.5406,=15909.7400,=2751472819046.6997,=2514382266419,=1206377442025.0701,=0.0131,=0.7501,=0.0136,=0.0103,=0.0055
2018-01-24,=13768.5473,=16042.5800,=2764607761512.2002,=2526094117492,=1213619102657.0298,=0.0130,=0.7428,=0.0136,=0.0103,=0.0055
2018-01-23,=13943.3190,=16246.2100,=2800556783638.6011,=2560929552304,=1228575887629.0801,=0.0129,=0.7268,=0.0136,=0.0103,=0.0055
2018-01-22,=13913.0409,=16210.9400,=2796746036404.1997,=2557867857483,=1225853271662.3098,=0.0129,=0.7296,=0.0136,=0.0103,=0.0055
2018-01-19,=13448.2905,=15669.4300,=2705024538208.5000,=2473278248982,=1185316625695.1497,=0.0132,=0.7674,=0.0136,=0.0103,=0.0055
2018-01-18,=13603.5041,=15850.2800,=2729624750728.7998,=2495000626465,=1196992024336.6001,=0.0130,=0.7418,=0.0136,=0.0103,=0.0055
2018-01-17,=13575.9214,=15818.1400,=2721009520103.7988,=2486829936991,=1194835057102.9500,=0.0130,=0.7470,=0.0136,=0.0103,=0.0055
2018-01-16,=13869.7379,=16160.4800,=2790422280315.5996,=2553010205498,=1221620052695.2500,=0.0130,=0.7358,=0.0136,=0.0103,=0.0055
2018-01-15,=13738.0020,=16006.9900,=2776340036568.7998,=2546552324698,=1215445245842.1904,=0.0134,=0.7872,=0.0136,=0.0103,=0.0055
2018-01-12,=13817.9400,=16100.1300,=2789916346205.4004,=2557014826146,=1222515887010.0798,=0.0132,=0.7765,=0.0136,=0.0103,=0.0055
2018-01-11,=13643.0176,=15896.3100,=2752923368363.3999,=2520038191767,=1205993357746.1599,=0.0133,=0.7807,=0.0136,=0.0103,=0.0055
2018-01-10,=13778.6222,=16054.3200,=2784219522147.4009,=2549245398867,=1218822349978.6201,=0.0132,=0.7763,=0.0136,=0.0103,=0.0055
2018-01-09,=13617.6041,=15866.7000,=2752803902122.9004,=2520543932211,=1207273887116.3601,=0.0133,=0.7834,=0.0136,=0.0103,=0.0055
2018-01-08,=13276.6877,=15469.4800,=2676043593365.9004,=2447795417653,=1173930909932.8401,=0.0135,=0.7920,=0.0136,=0.0103,=0.0055
2018-01-05,=13191.8854,=15370.6700,=2650506391559.3008,=2425521025418,=1163871457347.3301,=0.0136,=0.7967,=0.0136,=0.0103,=0.0055
2018-01-04,=13157.5362,=15330.6500,=2641160016149.3003,=2419787681183,=1161311107203.0500,=0.0137,=0.8014,=0.0136,=0.0103,=0.0055
2018-01-03,=12893.4992,=15023.0100,=2582697782269.1001,=2364096553816,=1136414464006.4302,=0.0138,=0.8115,=0.0136,=0.0103,=0.0055
2018-01-02,=12779.5656,=14890.2500,=2557474895296.3003,=2339735001474,=1124256577953.6299,=0.0139,=0.8172,=0.0136,=0.0103,=0.0055
2017-12-29,=12726.9632,=14828.9600,=2541030237764.4004,=2316708708897,=1118781290963.4800,=0.0140,=0.8215,=0.0136,=0.0103,=0.0055
2017-12-28,=12810.1374,=14925.8800,=2573457631581.8999,=2342534260746,=1130150593790.3000,=0.0140,=0.8258,=0.0136,=0.0103,=0.0055
2017-12-27,=12469.8946,=14529.4400,=2474503528845.8999,=2246888360736,=1090882123632.3898,=0.0141,=0.8489,=0.0136,=0.0103,=0.0055
2017-12-26,=12728.8646,=14831.1800,=2530209018562.6997,=2296428436305,=1114380610315.4800,=0.0139,=0.8188,=0.0136,=0.0103,=0.0055
2017-12-25,=12873.5775,=14999.7900,=2559486121592.4004,=2323312274990,=1127101882250.9600,=0.0139,=0.8177,=0.0136,=0.0103,=0.0055
2017-12-22,=12845.8422,=14967.4800,=2548905388867.2998,=2312840682999,=1123834047718.7598,=0.0138,=0.8172,=0.0136,=0.0103,=0.0055
