日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率等权,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2012-02-07,=5562.1310,,=1131126520407.8999,=893503168551,=449992279127.6000,=0.0077,=0.9777,=0.0058,=0.0052,=0.0046
2012-02-06,=5638.5750,,=1146587663083.7998,=905874659854,=456350483321.1100,=0.0076,=0.9745,=0.0058,=0.0052,=0.0046
2012-02-03,=5560.6270,,=1130852680587.3999,=893699308322,=450120543934.2201,=0.0077,=0.9777,=0.0058,=0.0052,=0.0046
2012-02-02,=5521.8240,,=1123476337797,=888148532232,=447324700553.3599,=0.0078,=0.9824,=0.0058,=0.0052,=0.0046
2012-02-01,=5460.4670,,=1112593619487,=879589237527,=442738309764.5800,=0.0079,=0.9920,=0.0058,=0.0052,=0.0046
2012-01-31,=5451.0330,,=1111594474378.6997,=879469191183,=442048279055.7701,=0.0079,=0.9904,=0.0058,=0.0052,=0.0046
2012-01-30,=5410.4610,,=1103059870954.8003,=872314288792,=438224209372.6599,=0.0079,=0.9920,=0.0058,=0.0052,=0.0046
2012-01-20,=5473.0490,,=1118578959958.6001,=883951107086,=443285508966.4101,=0.0078,=0.9904,=0.0058,=0.0052,=0.0046
2012-01-19,=5323.3230,,=1087020346003.9998,=859121403183,=430775276478.3300,=0.0080,=0.9936,=0.0058,=0.0052,=0.0046
2012-01-18,=5232.5080,,=1069695817511.9000,=845290843818,=423547518043.7600,=0.0081,=0.9968,=0.0058,=0.0052,=0.0046
2012-01-17,=5425.2740,,=1110117571229.9004,=875156227852,=438469341844.0399,=0.0078,=0.9919,=0.0058,=0.0052,=0.0046
2012-01-16,=5216.8690,,=1071792786372.5000,=845744310839,=422544704036.9900,=0.0081,=1,=0.0058,=0.0052,=0.0046
2012-01-13,=5459.7810,,=1122197606734.3003,=887165226299,=442828260268.1701,=0.0078,=0.9968,=0.0058,=0.0052,=0.0046
2012-01-12,=5581.4290,,=1143247851637.7000,=904429926569,=452182734484.9500,=0.0076,=0.9935,=0.0058,=0.0052,=0.0046
2012-01-11,=5627.0900,,=1152355142669.3000,=910775840140,=455256584728,=0.0075,=0.9935,=0.0058,=0.0052,=0.0046
2012-01-10,=5642.0060,,=1158944413325.3003,=916488040773,=457224471644.3500,=0.0075,=0.9935,=0.0058,=0.0052,=0.0046
2012-01-09,=5424.9140,,=1114941454458.6001,=882072904742,=439743419002.0102,=0.0078,=0.9967,=0.0058,=0.0052,=0.0046
2012-01-06,=5310.4330,,=1093545418562.7000,=865746803217,=431269724852.3600,=0.0081,=1,=0.0058,=0.0052,=0.0046
2012-01-05,=5293.2890,,=1087620749100.6000,=851260371947,=429514706313.5900,=0.0080,=1,=0.0058,=0.0052,=0.0046
2012-01-04,=5435.7990,,=1113018390631.2000,=871002269070,=440267697409.9699,=0.0078,=1,=0.0057,=0.0052,=0.0046
2011-12-30,=5626.7840,,=1159300987857.6001,=922207039654,=456737865613.7400,=0.0070,=0.9951,=0.0057,=0.0052,=0.0046
2011-12-29,=5527.1630,,=1138561719795.3003,=906525492187,=448978234409.5699,=0.0071,=0.9984,=0.0057,=0.0052,=0.0046
2011-12-28,=5482.6110,,=1128982981255.8999,=898387902557,=445200574085.6801,=0.0071,=1,=0.0057,=0.0052,=0.0046
2011-12-27,=5511.4010,,=1134955673416.0002,=902732964345,=447057235381.2400,=0.0070,=1,=0.0057,=0.0052,=0.0046
2011-12-26,=5689.0210,,=1169168308168.1003,=929485314692,=461359727016.5402,=0.0068,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-23,=5784.9760,,=1191973252535.3999,=947654224210,=469894416379.2801,=0.0068,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-22,=5769.1910,,=1188895140892.3999,=944942368854,=468419286256.7399,=0.0068,=1,=0.0057,=0.0052,=0.0046
2011-12-21,=5791.0600,,=1190050545593.7002,=946607064267,=469601127444.9899,=0.0068,=1,=0.0057,=0.0052,=0.0046
2011-12-20,=5883.7400,,=1209574229212.7998,=960970340376,=477409151855.4200,=0.0067,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-19,=5909.9280,,=1215058365488,=951303629275,=479319854544.8099,=0.0067,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-16,=5948.9900,,=1223715517284.3000,=957246187141,=482310944944.2501,=0.0066,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-15,=5857.6880,,=1196048505828.9004,=937480304164,=474464852979.0198,=0.0067,=1,=0.0057,=0.0052,=0.0046
2011-12-14,=5937.2870,,=1213328166984.3000,=941258673521,=480365533328.7498,=0.0066,=1,=0.0057,=0.0052,=0.0046
2011-12-13,=6005.9890,,=1224344118633.2000,=951666260399,=485333677919.7200,=0.0065,=1,=0.0057,=0.0052,=0.0046
2011-12-12,=6134.4180,,=1245412983741,=968151781230,=495194382159.0902,=0.0064,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-09,=6202.0750,,=1258575901126.6003,=977700968224,=500703099263.8801,=0.0063,=0.9983,=0.0057,=0.0052,=0.0046
2011-12-08,=6323.8820,,=1281663352628.2000,=996782531605,=510291202161.2900,=0.0062,=0.9899,=0.0057,=0.0052,=0.0046
2011-12-07,=6367.1010,,=1289507459650.8000,=1004000578996,=513750997015.9799,=0.0062,=0.9865,=0.0057,=0.0052,=0.0046
2011-12-06,=6350.8200,,=1286757297882.8000,=1000177188980,=511925102224.7901,=0.0062,=0.9848,=0.0057,=0.0052,=0.0046
2011-12-05,=6411.6540,,=1297934204291.6001,=1009959774606,=516936913772.3998,=0.0061,=0.9763,=0.0057,=0.0052,=0.0046
2011-12-02,=6590.0630,,=1334126295019.8999,=1039123450260,=531403876722.9601,=0.0060,=0.9423,=0.0057,=0.0052,=0.0046
2011-12-01,=6664.4220,,=1346821145969.8003,=1049379863723,=536707313904.1900,=0.0059,=0.9218,=0.0057,=0.0052,=0.0046
2011-11-30,=6603.8150,,=1335203524681.1001,=1039531500925,=531673716921.2298,=0.0060,=0.9472,=0.0057,=0.0052,=0.0045
2011-11-29,=6750.0160,,=1362053184595.2000,=1060124659503,=543014661369.5797,=0.0058,=0.8635,=0.0057,=0.0052,=0.0045
2011-11-28,=6721.8520,,=1360602182919.6001,=1058720475285,=541155083416.3799,=0.0058,=0.8769,=0.0057,=0.0052,=0.0045
2011-11-25,=6668.2790,,=1346135064854.5000,=1048084982459,=536286919392.3500,=0.0058,=0.8955,=0.0057,=0.0052,=0.0045
2011-11-24,=6635.9610,,=1337756206005.3994,=1040165201382,=533224567183.5599,=0.0058,=0.8902,=0.0056,=0.0052,=0.0045
2011-11-23,=6617.5810,,=1337107700423.3994,=1038850207646,=532238894251.8099,=0.0059,=0.9089,=0.0056,=0.0052,=0.0045
2011-11-22,=6574.8510,,=1327655305320.6001,=1030159673360,=528055392529.4900,=0.0059,=0.9277,=0.0056,=0.0052,=0.0045
2011-11-21,=6475.5510,,=1306080791225.7002,=1011544371205,=519715402000.7300,=0.0060,=0.9466,=0.0056,=0.0052,=0.0045
2011-11-18,=6453.4270,,=1299194210032.2000,=1007196765099,=517644357263.0699,=0.0060,=0.9482,=0.0056,=0.0052,=0.0045
2011-11-17,=6560.9190,,=1319421968754,=1023660802324,=525959779962.3498,=0.0059,=0.9170,=0.0056,=0.0052,=0.0045
2011-11-16,=6554.9090,,=1318457785395.1997,=1022651082155,=525540279450.3900,=0.0059,=0.9081,=0.0056,=0.0052,=0.0045
2011-11-15,=6683.7860,,=1341529993072.3999,=1040642111965,=535522366360.1600,=0.0057,=0.8385,=0.0056,=0.0052,=0.0045
2011-11-14,=6702.8590,,=1348176261776.2998,=1046405909851,=537776472945.2600,=0.0057,=0.8400,=0.0056,=0.0052,=0.0045
2011-11-11,=6586.3490,,=1325843605948.7998,=1027945718083,=528517917288.1999,=0.0059,=0.9077,=0.0056,=0.0052,=0.0045
2011-11-10,=6606.3730,,=1331243981251.3000,=1032348587799,=530465389667.9399,=0.0058,=0.8953,=0.0056,=0.0052,=0.0045
2011-11-09,=6673.8850,,=1342325764235,=1041604631581,=535214658436.2800,=0.0058,=0.8566,=0.0056,=0.0052,=0.0045
2011-11-08,=6585.5650,,=1328059422398.8000,=1030537505649,=528605205307.6599,=0.0059,=0.9177,=0.0056,=0.0052,=0.0045
2011-11-07,=6632.8930,,=1337436871932.3000,=1037701597114,=532381887435.8001,=0.0058,=0.8895,=0.0056,=0.0052,=0.0045
2011-11-04,=6659.9520,,=1341830408397.9006,=1042653467935,=534624488214.3801,=0.0058,=0.8822,=0.0056,=0.0052,=0.0045
2011-11-03,=6623.2640,,=1317443043666.2002,=1037788460909,=531693447261.4099,=0.0058,=0.8979,=0.0056,=0.0052,=0.0045
2011-11-02,=6604.0260,,=1315536683383.3999,=1031898676659,=530555138160.8600,=0.0059,=0.9118,=0.0056,=0.0052,=0.0045
2011-11-01,=6504.1720,,=1295553847611.1003,=1013303914395,=522863273404.5201,=0.0060,=0.9364,=0.0056,=0.0052,=0.0045
2011-10-31,=6468.9350,,=1289826604829,=1007949818927,=519639021608.0900,=0.0060,=0.9434,=0.0056,=0.0052,=0.0045
2011-10-28,=6455.9580,,=1290540002178.9998,=1008901916714,=516518140171.3801,=0.0060,=0.9450,=0.0056,=0.0052,=0.0045
2011-10-27,=6353.8720,,=1270772875885.8000,=992286913144,=508052534031.9600,=0.0061,=0.9680,=0.0056,=0.0052,=0.0045
2011-10-26,=6341.2920,,=1268556601034.6001,=990633320462,=507409896275.5800,=0.0061,=0.9733,=0.0056,=0.0052,=0.0045
2011-10-25,=6281.2650,,=1258649451492.3999,=981748811421,=502825160267.0100,=0.0061,=0.9804,=0.0056,=0.0051,=0.0045
2011-10-24,=6173.6300,,=1238342673924.7000,=967203999040,=487494060389.7300,=0.0063,=0.9946,=0.0056,=0.0051,=0.0045
2011-10-21,=6045.0290,,=1212558127779.3003,=946036564747,=476479550103.6102,=0.0064,=1,=0.0056,=0.0051,=0.0045
2011-10-20,=6065.3410,,=1212165886538.7000,=946056350342,=477610414159.1699,=0.0063,=1,=0.0056,=0.0051,=0.0045
2011-10-19,=6241.9120,,=1248027537129.8003,=974342520365,=491530689337.1398,=0.0061,=0.9874,=0.0056,=0.0051,=0.0045
2011-10-18,=6251.4880,,=1248743471576.1997,=974601964694,=491913974893.4199,=0.0061,=0.9874,=0.0056,=0.0051,=0.0045
2011-10-17,=6331.9020,,=1261906444479.2000,=985227315365,=498894768117.7609,=0.0060,=0.9712,=0.0056,=0.0051,=0.0045
2011-10-14,=6237.9730,,=1240392079735.7998,=968007205945,=491099768588.2866,=0.0061,=0.9838,=0.0056,=0.0051,=0.0045
2011-10-13,=6275.9030,,=1246653348556.8000,=973729693077,=493941476525.0376,=0.0060,=0.9801,=0.0056,=0.0051,=0.0045
2011-10-12,=6210.0880,,=1236226052173,=965680723004,=488972397180.9218,=0.0061,=0.9855,=0.0056,=0.0051,=0.0045
2011-10-11,=6039.0220,,=1202454988446.3999,=939682056553,=475491813977.3083,=0.0063,=0.9982,=0.0056,=0.0051,=0.0045
2011-10-10,=6098.5420,,=1215235323050,=949386217864,=480404567655.0560,=0.0062,=0.9964,=0.0056,=0.0051,=0.0045
2011-09-30,=6151.5120,,=1226477959697.5000,=960204191971,=485080408168.4532,=0.0062,=0.9945,=0.0056,=0.0051,=0.0045
2011-09-29,=6118.9880,,=1217957367570.8000,=953415530529,=482203204582.5811,=0.0062,=0.9964,=0.0056,=0.0051,=0.0045
2011-09-28,=6201.5990,,=1230291336849.2002,=964776793023,=488455209369.7970,=0.0061,=0.9927,=0.0056,=0.0051,=0.0045
2011-09-27,=6279.2800,,=1244432282318.3999,=975655984557,=494178298105.2564,=0.0060,=0.9817,=0.0056,=0.0051,=0.0045
2011-09-26,=6251.1930,,=1237291006739.8003,=971230479727,=492152469395.2689,=0.0060,=0.9872,=0.0056,=0.0051,=0.0045
2011-09-23,=6379.1080,,=1264097625484.2002,=992881959842,=502584926011.0874,=0.0059,=0.9706,=0.0055,=0.0051,=0.0045
2011-09-22,=6477.0370,,=1282668660997.7998,=1007863986393,=510432831863.2405,=0.0058,=0.9374,=0.0055,=0.0051,=0.0045
2011-09-21,=6638.0540,,=1315726219765.7002,=1034283230400,=523495067712.3473,=0.0057,=0.8801,=0.0055,=0.0051,=0.0045
2011-09-20,=6491.7010,,=1287636814003.7000,=1012553638902,=511960768569.1910,=0.0058,=0.9445,=0.0055,=0.0051,=0.0045
2011-09-19,=6507.5610,,=1291729905595.7000,=1016187572835,=513465460081.4523,=0.0058,=0.9444,=0.0055,=0.0051,=0.0045
2011-09-16,=6578.5880,,=1303989196099.3003,=1025667319244,=518823156554.1705,=0.0057,=0.8998,=0.0055,=0.0051,=0.0045
2011-09-15,=6557.9410,,=1296872267193.4004,=1019358672902,=516600690289.4802,=0.0057,=0.8996,=0.0055,=0.0051,=0.0045
2011-09-14,=6539.8950,,=1293392056077.2002,=1016993212703,=515259906134.7065,=0.0057,=0.8957,=0.0055,=0.0051,=0.0045
2011-09-13,=6545.3850,,=1299087235387.3003,=1021030608049,=516308068742.5731,=0.0057,=0.8993,=0.0055,=0.0051,=0.0045
2011-09-09,=6634.6340,,=1318938211138.8000,=1036897821974,=523775939315.3894,=0.0057,=0.8841,=0.0055,=0.0051,=0.0045
2011-09-08,=6686.0090,,=1327442404129.3999,=1042913455516,=527343313943.4971,=0.0056,=0.8689,=0.0055,=0.0051,=0.0045
2011-09-07,=6743.9410,,=1338351862632.8000,=1052135593517,=531728545959.7473,=0.0056,=0.8443,=0.0055,=0.0051,=0.0045
2011-09-06,=6595.2600,,=1309248554376.2998,=1028958690865,=519750363506.4581,=0.0057,=0.8947,=0.0055,=0.0051,=0.0045
2011-09-05,=6700.3690,,=1329580538008.6001,=1046095735360,=528022970665.7360,=0.0056,=0.8719,=0.0055,=0.0051,=0.0045
2011-09-02,=6799.4450,,=1341962356297.3999,=1061590558883,=536295250285.7670,=0.0055,=0.8189,=0.0055,=0.0051,=0.0045
2011-09-01,=6870.9020,,=1355234056784.7002,=1071427635971,=541411127797.3939,=0.0055,=0.7656,=0.0055,=0.0051,=0.0045
2011-08-31,=6974.5060,,=1377200617248.5000,=1088105193599,=549648904552.0158,=0.0054,=0.6970,=0.0055,=0.0051,=0.0045
2011-08-30,=6984.7880,,=1360632859340.0002,=1069839462803,=548196983338.6356,=0.0054,=0.6850,=0.0055,=0.0051,=0.0045
2011-08-29,=7033.2750,,=1369748838077.6001,=1077343881243,=552104009726.2119,=0.0053,=0.6578,=0.0055,=0.0051,=0.0045
2011-08-26,=6978.6580,,=1359064416033.2002,=1067498823039,=548209828911.8030,=0.0053,=0.6648,=0.0055,=0.0051,=0.0045
2011-08-25,=6962.3320,,=1352353172021.6001,=1061629584095,=541574210492.3948,=0.0054,=0.6813,=0.0055,=0.0051,=0.0045
2011-08-24,=6869.2930,,=1335020573151.1001,=1048495513059,=534512047779.1436,=0.0054,=0.7457,=0.0055,=0.0051,=0.0045
2011-08-23,=6843.3150,,=1329490060090.1001,=1043840053672,=532167309192.8567,=0.0054,=0.7452,=0.0055,=0.0051,=0.0045
2011-08-22,=6782.9590,,=1317627028948.2000,=1035749831007,=534090758350.8427,=0.0055,=0.7774,=0.0055,=0.0051,=0.0045
2011-08-19,=6929.4470,,=1348681331060.8000,=1060773865914,=546156635509.7831,=0.0054,=0.7096,=0.0055,=0.0051,=0.0045
2011-08-18,=6927.1320,,=1346195447477.0002,=1058351655911,=548708520749.2082,=0.0054,=0.7013,=0.0055,=0.0051,=0.0045
2011-08-17,=7018.0270,,=1362967390363.8003,=1071082687540,=555671370459.3141,=0.0053,=0.6525,=0.0055,=0.0051,=0.0045
2011-08-16,=7025.9890,,=1365366596391.3999,=1072258926022,=556270325266.1750,=0.0053,=0.6480,=0.0055,=0.0051,=0.0045
2011-08-15,=7094.2020,,=1379427577195.7002,=1082339890150,=561550180919.9615,=0.0052,=0.6105,=0.0055,=0.0050,=0.0045
2011-08-12,=7081.2750,,=1381755749131.3003,=1084384847169,=562444911296.8674,=0.0054,=0.7534,=0.0055,=0.0050,=0.0045
2011-08-11,=7026.1370,,=1369287841171.7002,=1076194562730,=558161726497.5436,=0.0055,=0.7626,=0.0055,=0.0050,=0.0045
2011-08-10,=6814.7000,,=1328173005805.6001,=1042132162442,=541113852795.9902,=0.0057,=0.8733,=0.0055,=0.0050,=0.0045
2011-08-09,=6684.0160,,=1300770508430.2000,=1020516784730,=530595323833.6420,=0.0058,=0.8984,=0.0055,=0.0050,=0.0045
2011-08-08,=6650.0690,,=1294460588618.7998,=1015140222083,=527824788664.0577,=0.0058,=0.9159,=0.0055,=0.0050,=0.0045
2011-08-05,=6837.7980,,=1325978255453.2998,=1038677919854,=542786513863.1331,=0.0056,=0.8588,=0.0055,=0.0050,=0.0045
2011-08-04,=6911.5620,,=1337416928981.9998,=1048210376281,=548649678514.6346,=0.0056,=0.8251,=0.0055,=0.0050,=0.0045
2011-08-03,=6856.2940,,=1326302747289.2002,=1038680700628,=543945489667.1584,=0.0056,=0.8563,=0.0055,=0.0050,=0.0045
2011-08-02,=6781.9990,,=1310252708553.6997,=1027769733713,=538289577716.4263,=0.0057,=0.8777,=0.0055,=0.0050,=0.0045
2011-08-01,=6825.0580,,=1318070236609.4004,=1034474237385,=541734709260.5317,=0.0056,=0.8656,=0.0055,=0.0050,=0.0045
2011-07-29,=6873.2270,,=1329237577185.2000,=1044239391767,=546098840645.4766,=0.0056,=0.8574,=0.0055,=0.0050,=0.0045
2011-07-28,=6926.3650,,=1340668550548.6001,=1052713180566,=550349758833.1179,=0.0055,=0.8234,=0.0055,=0.0050,=0.0045
2011-07-27,=6909.6840,,=1333587431733.7000,=1046386162544,=548612197069.7698,=0.0055,=0.8250,=0.0055,=0.0050,=0.0045
2011-07-26,=6817.2950,,=1316158490880.3997,=1033402808457,=541507452227.9002,=0.0056,=0.8725,=0.0055,=0.0050,=0.0045
2011-07-25,=6834.4270,,=1320664618484.7000,=1036256291566,=542942035257.8044,=0.0056,=0.8683,=0.0055,=0.0050,=0.0045
2011-07-22,=7007.5130,,=1349789810002.6001,=1059328542972,=556467625848.3964,=0.0055,=0.7880,=0.0055,=0.0050,=0.0045
2011-07-21,=6962.2260,,=1339343400527.3999,=1051454134684,=552709255266.1962,=0.0055,=0.8176,=0.0055,=0.0050,=0.0045
2011-07-20,=6945.5470,,=1333181771447.6001,=1045965155920,=550747537665.8152,=0.0056,=0.8514,=0.0055,=0.0050,=0.0045
2011-07-19,=6883.1510,,=1319670097288.5996,=1035488065183,=545649650777.2911,=0.0056,=0.8652,=0.0055,=0.0050,=0.0045
2011-07-18,=6939.1490,,=1329790656301.5000,=1042970550105,=549795955939.6748,=0.0055,=0.8246,=0.0055,=0.0050,=0.0045
2011-07-15,=6886.8900,,=1317474212198.2002,=1031730305528,=545106957128.4202,=0.0056,=0.8566,=0.0055,=0.0050,=0.0045
2011-07-14,=6833.5730,,=1307227987281.6997,=1024126660362,=541026317484.5222,=0.0056,=0.8725,=0.0055,=0.0050,=0.0045
2011-07-13,=6847.7040,,=1311281948405.6003,=1028257215764,=542675065439.9659,=0.0057,=0.8803,=0.0055,=0.0050,=0.0045
2011-07-12,=6750.1340,,=1295695307608.8003,=1016389309151,=535380540055.9312,=0.0058,=0.9004,=0.0055,=0.0050,=0.0045
2011-07-11,=6804.8420,,=1305068744988.1001,=1022814409591,=539888633580.4640,=0.0057,=0.8941,=0.0055,=0.0050,=0.0045
2011-07-08,=6707.3630,,=1283884130034.3999,=1007243522547,=532003953227.2508,=0.0058,=0.9245,=0.0055,=0.0050,=0.0045
2011-07-07,=6715.7180,,=1285975191609.6001,=1008171416133,=532699478160.4459,=0.0058,=0.9141,=0.0055,=0.0050,=0.0045
2011-07-06,=6662.3280,,=1274121239170.2998,=997460610920,=527970238737.1453,=0.0059,=0.9426,=0.0055,=0.0050,=0.0045
2011-07-05,=6603.4060,,=1263683497185.6003,=989315756458,=523596230174.7922,=0.0059,=0.9548,=0.0055,=0.0050,=0.0045
2011-07-04,=6587.4600,,=1262695481297.3000,=988425159883,=522728638173.9295,=0.0059,=0.9609,=0.0055,=0.0050,=0.0045
2011-07-01,=6469.2690,,=1242849711840.8003,=972839109105,=513777288634.1096,=0.0060,=0.9835,=0.0055,=0.0050,=0.0045
2011-06-30,=6424.7020,,=1087634146175.2000,=875134142356,=475785403808.2740,=0.0055,=0.8264,=0.0054,=0.0050,=0.0045
2011-06-29,=6372.9140,,=1078786841100.9000,=868096710002,=471854707211.5554,=0.0056,=0.8654,=0.0054,=0.0050,=0.0045
2011-06-28,=6440.2970,,=1087445327292.9000,=875207329731,=476277850956.9897,=0.0055,=0.8237,=0.0054,=0.0050,=0.0045
2011-06-27,=6401.8230,,=1076827793858.1002,=868514401082,=472539574559.4102,=0.0055,=0.8337,=0.0054,=0.0050,=0.0045
2011-06-24,=6354.1810,,=1068001120531.7998,=861061291737,=468815420681.9640,=0.0056,=0.8708,=0.0054,=0.0050,=0.0045
2011-06-23,=6256.6490,,=1056625364723.4000,=852159476432,=462804238501.6873,=0.0057,=0.8998,=0.0054,=0.0050,=0.0045
2011-06-22,=6165.6020,,=1040699363707,=840286103089,=455972709106.7861,=0.0058,=0.9205,=0.0054,=0.0050,=0.0045
2011-06-21,=6136.8080,,=1032567782647.4000,=834506990909,=452884145334.3724,=0.0058,=0.9182,=0.0054,=0.0050,=0.0045
2011-06-20,=6080.4190,,=1021410282254.2000,=826844534463,=448511018670.1220,=0.0058,=0.9391,=0.0054,=0.0050,=0.0045
2011-06-17,=6160.2570,,=1033190372554.9000,=837789800376,=454182473213.2050,=0.0057,=0.9116,=0.0054,=0.0050,=0.0045
2011-06-16,=6199.4010,,=1037268367068.1998,=839111627070,=456172830328.2634,=0.0057,=0.9030,=0.0054,=0.0050,=0.0045
2011-06-15,=6308.7830,,=1050760027058.4000,=850622277618,=463374980195.0384,=0.0056,=0.8732,=0.0054,=0.0050,=0.0045
2011-06-14,=6338.3040,,=1055373142875.7004,=854383615120,=465502735931.2718,=0.0055,=0.8538,=0.0054,=0.0050,=0.0045
2011-06-13,=6280.6990,,=1047915607472.6000,=847089331176,=461700627597.0413,=0.0056,=0.8854,=0.0054,=0.0049,=0.0045
2011-06-10,=6370.3190,,=1060352985258.4004,=855340538737,=467859119513.9090,=0.0055,=0.8574,=0.0054,=0.0049,=0.0045
2011-06-09,=6320.3370,,=1053329107901.1000,=848080665763,=464380783915.3214,=0.0055,=0.8614,=0.0054,=0.0049,=0.0045
2011-06-08,=6480.1170,,=1079378273383.1000,=869817319587,=476202462161.5853,=0.0054,=0.8056,=0.0054,=0.0049,=0.0045
2011-06-07,=6442.1490,,=1073676212805.3000,=865433656683,=473609838618.4573,=0.0054,=0.8201,=0.0054,=0.0049,=0.0045
2011-06-03,=6440.1080,,=1075362988430.4000,=867517454258,=473994953470.8784,=0.0055,=0.8305,=0.0054,=0.0049,=0.0045
2011-06-02,=6331.8280,,=1057058330150.4000,=852677865399,=465929604375.7575,=0.0055,=0.8645,=0.0054,=0.0049,=0.0045
2011-06-01,=6414.4090,,=1071039672827.2998,=864093640528,=471969040304.9089,=0.0055,=0.8319,=0.0054,=0.0049,=0.0045
2011-05-31,=6314.6310,,=1052784477817.1000,=847435916542,=464011913956.0386,=0.0055,=0.8510,=0.0054,=0.0049,=0.0045
2011-05-30,=6267.6280,,=1047468746322.4000,=842540070250,=461160331007.5143,=0.0056,=0.8810,=0.0054,=0.0049,=0.0045
2011-05-27,=6220.2750,,=1035683639533.3000,=831637655255,=456725158570.5578,=0.0055,=0.8568,=0.0054,=0.0049,=0.0045
2011-05-26,=6377.7230,,=1059145118391.2002,=851986180862,=467850779015.2126,=0.0054,=0.7913,=0.0054,=0.0049,=0.0045
2011-05-25,=6347.0360,,=1054644210266.8000,=845820248840,=465590026106.3865,=0.0054,=0.8126,=0.0054,=0.0049,=0.0045
2011-05-24,=6353.7280,,=1058416416144.4000,=846955487758,=466575139724.8845,=0.0054,=0.8122,=0.0054,=0.0049,=0.0045
2011-05-23,=6403.5150,,=1067117146541.4000,=854321015474,=470111403350.4313,=0.0054,=0.7856,=0.0054,=0.0049,=0.0045
2011-05-20,=6605.6540,,=1099669237859.1001,=879258145996,=484741720292.0314,=0.0052,=0.6491,=0.0054,=0.0049,=0.0045
2011-05-19,=6619.2490,,=1087895424699.6000,=880180824164,=485444853160.2538,=0.0052,=0.6703,=0.0054,=0.0049,=0.0045
2011-05-18,=6616.4350,,=1079728797530.9000,=865519271734,=483913750028.6739,=0.0052,=0.6740,=0.0054,=0.0049,=0.0045
2011-05-17,=6537.3450,,=1064709954162.8000,=851526193141,=477479486291.0882,=0.0053,=0.7263,=0.0054,=0.0049,=0.0045
2011-05-16,=6556.2400,,=1069767972140.1998,=854072441141,=479200439881.6375,=0.0053,=0.7190,=0.0054,=0.0049,=0.0045
2011-05-13,=6558.6580,,=1066874674115.3000,=853783214406,=478780927027.6585,=0.0053,=0.7095,=0.0054,=0.0049,=0.0045
2011-05-12,=6549.9390,,=1067565483569.5000,=853834358900,=478607776527.5800,=0.0053,=0.7311,=0.0054,=0.0049,=0.0045
2011-05-11,=6556.2920,,=1064663729337,=851750851314,=478333874931.3600,=0.0053,=0.7127,=0.0054,=0.0049,=0.0045
2011-05-10,=6527.3780,,=1060092551535,=847171065029,=475995944872.3900,=0.0053,=0.7277,=0.0054,=0.0049,=0.0045
2011-05-09,=6535.7770,,=1064050715008.9000,=848232634890,=477219769486.0399,=0.0053,=0.7226,=0.0054,=0.0049,=0.0045
2011-05-06,=6545.7680,,=1067423803002.7000,=851377067211,=478264682332.9200,=0.0053,=0.7265,=0.0054,=0.0049,=0.0045
2011-05-05,=6521.1100,,=1062781250915.4000,=848151560020,=476406129425.1700,=0.0053,=0.7348,=0.0054,=0.0049,=0.0045
2011-05-04,=6456.3590,,=1050925536385.4000,=839861785843,=471446366645.0301,=0.0054,=0.7658,=0.0054,=0.0049,=0.0045
2011-05-03,=6545.7390,,=1064916970934,=851918886484,=477995702439.5800,=0.0053,=0.7178,=0.0054,=0.0049,=0.0045
2011-04-29,=6428.7620,,=1049244447761.4000,=837716995164,=469952635496.1801,=0.0055,=0.8371,=0.0054,=0.0049,=0.0045
2011-04-28,=6328.1990,,=1028649327586.5000,=822625665125,=461456179196.2499,=0.0059,=0.9456,=0.0054,=0.0049,=0.0045
2011-04-27,=6491.7980,,=1052995090103.5000,=841045705771,=472903524963.3200,=0.0060,=0.9705,=0.0054,=0.0049,=0.0045
2011-04-26,=6529.0180,,=1057354847649.1996,=843776326144,=475235060123.3199,=0.0059,=0.9499,=0.0054,=0.0049,=0.0045
2011-04-25,=6611.5960,,=1067535724817.8998,=853690086922,=479777558286.5399,=0.0058,=0.9247,=0.0054,=0.0049,=0.0045
2011-04-22,=6627.1390,,=1061080901546.3002,=848352632433,=474046251680.8800,=0.0060,=0.9748,=0.0054,=0.0049,=0.0044
2011-04-21,=6636.5720,,=1061546328753.2000,=848754783577,=474270370790.6599,=0.0058,=0.9358,=0.0054,=0.0049,=0.0044
2011-04-20,=6656.4240,,=1063162258363.3000,=850149963398,=474272060683.6202,=0.0058,=0.9310,=0.0054,=0.0049,=0.0044
2011-04-19,=6619.3220,,=1055855631935.8000,=846143213145,=471315431321.7600,=0.0058,=0.9493,=0.0054,=0.0049,=0.0044
2011-04-18,=6647.3800,,=1057746616812.4000,=848992987526,=472784672180.0500,=0.0058,=0.9515,=0.0054,=0.0049,=0.0044
2011-04-15,=6679.8080,,=1060907462340.7000,=851885613774,=471777021476.0599,=0.0058,=0.9514,=0.0054,=0.0049,=0.0044
