date,net_value,turnover
2023-05-16,5.741281,0.36757413
2023-05-17,5.7291875,0.026824355
2023-05-18,5.7489786,0.029038664
2023-05-19,5.7208786,0.0071487445
2023-05-22,5.7401485,0.023439405
2023-05-23,5.7217236,0.020975603
2023-05-24,5.6988645,0.020412093
2023-05-25,5.7009106,0.005116107
2023-05-26,5.686589,0.017815787
2023-05-29,5.758245,0.05228603
2023-05-30,5.756663,0.014068492
2023-05-31,5.77531,0.04890941
2023-06-01,5.7171717,0.061291497
2023-06-02,5.6515374,0.78798336
2023-06-05,5.6548514,0.810869
2023-06-06,5.6196647,0.17660072
2023-06-07,5.690596,0.3430349
2023-06-08,5.6881037,0.158531
2023-06-09,5.71568,0.13315296
2023-06-12,5.689969,0.06222132
2023-06-13,5.664694,0.24988271
2023-06-14,5.710763,0.23019807
2023-06-15,5.7138953,0.9698241
2023-06-16,5.713179,0.40913534
2023-06-19,5.6220937,1.1285313
2023-06-20,5.5868206,0.24386697
2023-06-21,5.5873566,0.4127815
2023-06-26,5.570298,0.054259323
2023-06-27,5.5693774,0.1929005
2023-06-28,5.584204,0.02801662
2023-06-29,5.59916,0.14677918
2023-06-30,5.6530538,0.8245053
2023-07-03,5.6282477,0.09846631
2023-07-04,5.618789,0.4283667
2023-07-05,5.594889,0.20235187
2023-07-06,5.6083784,0.18043491
2023-07-07,5.627674,0.26200455
2023-07-10,5.574496,0.43168676
2023-07-11,5.6459494,0.4187307
2023-07-12,5.6344957,0.35017478
2023-07-13,5.585335,1.2342608
2023-07-14,5.5856175,0.9091612
2023-07-17,5.5667973,0.16499555
2023-07-18,5.5417423,0.8032591
2023-07-19,5.5147777,0.37536186
2023-07-20,5.4859014,0.5528505
2023-07-21,5.566225,0.4777825
2023-07-24,5.5735345,1.1152095
2023-07-25,5.510736,1.6068231
2023-07-26,5.5155544,0.96232146
2023-07-27,5.5630875,0.2392452
2023-07-28,5.5602427,0.77894
2023-07-31,5.55768,0.14760274
2023-08-01,5.572106,0.25063017
2023-08-02,5.5674977,0.8680091
2023-08-03,5.5459437,0.2997389
2023-08-04,5.5329757,0.22031732
2023-08-07,5.5080667,0.35584056
2023-08-08,5.5000315,0.3203016
2023-08-09,5.4519978,0.27203387
2023-08-10,5.4310765,0.117273256
2023-08-11,5.4296627,0.61866117
2023-08-14,5.4047465,0.31312525
2023-08-15,5.413507,0.15838328
2023-08-16,5.394114,0.25780317
2023-08-17,5.376733,0.12512478
2023-08-18,5.3826046,0.32067987
2023-08-21,5.3602886,0.15843993
2023-08-22,5.381863,0.14203441
2023-08-23,5.3472824,0.040779654
2023-08-24,5.3752913,0.70022506
2023-08-25,5.4605203,0.43343452
2023-08-28,5.492315,0.2940624
2023-08-29,5.5029387,0.22057949
2023-08-30,5.4905057,0.035310034
2023-08-31,5.5206337,0.018220315
2023-09-01,5.507589,0.20841768
2023-09-04,5.5459843,1.0825925
2023-09-05,5.486852,0.8761769
2023-09-06,5.512065,0.1765534
2023-09-07,5.5288463,0.32383335
2023-09-08,5.5234303,0.07954472
2023-09-11,5.5002055,0.46729055
2023-09-12,5.51541,0.25259054
2023-09-13,5.4804163,0.1766246
2023-09-14,5.4534335,0.058996
2023-09-15,5.48068,0.07741583
2023-09-18,5.496973,0.15396535
2023-09-19,5.4765377,0.108491346
2023-09-20,5.4925294,0.0719104
2023-09-21,5.4562817,1.3622434
2023-09-22,5.4345245,0.7131924
2023-09-25,5.4409614,0.8131709
2023-09-26,5.459656,0.12179751
2023-09-27,5.4583735,0.28434592
2023-09-28,5.39269,1.7149421
2023-10-09,5.4033055,0.0
2023-10-10,5.444742,0.0
2023-10-11,5.4558773,0.0
2023-10-12,5.5054812,0.0
2023-10-13,5.5303636,0.0
2023-10-16,5.570929,0.0
2023-10-17,5.5890503,0.013844764
2023-10-18,5.6305594,0.12823936
2023-10-19,5.5886774,0.04296899
2023-10-20,5.6142898,0.5450126
2023-10-23,5.5997777,0.052484013
2023-10-24,5.628823,0.06045425
2023-10-25,5.6719117,0.11411316
2023-10-26,5.725912,0.2613014
2023-10-27,5.713492,0.66605645
2023-10-30,5.690966,0.8061656
2023-10-31,5.6830072,0.39072463
2023-11-01,5.705281,0.03338468
2023-11-02,5.744815,0.52055365
2023-11-03,5.7486467,0.74732065
2023-11-06,5.760565,0.23949662
2023-11-07,5.7226677,1.3227831
2023-11-08,5.753716,0.038006037
