date,沪深300,等权,风险平价,MVO,动量,动态评分,LGB融合,PPO月度,PPO原生日频
2018-08-15,900955.5675385749,1959407.8823891566,2077634.7725253447,4023342.2428894104,1949037.7698629594,2916159.946353442,1876357.9602777509,2508101.2608364327,2516325.27905824
2018-08-16,897183.6885727692,1943089.1574108724,2063562.185773237,3990906.9909963794,1929470.2906638274,2897388.991336395,1862337.2289512316,2487581.494469801,2495576.69117933
2018-08-17,883467.0683132533,1922828.8652149497,2055240.2079373251,3957795.0999373714,1907472.902710897,2874342.22171848,1847529.6202985472,2466332.440794226,2470650.203239493
2018-08-20,892865.4675530304,1929376.2444252002,2053460.4478886798,3946301.9103113892,1919986.5701676593,2880486.976014313,1849918.314047588,2473608.9751752373,2477570.0528812907
2018-08-21,908176.6975543486,1955172.3011457035,2066237.3440209825,4015379.4563842337,1955035.6824188714,2902807.5129743577,1869640.1479875434,2502268.019794452,2509356.529641689
2018-08-22,906555.0627730491,1947068.804155536,2061493.368647881,3991372.400623036,1947169.8828846724,2895025.199287263,1863029.622126838,2493815.863673938,2499569.8148746705
2018-08-23,909233.7509464303,1956642.1316350491,2068890.172078205,4024153.368722784,1957051.3271996398,2904820.024503186,1871572.1327900086,2504493.4170811274,2511098.6325873225
2018-08-24,910568.5583655799,1949573.6874584956,2065194.8542932672,3991554.993590536,1948922.722398771,2901663.2610749872,1865839.4513222328,2497424.4295266024,2503633.6470990255
2018-08-27,933404.3677634797,1984624.182335164,2081783.8675183875,4061523.6702800565,1989779.5960972083,2939349.4007286406,1892293.4189117772,2535254.116775591,2547252.841711351
2018-08-28,930707.5052433276,1983301.166320294,2082895.9796384193,4051466.649500826,1986886.689959141,2940125.9380040383,1891665.6361990438,2534559.7141168676,2545396.541977988
2018-08-29,927204.4234725401,1977826.4573166214,2079726.9973861652,4050724.680323089,1980396.601118111,2932630.458683943,1887682.810003055,2527956.805600731,2538595.0450415616
2018-08-30,918057.5582339097,1965189.571201774,2077219.0495901133,4034195.600633308,1968185.787117294,2918471.7107329546,1879334.8363523935,2516068.99301767,2521861.8429695903
2018-08-31,911060.8929924968,1954653.069210472,2075147.8035736417,4013943.2599625266,1957311.9386349854,2908139.1291459636,1872257.465886324,2506239.6990060625,2508119.528759661
2018-09-03,909170.6080082915,1952531.9355569633,2070489.51115227,4006560.1487530335,1951917.7499639718,2903947.8491116036,1869444.7450676952,2503169.5088668955,2505557.2314763987
2018-09-04,920180.2094838348,1959448.326014132,2071491.1609731778,4014172.1555484436,1958834.3213840278,2907546.8108295263,1873875.6718333939,2513182.0621606796,2515506.430417944
2018-09-05,901090.2410876886,1941728.9857385128,2063397.5063591122,3982502.8257653858,1938279.7904616196,2891306.3088164185,1860793.269300442,2489541.627872512,2491940.3863072586
2018-09-06,893287.7982731339,1932441.2553530377,2060758.855016978,3963715.3644683976,1926451.985240864,2881105.436209586,1854261.496675125,2477709.502401779,2480083.2693632585
2018-09-07,899191.1900701928,1934191.351408461,2063150.2784836537,3961380.5666026855,1930575.7988701994,2879702.625941015,1855914.2988546628,2480500.334195762,2482929.804553622
2018-09-10,886282.9338611751,1914876.0450120503,2053519.0636556426,3915024.7362395576,1908621.8800197267,2856487.7119280216,1841365.110550116,2456134.953269954,2458719.3272255487
2018-09-11,883049.3399144037,1913494.5371003419,2052519.9572095575,3917941.4631302916,1908618.2029897422,2855934.0995685607,1840055.4372126793,2453586.7485764883,2456249.0812318265
2018-09-12,876859.7715864427,1901456.373054236,2046916.7275298634,3887514.4453317286,1891378.1325569816,2839904.233874172,1830952.3118881446,2439257.730440492,2441787.5705822916
2018-09-13,886256.5558800444,1910756.4679004038,2052666.0984721116,3905585.198639921,1903391.3462035744,2848666.1240156344,1838198.3595576542,2451378.7753455127,2453980.1687242095
2018-09-14,887591.3909353275,1914010.143990708,2056676.0132096466,3911791.5424710214,1914085.7821998305,2853796.142076555,1841575.3177730867,2454408.838610993,2459021.137140323
2018-09-17,879252.1788290923,1903794.8987557013,2050716.3054272733,3887712.234677061,1904033.422296462,2842967.434708922,1833811.1368463559,2441052.1675739125,2446811.97250742
