日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=94.7225,=0.8411,=91.4446,=68.9883,=48.3423
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=97.3220,=0.8593,=91.3989,=68.9562,=48.3423
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=98.1787,=0.8687,=91.3989,=68.9435,=48.1610
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=99.8003,=0.8917,=91.3843,=68.9307,=48.1610
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=97.9188,=0.8677,=91.3743,=68.9228,=48.1610
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=97.7037,=0.8668,=91.3243,=68.9149,=48.1610
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=100.0175,=0.8931,=91.2773,=68.9115,=48.1610
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=101.6368,=0.9010,=91.2773,=68.9080,=47.7832
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=98.2251,=0.8713,=91.2482,=68.8998,=47.7832
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=86.7397,=0.7448,=91.1366,=68.8915,=47.7832
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=86.1792,=0.7334,=91.1366,=68.8780,=47.7832
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=89.4952,=0.7764,=91.1366,=68.8646,=47.7832
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=91.3843,=0.8035,=91.2482,=68.8162,=47.7715
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=87.8229,=0.7592,=91.1366,=68.7678,=47.7715
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=93.8363,=0.8337,=91.1366,=68.7450,=47.7715
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=99.9459,=0.8931,=91.1257,=68.7222,=47.7715
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=95.6911,=0.8552,=91.1153,=68.6749,=47.7715
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=81.9394,=0.6884,=91.1153,=68.6275,=47.6468
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=70.5910,=0.5463,=91.1153,=68.5640,=47.6468
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=65.6071,=0.4089,=91.1153,=68.5005,=47.6468
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=63.1407,=0.3688,=91.1153,=68.5640,=47.6468
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=62.6539,=0.3651,=91.1153,=68.6275,=47.6468
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=60.3741,=0.3306,=91.1257,=68.6749,=47.6171
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=61.0990,=0.3414,=91.1257,=68.7222,=47.6171
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=61.3582,=0.3474,=91.1257,=68.7450,=47.6171
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=60.6469,=0.3371,=91.1257,=68.7678,=47.6171
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=61.2070,=0.3439,=91.1257,=68.8162,=47.6171
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=61.7257,=0.3466,=91.1366,=68.8646,=47.5835
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=62.5337,=0.3607,=91.1366,=68.8780,=47.5835
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=62.8615,=0.3634,=91.1366,=68.8915,=47.5835
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=62.3554,=0.3556,=91.1366,=68.8998,=47.5835
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=62.6696,=0.3616,=91.1366,=68.9080,=47.5835
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=63.4207,=0.3667,=91.2482,=68.9115,=47.1720
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=63.6930,=0.3695,=91.2482,=68.9149,=47.1720
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=64.2867,=0.3771,=91.2482,=68.9228,=47.1720
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=64.1646,=0.3734,=91.2482,=68.9307,=47.1720
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=65.7673,=0.4047,=91.2482,=68.9435,=47.1720
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=62.6046,=0.3625,=91.2773,=68.9562,=46.8144
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=61.0539,=0.3440,=91.2773,=68.9883,=46.8144
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=61.9482,=0.3525,=91.2773,=69.0204,=46.8144
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=63.6571,=0.3683,=91.2773,=69.0549,=46.8144
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=63.9456,=0.3703,=91.2773,=69.0894,=46.8144
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=62.4496,=0.3599,=91.3243,=69.0906,=46.6027
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=63.5222,=0.3668,=91.3243,=69.0919,=46.6027
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=63.5897,=0.3671,=91.3243,=69.0942,=46.6027
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=66.9700,=0.4415,=91.3243,=69.0965,=46.6027
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=66.9148,=0.4345,=91.3243,=69.0981,=46.6027
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=67.0789,=0.4439,=91.3743,=69.0996,=46.5833
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=67.0136,=0.4418,=91.3743,=69.1027,=46.5833
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=67.7614,=0.4653,=91.3743,=69.1058,=46.5833
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=67.2921,=0.4516,=91.3743,=69.1278,=46.5833
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=67.5165,=0.4586,=91.3743,=69.1498,=46.5833
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=67.1782,=0.4507,=91.3989,=69.1643,=46.5319
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=67.0158,=0.4436,=91.3989,=69.1787,=46.5319
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=67.7386,=0.4622,=91.3989,=69.1988,=46.5319
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=67.3896,=0.4527,=91.3989,=69.2190,=46.5319
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=70.2645,=0.5237,=91.3989,=69.2218,=46.5319
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=71.9581,=0.5624,=91.4446,=69.2190,=45.5151
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=71.6842,=0.5595,=91.4446,=69.1988,=45.5151
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=69.0894,=0.4950,=91.4446,=69.1787,=45.5151
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=68.3012,=0.4779,=91.4446,=69.1988,=45.5151
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=69.8675,=0.5142,=91.4446,=69.2190,=45.5151
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=69.2190,=0.5004,=91.5119,=69.1988,=45.3055
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=69.7308,=0.5125,=91.5119,=69.1787,=45.3055
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=70.2960,=0.5230,=91.5119,=69.1643,=45.3055
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=73.6657,=0.5955,=91.5119,=69.1498,=45.3055
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=73.6185,=0.5951,=91.5119,=69.1278,=45.3055
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=71.4969,=0.5554,=91.5576,=69.1058,=44.5628
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=71.2466,=0.5491,=91.5576,=69.1027,=44.5628
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=71.9814,=0.5613,=91.5576,=69.0996,=44.5628
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=69.7206,=0.5147,=91.5576,=69.0981,=44.5628
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=69.0996,=0.5008,=91.5576,=69.0965,=44.5628
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=68.7222,=0.4920,=91.5680,=69.0942,=44.4200
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=68.2195,=0.4789,=91.5680,=69.0965,=44.4200
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=68.3067,=0.4827,=91.5680,=69.1012,=44.4200
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=65.8608,=0.4130,=91.5680,=69.1058,=44.4200
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=65.8980,=0.4134,=91.5680,=69.1278,=44.4200
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=65.6294,=0.4095,=91.5901,=69.1498,=43.9555
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=66.5607,=0.4285,=91.5901,=69.1643,=43.9555
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=65.7973,=0.4127,=91.5901,=69.1787,=43.9555
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=66.8095,=0.4385,=91.5901,=69.2017,=43.9555
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=66.9504,=0.4474,=91.5901,=69.2247,=43.9555
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=66.7868,=0.4376,=91.5946,=69.2416,=43.9217
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=67.7436,=0.4660,=91.5946,=69.2585,=43.9217
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=66.3590,=0.4221,=91.5946,=69.2601,=43.9217
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=68.9562,=0.4923,=91.5946,=69.2616,=43.9217
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=70.8623,=0.5345,=91.5946,=69.2842,=43.9217
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=70.7319,=0.5324,=91.8410,=69.2616,=43.8093
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=70.4674,=0.5235,=91.8410,=69.2601,=43.8093
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=70.6210,=0.4846,=91.8410,=69.2247,=43.8093
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=70.5441,=0.5261,=91.8410,=69.2416,=43.8093
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=68.9307,=0.4940,=91.8410,=69.2247,=43.8093
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=69.3493,=0.5064,=92.0350,=69.2416,=43.7133
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=68.9080,=0.4931,=92.0350,=69.2247,=43.7133
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=69.3109,=0.5039,=92.0350,=69.2416,=43.7133
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=66.9111,=0.4442,=92.0350,=69.2247,=43.7133
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=66.9055,=0.4437,=92.0350,=69.2416,=43.7133
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=67.1253,=0.4535,=92.0439,=69.2585,=43.6277
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=66.7308,=0.4410,=92.0439,=69.2601,=43.6277
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=66.6442,=0.4371,=92.0439,=69.2616,=43.6277
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=65.6126,=0.4167,=92.0439,=69.2842,=43.6277
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=65.9204,=0.4197,=92.0439,=69.3068,=43.6277
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=64.5019,=0.3941,=92.1041,=69.3079,=42.9044
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=64.8268,=0.3988,=92.1041,=69.3089,=42.9044
2024-05-27,=5995.4523,=6499.5861,=1855893482973.1003,=1352389381601,=916503388809.1238,=64.8817,=0.3991,=92.1041,=69.3215,=42.9044
2024-05-24,=5821.9970,=6311.5457,=1795364889270.0996,=1313775198468,=889620551065.1157,=62.7656,=0.3813,=92.1041,=69.3340,=42.9044
2024-05-23,=5979.2144,=6481.9829,=1840190455597.9399,=1348413295235,=912836656824.7760,=64.3327,=0.3920,=92.1041,=69.3403,=42.9044
2024-05-22,=6077.2486,=6587.3628,=1872761858077.5896,=1370360337400,=927579876632.3000,=65.4714,=0.4089,=92.1862,=69.3466,=42.8131
2024-05-21,=6038.6320,=6542.5129,=1861859847306.5603,=1361822619946,=921902355599.1602,=65.0903,=0.4014,=92.1862,=69.3540,=42.8131
2024-05-20,=6076.5707,=6583.6174,=1876083504573.9299,=1369121741207,=926948014418.2100,=65.5875,=0.4130,=92.1862,=69.3615,=42.8131
2024-05-17,=6064.8867,=6570.9584,=1871226180639.7900,=1366292679766,=925523326478.4700,=65.4177,=0.4073,=92.1862,=69.4050,=42.8131
2024-05-16,=5998.6641,=6499.2099,=1848304315003.5801,=1351531702061,=915933679347.4900,=64.6164,=0.3963,=92.1862,=69.4485,=42.8131
2024-05-15,=5992.9274,=6492.9945,=1842879759704.7700,=1350061360597,=915856313168.4200,=64.4267,=0.3941,=92.2048,=69.4832,=42.7502
2024-05-14,=6068.8372,=6575.2384,=1869732313691.4705,=1366861804443,=928289829202.0400,=65.3655,=0.4049,=92.2048,=69.5179,=42.7502
2024-05-13,=6064.2868,=6570.3083,=1868760255273.9500,=1365405559335,=927898634572.8900,=65.3315,=0.4044,=92.2048,=69.6048,=42.7502
2024-05-10,=6116.5457,=6626.9278,=1886468280174.6196,=1378947963651,=935768438747.2200,=65.9506,=0.4135,=92.2048,=69.6917,=42.7502
2024-05-09,=6243.9448,=6764.9574,=1929931668695.1504,=1408416560561,=954797119919.8700,=65.0101,=0.4007,=92.2048,=69.7408,=42.7502
2024-05-08,=6102.4890,=6611.6981,=1881959407884.2495,=1375651224601,=934612502037.2300,=63.3942,=0.3879,=92.3716,=69.7899,=42.7129
2024-05-07,=6191.5994,=6708.2441,=1907934602304.9900,=1395604662517,=948258780762.2698,=64.2691,=0.3944,=92.3716,=69.8404,=42.7129
2024-05-06,=6237.7924,=6758.2916,=1923762612289.9900,=1405952842279,=954961831467.5598,=64.8023,=0.3974,=92.3716,=69.8908,=42.7129
2024-04-30,=6177.9081,=6693.4103,=1907065820255.8501,=1393378262567,=945209425650.2300,=64.2399,=0.3942,=92.3716,=69.8933,=42.7129
2024-04-29,=6267.0107,=6789.9479,=1938161734092.7800,=1413582342286,=970504820108.3500,=68.4795,=0.4763,=92.3716,=69.8958,=42.7129
2024-04-26,=6050.9764,=6555.8871,=1875568705374.5601,=1362330555124,=928034362499.8199,=72.1432,=0.5444,=92.3740,=69.9142,=42.6836
2024-04-25,=5877.7787,=6368.2373,=1820222732385.7000,=1323705419659,=901273428219.8098,=69.3068,=0.4912,=92.3740,=69.8958,=42.6836
2024-04-24,=5875.3252,=6365.5791,=1820054328220.7395,=1322557394226,=900837966371.2800,=69.2616,=0.4907,=92.3740,=69.9142,=42.6836
2024-04-23,=5766.8233,=6248.0235,=1788428514277.5498,=1300257064548,=884462257170.7401,=68.0581,=0.4621,=92.3740,=69.9326,=42.6836
2024-04-22,=5818.9703,=6304.5218,=1803485005603.2195,=1311409926143,=892948311494.5796,=66.7230,=0.4307,=92.3740,=69.9471,=42.6836
2024-04-19,=5817.0404,=6302.4309,=1805353736556.1799,=1310517803908,=892485967422.8701,=66.3539,=0.4187,=92.4606,=69.9617,=42.6202
2024-04-18,=5989.2087,=6488.9654,=1855850646372,=1348754994425,=918508734916.1300,=67.5113,=0.4536,=92.4606,=69.9747,=42.6202
2024-04-17,=6068.3595,=6574.7207,=1877873121879.6704,=1366895734359,=930658404864.1600,=68.0861,=0.4619,=92.4606,=69.9877,=42.6202
2024-04-16,=5864.6025,=6353.9616,=1821617148432.9104,=1322568034040,=899466669580.3499,=66.0464,=0.4154,=92.4606,=70.0243,=42.6202
2024-04-15,=6021.7507,=6524.2227,=1863295401842.5601,=1358694278634,=923508013905.9000,=67.5575,=0.4548,=92.4606,=70.0608,=42.6202
2024-04-12,=5915.4611,=6409.0640,=1828588288777.1001,=1332715104638,=904989499978.4900,=66.9272,=0.4366,=92.4660,=70.0757,=42.5018
2024-04-11,=5876.7241,=6367.0946,=1821542928868.3799,=1326031995361,=898865434626.8000,=67.5294,=0.4538,=92.4660,=70.0906,=42.5018
2024-04-10,=5854.1577,=6342.6452,=1823504202049.2705,=1322060896650,=895458117125.1801,=67.6021,=0.4542,=92.4660,=70.0949,=42.5018
2024-04-09,=6016.5119,=6518.5467,=1869819519088.6499,=1357633533635,=919761721352.5200,=69.1058,=0.4822,=92.4660,=70.0993,=42.5018
2024-04-08,=5966.1411,=6463.9729,=1854079721889.6201,=1345929933761,=910549314140.6899,=68.2101,=0.4639,=92.4660,=70.1381,=42.5018
2024-04-03,=6107.0840,=6616.6765,=1899163871722.6804,=1376204412244,=932206876832.1600,=69.9326,=0.4947,=92.5371,=70.1769,=42.4128
2024-04-02,=6161.0291,=6675.1229,=1915415401364.3999,=1388163727905,=940211406669.2800,=70.5310,=0.5067,=92.5371,=70.1831,=42.4128
2024-04-01,=6273.6999,=6797.1953,=1948292144456.2695,=1414158502739,=957420522214.4900,=71.9904,=0.5357,=92.5371,=70.1769,=42.4128
2024-03-29,=6189.0804,=6705.5149,=1920509270640.9497,=1394125347290,=944380613740.6002,=70.9638,=0.5174,=92.5371,=70.1381,=42.4128
2024-03-28,=6205.4419,=6723.2416,=1924272090110.5696,=1397640582747,=946806817482.6400,=67.1443,=0.4481,=92.5371,=70.0993,=42.4128
2024-03-27,=6111.1903,=6621.1254,=1895782848830.9199,=1378012957043,=932496078881.1500,=66.1502,=0.4217,=92.5703,=70.1381,=42.4039
2024-03-26,=6281.2347,=6805.3588,=1946138124762.5896,=1414861501045,=958711745667.5200,=67.9073,=0.4588,=92.5703,=70.1769,=42.4039
2024-03-25,=6359.5754,=6890.2365,=1973573582613.0701,=1431835725043,=970528518846.7296,=68.8646,=0.4771,=92.5703,=70.1831,=42.4039
2024-03-22,=6506.5549,=7049.4804,=2017356331192.9504,=1463672299896,=993261595109.4298,=70.3923,=0.5027,=92.5703,=70.1893,=42.4039
2024-03-21,=6568.4803,=7116.5730,=2042139187615.6904,=1476813077433,=1003015083754.6100,=71.2571,=0.5211,=92.5703,=70.1831,=42.4039
2024-03-20,=6568.7207,=7116.8335,=2045571831835.4004,=1477972567547,=1002894746200.3800,=71.3768,=0.5243,=92.6094,=70.1769,=42.3258
2024-03-19,=6588.6274,=7138.4013,=2049379771014.7805,=1482559829779,=1005942088600.9600,=71.5097,=0.5266,=92.6094,=70.1381,=42.3258
2024-03-18,=6685.1042,=7242.9284,=2080692944452.9600,=1502994012742,=1021267198677.9399,=73.2393,=0.5595,=92.6094,=70.0993,=42.3258
2024-03-15,=6498.6463,=7040.9119,=2022578681046.5095,=1460182992566,=993618097802.7400,=71.1937,=0.5221,=92.6094,=70.0949,=42.3258
2024-03-14,=6494.7982,=7036.7427,=2022138189279.5100,=1459633922206,=992962193513.3199,=71.1782,=0.5208,=92.6094,=70.0906,=42.3258
2024-03-13,=6594.9283,=7145.2280,=2053343420029.1699,=1482974085052,=1008201823342.5295,=72.2766,=0.5375,=92.6353,=70.0757,=42.1789
2024-03-12,=6615.5967,=7167.6210,=2056781955315.0801,=1487398021033,=1011089588046.7800,=72.3976,=0.5398,=92.6353,=70.0608,=42.1789
2024-03-11,=6589.0587,=7138.8686,=2056677273147.3501,=1481533952010,=1006740166542.3500,=72.3940,=0.5394,=92.6353,=70.0243,=42.1789
2024-03-08,=6513.3154,=7056.8050,=2030830180971.0601,=1463909452801,=995407728443.9102,=71.4842,=0.5272,=92.6353,=69.9877,=42.1789
2024-03-07,=6367.5830,=6898.9123,=1991485912144.9600,=1430637833853,=973179073903.8600,=70.0993,=0.5032,=92.6353,=69.9747,=42.1789
2024-03-06,=6510.0113,=7053.2252,=2034328455817.7900,=1461331907338,=994995070622.4596,=71.6073,=0.5272,=92.6905,=69.9617,=42.1280
2024-03-05,=6603.1310,=7154.1151,=2059733344499.1304,=1480320834143,=1009039853444.5900,=72.5015,=0.5431,=92.6905,=69.9288,=42.1280
2024-03-04,=6610.7693,=7162.3907,=2064079054919.5500,=1482958048985,=1010362830003.9402,=72.6545,=0.5445,=92.6905,=69.8958,=42.1280
2024-03-01,=6574.3770,=7122.9617,=2059023201336.2305,=1474738592263,=1004874981592.2500,=72.4765,=0.5423,=92.6905,=69.8933,=42.1280
2024-02-29,=6439.3320,=6976.6482,=2025458452301.1799,=1444916427387,=984138933852.2600,=71.2951,=0.5255,=92.6905,=69.8908,=42.1280
2024-02-28,=6060.1296,=6565.8041,=1907101948488.8201,=1358742577488,=926169943148.9502,=67.1532,=0.4567,=92.7448,=69.8404,=42.0488
2024-02-27,=6323.4822,=6851.1315,=1989674481419.5801,=1416405403403,=966474745367.4700,=70.0608,=0.5036,=92.7448,=69.8908,=42.0488
2024-02-26,=6036.0599,=6539.7259,=1897173430372.8301,=1353566372249,=922885500018.3900,=66.8036,=0.4447,=92.7448,=69.8404,=42.0488
2024-02-23,=6009.2341,=6510.6616,=1887045378129.3999,=1347279796836,=918950760269.6200,=66.4470,=0.4351,=92.7448,=69.8908,=42.0488
2024-02-22,=5994.5380,=6494.7392,=1885042133965.1296,=1342855320139,=916609385161.6598,=66.3765,=0.4318,=92.7448,=69.8933,=42.0488
2024-02-21,=5896.7244,=6388.7638,=1856802341804.6399,=1322015679570,=902126388514.2196,=65.3821,=0.4194,=92.8679,=69.8958,=41.9167
2024-02-20,=5876.0794,=6366.3961,=1849699473473.3201,=1314799984895,=898807941562.3597,=65.1320,=0.4180,=92.8679,=69.9288,=41.9167
2024-02-19,=5916.5203,=6410.2115,=1867777861733.6499,=1324260920255,=904633827697.1100,=65.7686,=0.4266,=92.8679,=69.9617,=41.9167
2024-02-08,=5778.4203,=6260.5881,=1821419529506.3201,=1297113626699,=884076120838.8998,=64.1362,=0.4096,=92.8679,=69.9747,=41.9167
2024-02-07,=5603.6257,=6071.2081,=1772079662955.0002,=1259549627365,=857364791188.0601,=62.3988,=0.4007,=92.8679,=69.9877,=41.9167
2024-02-06,=5533.4514,=5995.1782,=1759027239189.4795,=1240654088992,=846455597835.8900,=61.9392,=0.3947,=92.8835,=70.0391,=41.8876
2024-02-05,=5193.2244,=5626.5617,=1652295750177.5503,=1166877944756,=794498570726.9600,=58.1810,=0.3416,=92.8835,=70.0906,=41.8876
2024-02-02,=5221.1194,=5656.7844,=1652642390315.6602,=1172085663934,=798522911876.4601,=58.1932,=0.3419,=92.8835,=70.1338,=41.8876
2024-02-01,=5411.9289,=5863.5155,=1706417924456.2195,=1215878244713,=827478115073.2100,=60.0867,=0.3653,=92.8835,=70.1769,=41.8876
2024-01-31,=5347.6110,=5793.8308,=1690656775978.2500,=1201749516532,=817794748783.2100,=59.5317,=0.3592,=92.8835,=70.1831,=41.8876
2024-01-30,=5460.1429,=5915.7527,=1718981826477.1194,=1228956630153,=834851555457.9799,=60.5291,=0.3771,=92.9934,=70.1893,=41.6060
2024-01-29,=5697.8640,=6173.3099,=1798594905998.9998,=1282750408772,=871075453693.2699,=63.3325,=0.4024,=92.9934,=70.1924,=41.6060
2024-01-26,=5837.3943,=6324.4830,=1840378930799.4800,=1314503845927,=892458601289.2200,=64.8038,=0.4102,=92.9934,=70.1955,=41.6060
