日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM市值加权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2024-01-25,=6042.2340,=6546.4151,=1900819089819.7900,=1358772632087,=923598506929.3696,=66.9320,=0.4411,=92.9934,=70.2879,=41.6060
2024-01-24,=5912.7635,=6406.1412,=1858316477913.1101,=1330675456699,=903971429369.6500,=65.4354,=0.4147,=92.9934,=70.3802,=41.6060
2024-01-23,=5944.4626,=6440.4854,=1860819312424.4800,=1336482220961,=908944143141.5100,=65.5235,=0.4160,=93.0514,=70.3877,=41.5983
2024-01-22,=5919.3735,=6413.3028,=1849066134404.6899,=1331329051458,=905130466318.5300,=65.1097,=0.4136,=93.0514,=70.3953,=41.5983
2024-01-19,=6090.2899,=6598.4810,=1901030852846.5896,=1369780109715,=931399544902.5800,=66.9395,=0.4409,=93.0514,=70.4213,=41.5983
2024-01-18,=6095.7493,=6604.3959,=1903996540880.7195,=1372637275676,=932160426861.9000,=67.0439,=0.4423,=93.0514,=70.4472,=41.5983
2024-01-17,=5960.3196,=6457.6655,=1861663310147.8999,=1342828046683,=911746457849.1802,=65.5532,=0.4175,=93.0514,=70.4886,=41.5983
2024-01-16,=6098.4383,=6607.3092,=1906324457477.3899,=1373692425921,=933068783228.1899,=67.1259,=0.4440,=93.0570,=70.5299,=41.5753
2024-01-15,=6087.1511,=6595.0802,=1900318065732.3601,=1369740601366,=931297103512.5902,=66.9144,=0.4379,=93.0570,=70.5505,=41.5753
2024-01-12,=6065.3683,=6571.4797,=1893722538526.0500,=1363503558086,=928108518170.1300,=66.6821,=0.4346,=93.0570,=70.5711,=41.5753
2024-01-11,=6182.7760,=6698.6842,=1935184584633.5400,=1387378490064,=946218149798.6400,=68.1421,=0.4556,=93.0570,=70.5941,=41.5753
2024-01-10,=6105.8036,=6615.2890,=1914828161312.7000,=1370294596617,=934580475452.9500,=67.4253,=0.4485,=93.0570,=70.6172,=41.5753
2024-01-09,=6172.0354,=6687.0474,=1936673609932.1299,=1383800857129,=944746982113.5601,=68.1945,=0.4564,=93.1257,=70.6261,=41.5496
2024-01-08,=6169.5680,=6684.3741,=1943209859695.0105,=1382589820974,=944521147416.6804,=68.4247,=0.4653,=93.1257,=70.6350,=41.5496
2024-01-05,=6373.8507,=6905.7027,=2005981181686.7705,=1429040599531,=975734458338.7196,=70.6350,=0.4995,=93.1257,=70.6380,=41.5496
2024-01-04,=6468.7885,=7008.5624,=2039844278258.7600,=1448646209724,=990139700966.2300,=71.8274,=0.5150,=93.1257,=70.6409,=41.5496
2024-01-03,=6573.6982,=7122.2260,=2066552960140.3401,=1473372913945,=1006257448835.2598,=72.7679,=0.5325,=93.1257,=70.6291,=41.5496
2024-01-02,=6704.4698,=7263.9096,=2100798174973.8899,=1501565710134,=1026204765480.3800,=73.9737,=0.5480,=93.1690,=70.6172,=41.5490
2023-12-29,=6829.0608,=7398.8969,=2130869374158.1899,=1522765802373,=1044997503904.2900,=75.0326,=0.5608,=93.1690,=70.5941,=41.5490
2023-12-28,=6814.6461,=7383.2794,=2127149446544.5400,=1520081324922,=1042807673996.1100,=74.9016,=0.5566,=93.1690,=70.5711,=41.5490
2023-12-27,=6667.0848,=7223.4052,=2082126567881.0696,=1483967358396,=1020083155293.9700,=73.3162,=0.5449,=93.1690,=70.5505,=41.5490
2023-12-26,=6569.7562,=7117.9552,=2056532185990.7896,=1461267407427,=1005067119246.2400,=72.4150,=0.5284,=93.1690,=70.5299,=41.5490
2023-12-25,=6711.1808,=7271.1807,=2102316352110.6101,=1493259488616,=1026719309891.1400,=74.0272,=0.5506,=93.1769,=70.4886,=41.4679
2023-12-22,=6771.7610,=7336.8159,=2129132581248.9800,=1503116406199,=1036051662275.6600,=74.9714,=0.5578,=93.1769,=70.4472,=41.4679
2023-12-21,=6841.3984,=7412.2641,=2149579817752.1001,=1519448410953,=1046858155281.1504,=75.6914,=0.5649,=93.1769,=70.4213,=41.4679
2023-12-20,=6770.8922,=7335.8747,=2127489954014.5601,=1503549828245,=1036135329631.8300,=74.9136,=0.5569,=93.1769,=70.3953,=41.4679
2023-12-19,=6849.7481,=7421.3105,=2150132832166.9905,=1519937867056,=1048106104411.9000,=75.7109,=0.5651,=93.1769,=70.3877,=41.4679
2023-12-18,=6761.2465,=7325.4241,=2120980416760.7700,=1500378164161,=1034580547302.3800,=74.6844,=0.5570,=93.3008,=70.3802,=41.4409
2023-12-15,=6841.6727,=7412.5613,=2139578026928.1299,=1520139765968,=1046916223492.5000,=75.3392,=0.4767,=93.3008,=70.2879,=41.4409
2023-12-14,=6890.4786,=7465.4397,=2151282363347,=1529900550627,=1054309357527.6100,=75.7514,=0.4810,=93.3008,=70.3802,=41.4409
2023-12-13,=6905.1220,=7481.3050,=2162275252657.7600,=1532513675960,=1056611376468.5698,=76.1385,=0.4843,=93.3008,=70.3877,=41.4409
2023-12-12,=6987.9063,=7570.9971,=2191391782529.9497,=1551235683268,=1069103550727.4000,=77.1637,=0.4933,=93.3008,=70.3953,=41.4409
2023-12-11,=7004.8747,=7589.3813,=2194679027121.8601,=1554788452638,=1071282879588.2600,=77.2795,=0.4928,=93.3207,=70.4213,=41.3205
2023-12-08,=6913.7918,=7490.6982,=1953786677046.4397,=1452770731100,=985168845462.7800,=69.0919,=0.4809,=93.3207,=70.4472,=41.3205
2023-12-07,=6770.9720,=7335.9611,=1919210048752.1299,=1422778072443,=964957895594.9000,=67.8691,=0.4622,=93.3207,=70.4886,=41.3205
2023-12-06,=6852.5530,=7424.3495,=1931781943058.9604,=1440074115968,=976339398852.8900,=68.3137,=0.4703,=93.3207,=70.5299,=41.3205
2023-12-05,=6865.8776,=7438.7859,=1936011586747.7400,=1442774001393,=977803909796.2000,=68.4633,=0.4736,=93.3207,=70.5505,=41.3205
2023-12-04,=7061.8518,=7651.1128,=1984819268999.2097,=1483109745559,=1005229265617.5298,=70.1893,=0.4942,=93.3776,=70.5711,=41.2986
2023-12-01,=7155.3182,=7752.3784,=2011334920747.3501,=1501982382912,=1018615280473.9602,=71.1270,=0.5101,=93.3776,=70.5941,=41.2986
2023-11-30,=7129.6052,=7724.5198,=1998115173563.5105,=1497409174245,=1014780252477.0498,=70.6595,=0.5029,=93.3776,=70.5711,=41.2986
2023-11-29,=7137.8694,=7733.4735,=2000404533978.2800,=1500657252236,=1015899666733.4700,=70.7404,=0.5043,=93.3776,=70.5505,=41.2986
2023-11-28,=7137.1120,=7732.6530,=2005172099122.5801,=1500759291691,=1016030275081.2400,=70.9090,=0.5067,=93.3776,=70.5299,=41.2986
2023-11-27,=7152.3136,=7749.1231,=2010439832172.4497,=1504447543137,=1017974939403.5402,=71.0953,=0.5082,=93.4681,=70.4886,=41.2109
2023-11-24,=7068.0138,=7656.6062,=1984469866475.2495,=1485777747207,=1005800876586.0400,=70.1769,=0.4961,=93.4681,=70.4472,=41.2109
2023-11-23,=7163.5647,=7760.1141,=2003869669147.6499,=1506640557744,=1019263486409.9900,=70.8630,=0.5063,=93.4681,=70.4886,=41.2109
2023-11-22,=7099.1734,=7690.3606,=1984995799417.1704,=1494176093601,=1009931506707.2198,=70.1955,=0.4971,=93.4681,=70.4472,=41.2109
2023-11-21,=7208.3974,=7808.6802,=2017683959624.7695,=1517482093491,=1025539799049.1500,=71.3515,=0.5102,=93.4681,=70.4886,=41.2109
2023-11-20,=7275.5271,=7881.4001,=2037693556674.0500,=1531955947448,=1035216445969.7300,=72.0591,=0.5165,=93.5304,=70.4472,=41.1383
2023-11-17,=7327.2240,=7937.4021,=2042868567694.1101,=1540612062976,=1042403763095.7100,=72.2421,=0.5189,=93.5304,=70.4213,=41.1383
2023-11-16,=7301.4788,=7909.5130,=2035308526396.7400,=1534841655410,=1038723079944.8098,=71.9747,=0.5155,=93.5304,=70.3953,=41.1383
2023-11-15,=7431.5114,=8050.3741,=2071511148623.9800,=1562591602119,=1057053979678.9399,=73.2550,=0.5355,=93.5304,=70.3877,=41.1383
2023-11-14,=7453.7816,=8074.4989,=2080678901609.9104,=1568077915237,=1060654898622.1801,=73.5792,=0.5389,=93.5304,=70.3802,=41.1383
2023-11-13,=7387.2238,=8002.3985,=2060796895317.7000,=1555742089954,=1051174522336.7600,=72.8761,=0.5307,=93.5800,=70.2354,=41.0415
2023-11-10,=7376.3065,=7990.5720,=2056069749064.2505,=1552194502918,=1049095218575.5304,=72.7089,=0.5283,=93.5800,=70.0906,=41.0415
2023-11-09,=7415.7497,=8033.2998,=2074185086042.2700,=1554930177652,=1053734664422.7500,=67.4788,=0.4683,=93.5800,=70.0391,=41.0415
2023-11-08,=7515.7978,=8141.6795,=2105591118078.4304,=1574761622050,=1068053550393.5100,=68.5005,=0.4824,=93.5800,=70.0906,=41.0415
2023-11-07,=7502.7948,=8127.5936,=2099235592743.1404,=1574088840660,=1066430077310.1200,=68.2938,=0.4770,=93.5800,=70.2354,=41.0415
2023-11-06,=7481.7293,=8104.7739,=2092787678343.9597,=1569779067031,=1063659269219.6600,=68.0840,=0.4726,=93.9126,=70.3802,=40.9959
2023-11-03,=7326.7619,=7936.9015,=2057545676667.6899,=1535901683367,=1041833811237.4398,=66.9375,=0.4603,=93.9126,=70.3877,=40.9959
2023-11-02,=7161.9791,=7758.3963,=2015893425986.7500,=1500772449676,=1018838489413.4000,=65.5824,=0.4392,=93.9126,=70.3953,=40.9959
2023-11-01,=7247.3502,=7850.8767,=2041092902006.2000,=1517833155153,=1030795374595.3298,=66.4022,=0.4475,=93.9126,=70.4213,=40.9959
2023-10-31,=7296.8478,=7904.4962,=2047691098684.3799,=1528456807258,=1037402901956.4100,=66.6169,=0.4519,=93.9126,=70.4472,=40.9959
2023-10-30,=7309.1741,=7917.8489,=2057138644411.2900,=1532191685520,=1028372764193.8101,=66.6528,=0.4533,=93.9659,=70.4886,=40.9950
2023-10-27,=6995.6312,=7578.1956,=1980054384774.2195,=1468819962062,=983111744675.2000,=62.4808,=0.4252,=93.9659,=70.5299,=40.9950
2023-10-26,=6832.0961,=7401.0421,=1935143284202.2805,=1438240363694,=959454165939.0898,=60.1313,=0.3901,=93.9659,=70.5505,=40.9950
2023-10-25,=6836.0022,=7405.2735,=1929156735131.5105,=1436427862272,=959433840140.0400,=60.6345,=0.4034,=93.9659,=70.5711,=40.9950
2023-10-24,=6818.5925,=7386.4140,=1926525835879.3799,=1430989876408,=956618327510.4000,=59.6754,=0.3850,=93.9659,=70.5941,=40.9950
2023-10-23,=6714.4033,=7273.5484,=1908576911791.2500,=1406722879862,=941884982906.3700,=59.1194,=0.3765,=93.9716,=70.6172,=40.8841
2023-10-20,=6870.9006,=7443.0781,=1949454528335.8899,=1438802801338,=963700073885.7900,=60.3856,=0.3976,=93.9716,=70.6291,=40.8841
2023-10-19,=6999.0938,=7581.9466,=1975165390919.9199,=1467504061008,=982090070613.7998,=61.1820,=0.4069,=93.9716,=70.6409,=40.8841
2023-10-18,=6946.1495,=7524.5933,=1953332365788.1299,=1458501218140,=974602687735.6500,=60.5973,=0.4004,=93.9716,=70.6684,=40.8841
2023-10-17,=7033.4943,=7619.2117,=1972254297729.7495,=1477206374965,=986915453039.2700,=61.1844,=0.4067,=93.9716,=70.6958,=40.8841
2023-10-16,=6959.1260,=7538.6503,=1950285809580.1399,=1463002392184,=976451095127.4698,=60.5028,=0.4002,=94.0197,=70.7206,=40.8449
2023-10-13,=7158.5469,=7754.6780,=2003448629093.5205,=1504812318746,=1004359588071.0402,=62.1521,=0.4145,=94.0197,=70.7454,=40.8449
2023-10-12,=7173.8707,=7771.2779,=2004591020593.4199,=1507705956615,=1006420570762.4399,=62.1875,=0.4149,=94.0197,=70.8467,=40.8449
2023-10-11,=7140.0602,=7734.6518,=1996544002570.8501,=1497515708924,=1001553031442.5699,=61.9379,=0.4124,=94.0197,=70.9481,=40.8449
2023-10-10,=7055.4431,=7642.9882,=1961093649552.6799,=1482866023319,=989276138729.0800,=60.8381,=0.4048,=94.0197,=71.0417,=40.8449
2023-10-09,=6985.3256,=7567.0317,=1945575716756.5901,=1469296743387,=979164335783.9100,=60.3567,=0.4002,=94.0975,=71.1352,=40.7850
2023-09-28,=6929.1540,=7506.1824,=1936887330904.0095,=1457543364479,=971601594764.2000,=60.0872,=0.3926,=94.0975,=71.1599,=40.7850
2023-09-27,=6849.1484,=7419.5142,=1909562527183.5500,=1440452108095,=959993540053.1400,=59.2395,=0.3840,=94.0975,=71.1846,=40.7850
2023-09-26,=6835.5773,=7404.8129,=1903423217414.4600,=1438452575926,=957975421125,=59.0490,=0.3804,=94.0975,=71.2581,=40.7850
2023-09-25,=6909.2839,=7483.9867,=1927082665864.6599,=1453894519296,=968085704949.4200,=59.7830,=0.3878,=94.0975,=71.3316,=40.7850
2023-09-22,=6973.6746,=7553.7333,=1942560874081.6011,=1467258404156,=977252964198.0702,=60.2632,=0.3932,=94.2514,=71.3943,=40.6943
2023-09-21,=6822.7857,=7390.2938,=1897348447405,=1437527383013,=956035864312.7198,=58.8606,=0.3765,=94.2514,=71.4569,=40.6943
2023-09-20,=6843.7449,=7412.9964,=1902697235666.9705,=1435573411999,=959151252432.5502,=59.0265,=0.3799,=94.2514,=71.5527,=40.6943
2023-09-19,=6942.8882,=7520.3863,=1928696017148.3401,=1456980197442,=972801430838.3101,=59.8331,=0.3873,=94.2514,=71.6484,=40.6943
2023-09-18,=6976.9641,=7557.2965,=1940312841434.6499,=1465054372523,=977622585449.5900,=60.1934,=0.3907,=94.2514,=71.7427,=40.6943
2023-09-15,=7073.8683,=7662.2610,=1975013939818.2800,=1483289683139,=991432719850.5002,=61.2700,=0.4022,=94.2562,=71.8371,=40.6885
2023-09-14,=6978.6385,=7559.1102,=1947421809809.4504,=1464967847690,=977909702886.2500,=60.4140,=0.3956,=94.2562,=71.8821,=40.6885
2023-09-13,=7080.4722,=7669.4143,=1971242008672.4299,=1486152243763,=992016039603.9800,=61.1529,=0.4000,=94.2562,=71.9271,=40.6885
2023-09-12,=7162.9024,=7758.7010,=1995377362573.7800,=1503511360766,=1003492623517.1302,=61.9017,=0.4034,=94.2562,=71.9925,=40.6885
2023-09-11,=7214.0773,=7814.1326,=2010694408141.2400,=1513918152182,=1010717241322.7798,=62.3769,=0.4069,=94.2562,=72.0580,=40.6885
2023-09-08,=7216.9577,=7817.2526,=2012285148741.7495,=1507724044477,=1011002802608.6200,=62.4262,=0.4073,=94.3091,=72.1136,=40.6554
2023-09-07,=7174.9591,=7771.7606,=2001100690959.3789,=1500027595109,=1005210412111.6998,=62.0792,=0.4057,=94.3091,=72.1691,=40.6554
2023-09-06,=7467.5620,=8088.7017,=2096665773454.3999,=1559146564507,=1046340255820.9800,=65.0439,=0.4193,=94.3091,=72.1776,=40.6554
2023-09-05,=7326.8265,=7936.2600,=2054096273655.1799,=1529469584292,=1025081086000.2100,=63.7233,=0.4116,=94.3091,=72.1861,=40.6554
2023-09-04,=7353.8554,=7965.5371,=2068513325479.4099,=1534971141475,=1028840870967.8198,=64.1706,=0.4140,=94.3091,=72.2235,=40.6554
2023-09-01,=7238.5635,=7840.6554,=2026840846108.4004,=1514592278644,=1012742599196.3900,=62.8778,=0.4094,=94.3367,=72.2608,=40.6134
2023-08-31,=7293.0992,=7899.7273,=2043946858773.7104,=1525490432719,=1020084229703.9301,=63.4084,=0.4108,=94.3367,=72.3190,=40.6134
2023-08-30,=7251.8853,=7855.0852,=2027697951038.8799,=1517536008210,=1006773019663.8300,=61.2759,=0.4051,=94.3367,=72.3773,=40.6134
2023-08-29,=7083.3558,=7672.5377,=1976265398917.7695,=1483597627089,=980683244085.2800,=60.7079,=0.4025,=94.3367,=72.3893,=40.6134
2023-08-28,=6837.1673,=7405.8717,=1905247300916.7605,=1435171244853,=941750236741.5958,=57.7502,=0.3773,=94.3367,=72.4013,=40.6134
2023-08-25,=6772.7337,=7336.0786,=1888676330674.2505,=1422634609704,=932278079659.7140,=52.7172,=0.2876,=94.3644,=72.4338,=40.5068
2023-08-24,=6930.3968,=7506.8559,=1929326106115.3596,=1456262955114,=952812424513.0404,=54.4246,=0.3115,=94.3644,=72.4663,=40.5068
2023-08-23,=6809.2217,=7375.6016,=1899581180696.9104,=1433028619757,=938890336635.7704,=53.3273,=0.2944,=94.3644,=72.4792,=40.5068
2023-08-22,=6966.5064,=7545.9690,=1940350270737.7600,=1463914366059,=960310509512.9139,=54.4718,=0.3121,=94.3644,=72.4922,=40.5068
2023-08-21,=6871.9566,=7443.5547,=1913510976641.6201,=1444533167068,=947380338911.6692,=54.5684,=0.3135,=94.3644,=72.5414,=40.5068
2023-08-18,=6952.5084,=7530.8067,=1933569638022.8000,=1461010750422,=958376260393.1388,=54.2346,=0.3086,=94.5059,=72.5906,=40.2883
2023-08-17,=7042.4951,=7628.2783,=1956325296677.1897,=1479320273314,=970557571721.8928,=54.8728,=0.3203,=94.5059,=72.6306,=40.2883
2023-08-16,=6988.9949,=7569.9947,=1941023420522.7104,=1470869084367,=963342525563.2164,=54.4436,=0.3113,=94.5059,=72.6707,=40.2883
2023-08-15,=7140.4164,=7734.0040,=1977026700988.1599,=1501679674768,=984039248250.3484,=55.4535,=0.3271,=94.5059,=72.6749,=40.2883
2023-08-14,=7299.6701,=7906.4965,=2010413875963.0601,=1533460406121,=1004447017437.0282,=53.6087,=0.2996,=94.5059,=72.6791,=40.2883
2023-08-11,=7358.8271,=7970.4462,=2018893711681.9600,=1541320975537,=1012337811384.8362,=53.8348,=0.3009,=94.5124,=72.7389,=40.2629
2023-08-10,=7532.3887,=8156.4682,=2066373901292.9705,=1575995724314,=1035410098591.2084,=54.9269,=0.3188,=94.5124,=72.7987,=40.2629
2023-08-09,=7505.8491,=8127.7297,=2060075716249.8799,=1570289817728,=1031622672453.7368,=54.7595,=0.3140,=94.5124,=72.8303,=40.2629
2023-08-08,=7582.3813,=8210.6028,=2081768755140.1399,=1585285197309,=1041928365337.7678,=55.3361,=0.3216,=94.5124,=72.8619,=40.2629
2023-08-07,=7612.4286,=8243.1396,=2087546855526.8799,=1591699859349,=1045996284107.7604,=55.4897,=0.3261,=94.5124,=72.8947,=40.2629
2023-08-04,=7666.0075,=8301.1576,=2108036250346.6799,=1599006160047,=1043791315471.6288,=55.3425,=0.3222,=94.5888,=72.9276,=40.1844
2023-08-03,=7711.5389,=8350.4614,=2115456019620.7800,=1607111670936,=1049927785982.0072,=55.5373,=0.3257,=94.5888,=72.9313,=40.1844
2023-08-02,=7690.9069,=8328.1200,=2111349206226.8997,=1602397714305,=1047053404916.1688,=55.4295,=0.3229,=94.5888,=72.9350,=40.1844
2023-08-01,=7680.5336,=8316.8872,=2106693669574.2500,=1600557906283,=1045877589854.7594,=55.3073,=0.3222,=94.5888,=72.9447,=40.1844
2023-07-31,=7660.5773,=8295.2774,=2106336505346.5400,=1597437013459,=1043258515591.7584,=55.2979,=0.3215,=94.5888,=72.9545,=40.1844
2023-07-28,=7566.7290,=8193.1569,=2077317502563.0601,=1558884104239,=1030395109528.1642,=54.5361,=0.3135,=94.6149,=72.9687,=40.1124
2023-07-27,=7513.5303,=8135.5541,=2060489729382.7400,=1548112398506,=1022579473208.5342,=54.1408,=0.3086,=94.6149,=72.9830,=40.1124
2023-07-26,=7615.4202,=8245.8791,=2088014164549.5896,=1567979169180,=1036285451426.4332,=54.8640,=0.3173,=94.6149,=73.1101,=40.1124
2023-07-25,=7625.6285,=8256.9325,=2088023067183.2395,=1570278768866,=1037511976346.2983,=54.8643,=0.3176,=94.6149,=73.2372,=40.1124
2023-07-24,=7504.5667,=8125.8483,=2055269383555.5000,=1545714846169,=1021080509333.6428,=54.0036,=0.3064,=94.6149,=73.2516,=40.1124
2023-07-21,=7546.5001,=8171.2532,=2065923525193.7600,=1553817289977,=1026617158274.3822,=54.2836,=0.3109,=94.7066,=73.2659,=40.0364
2023-07-20,=7594.6023,=8223.1103,=2080280983843.6399,=1563773561180,=1033522538671.6147,=54.6608,=0.3134,=94.7066,=73.2737,=40.0364
2023-07-19,=7721.3607,=8360.3589,=2110483025760.2305,=1588927820146,=1050426331874.7944,=55.4544,=0.3168,=94.7066,=73.2815,=40.0364
2023-07-18,=7809.0394,=8455.2936,=2133101449561.9399,=1607475477326,=1062540807548.5300,=56.0487,=0.3340,=94.7066,=73.3078,=40.0364
2023-07-17,=7822.0987,=8469.4337,=2134490047969.1104,=1610480828709,=1064503677181.4376,=56.0852,=0.3344,=94.7066,=73.3341,=40.0364
2023-07-14,=7892.5832,=8545.7513,=2157685143996.0105,=1626123612597,=1074104185594.7002,=56.6947,=0.3464,=94.7370,=73.5801,=39.9951
2023-07-13,=7880.4273,=8532.5894,=2154310231825.0901,=1623840731459,=1072485315512.6384,=56.6060,=0.3457,=94.7370,=73.8261,=39.9951
2023-07-12,=7722.4344,=8360.5937,=2116386774306.7800,=1586667036117,=1051248129266.2328,=55.6095,=0.3206,=94.7370,=73.8901,=39.9951
2023-07-11,=7949.1325,=8606.0255,=2178607107856.3601,=1630988295503,=1082068190814.5148,=57.2444,=0.3528,=94.7370,=73.9541,=39.9951
2023-07-10,=7724.7728,=8363.1253,=2126843462808.4597,=1587665262023,=1051790531060.5564,=55.8843,=0.3298,=94.7370,=73.9676,=39.9951
2023-07-07,=7692.8428,=8328.5567,=2116763618910.6299,=1581560011236,=1047659117008.3712,=55.6194,=0.3217,=94.9390,=73.9812,=39.9935
2023-07-06,=7833.6242,=8480.9719,=2152895007217.7104,=1609390756613,=1066801379031.4489,=56.5688,=0.3433,=94.9390,=73.9913,=39.9935
2023-07-05,=7839.0847,=8486.8836,=2159948861050.8604,=1610834301209,=1067702742646.4548,=56.7542,=0.3447,=94.9390,=74.0014,=39.9935
2023-07-04,=7910.5874,=8563.0861,=2181892825887.7097,=1627635153550,=1077537470914.1248,=54.7811,=0.3174,=94.9390,=74.0295,=39.9935
2023-07-03,=7731.3997,=8369.1183,=2137572935868.5000,=1591456663568,=1053239672885.9810,=56.1662,=0.3358,=94.9390,=74.0577,=39.9935
2023-06-30,=7688.1417,=8322.2922,=2125078942151.8003,=1584462653502,=1047123932045.1764,=55.8379,=0.3287,=94.9785,=74.1959,=39.9706
2023-06-29,=7627.4134,=8256.5547,=2111820068081.6204,=1571776551657,=1038875877101.2946,=55.4895,=0.3205,=94.9785,=74.3341,=39.9706
2023-06-28,=7649.4638,=8280.4239,=2121743680260.4700,=1573789856596,=1042010606834.5645,=55.7503,=0.3262,=94.9785,=74.3767,=39.9706
2023-06-27,=7657.9366,=8289.5956,=2118770680316.7200,=1573890721551,=1042961586449.5444,=55.6722,=0.3233,=94.9785,=74.4192,=39.9706
2023-06-26,=7662.4479,=8294.4790,=2117652435615.1001,=1574334372870,=1043550457836.1300,=55.6428,=0.3226,=94.9785,=74.5428,=39.9706
2023-06-21,=7771.2571,=8412.2632,=2144051695287.3496,=1593705730128,=1058460679824.7588,=56.3364,=0.3348,=95.0627,=74.6664,=39.9695
2023-06-20,=8097.8973,=8763.1642,=2233297406027.3999,=1659458895336,=1102461804737.2759,=58.6814,=0.3502,=95.0627,=74.8152,=39.9695
2023-06-19,=8117.9411,=8781.8455,=2250166601203.6499,=1663361414853,=1105729947272.1118,=59.1247,=0.3548,=95.0627,=74.9640,=39.9695
2023-06-16,=8082.9508,=8743.9936,=2245871430081.7104,=1658013694076,=1101045879289.7451,=59.0118,=0.3541,=95.0627,=74.9750,=39.9695
2023-06-15,=7999.5334,=8653.2069,=2221696040329.0811,=1641042933519,=1089497739841.6898,=58.3766,=0.3502,=95.0627,=74.9860,=39.9695
2023-06-14,=8045.6737,=8703.1175,=2238990650815.3203,=1646825254986,=1095794339768,=58.8310,=0.3506,=95.3241,=75.0514,=39.9039
2023-06-13,=8059.4689,=8718.0400,=2240820416045.7798,=1649624767788,=1096674519770.1200,=58.8791,=0.3510,=95.3241,=75.1169,=39.9039
2023-06-12,=7820.8667,=8459.9407,=2179412995722.8301,=1596863464973,=1064288352604.8900,=57.2656,=0.3470,=95.3241,=75.2519,=39.9039
2023-06-09,=7803.3917,=8441.0377,=2039492784878.0200,=1584641946432,=1042881749087.6500,=52.3362,=0.2976,=95.3241,=75.3870,=39.9039
2023-06-08,=7705.0482,=8333.8980,=2017020106536.2400,=1563962947708,=1029422276118.9500,=51.7595,=0.2904,=95.3241,=75.4007,=39.9039
2023-06-07,=7863.5115,=8505.2943,=2060006728418.6101,=1597145094943,=1051186271355.1500,=52.8626,=0.3026,=95.3918,=75.4144,=39.8994
2023-06-06,=7842.7857,=8482.2821,=2051193511610.6396,=1593734944605,=1048433294528.6202,=52.6364,=0.3008,=95.3918,=75.4753,=39.8994
2023-06-05,=8081.7331,=8739.6405,=2108797521405.2600,=1642226598293,=1080019347558.9600,=54.1146,=0.3141,=95.3918,=75.5363,=39.8994
2023-06-02,=8068.4315,=8725.2561,=2097941455713.7300,=1638312629005,=1078389201334.3302,=53.8361,=0.3123,=95.3918,=75.5680,=39.8994
