date,hs300_pe,hs300_pb,zz500_pe,zz500_pb,kc50_pe,bond_10y_yield,hs300_erp,hs300_pe_quantile,hs300_pb_quantile,zz500_pe_quantile,zz500_pb_quantile
2018-04-23,12.89,1.53,24.22,2.23,,3.6019,4.156051900698214,0.49006211180124226,0.41055900621118013,0.0012422360248447205,0.002484472049689441
2018-04-24,13.12,1.56,24.69,2.28,,3.5855,4.036451219512195,0.586848635235732,0.45533498759305213,0.004962779156327543,0.014267990074441687
2018-04-25,13.02,1.55,24.62,2.28,,3.6118,4.068691551459294,0.550185873605948,0.4473358116480793,0.004956629491945477,0.01486988847583643
2018-04-26,12.8,1.52,24.03,2.23,,3.6344,4.178100000000001,0.46101485148514854,0.3787128712871287,0.0012376237623762376,0.003094059405940594
2018-04-27,12.74,1.52,23.92,2.23,,3.6364,4.212893563579278,0.44128553770086526,0.3788627935723115,0.0012360939431396785,0.003708281829419036
2018-04-28,,,,,,3.6217,,,,,
2018-05-02,12.56,1.5,23.42,2.22,,3.6665,4.295283439490445,0.40555555555555556,0.31790123456790126,0.0012345679012345679,0.0024691358024691358
2018-05-03,12.63,1.51,23.65,2.24,,3.6467,4.27095637371338,0.4247842170160296,0.34895191122071517,0.002466091245376079,0.007398273736128237
2018-05-04,12.57,1.5,23.65,2.24,,3.6319,4.323549482895784,0.4107142857142857,0.31773399014778325,0.003078817733990148,0.008004926108374385
2018-05-07,12.75,1.52,24.07,2.29,,3.6518,4.19133725490196,0.44649446494464945,0.3813038130381304,0.007380073800738007,0.024600246002460024
2018-05-08,12.88,1.54,24.18,2.3,,3.6922,4.071775155279502,0.4883292383292383,0.43734643734643736,0.0085995085995086,0.02764127764127764
2018-05-09,12.87,1.54,24.12,2.29,,3.7074,4.062607770007771,0.48588957055214727,0.43742331288343556,0.008588957055214725,0.025153374233128835
2018-05-10,12.93,1.55,24.19,2.3,,3.6924,4.041552049497293,0.5159313725490197,0.4528186274509804,0.011029411764705883,0.029411764705882353
2018-05-11,12.91,1.54,23.99,2.28,,3.6882,4.057733384972889,0.5030599755201959,0.4369645042839657,0.006119951040391677,0.021419828641370868
2018-05-14,13.0,1.55,23.99,2.28,,3.6937,3.9986076923076923,0.5476772616136919,0.45354523227383864,0.006723716381418093,0.022004889975550123
2018-05-15,13.04,1.56,24.2,2.3,,3.7151,3.953611656441718,0.5634920634920635,0.4633699633699634,0.014652014652014652,0.03235653235653236
2018-05-16,12.91,1.54,24.15,2.29,,3.7076,4.038333384972889,0.5018292682926829,0.43597560975609756,0.012195121951219513,0.02804878048780488
2018-05-17,12.84,1.53,24.04,2.28,,3.712,4.076161993769469,0.4689403166869671,0.4104750304506699,0.0097442143727162,0.02253349573690621
2018-05-18,13.02,1.56,24.14,2.29,,3.7099,3.970591551459294,0.5565693430656934,0.46472019464720193,0.01338199513381995,0.029805352798053526
2018-05-21,13.05,1.56,24.45,2.32,,3.6939,3.9689352490421452,0.5704738760631834,0.4647630619684083,0.02187120291616039,0.043134872417982986
2018-05-22,12.99,1.55,24.55,2.33,,3.67,4.028229407236336,0.5436893203883495,0.4532766990291262,0.024271844660194174,0.047936893203883495
2018-05-23,12.79,1.53,24.22,2.3,,3.64,4.178608287724787,0.4539393939393939,0.4090909090909091,0.02,0.03636363636363636
2018-05-24,12.7,1.52,24.13,2.3,,3.6501,4.223915748031496,0.4297820823244552,0.37590799031476996,0.013317191283292978,0.036924939467312345
2018-05-25,12.66,1.52,23.87,2.27,,3.6126,4.286294154818325,0.42140266021765416,0.37605804111245467,0.0048367593712212815,0.018137847642079808
2018-05-28,12.68,1.52,23.79,2.27,,3.6101,4.276335331230284,0.4245169082125604,0.37620772946859904,0.004830917874396135,0.018719806763285024
2018-05-29,12.6,1.51,23.57,2.25,,3.6001,4.3364079365079355,0.4131483715319662,0.34318455971049455,0.0024125452352231603,0.011459589867310011
2018-05-30,12.33,1.48,22.97,2.19,,3.5976,4.5127000811030005,0.3108433734939759,0.22951807228915663,0.0012048192771084338,0.0012048192771084338
2018-05-31,12.55,1.5,23.27,2.22,,3.6129,4.355227490039841,0.39290012033694344,0.31227436823104693,0.0024067388688327317,0.00421179302045728
2018-06-01,12.47,1.5,22.99,2.19,,3.6202,4.3990461908580585,0.36658653846153844,0.3125,0.002403846153846154,0.0018028846153846155
2018-06-04,12.56,1.51,23.0,2.19,,3.6532,4.308583439490445,0.3985594237695078,0.3457382953181273,0.003601440576230492,0.0024009603841536613
2018-06-05,12.63,1.52,23.42,2.23,,3.6602,4.25745637371338,0.420863309352518,0.3800959232613909,0.006594724220623501,0.010191846522781775
2018-06-06,12.6,1.52,23.41,2.23,,3.6602,4.276307936507935,0.4155688622754491,0.38023952095808383,0.005988023952095809,0.010778443113772455
2018-06-07,12.61,1.52,23.25,2.22,,3.6702,4.260014115781127,0.41866028708133973,0.3803827751196172,0.004784688995215311,0.007177033492822967
2018-06-08,12.43,1.5,22.98,2.19,,3.6453,4.399752292839903,0.35065710872162487,0.3112305854241338,0.0023894862604540022,0.002986857825567503
2018-06-11,12.62,1.53,23.13,2.16,,3.6502,4.2737302694136305,0.42064439140811455,0.41766109785202865,0.0059665871121718375,0.0011933174224343676
2018-06-12,12.75,1.55,23.39,2.19,,3.6853,4.157837254901961,0.44874851013110845,0.46245530393325385,0.009535160905840286,0.004767580452920143
2018-06-13,12.64,1.54,23.03,2.16,,3.6627,4.248692405063291,0.425,0.444047619047619,0.005952380952380952,0.0017857142857142857
2018-06-14,12.62,1.53,22.97,2.15,,3.6227,4.30123026941363,0.41973840665873957,0.4167657550535077,0.0017835909631391202,0.0011890606420927466
2018-06-15,12.6,1.53,22.56,2.11,,3.6028,4.3337079365079365,0.413895486935867,0.4168646080760095,0.0011876484560570072,0.0011876484560570072
2018-06-19,12.26,1.49,21.19,1.99,,3.5603,4.596306851549755,0.2781731909845789,0.2669039145907473,0.0011862396204033216,0.0011862396204033216
2018-06-20,12.25,1.49,21.45,2.01,,3.6054,4.55786530612245,0.27488151658767773,0.2671800947867299,0.002369668246445498,0.002369668246445498
2018-06-21,12.12,1.48,21.02,1.97,,3.5753,4.6755250825082495,0.23727810650887574,0.22603550295857988,0.001183431952662722,0.001183431952662722
2018-06-22,12.15,1.48,21.31,2.0,,3.5604,4.67005267489712,0.24645390070921985,0.22635933806146571,0.0035460992907801418,0.0035460992907801418
2018-06-25,11.98,1.46,21.18,1.99,,3.5803,4.766945409015026,0.21192443919716647,0.1487603305785124,0.0023612750885478157,0.0029515938606847697
2018-06-26,11.86,1.45,21.3,2.0,,3.5804,4.851303204047219,0.2016509433962264,0.11969339622641509,0.0047169811320754715,0.005306603773584905
2018-06-27,11.67,1.42,21.07,1.98,,3.5529,5.01608029134533,0.16725559481743227,0.06890459363957598,0.002355712603062426,0.002355712603062426
2018-06-28,11.56,1.41,20.83,1.95,,3.5304,5.1201190311418685,0.15235294117647058,0.060588235294117644,0.001176470588235294,0.001176470588235294
2018-06-29,11.81,1.44,21.49,2.02,,3.4756,4.9918005080440295,0.19623971797884843,0.09811985898942421,0.010575793184488837,0.010575793184488837
2018-07-02,11.45,1.4,21.19,1.99,,3.4668,5.266824454148472,0.13145539906103287,0.04929577464788732,0.006455399061032864,0.005868544600938967
2018-07-03,11.47,1.4,21.4,2.01,,3.4955,5.222895815170009,0.13833528722157093,0.049824150058616644,0.010550996483001172,0.011137162954279016
2018-07-04,11.4,1.39,21.1,1.98,,3.5107,5.261229824561402,0.12060889929742388,0.03864168618266979,0.00468384074941452,0.004098360655737705
2018-07-05,11.37,1.38,20.54,1.93,,3.5005,5.294574758135443,0.11169590643274854,0.0304093567251462,0.0011695906432748538,0.0011695906432748538
2018-07-06,11.43,1.39,20.57,1.93,,3.5259,5.2230063867016625,0.12908878504672897,0.04030373831775701,0.002336448598130841,0.0017523364485981308
2018-07-09,11.76,1.43,21.05,1.98,,3.5432,4.960201360544216,0.19486581096849476,0.08693115519253208,0.005834305717619603,0.007001166861143524
2018-07-10,11.79,1.44,21.2,1.99,,3.5431,4.938664206955047,0.19696969696969696,0.1048951048951049,0.01282051282051282,0.011072261072261072
2018-07-11,11.6,1.42,20.81,1.96,,3.5107,5.109989655172415,0.16414435389988358,0.07566938300349244,0.0034924330616996507,0.004656577415599534
2018-07-12,11.85,1.45,21.36,2.01,,3.5158,4.923018565400843,0.20872093023255814,0.1313953488372093,0.01744186046511628,0.018604651162790697
2018-07-13,11.81,1.45,21.57,2.02,,3.4858,4.98160050804403,0.2038327526132404,0.13182346109175377,0.022067363530778164,0.02148664343786295
2018-07-16,11.7,1.44,21.53,2.01,,3.4808,5.0662085470085465,0.18039443155452436,0.10614849187935035,0.022041763341067284,0.0191415313225058
2018-07-17,11.58,1.43,21.5,2.01,,3.4808,5.154778583765111,0.15874855156431056,0.0880648899188876,0.0220162224797219,0.019698725376593278
2018-07-18,11.54,1.43,21.33,2.0,,3.4708,5.194711265164644,0.15219907407407407,0.08854166666666667,0.017361111111111112,0.016203703703703703
2018-07-19,11.51,1.43,21.15,1.98,,3.4409,5.247197306689835,0.14797687861271677,0.08901734104046242,0.010404624277456647,0.008670520231213872
2018-07-20,11.79,1.46,21.44,2.0,,3.5135,4.9682642069550464,0.20150115473441108,0.16685912240184758,0.021939953810623556,0.01789838337182448
2018-07-23,11.92,1.48,21.61,2.02,,3.5186,4.870661744966443,0.22491349480968859,0.24452133794694347,0.02883506343713956,0.02768166089965398
2018-07-24,12.09,1.5,21.98,2.05,,3.5615,4.709798593879238,0.24942396313364054,0.3294930875576037,0.029953917050691243,0.029953917050691243
2018-07-25,12.07,1.5,21.97,2.05,,3.5614,4.723604142502071,0.2428078250863061,0.32968929804372843,0.02991944764096663,0.03049482163406214
2018-07-26,11.95,1.48,21.82,2.04,,3.5361,4.832100836820086,0.22701149425287356,0.2442528735632184,0.029885057471264367,0.029885057471264367
2018-07-27,11.91,1.48,21.73,2.03,,3.5212,4.875105625524769,0.22330654420206658,0.24454649827784156,0.029850746268656716,0.029850746268656716
2018-07-30,11.92,1.48,21.48,2.0,,3.5213,4.867961744966443,0.2253440366972477,0.2448394495412844,0.02408256880733945,0.01834862385321101
2018-07-31,11.93,1.49,21.42,2.0,,3.4812,4.901029673093044,0.2268041237113402,0.28865979381443296,0.021764032073310423,0.018900343642611683
2018-08-01,11.69,1.46,21.06,1.97,,3.4638,5.090519931565441,0.17791762013729978,0.16590389016018306,0.008009153318077803,0.006292906178489702
2018-08-02,11.45,1.43,20.59,1.92,,3.4713,5.262324454148473,0.132,0.08857142857142856,0.0034285714285714284,0.001142857142857143
2018-08-03,11.33,1.41,20.31,1.9,,3.4567,5.3694253309797,0.0958904109589041,0.06506849315068493,0.001141552511415525,0.001141552511415525
2018-08-06,11.23,1.4,19.87,1.86,,3.4568,5.447919501335708,0.07639680729760548,0.052451539338654506,0.0011402508551881414,0.0011402508551881414
2018-08-07,11.55,1.44,20.39,1.91,,3.4876,5.1704086580086575,0.1571753986332574,0.11161731207289294,0.003416856492027335,0.003416856492027335
2018-08-08,11.39,1.42,20.05,1.88,,3.5222,5.257431255487269,0.11660978384527873,0.07679180887372014,0.0022753128555176336,0.0022753128555176336
2018-08-09,11.61,1.45,20.55,1.92,,3.5476,5.065664427217917,0.1721590909090909,0.13977272727272727,0.006818181818181818,0.00625
2018-08-10,11.59,1.44,20.57,1.93,,3.5525,5.075627696289905,0.16685584562996594,0.11293984108967083,0.00851305334846765,0.009080590238365494
2018-08-13,11.51,1.43,20.65,1.94,,3.5826,5.105497306689836,0.15022675736961452,0.09183673469387756,0.011337868480725623,0.011337868480725623
2018-08-14,11.48,1.43,20.55,1.94,,3.5519,5.158901393728222,0.14609286523216308,0.09229898074745187,0.007361268403171008,0.01189127972819932
2018-08-15,11.23,1.4,20.08,1.9,,3.5829,5.321819501335707,0.07635746606334842,0.05260180995475113,0.003393665158371041,0.003959276018099547
2018-08-16,11.18,1.39,19.75,1.87,,3.6141,5.330443828264759,0.06892655367231638,0.03954802259887006,0.0011299435028248588,0.0022598870056497176
2018-08-17,11.04,1.38,19.35,1.84,,3.6524,5.405571014492756,0.05191873589164785,0.029909706546275394,0.001128668171557562,0.001128668171557562
2018-08-20,11.19,1.4,19.42,1.85,,3.6326,5.303950491510276,0.07158962795941376,0.0552423900789177,0.002254791431792559,0.002254791431792559
2018-08-21,11.35,1.42,19.61,1.87,,3.63,5.180572687224671,0.10867117117117117,0.08108108108108109,0.0033783783783783786,0.005067567567567568
2018-08-22,11.22,1.4,19.38,1.85,,3.6075,5.3051559714795005,0.07761529808773904,0.05568053993250844,0.0022497187851518562,0.00281214848143982
2018-08-23,11.25,1.41,19.41,1.85,,3.6101,5.278788888888889,0.08370786516853933,0.07134831460674157,0.0033707865168539327,0.0033707865168539327
2018-08-24,11.3,1.41,19.24,1.85,,3.6278,5.221757522123893,0.09539842873176206,0.0718294051627385,0.001122334455667789,0.003928170594837262
2018-08-27,11.47,1.44,19.59,1.89,,3.6303,5.088095815170009,0.14966367713004483,0.12331838565022421,0.006726457399103139,0.011210762331838564
2018-08-28,11.41,1.43,19.5,1.89,,3.6101,5.1541418930762495,0.13325867861142218,0.10078387458006718,0.006718924972004479,0.011758118701007838
2018-08-29,11.31,1.42,19.31,1.87,,3.6101,5.231632979664012,0.09787472035794184,0.08445190156599552,0.0022371364653243847,0.008948545861297539
2018-08-30,11.17,1.4,18.91,1.84,,3.5801,5.372451477170994,0.06871508379888268,0.055865921787709494,0.0011173184357541898,0.0016759776536312849
2018-08-31,11.09,1.39,18.53,1.82,,3.5751,5.442032551848512,0.06361607142857142,0.040736607142857144,0.0011160714285714285,0.0011160714285714285
2018-09-03,11.06,1.39,18.63,1.83,,3.5951,5.446491320072333,0.057971014492753624,0.04124860646599777,0.002229654403567447,0.002229654403567447
2018-09-04,11.19,1.4,18.81,1.85,,3.6101,5.326450491510276,0.07461024498886415,0.05846325167037862,0.0033407572383073497,0.0077951002227171495
2018-09-05,10.97,1.38,18.5,1.82,,3.6101,5.505670282588878,0.03225806451612903,0.030033370411568408,0.0011123470522803114,0.0016685205784204673
2018-09-06,10.89,1.37,18.41,1.81,,3.6101,5.572636455463727,0.027777777777777776,0.023333333333333334,0.0011111111111111111,0.0011111111111111111
2018-09-07,10.93,1.37,18.42,1.81,,3.6301,5.519030832570905,0.03107658157602664,0.02386237513873474,0.0022197558268590455,0.001664816870144284
2018-09-10,10.81,1.36,18.08,1.77,,3.6551,5.595593802035153,0.02383592017738359,0.014966740576496674,0.0011086474501108647,0.0011086474501108647
2018-09-11,10.79,1.35,18.07,1.77,,3.6751,5.592740593141798,0.022702104097452935,0.004429678848283499,0.0011074197120708748,0.0016611295681063123
2018-09-12,10.73,1.35,18.03,1.77,,3.6551,5.664564492078285,0.017146017699115043,0.00497787610619469,0.0011061946902654867,0.0022123893805309734
2018-09-13,10.87,1.36,18.13,1.78,,3.6526,5.547032014719413,0.030939226519337018,0.017679558011049725,0.004419889502762431,0.004419889502762431
2018-09-14,10.88,1.37,17.95,1.76,,3.6351,5.556076470588234,0.03200883002207505,0.02869757174392936,0.0011037527593818985,0.0011037527593818985
2018-09-17,10.78,1.35,17.47,1.73,,3.6327,5.64373784786642,0.023153252480705624,0.005512679162072767,0.0011025358324145535,0.0011025358324145535
2018-09-18,10.97,1.38,17.79,1.77,,3.6452,5.470570282588878,0.04129955947136564,0.03909691629955947,0.0022026431718061676,0.004955947136563877
2018-09-19,11.11,1.4,18.0,1.79,,3.6727,5.328200090009001,0.07590759075907591,0.06930693069306931,0.0044004400440044,0.0088008800880088
2018-09-20,11.11,1.4,17.99,1.79,,3.7003,5.3006000900090005,0.07637362637362638,0.06978021978021978,0.004395604395604396,0.00934065934065934
2018-09-21,11.46,1.44,18.27,1.81,,3.6752,5.050803490401396,0.16245883644346873,0.14105378704720087,0.010976948408342482,0.012074643249176729
2018-09-25,11.36,1.43,18.19,1.81,,3.6754,5.127416901408452,0.13157894736842105,0.11787280701754387,0.010964912280701754,0.012609649122807017
2018-09-26,11.48,1.44,18.28,1.82,,3.6503,5.060501393728222,0.17360350492880613,0.14238773274917854,0.013143483023001095,0.01642935377875137
2018-09-27,11.45,1.44,18.07,1.8,,3.6253,5.108324454148472,0.15973741794310722,0.1427789934354486,0.008205689277899343,0.010940919037199124
2018-09-28,11.58,1.45,18.24,1.81,,3.6153,5.020278583765112,0.19398907103825136,0.1721311475409836,0.013114754098360656,0.014207650273224045
2018-09-29,,,,,,3.6104,,,,,
2018-09-30,,,,,,3.6103,,,,,
2018-10-08,11.1,1.39,17.67,1.76,,3.6155,5.393509009009009,0.07532751091703056,0.05185589519650655,0.002183406113537118,0.0027292576419213972
2018-10-09,11.11,1.42,17.63,1.75,,3.6156,5.385300090009,0.07742639040348964,0.10141766630316248,0.0021810250817884407,0.0021810250817884407
2018-10-10,11.12,1.4,17.62,1.75,,3.6156,5.377205755395684,0.07952069716775599,0.07080610021786492,0.002178649237472767,0.0027233115468409588
2018-10-11,10.62,1.33,16.44,1.63,,3.5806,5.835595856873823,0.01632208922742111,0.001088139281828074,0.001088139281828074,0.001088139281828074
2018-10-12,10.8,1.36,16.37,1.63,,3.5831,5.67615925925926,0.02717391304347826,0.02010869565217391,0.0010869565217391304,0.0016304347826086956
2018-10-15,10.64,1.34,16.05,1.6,,3.5857,5.812796240601503,0.01737242128121607,0.002171552660152009,0.0010857763300760044,0.0010857763300760044
2018-10-16,10.6,1.33,15.67,1.56,,3.5757,5.8582622641509445,0.016268980477223426,0.0016268980477223427,0.0010845986984815619,0.0010845986984815619
2018-10-17,10.66,1.34,15.77,1.57,,3.5807,5.800163039399624,0.01950162513542795,0.003791982665222102,0.0021668472372697724,0.0021668472372697724
2018-10-18,10.38,1.3,15.33,1.53,,3.5508,6.0831113680154125,0.005411255411255411,0.0010822510822510823,0.0010822510822510823,0.0010822510822510823
2018-10-19,10.67,1.34,15.67,1.57,,3.5658,5.806271227741332,0.021621621621621623,0.005405405405405406,0.002702702702702703,0.0037837837837837837
2018-10-22,11.08,1.39,16.37,1.65,,3.591,5.434270758122744,0.07991360691144708,0.05939524838012959,0.007019438444924406,0.008639308855291577
2018-10-23,10.78,1.35,16.03,1.61,,3.5709,5.70553784786642,0.0296655879180151,0.012405609492988134,0.005393743257820928,0.006472491909385114
2018-10-24,10.82,1.35,16.0,1.61,,3.5409,5.701244177449167,0.03771551724137931,0.01293103448275862,0.005387931034482759,0.007004310344827586
2018-10-25,10.83,1.35,15.95,1.6,,3.5409,5.692710341643581,0.03982777179763186,0.013455328310010764,0.005382131324004306,0.005920344456404736
2018-10-26,10.83,1.34,16.04,1.6,,3.541,5.692610341643581,0.04032258064516129,0.005913978494623656,0.008602150537634409,0.0064516129032258064
2018-10-29,10.54,1.3,15.68,1.56,,3.5111,5.976566034155598,0.01611170784103115,0.001611170784103115,0.004296455424274973,0.0026852846401718583
2018-10-30,10.62,1.3,15.92,1.57,,3.5161,5.900095856873824,0.01984978540772532,0.002145922746781116,0.006437768240343348,0.00536480686695279
2018-10-31,10.6,1.29,16.26,1.58,,3.5086,5.9253622641509445,0.018756698821007504,0.0010718113612004287,0.012861736334405145,0.007502679528403001
2018-11-01,10.63,1.3,16.35,1.59,,3.4936,5.913737723424272,0.022483940042826552,0.003747323340471092,0.013918629550321198,0.008565310492505354
2018-11-02,10.93,1.33,16.87,1.65,,3.5461,5.603030832570906,0.052941176470588235,0.0074866310160427805,0.01818181818181818,0.01764705882352941
2018-11-05,10.83,1.32,16.84,1.65,,3.5312,5.702410341643581,0.04487179487179487,0.00641025641025641,0.018162393162393164,0.018162393162393164
2018-11-06,10.78,1.32,16.84,1.65,,3.5113,5.76513784786642,0.03415154749199573,0.006937033084311633,0.018676627534685165,0.018676627534685165
2018-11-07,10.71,1.31,16.75,1.64,,3.4813,5.855768160597571,0.026652452025586353,0.006396588486140725,0.01812366737739872,0.017057569296375266
2018-11-08,10.69,1.31,16.63,1.63,,3.4813,5.873236950420956,0.026624068157614485,0.006922257720979766,0.01810436634717785,0.01597444089456869
2018-11-09,10.5,1.28,16.59,1.62,,3.4763,6.047509523809524,0.013829787234042552,0.0010638297872340426,0.018085106382978722,0.014893617021276596
2018-11-12,10.59,1.29,17.01,1.66,,3.4865,5.956370632672334,0.019128586609989374,0.002656748140276302,0.024442082890541977,0.024442082890541977
2018-11-13,10.66,1.3,17.31,1.69,,3.474,5.906863039399624,0.027070063694267517,0.006369426751592357,0.025477707006369428,0.025477707006369428
2018-11-14,10.54,1.29,17.24,1.68,,3.4218,6.065866034155598,0.017497348886532343,0.003181336161187699,0.02545068928950159,0.02545068928950159
2018-11-15,10.66,1.3,17.51,1.71,,3.3915,5.989363039399624,0.028601694915254237,0.007944915254237288,0.028601694915254237,0.02754237288135593
2018-11-16,10.69,1.3,17.65,1.72,,3.3515,6.003036950420956,0.032275132275132276,0.008465608465608466,0.031746031746031744,0.02857142857142857
2018-11-19,10.81,1.32,17.67,1.73,,3.3772,5.873493802035153,0.048625792811839326,0.015856236786469344,0.033298097251585626,0.030126849894291756
2018-11-20,10.59,1.29,17.18,1.68,,3.3771,6.065770632672333,0.020591341077085535,0.003695881731784583,0.025343189017951427,0.02587117212249208
2018-11-21,10.6,1.29,17.24,1.68,,3.3716,6.062362264150944,0.023206751054852322,0.004219409282700422,0.02689873417721519,0.026371308016877638
2018-11-22,10.57,1.29,17.24,1.68,,3.3917,6.069037937559131,0.019494204425711276,0.004741833508956797,0.0273972602739726,0.026870389884088516
2018-11-23,10.37,1.27,16.6,1.62,,3.3917,6.251501542912246,0.005263157894736842,0.0010526315789473684,0.018947368421052633,0.015263157894736841
2018-11-26,10.36,1.27,16.57,1.62,,3.4151,6.237409652509652,0.005257623554153523,0.0015772870662460567,0.017875920084121977,0.015772870662460567
2018-11-27,10.34,1.26,16.63,1.62,,3.4,6.271179883945841,0.003676470588235294,0.0010504201680672268,0.02153361344537815,0.016281512605042018
2018-11-28,10.45,1.28,16.83,1.64,,3.37,6.199377990430622,0.013641133263378805,0.00472193074501574,0.024134312696747113,0.022560335781741866
2018-11-29,10.34,1.26,16.49,1.61,,3.36,6.311179883945842,0.0041928721174004195,0.0015723270440251573,0.01781970649895178,0.013626834381551363
2018-11-30,10.44,1.27,16.61,1.62,,3.355,6.2235440613026825,0.014136125654450262,0.004188481675392671,0.02198952879581152,0.01780104712041885
2018-12-03,10.7,1.31,17.13,1.67,,3.35,5.995794392523367,0.04288702928870293,0.02301255230125523,0.03138075313807531,0.03138075313807531
2018-12-04,10.72,1.31,17.2,1.68,,3.305,6.023358208955223,0.04493207941483804,0.023510971786833857,0.03343782654127482,0.034482758620689655
2018-12-05,10.66,1.3,17.08,1.67,,3.275,6.105863039399624,0.038100208768267224,0.01826722338204593,0.031315240083507306,0.031837160751565764
2018-12-06,10.47,1.28,16.73,1.63,,3.2751,6.275998376313275,0.01929092805005214,0.0072992700729927005,0.02502606882168926,0.022419186652763295
2018-12-07,10.45,1.28,16.74,1.63,,3.2853,6.284077990430623,0.016145833333333335,0.0078125,0.026041666666666668,0.022916666666666665
2018-12-10,10.35,1.28,16.55,1.63,,3.2678,6.394035748792271,0.006763787721123829,0.008324661810613945,0.018730489073881373,0.023413111342351717
2018-12-11,10.39,1.28,16.69,1.65,,3.2652,6.359439076034649,0.011434511434511435,0.008835758835758836,0.02598752598752599,0.031185031185031187
2018-12-12,10.44,1.29,16.69,1.65,,3.2703,6.308244061302682,0.016614745586708203,0.01557632398753894,0.0264797507788162,0.03167185877466251
2018-12-13,10.58,1.3,16.88,1.67,,3.3311,6.120695841209829,0.032157676348547715,0.023858921161825725,0.035269709543568464,0.03734439834024896
2018-12-14,10.43,1.29,16.51,1.63,,3.3468,6.2409277085330785,0.015544041450777202,0.01606217616580311,0.01865284974093264,0.02383419689119171
2018-12-17,10.55,1.31,15.81,1.62,,3.3713,6.107372985781991,0.031055900621118012,0.032091097308488616,0.006211180124223602,0.018115942028985508
2018-12-18,10.45,1.3,15.73,1.61,,3.3714,6.197977990430623,0.020682523267838676,0.025336091003102378,0.005170630816959669,0.013960703205791106
2018-12-19,10.34,1.28,15.54,1.59,,3.3412,6.329979883945841,0.0046487603305785125,0.009297520661157025,0.002066115702479339,0.00878099173553719
2018-12-20,10.25,1.27,15.58,1.59,,3.3003,6.4557975609756095,0.0020639834881320948,0.0046439628482972135,0.0030959752321981426,0.009287925696594427
2018-12-21,10.15,1.26,15.48,1.58,,3.3168,6.535416748768471,0.0010309278350515464,0.002061855670103093,0.002061855670103093,0.007731958762886598
2018-12-24,10.17,1.26,15.66,1.6,,3.3483,6.48454169124877,0.0020597322348094747,0.0025746652935118436,0.005149330587023687,0.013903192584963954
2018-12-25,10.1,1.25,15.49,1.58,,3.3113,6.589690099009901,0.00102880658436214,0.00102880658436214,0.0030864197530864196,0.00823045267489712
2018-12-26,10.07,1.25,15.43,1.58,,3.3011,6.629386593843098,0.0010277492291880781,0.001541623843782117,0.0020554984583761563,0.008735868448098663
2018-12-27,10.03,1.24,15.27,1.56,,3.2709,6.699189730807578,0.001026694045174538,0.001026694045174538,0.001026694045174538,0.003080082135523614
2018-12-28,10.09,1.25,15.29,1.56,,3.2315,6.679302775024777,0.003076923076923077,0.003076923076923077,0.0020512820512820513,0.0035897435897435897
2018-12-29,,,,,,3.2265,,,,,
2018-12-30,,,,,,3.2265,,,,,
2018-12-31,,,,,,3.2265,,,,,
2019-01-02,9.94,1.23,15.15,1.55,,3.1734,6.88696217303823,0.0010245901639344263,0.0010245901639344263,0.0010245901639344263,0.0020491803278688526
2019-01-03,9.95,1.23,15.06,1.54,,3.141,6.909251256281408,0.0020470829068577278,0.0015353121801432957,0.0010235414534288639,0.0020470829068577278
2019-01-04,10.15,1.26,15.4,1.57,,3.1513,6.7009167487684715,0.007668711656441718,0.009202453987730062,0.006134969325153374,0.009713701431492843
2019-01-07,10.19,1.26,15.67,1.6,,3.1507,6.662842688910697,0.010725229826353423,0.009703779366700716,0.014300306435137897,0.021450459652706845
2019-01-08,10.16,1.26,15.63,1.6,,3.1211,6.721419685039368,0.009183673469387756,0.01020408163265306,0.012244897959183673,0.02193877551020408
2019-01-09,10.26,1.27,15.68,1.6,,3.1106,6.635988693957117,0.014780835881753314,0.0163098878695209,0.01783893985728848,0.022426095820591234
2019-01-10,10.22,1.27,15.66,1.6,,3.1006,6.684135812133071,0.013238289205702648,0.01680244399185336,0.01374745417515275,0.022912423625254582
2019-01-11,10.29,1.27,15.77,1.61,,3.1058,6.612372983479107,0.017293997965412006,0.017293997965412006,0.02187182095625636,0.029501525940996948
2019-01-14,10.2,1.26,15.67,1.6,,3.1297,6.674221568627452,0.013211382113821139,0.010670731707317074,0.01676829268292683,0.023373983739837397
2019-01-15,10.36,1.28,15.9,1.62,,3.1383,6.514209652509652,0.025888324873096447,0.025888324873096447,0.025380710659898477,0.03654822335025381
2019-01-16,10.37,1.28,15.88,1.62,,3.0745,6.568701542912246,0.027890466531440162,0.02636916835699797,0.02535496957403651,0.03701825557809331
2019-01-17,10.33,1.28,15.75,1.61,,3.076,6.60454211035818,0.019250253292806486,0.02684903748733536,0.022289766970618033,0.03090172239108409
2019-01-18,10.52,1.3,15.92,1.62,,3.091,6.414703422053232,0.04908906882591093,0.04554655870445344,0.028846153846153848,0.038461538461538464
2019-01-21,10.58,1.31,16.03,1.63,,3.1037,6.34809584120983,0.05611729019211325,0.05409504550050556,0.03286147623862487,0.04701718907987867
2019-01-22,10.45,1.29,15.79,1.61,,3.1071,6.462277990430622,0.04090909090909091,0.03636363636363636,0.025252525252525252,0.031313131313131314
2019-01-23,10.45,1.29,15.85,1.61,,3.119,6.450377990430622,0.04137235116044399,0.036831483350151364,0.027245206861755803,0.031786074672048435
