date,score_valuation,score_macro,score_sentiment,score_trend,score_total,market_state,m1_m2_spread,bond_10y_2y_spread,ma20_slope,ma20_streak,macd_signal
2017-08-15,14.0,20.0,15.5,9.0,58.5,震荡偏强,6.41,0.175,0.2216294408833348,-4.0,-0.5
2017-08-16,14.0,20.0,15.5,8.0,57.5,震荡,6.41,0.2033,0.0609764180331237,-5.0,-0.5
2017-08-17,14.0,20.0,15.5,8.0,57.5,震荡,6.41,0.1975,-0.0238470608497535,1.0,-0.5
2017-08-18,14.0,20.0,15.5,11.0,60.5,震荡偏强,6.41,0.1917,0.047728899848865,2.0,-0.5
2017-08-21,14.0,20.0,15.5,9.0,58.5,震荡偏强,6.41,0.2154,-0.0132506492818192,3.0,-0.5
2017-08-22,14.0,20.0,15.5,9.0,58.5,震荡偏强,6.41,0.2188,-0.038401440716137,4.0,-0.5
2017-08-23,15.5,20.0,13.0,11.0,59.5,震荡偏强,6.41,0.2114,0.0874345896535815,5.0,-0.5
2017-08-24,15.5,20.0,15.5,13.0,64.0,震荡偏强,6.41,0.201,0.1576931741383403,6.0,-0.5
2017-08-25,15.5,20.0,15.5,19.0,70.0,震荡偏强,6.41,0.1852,0.2690095677294383,7.0,1.0
2017-08-28,15.5,20.0,15.5,17.0,68.0,震荡偏强,6.41,0.1916,0.4240769699700617,8.0,0.5
2017-08-29,15.5,20.0,15.5,17.0,68.0,震荡偏强,6.41,0.1605,0.4821894580667439,9.0,0.5
2017-08-30,15.5,20.0,15.5,17.0,68.0,震荡偏强,6.41,0.1471,0.493706238170244,10.0,0.5
2017-08-31,15.5,20.0,15.5,19.0,70.0,震荡偏强,6.41,0.147,0.5874414543145132,11.0,0.5
2017-09-01,15.5,20.0,17.0,19.0,71.5,震荡偏强,6.41,0.161,0.6489129716513716,12.0,0.5
2017-09-04,15.5,20.0,17.0,19.0,71.5,震荡偏强,6.41,0.1651,0.6585024677346759,13.0,0.5
2017-09-05,15.5,20.0,17.0,19.0,71.5,震荡偏强,6.41,0.1734,0.7356333961741859,14.0,0.5
2017-09-06,15.5,19.0,17.0,19.0,70.5,震荡偏强,6.41,0.0964,0.8060692271218518,15.0,0.5
2017-09-07,15.5,19.0,15.5,21.0,71.0,震荡偏强,6.41,0.0859,0.823402520190458,16.0,0.5
2017-09-08,15.5,19.0,12.5,21.0,68.0,震荡偏强,6.41,0.0997,0.8929040390776775,17.0,0.5
2017-09-11,14.0,20.0,14.0,15.0,63.0,震荡偏强,6.41,0.1049,0.9216408615965672,18.0,-1.0
2017-09-12,14.0,20.0,14.0,17.0,65.0,震荡偏强,6.41,0.1076,0.9331117247516708,19.0,-0.5
2017-09-13,14.0,20.0,14.0,17.0,65.0,震荡偏强,6.41,0.1156,0.968171840702421,20.0,-0.5
2017-09-14,14.0,19.0,8.5,17.0,58.5,震荡偏强,6.41,0.0838,0.9601836873140932,21.0,-0.5
2017-09-15,14.0,17.0,12.5,17.0,60.5,震荡偏强,5.4367,0.0852,0.8680826695819664,22.0,-0.5
2017-09-18,14.0,18.0,12.5,17.0,61.5,震荡偏强,5.4367,0.1034,0.8274876591322403,23.0,-0.5
2017-09-19,14.0,17.0,12.5,17.0,60.5,震荡偏强,5.4367,0.0835,0.7468492298117416,24.0,-0.5
2017-09-20,14.0,17.0,12.5,17.0,60.5,震荡偏强,5.4367,0.0747,0.6651396922758288,25.0,-0.5
2017-09-21,14.0,17.0,15.5,17.0,63.5,震荡偏强,5.4367,0.0749,0.665477851863325,26.0,-0.5
2017-09-22,15.5,17.0,12.5,11.0,56.0,震荡,5.4367,0.0732,0.5612685960543446,-1.0,-0.5
2017-09-25,15.5,17.0,9.5,9.0,51.0,震荡,5.4367,0.0586,0.3813597536622055,-2.0,-0.5
2017-09-26,15.5,17.0,9.5,9.0,51.0,震荡,5.4367,0.0919,0.2548262548262439,-3.0,-0.5
2017-09-27,15.5,17.0,8.0,9.0,49.5,震荡,5.4367,0.0864,0.1272640793922064,-4.0,-0.5
2017-09-28,15.5,17.0,6.5,6.0,45.0,震荡,5.4367,0.0733,-0.0102691809044569,-5.0,-0.5
2017-09-29,14.0,17.0,5.5,8.0,44.5,震荡,5.4367,0.0874,-0.038492134773796,1.0,-0.5
2017-10-09,14.0,18.0,11.5,11.0,54.5,震荡,5.4367,0.1058,0.0449219000680339,2.0,-0.5
2017-10-10,14.0,18.0,11.5,17.0,60.5,震荡偏强,5.4367,0.104,0.1039821304783263,3.0,1.0
2017-10-11,14.0,18.0,12.5,15.0,59.5,震荡偏强,5.4367,0.133,0.1887276929002716,4.0,0.5
2017-10-12,14.0,18.0,10.5,15.0,57.5,震荡,5.4367,0.1431,0.3004043905257031,5.0,0.5
2017-10-13,14.0,18.0,12.0,17.0,61.0,震荡偏强,5.4367,0.1509,0.4171587000051425,6.0,0.5
2017-10-16,14.0,19.0,12.5,17.0,62.5,震荡偏强,5.4367,0.1721,0.4733925180889729,7.0,0.5
2017-10-17,14.0,19.0,11.5,19.0,63.5,震荡偏强,5.4367,0.195,0.5257825824901623,8.0,0.5
2017-10-18,15.5,19.0,11.5,19.0,65.0,震荡偏强,5.4367,0.193,0.5702423209503096,9.0,0.5
2017-10-19,15.5,19.0,10.0,19.0,63.5,震荡偏强,5.4367,0.1835,0.5734106413751667,10.0,0.5
2017-10-20,15.5,19.0,10.0,19.0,63.5,震荡偏强,5.4367,0.1905,0.5509184103894764,11.0,0.5
2017-10-23,15.5,19.0,8.5,19.0,62.0,震荡偏强,5.4367,0.1891,0.5503275150988806,12.0,0.5
2017-10-24,15.5,19.0,6.5,19.0,60.0,震荡偏强,5.4367,0.185,0.6301904603962105,13.0,0.5
2017-10-25,15.5,19.0,8.0,19.0,61.5,震荡偏强,5.4367,0.2179,0.6765882622767079,14.0,0.5
2017-10-26,15.5,19.0,11.0,19.0,64.5,震荡偏强,5.4367,0.2092,0.755946396528259,15.0,0.5
2017-10-27,15.5,19.0,9.0,21.0,64.5,震荡偏强,5.4367,0.2507,0.8847757551103355,16.0,0.5
2017-10-30,15.5,19.0,9.0,21.0,64.5,震荡偏强,5.4367,0.2908,1.0146289429572968,17.0,0.5
2017-10-31,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.2651,1.0724744241471662,18.0,0.5
2017-11-01,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.2259,1.1150063913533197,19.0,0.5
2017-11-02,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.2212,1.1228859051925548,20.0,0.5
2017-11-03,15.5,19.0,10.0,15.0,59.5,震荡偏强,5.4367,0.2366,1.0609879032257958,21.0,-1.0
2017-11-06,15.5,19.0,11.0,23.0,68.5,震荡偏强,5.4367,0.2104,0.9956377990370382,22.0,1.0
2017-11-07,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.2174,0.980822536341878,23.0,0.5
2017-11-08,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.1991,0.9575187122937698,24.0,0.5
2017-11-09,15.5,19.0,11.0,21.0,66.5,震荡偏强,5.4367,0.2478,0.9505370971771206,25.0,0.5
2017-11-10,15.5,19.0,12.5,21.0,68.0,震荡偏强,5.4367,0.2421,1.009949876561698,26.0,0.5
2017-11-13,15.5,19.0,12.5,21.0,68.0,震荡偏强,5.4367,0.2981,1.1040714970313437,27.0,0.5
2017-11-14,15.5,19.0,12.5,21.0,68.0,震荡偏强,5.4367,0.2858,1.1166176050477363,28.0,0.5
2017-11-15,15.5,20.0,11.0,21.0,67.5,震荡偏强,4.1229,0.2857,1.09225256945909,29.0,0.5
2017-11-16,15.5,20.0,11.0,21.0,67.5,震荡偏强,4.1229,0.262,1.112334665495355,30.0,0.5
2017-11-17,15.5,20.0,9.0,23.0,67.5,震荡偏强,4.1229,0.255,1.104774601293626,31.0,0.5
2017-11-20,15.5,20.0,10.0,23.0,68.5,震荡偏强,4.1229,0.2723,1.0944771378622689,32.0,0.5
2017-11-21,15.5,20.0,13.0,23.0,71.5,震荡偏强,4.1229,0.2713,1.1914998157474672,33.0,0.5
2017-11-22,14.0,20.0,13.0,23.0,70.0,震荡偏强,4.1229,0.289,1.3379936227618316,34.0,0.5
2017-11-23,15.5,20.0,13.0,23.0,71.5,震荡偏强,4.1229,0.2863,1.2200195790503985,35.0,0.5
2017-11-24,15.5,20.0,13.0,17.0,65.5,震荡偏强,4.1229,0.2333,1.074389246340352,36.0,-1.0
2017-11-27,15.5,20.0,13.0,11.0,59.5,震荡偏强,4.1229,0.223,0.8439383791024798,-1.0,-0.5
2017-11-28,15.5,20.0,11.5,11.0,58.0,震荡偏强,4.1229,0.2261,0.5717407137654599,-2.0,-0.5
2017-11-29,15.5,20.0,11.5,9.0,56.0,震荡,4.1229,0.1916,0.330384480400822,-3.0,-0.5
2017-11-30,15.5,20.0,11.5,9.0,56.0,震荡,4.1229,0.1942,0.2248630873943601,-4.0,-0.5
2017-12-01,15.5,20.0,13.0,8.0,56.5,震荡,4.1229,0.1874,0.1558215661879297,-5.0,-0.5
2017-12-04,15.5,20.0,13.0,8.0,56.5,震荡,4.1229,0.2022,0.1231765046855294,-6.0,-0.5
2017-12-05,15.5,20.0,11.5,8.0,55.0,震荡,4.1229,0.1792,0.04586546933652,-7.0,-0.5
2017-12-06,15.5,20.0,10.5,6.0,52.0,震荡,4.1229,0.1304,-0.06996043616712,-8.0,-0.5
2017-12-07,16.5,20.0,10.5,6.0,53.0,震荡,4.1229,0.1537,-0.213502527049658,-9.0,-0.5
2017-12-08,16.5,20.0,10.5,6.0,53.0,震荡,4.1229,0.1555,-0.371460273047412,-10.0,-0.5
2017-12-11,15.5,20.0,10.5,8.0,54.0,震荡,4.1229,0.1688,-0.43661801953927,1.0,-0.5
2017-12-12,15.5,20.0,12.0,5.5,53.0,震荡,4.1229,0.1685,-0.523591791431916,-1.0,-0.5
2017-12-13,15.5,20.0,13.0,5.5,54.0,震荡,4.1229,0.1433,-0.513000024141204,-2.0,-0.5
2017-12-14,15.5,20.0,13.0,7.0,55.5,震荡,4.1229,0.1397,-0.472644634093265,-3.0,-0.5
2017-12-15,16.5,15.0,13.0,5.5,50.0,震荡,3.5851999999999986,0.1245,-0.506004261088517,-4.0,-0.5
2017-12-18,16.5,15.0,13.0,4.5,49.0,震荡,3.5851999999999986,0.1258,-0.648107767601876,-5.0,-0.5
2017-12-19,15.5,15.0,13.0,4.5,48.0,震荡,3.5851999999999986,0.1404,-0.787095991753074,-6.0,-0.5
2017-12-20,15.5,15.0,13.0,4.5,48.0,震荡,3.5851999999999986,0.1037,-1.00702490870045,-7.0,-0.5
2017-12-21,15.5,15.0,13.0,6.5,50.0,震荡,3.5851999999999986,0.1049,-0.938847391753215,1.0,-0.5
2017-12-22,15.5,14.0,12.0,13.5,55.0,震荡,3.5851999999999986,0.0786,-0.827351259277279,2.0,1.0
2017-12-25,15.5,14.0,12.0,11.5,53.0,震荡,3.5851999999999986,0.0769,-0.618194676453721,3.0,0.5
2017-12-26,15.5,14.0,12.0,13.0,54.5,震荡,3.5851999999999986,0.085,-0.380167713859623,4.0,0.5
2017-12-27,15.5,14.0,14.0,5.0,48.5,震荡,3.5851999999999986,0.0925,-0.209581939184459,-1.0,-1.0
2017-12-28,15.5,14.0,14.0,7.0,50.5,震荡,3.5851999999999986,0.0809,-0.163066133738741,-2.0,-0.5
2017-12-29,15.5,14.0,14.0,8.0,51.5,震荡,3.5851999999999986,0.096,-0.0760642865905994,1.0,-0.5
2018-01-02,15.5,15.0,14.0,17.0,61.5,震荡偏强,3.5851999999999986,0.1831,0.004907614163363,2.0,1.0
2018-01-03,15.5,15.0,14.0,15.0,59.5,震荡偏强,3.5851999999999986,0.1997,0.0908031167556355,3.0,0.5
2018-01-04,15.5,15.0,14.0,15.0,59.5,震荡偏强,3.5851999999999986,0.2547,0.3095062638172426,4.0,0.5
2018-01-05,15.5,15.0,14.5,17.0,62.0,震荡偏强,3.5851999999999986,0.29,0.5010499944736799,5.0,0.5
2018-01-08,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.5851999999999986,0.3003,0.6531774874766767,6.0,0.5
2018-01-09,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.5851999999999986,0.3007,0.7115691326217621,7.0,0.5
2018-01-10,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.5851999999999986,0.3125,0.8753325405484997,8.0,0.5
2018-01-11,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.5851999999999986,0.3381,0.9415711626995812,9.0,0.5
2018-01-12,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.5851999999999986,0.3134,0.9751090582499424,10.0,0.5
2018-01-15,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.7346,0.3379,1.0917296901683244,11.0,0.5
2018-01-16,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.7346,0.339,1.2997929102205117,12.0,0.5
2018-01-17,14.0,16.0,15.5,19.0,64.5,震荡偏强,3.7346,0.3257,1.3246964743628693,13.0,0.5
2018-01-18,13.0,16.0,15.5,19.0,63.5,震荡偏强,3.7346,0.3507,1.4373915891364848,14.0,0.5
2018-01-19,13.0,16.0,15.5,19.0,63.5,震荡偏强,3.7346,0.3544,1.459430023597766,15.0,0.5
2018-01-22,13.0,16.0,17.0,23.0,69.0,震荡偏强,3.7346,0.3605,1.514328808446463,16.0,0.5
2018-01-23,13.0,16.0,15.5,23.0,67.5,震荡偏强,3.7346,0.3437,1.5380545233714369,17.0,0.5
2018-01-24,13.0,16.0,17.0,23.0,69.0,震荡偏强,3.7346,0.3754,1.6312235375960948,18.0,0.5
2018-01-25,13.0,16.0,12.5,23.0,64.5,震荡偏强,3.7346,0.3668,1.726735704206837,19.0,0.5
2018-01-26,13.0,16.0,12.5,23.0,64.5,震荡偏强,3.7346,0.3522,1.84993022506887,20.0,0.5
2018-01-29,13.0,16.0,15.5,23.0,67.5,震荡偏强,3.7346,0.372,1.7686913110662237,21.0,0.5
2018-01-30,14.0,16.0,15.5,11.0,56.5,震荡,3.7346,0.35,1.544364962812069,-1.0,-1.0
2018-01-31,13.0,16.0,14.5,11.0,54.5,震荡,3.7346,0.3851,1.3217990629388796,-2.0,-0.5
2018-02-01,13.0,16.0,13.0,11.0,53.0,震荡,3.7346,0.4042,1.0027036558128408,-3.0,-0.5
2018-02-02,13.0,16.0,12.0,11.0,52.0,震荡,3.7346,0.391,0.7155237024545591,-4.0,-0.5
2018-02-05,13.0,16.0,10.5,10.0,49.5,震荡,3.7346,0.3642,0.5185825410544251,-5.0,-0.5
2018-02-06,14.0,16.0,9.5,8.0,47.5,震荡,3.7346,0.3311,0.2647539071611894,-6.0,-0.5
2018-02-07,14.0,16.0,9.5,6.0,45.5,震荡,3.7346,0.3709,-0.112983821182724,-7.0,-0.5
2018-02-08,15.5,16.0,10.5,6.0,48.0,震荡,3.7346,0.3566,-0.471352257253584,-8.0,-0.5
2018-02-09,16.5,16.0,7.5,4.5,44.5,震荡,3.7346,0.3616,-1.08252037719612,-9.0,-0.5
2018-02-12,16.5,16.0,7.5,3.0,43.0,震荡,3.7346,0.3492,-1.59536148358158,-10.0,-0.5
2018-02-13,15.5,16.0,7.5,3.0,42.0,震荡,3.7346,0.34,-1.927483801924,-11.0,-0.5
2018-02-14,15.5,16.0,7.0,3.0,41.5,下行,3.7346,0.3604,-2.07215821633471,-12.0,-0.5
2018-02-22,15.5,17.0,7.5,3.0,43.0,震荡,6.4,0.3504,-2.12352954933463,-13.0,-0.5
2018-02-23,15.5,17.0,7.5,3.0,43.0,震荡,6.4,0.3767,-1.9242523979688,-14.0,-0.5
2018-02-26,15.5,17.0,8.5,2.0,43.0,震荡,6.4,0.4295,-1.79952532206071,-15.0,-0.5
2018-02-27,15.5,17.0,10.0,2.0,44.5,震荡,6.4,0.4446,-1.74593761119677,-16.0,-0.5
2018-02-28,15.5,16.0,11.0,2.0,44.5,震荡,6.4,0.4698,-1.80045011252812,-17.0,-0.5
2018-03-01,15.5,16.0,11.0,8.0,50.5,震荡,6.4,0.4673,-1.85061288858093,-18.0,1.0
2018-03-02,15.5,16.0,11.0,6.0,48.5,震荡,6.4,0.4667,-1.97159465452146,-19.0,0.5
2018-03-05,15.5,16.0,10.0,6.0,47.5,震荡,6.4,0.4502,-2.00084170023448,-20.0,0.5
2018-03-06,15.5,16.0,11.0,9.0,51.5,震荡,6.4,0.4219,-1.83732103623939,1.0,0.5
2018-03-07,15.5,16.0,8.5,8.0,48.0,震荡,6.4,0.4398,-1.67582184388906,-1.0,0.5
2018-03-08,15.5,16.0,10.0,10.5,52.0,震荡,6.4,0.4298,-1.49477194989835,1.0,0.5
2018-03-09,15.5,16.0,10.0,11.5,53.0,震荡,6.4,0.4271,-1.24831886538696,2.0,0.5
2018-03-12,15.5,16.0,11.0,11.5,54.0,震荡,6.4,0.3958,-1.06992552238621,3.0,0.5
2018-03-13,15.5,16.0,11.0,11.5,54.0,震荡,6.4,0.379,-0.923557479462846,4.0,0.5
2018-03-14,15.5,16.0,12.0,11.5,55.0,震荡,6.4,0.3694,-0.616636862551673,5.0,0.5
2018-03-15,15.5,16.0,12.0,15.0,58.5,震荡偏强,-0.3,0.3449,-0.317578004324998,6.0,0.5
2018-03-16,15.5,16.0,14.0,17.0,62.5,震荡偏强,-0.3,0.3673,0.1510480506134778,7.0,0.5
2018-03-19,15.5,16.0,13.0,19.0,63.5,震荡偏强,-0.3,0.3583,0.5605923427054493,8.0,0.5
2018-03-20,15.5,16.0,13.0,19.0,63.5,震荡偏强,-0.3,0.3356,0.8154905976540859,9.0,0.5
2018-03-21,15.5,16.0,13.0,15.0,59.5,震荡偏强,-0.3,0.3238,0.8959483774896134,-1.0,0.5
2018-03-22,15.5,16.0,13.0,15.0,59.5,震荡偏强,-0.3,0.322,0.7512272524421193,-2.0,0.5
2018-03-23,16.5,16.0,11.5,7.0,51.0,震荡,-0.3,0.3026,0.2583723776440028,-3.0,-1.0
2018-03-26,16.5,16.0,11.5,7.0,51.0,震荡,-0.3,0.3457,-0.277500277500266,-4.0,-0.5
2018-03-27,16.5,16.0,11.5,4.5,48.5,震荡,-0.3,0.3287,-0.635295855802621,-5.0,-0.5
2018-03-28,16.5,16.0,11.5,4.5,48.5,震荡,-0.3,0.3237,-0.970396152852756,-6.0,-0.5
2018-03-29,16.5,16.0,10.5,4.5,47.5,震荡,-0.3,0.3306,-1.11105642640941,-7.0,-0.5
2018-03-30,16.5,16.0,13.0,4.5,50.0,震荡,-0.3,0.319,-1.05425400739829,-8.0,-0.5
2018-04-02,16.5,16.0,13.0,4.5,50.0,震荡,-0.3,0.3415,-0.916444048679128,-9.0,-0.5
2018-04-03,16.5,16.0,13.0,4.5,50.0,震荡,-0.3,0.3455,-0.998686590835878,-10.0,-0.5
2018-04-04,18.5,16.0,13.0,4.5,52.0,震荡,-0.3,0.3483,-1.00598623910182,-11.0,-0.5
2018-04-09,18.5,16.0,13.0,4.5,52.0,震荡,-0.3,0.3664,-1.10860882656679,-12.0,-0.5
2018-04-10,16.5,16.0,14.5,4.5,51.5,震荡,-0.3,0.3832,-1.18138201757119,-13.0,-0.5
2018-04-11,16.5,16.0,14.5,10.5,57.5,震荡,-0.3,0.3886,-1.25819134993446,-14.0,1.0
2018-04-12,16.5,16.0,14.5,7.5,54.5,震荡,-0.3,0.4182,-1.22653316645807,-15.0,0.5
2018-04-13,16.5,16.0,14.5,7.5,54.5,震荡,-0.3,0.4354,-1.23952426356199,-16.0,0.5
2018-04-16,18.5,16.0,14.5,1.5,50.5,震荡,-0.3,0.4153,-1.32234524408656,-17.0,-1.0
2018-04-17,18.5,16.0,14.5,3.5,52.5,震荡,-0.3,0.4312,-1.47546565443837,-18.0,-0.5
2018-04-18,18.5,16.0,14.5,2.0,51.0,震荡,-0.3,0.4878,-1.63828738291175,-19.0,-0.5
2018-04-19,18.5,16.0,14.5,2.0,51.0,震荡,-0.3,0.4471,-1.73593512417638,-20.0,-0.5
2018-04-20,18.5,16.0,13.0,2.0,49.5,震荡,-0.3,0.4377,-1.86610772357723,-21.0,-0.5
2018-04-23,18.5,16.0,13.0,2.0,49.5,震荡,-0.3,0.4231,-1.81692996213135,-22.0,-0.5
2018-04-24,18.5,16.0,13.0,8.0,55.5,震荡,-0.3,0.4722,-1.50012159688711,-23.0,1.0
2018-04-25,18.5,17.0,13.0,7.5,56.0,震荡,-0.3,0.517,-1.16950045623368,-24.0,0.5
2018-04-26,18.5,17.0,13.0,7.5,56.0,震荡,-0.3,0.531,-1.04964539007091,-25.0,0.5
2018-04-27,18.5,17.0,13.0,7.5,56.0,震荡,-0.3,0.5326,-0.767627603526172,-26.0,0.5
2018-05-02,18.5,18.0,13.0,7.5,57.0,震荡,-0.3,0.5162,-0.625941509531989,-27.0,0.5
2018-05-03,18.5,18.0,13.0,7.5,57.0,震荡,-0.3,0.5098,-0.703008251575596,-28.0,0.5
2018-05-04,18.5,18.0,13.0,7.5,57.0,震荡,-0.3,0.5231,-0.78022392426627,-29.0,0.5
2018-05-07,18.5,18.0,13.0,10.5,60.0,震荡偏强,-0.3,0.5571,-0.602064220183495,1.0,0.5
2018-05-08,18.5,18.0,14.5,13.0,64.0,震荡偏强,-0.3,0.6128,-0.45787784706097,2.0,0.5
2018-05-09,18.5,18.0,14.5,13.0,64.0,震荡偏强,-0.3,0.6234,-0.258749117900723,3.0,0.5
2018-05-10,18.5,18.0,15.5,13.0,65.0,震荡偏强,-0.3,0.6177,-0.159656607427958,4.0,0.5
2018-05-11,18.5,18.0,14.5,13.0,64.0,震荡偏强,-0.3,0.6136,-0.0904313180692362,5.0,0.5
2018-05-14,18.5,18.0,14.5,15.0,66.0,震荡偏强,-0.3,0.6037,-0.0353986941815025,6.0,0.5
2018-05-15,18.5,20.0,14.5,15.0,68.0,震荡偏强,-1.1,0.6135,-0.0039314872816411,7.0,0.5
2018-05-16,18.5,20.0,14.5,17.0,70.0,震荡偏强,-1.1,0.5968,0.0864734552696478,8.0,0.5
2018-05-17,18.5,20.0,14.5,17.0,70.0,震荡偏强,-1.1,0.5185,0.2713259581607471,9.0,0.5
2018-05-18,18.5,20.0,14.5,19.0,72.0,震荡偏强,-1.1,0.5276,0.5378318816245078,10.0,0.5
2018-05-21,18.5,19.0,13.0,19.0,69.5,震荡偏强,-1.1,0.465,0.6610096134929987,11.0,0.5
2018-05-22,18.5,19.0,13.0,19.0,69.5,震荡偏强,-1.1,0.4382,0.7850178234430794,12.0,0.5
2018-05-23,18.5,19.0,15.5,19.0,72.0,震荡偏强,-1.1,0.4136,0.7828249770912433,13.0,0.5
2018-05-24,18.5,19.0,15.5,15.0,68.0,震荡偏强,-1.1,0.4047,0.6065438763905323,-1.0,0.5
2018-05-25,18.5,19.0,15.5,7.0,60.0,震荡偏强,-1.1,0.3767,0.4044779624748909,-2.0,-1.0
2018-05-28,18.5,19.0,14.5,9.0,61.0,震荡偏强,-1.1,0.3597,0.3778452398014231,-3.0,-0.5
2018-05-29,18.5,19.0,14.5,9.0,61.0,震荡偏强,-1.1,0.3465,0.2379621081102049,-4.0,-0.5
2018-05-30,20.5,19.0,13.0,8.0,60.5,震荡偏强,-1.1,0.3321,0.0766353197901031,-5.0,-0.5
2018-05-31,20.5,19.0,14.5,8.0,62.0,震荡偏强,-1.1,0.3455,0.1286332393487897,-6.0,-0.5
2018-06-01,20.5,19.0,13.0,8.0,60.5,震荡偏强,-1.1,0.3106,0.1520428318952108,-7.0,-0.5
2018-06-04,20.5,19.0,14.5,8.0,62.0,震荡偏强,-1.1,0.3245,0.0142781116548344,-8.0,-0.5
2018-06-05,18.5,19.0,14.5,6.0,58.0,震荡偏强,-1.1,0.3317,-0.0895104169369263,-9.0,-0.5
2018-06-06,18.5,19.0,14.5,12.0,64.0,震荡偏强,-1.1,0.3036,-0.0791724531779302,-10.0,1.0
2018-06-07,18.5,19.0,14.5,10.0,62.0,震荡偏强,-1.1,0.3133,-0.173885961952711,-11.0,0.5
2018-06-08,20.5,19.0,14.5,4.0,58.0,震荡偏强,-1.1,0.306,-0.294541255238817,-12.0,-1.0
2018-06-11,18.5,19.0,14.5,6.0,58.0,震荡偏强,-1.1,0.3041,-0.41530395057883,-13.0,-0.5
2018-06-12,18.5,18.0,14.5,14.0,65.0,震荡偏强,-1.1,0.2979,-0.483010244491457,1.0,1.0
2018-06-13,18.5,18.0,14.5,9.5,60.5,震荡偏强,-1.1,0.2875,-0.565037799080362,-1.0,0.5
2018-06-14,18.5,18.0,14.5,3.5,54.5,震荡,-1.1,0.2755,-0.582362728785351,-2.0,-1.0
2018-06-15,18.5,12.0,14.5,5.5,50.5,震荡,-2.3,0.2678,-0.6259597615887,-3.0,-0.5
2018-06-19,20.5,12.0,13.5,5.5,51.5,震荡,-2.3,0.2302,-0.832768597195425,-4.0,-0.5
2018-06-20,20.5,12.0,12.0,4.5,49.0,震荡,-2.3,0.2392,-1.04899210646489,-5.0,-0.5
2018-06-21,23.5,12.0,12.0,4.5,52.0,震荡,-2.3,0.2068,-1.22924586223563,-6.0,-0.5
2018-06-22,23.5,12.0,12.0,4.5,52.0,震荡,-2.3,0.1957,-1.37813807531381,-7.0,-0.5
2018-06-25,23.5,12.0,12.0,3.0,50.5,震荡,-2.3,0.2121,-1.52040963318972,-8.0,-0.5
2018-06-26,23.5,12.0,12.0,3.0,50.5,震荡,-2.3,0.2263,-1.54810560761173,-9.0,-0.5
2018-06-27,25.0,12.0,13.0,3.0,53.0,震荡,-2.3,0.1986,-1.66005195079178,-10.0,-0.5
2018-06-28,25.0,12.0,13.0,3.0,53.0,震荡,-2.3,0.2304,-1.73125247983072,-11.0,-0.5
2018-06-29,23.5,12.0,10.5,3.0,49.0,震荡,-2.3,0.2188,-1.84419165804896,-12.0,-0.5
2018-07-02,25.0,12.0,8.5,3.0,48.5,震荡,-2.3,0.2281,-1.9933510638298,-13.0,-0.5
2018-07-03,25.0,13.0,13.0,3.0,54.0,震荡,-2.3,0.3027,-2.13308416205032,-14.0,-0.5
2018-07-04,25.0,13.0,13.0,2.0,53.0,震荡,-2.3,0.3555,-2.30216406103349,-15.0,-0.5
2018-07-05,25.0,13.0,13.0,2.0,53.0,震荡,-2.3,0.3567,-2.56927901374139,-16.0,-0.5
2018-07-06,25.0,13.0,13.0,2.0,53.0,震荡,-2.3,0.395,-2.81758627676096,-17.0,-0.5
2018-07-09,23.5,13.0,11.0,2.0,49.5,震荡,-2.3,0.3885,-2.77472490196874,-18.0,-0.5
2018-07-10,23.5,13.0,9.5,8.0,54.0,震荡,-2.3,0.3864,-2.66650299384863,-19.0,1.0
2018-07-11,25.0,13.0,9.5,6.0,53.5,震荡,-2.3,0.3681,-2.59795512248679,-20.0,0.5
2018-07-12,23.5,13.0,9.5,6.0,52.0,震荡,-2.3,0.3779,-2.33174936457064,-21.0,0.5
2018-07-13,23.5,13.0,9.5,9.0,55.0,震荡,-2.3,0.3418,-2.08064045365469,1.0,0.5
2018-07-16,25.0,13.0,9.5,10.0,57.5,震荡,-2.3,0.3719,-2.04449034274869,2.0,0.5
2018-07-17,25.0,13.0,9.5,8.0,55.5,震荡,-2.3,0.3762,-1.85532916678344,-1.0,0.5
2018-07-18,25.0,13.0,11.0,8.0,57.0,震荡,-2.3,0.3481,-1.55413402468577,-2.0,0.5
2018-07-19,25.0,13.0,9.5,9.5,57.0,震荡,-2.3,0.3285,-1.37474541751528,-3.0,0.5
2018-07-20,23.5,13.0,11.0,10.5,58.0,震荡偏强,-2.3,0.3827,-1.14404133310622,1.0,0.5
2018-07-23,23.5,13.0,9.5,11.5,57.5,震荡,-2.3,0.3934,-0.793549030502484,2.0,0.5
2018-07-24,23.5,13.0,9.5,13.0,59.0,震荡偏强,-2.3,0.4405,-0.449755846826013,3.0,0.5
