date,year,month,index_code,turnover
2015-05-08,2015,5,905.0,0.0144961990749507
2015-05-08,2015,5,932.0,0.0017596562653718
2015-05-08,2015,5,995.0,0.0101524570966201
2015-05-08,2015,5,12.0,0.0007004454717095
2015-05-11,2015,5,300.0,0.0797006463232742
2015-05-11,2015,5,905.0,0.0173601915725913
2015-05-11,2015,5,932.0,0.0021935535587894
2015-05-11,2015,5,995.0,0.0108938865416452
2015-05-11,2015,5,12.0,0.002211100139054
2015-05-12,2015,5,300.0,0.079422888342955
2015-05-12,2015,5,905.0,0.0189635447360399
2015-05-12,2015,5,932.0,0.0024459147894385
2015-05-12,2015,5,995.0,0.0139773842699556
2015-05-12,2015,5,12.0,0.0017293670019661
2015-05-13,2015,5,300.0,0.0785706178911826
2015-05-13,2015,5,905.0,0.0198286522191849
2015-05-13,2015,5,932.0,0.002798981513782
2015-05-13,2015,5,995.0,0.0123941341488951
2015-05-13,2015,5,12.0,0.000436736419078
2015-05-14,2015,5,300.0,0.0718445227577222
2015-05-14,2015,5,905.0,0.0169081142756257
2015-05-14,2015,5,932.0,0.0023620476317982
2015-05-14,2015,5,995.0,0.0111909920085931
2015-05-14,2015,5,12.0,0.0047885972339825
2015-05-15,2015,5,300.0,0.0711279484219713
2015-05-15,2015,5,905.0,0.0164377758600278
2015-05-15,2015,5,932.0,0.0023721059989412
2015-05-15,2015,5,995.0,0.0107422910595955
2015-05-15,2015,5,12.0,0.0049895612077541
2015-05-18,2015,5,300.0,0.0588354629585105
2015-05-18,2015,5,905.0,0.015774009487179
2015-05-18,2015,5,932.0,0.0024317922194857
2015-05-18,2015,5,995.0,0.0090577815290012
2015-05-18,2015,5,12.0,0.0030168628741429
2015-05-19,2015,5,300.0,0.0665337521680445
2015-05-19,2015,5,905.0,0.0166309445882461
2015-05-19,2015,5,932.0,0.0023715920761245
2015-05-19,2015,5,995.0,0.0086880602166021
2015-05-19,2015,5,12.0,0.0023948737895329
2015-05-20,2015,5,300.0,0.0763800047908282
2015-05-20,2015,5,905.0,0.0205830715752192
2015-05-20,2015,5,932.0,0.0028062368625415
2015-05-20,2015,5,995.0,0.0107968700108807
2015-05-20,2015,5,12.0,0.0015435385431424
2015-05-21,2015,5,300.0,0.0630150878665789
2015-05-21,2015,5,905.0,0.0194587425616393
2015-05-21,2015,5,932.0,0.0027072156688624
2015-05-21,2015,5,995.0,0.0101156134851234
2015-05-21,2015,5,12.0,0.0050540515159645
2015-05-22,2015,5,300.0,0.0920654167007483
2015-05-22,2015,5,905.0,0.0227555717730851
2015-05-22,2015,5,932.0,0.0031436187900205
2015-05-22,2015,5,995.0,0.0135925793681595
2015-05-22,2015,5,12.0,0.0017642209895836
2015-05-25,2015,5,300.0,0.0913299407098153
2015-05-25,2015,5,905.0,0.0227551697245741
2015-05-25,2015,5,932.0,0.0030793214086048
2015-05-25,2015,5,995.0,0.0151144745349458
2015-05-25,2015,5,12.0,0.001845100656734
2015-05-26,2015,5,300.0,0.0938559415632252
2015-05-26,2015,5,905.0,0.0229924743434764
2015-05-26,2015,5,932.0,0.0030507223832212
2015-05-26,2015,5,995.0,0.0154340541406228
2015-05-26,2015,5,12.0,0.0009396788329005
2015-05-27,2015,5,300.0,0.0908626299205972
2015-05-27,2015,5,905.0,0.0221591542238319
2015-05-27,2015,5,932.0,0.0030185229995356
2015-05-27,2015,5,995.0,0.0148490361664185
2015-05-27,2015,5,12.0,0.0029778262328077
2015-05-28,2015,5,300.0,0.1182929722691754
2015-05-28,2015,5,905.0,0.0261535256288136
2015-05-28,2015,5,932.0,0.003756130945987
2015-05-28,2015,5,995.0,0.0198217467714885
2015-05-28,2015,5,12.0,0.0041797105729474
2015-05-29,2015,5,300.0,0.0883895812060289
2015-05-29,2015,5,905.0,0.0199433862972685
2015-05-29,2015,5,932.0,0.002914006644127
2015-05-29,2015,5,995.0,0.0145400430300563
2015-05-29,2015,5,12.0,0.0010308573577506
2015-06-01,2015,6,300.0,0.0822476402033892
2015-06-01,2015,6,905.0,0.0177355673125603
2015-06-01,2015,6,932.0,0.0024942648775136
2015-06-01,2015,6,995.0,0.0117648599737143
2015-06-01,2015,6,12.0,0.0015358544225261
2015-06-02,2015,6,300.0,0.0800045688868568
2015-06-02,2015,6,905.0,0.0195872119341563
2015-06-02,2015,6,932.0,0.002800278856423
2015-06-02,2015,6,995.0,0.0122557075191968
2015-06-02,2015,6,12.0,0.002332291471038
2015-06-03,2015,6,300.0,0.0805387427847087
2015-06-03,2015,6,905.0,0.0190400508561483
2015-06-03,2015,6,932.0,0.0025557089341317
2015-06-03,2015,6,995.0,0.0129312073974869
2015-06-03,2015,6,12.0,0.0032731028192816
2015-06-04,2015,6,300.0,0.0931728438712506
2015-06-04,2015,6,905.0,0.0192842941577195
2015-06-04,2015,6,932.0,0.002538714271854
2015-06-04,2015,6,995.0,0.0123990397296965
2015-06-04,2015,6,12.0,0.0012106149336231
2015-06-05,2015,6,300.0,0.104379273162756
2015-06-05,2015,6,905.0,0.0223315667251707
2015-06-05,2015,6,932.0,0.0030192275030686
2015-06-05,2015,6,995.0,0.0152542440540775
2015-06-05,2015,6,12.0,0.0017138594809148
2015-06-08,2015,6,300.0,0.1190405037514819
2015-06-08,2015,6,905.0,0.0213609178563528
2015-06-08,2015,6,932.0,0.0032144307981659
2015-06-08,2015,6,995.0,0.0149352661134827
2015-06-08,2015,6,12.0,0.0013995737950999
2015-06-09,2015,6,300.0,0.1072743672214991
2015-06-09,2015,6,905.0,0.0168139491217334
2015-06-09,2015,6,932.0,0.0026171480166613
2015-06-09,2015,6,995.0,0.0141476246931405
2015-06-09,2015,6,12.0,0.0005983782878204
2015-06-10,2015,6,300.0,0.0832842976377217
2015-06-10,2015,6,905.0,0.0164694307489431
2015-06-10,2015,6,932.0,0.0024866093419738
2015-06-10,2015,6,995.0,0.0111688881686535
2015-06-10,2015,6,12.0,0.0005272344731005
2015-06-11,2015,6,300.0,0.0739342500551201
2015-06-11,2015,6,905.0,0.0167484714889379
2015-06-11,2015,6,932.0,0.0025309289105619
2015-06-11,2015,6,995.0,0.0099230833271259
2015-06-11,2015,6,12.0,0.0013916184196418
2015-06-12,2015,6,300.0,0.0806227029782863
2015-06-12,2015,6,905.0,0.0182450711032237
2015-06-12,2015,6,932.0,0.0030412989918785
2015-06-12,2015,6,995.0,0.0119054096984135
2015-06-12,2015,6,12.0,0.0009896879585642
2015-06-15,2015,6,300.0,0.0911186514432501
2015-06-15,2015,6,905.0,0.0181663614488449
2015-06-15,2015,6,932.0,0.0026630826331405
2015-06-15,2015,6,995.0,0.0130959320267047
2015-06-15,2015,6,12.0,0.0010137665972533
2015-06-16,2015,6,300.0,0.081281381513779
