日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PS-TTM市值加权,PS-TTM 分位点,PS-TTM 80%分位点值,PS-TTM 50%分位点值,PS-TTM 20%分位点值
2025-02-05,=8954.2491,=9729.5961,=3021676372662.2505,=2039236268811,=1379503528691.2102,=7.9374,=0.9221,=7.4473,=6.3854,=5.5857
2025-01-27,=8658.8545,=9408.6233,=2898857213885.4297,=1979597344400,=1330923019867.7004,=7.6148,=0.8441,=7.4461,=6.3852,=5.5857
2025-01-24,=8917.0272,=9689.1511,=2987632215333.8198,=2035124762952,=1369014958326.2202,=7.8480,=0.9053,=7.4389,=6.3851,=5.5857
2025-01-23,=8864.1379,=9631.6821,=2970048075776.3701,=2024457189522,=1359699485103.7300,=7.8018,=0.8984,=7.4349,=6.3850,=5.5857
2025-01-22,=9000.4622,=9779.8107,=3022152789733.2998,=2050914968840,=1380259451965.2097,=7.9387,=0.9234,=7.4292,=6.3849,=5.5857
2025-01-21,=9016.3261,=9797.0483,=3038970952945.1504,=2056843483521,=1384880875364.2798,=7.9828,=0.9309,=7.4292,=6.3845,=5.5856
2025-01-20,=8946.6325,=9721.0177,=3016598741452.5796,=2038644267269,=1374327768251.6799,=7.9241,=0.9210,=7.4273,=6.3841,=5.5856
2025-01-17,=8934.9128,=9708.2836,=3020462423948.9897,=2036274051247,=1375978132122.7500,=7.9342,=0.9232,=7.4235,=6.3838,=5.5856
2025-01-16,=8751.4399,=9508.9300,=2942159706250.8203,=1995086815546,=1344374595811.6702,=7.7285,=0.8858,=7.4096,=6.3835,=5.5856
2025-01-15,=8996.3286,=9775.0153,=3039440583433.7500,=2044915606749,=1374035584398.7896,=7.9841,=0.9315,=7.4067,=6.3830,=5.5856
2025-01-14,=9012.8499,=9792.9666,=3037897035155.0898,=2050614603179,=1376421419782.4399,=7.9800,=0.9314,=7.4067,=6.3826,=5.5655
2025-01-13,=8712.7268,=9466.8660,=2945794409923.3198,=1985037417140,=1325833912759.0002,=7.7381,=0.8902,=7.4061,=6.3824,=5.5655
2025-01-10,=8764.4285,=9523.0428,=2949422608439.7700,=1995053949160,=1331798234848.7900,=7.7476,=0.8916,=7.4058,=6.3822,=5.5655
2025-01-09,=8798.5413,=9560.1083,=2949242720881.8804,=2003590321786,=1338370009286.9695,=7.7471,=0.8915,=7.4009,=6.3819,=5.5655
2025-01-08,=8765.2381,=9523.9225,=2933035752097.1201,=1997917227278,=1330934539745.0200,=7.7046,=0.8830,=7.3977,=6.3815,=5.5655
2025-01-07,=8751.0820,=9508.5411,=2938795238045.3203,=1996133613072,=1330172184126.7500,=7.7197,=0.8860,=7.3977,=6.3811,=5.5584
2025-01-06,=8367.0402,=9091.2581,=2805353769843.7197,=1912760899124,=1275574851789.5901,=7.3692,=0.7948,=7.3934,=6.3807,=5.5584
2025-01-03,=8403.2326,=9130.5832,=2819280600325.9795,=1917768370472,=1284526957007.0500,=7.4058,=0.8023,=7.3934,=6.3784,=5.5584
2025-01-02,=8582.1827,=9325.0225,=2878538609077.3003,=1957399918234,=1310676181976.5901,=7.5614,=0.8336,=7.3920,=6.3762,=5.5584
2024-12-31,=8989.4827,=9767.5768,=3018695927413.3799,=2046401218520,=1374535482599.8899,=7.9296,=0.9233,=7.3885,=6.3756,=5.5584
2024-12-30,=9365.2698,=10175.8906,=3145503404616.5200,=2130367838729,=1432357365039.8398,=8.2627,=0.9570,=7.3885,=6.3751,=5.5528
2024-12-27,=9328.2849,=10135.7044,=3127060619685.1699,=2121756193275,=1429275217615.0500,=8.2142,=0.9539,=7.3885,=6.3738,=5.5528
2024-12-26,=9407.8371,=10222.1423,=3145905453859.3906,=2135139271293,=1441610068208.7600,=8.2637,=0.9585,=7.3884,=6.3724,=5.5528
2024-12-25,=9246.7869,=10047.1522,=3115116410309.6001,=2101770005100,=1416186902522.7200,=8.1829,=0.9515,=7.3793,=6.3717,=5.5528
2024-12-24,=9216.3399,=10014.0699,=3089721997067.7603,=2104626805753,=1411527898677.6101,=8.1162,=0.9484,=7.3703,=6.3709,=5.5528
2024-12-23,=9091.6536,=9878.5912,=3043850920295.1895,=2076801621481,=1392423354445.0701,=7.9957,=0.9368,=7.3703,=6.3705,=5.5470
2024-12-20,=9223.9437,=10022.3318,=3068599752052.7300,=2111489742127,=1410045323266.6499,=8.0607,=0.9444,=7.3669,=6.3700,=5.5470
2024-12-19,=8941.5466,=9715.4915,=2940178050509.3799,=2046814487362,=1366112750119.7805,=7.7233,=0.8927,=7.3580,=6.3695,=5.5470
2024-12-18,=8738.9900,=9495.3970,=2874434270230.8701,=2005613814289,=1335664849456.6399,=7.5506,=0.8246,=7.3573,=6.3689,=5.5470
2024-12-17,=8498.5700,=9233.0436,=2806090064500.1396,=1950488187896,=1302155504318.5403,=7.3711,=0.7865,=7.3546,=6.3680,=5.5470
2024-12-16,=8561.9500,=9301.9043,=2818925678956.6299,=1962777459837,=1311286967554.8701,=7.4048,=0.7964,=7.3573,=6.3670,=5.5454
2024-12-13,=8680.2600,=9430.4382,=2844152171880.7998,=1986295707167,=1316384585139.0798,=7.4644,=0.8203,=7.3573,=6.3661,=5.5454
2024-12-12,=8828.9800,=9592.0113,=2910522050673.4297,=2020481683750,=1339181970093.3398,=7.6386,=0.8698,=7.3546,=6.3652,=5.5454
2024-12-11,=8747.8254,=9503.8411,=2883081138182.2100,=2002583934879,=1329453987626.3799,=7.5666,=0.8402,=7.3519,=6.3633,=5.5454
2024-12-10,=8808.5494,=9569.8130,=2908734288992.6401,=2011836333521,=1339449176399.1702,=7.6339,=0.8680,=7.3502,=6.3614,=5.5454
2024-12-09,=8752.7685,=9509.2114,=2884609160079,=1999893774985,=1330699052780.3899,=7.5706,=0.8430,=7.3502,=6.3610,=5.5437
2024-12-06,=8908.9219,=9678.8601,=2938599770942.3301,=2035399657535,=1354051610610.4702,=7.7123,=0.8896,=7.3477,=6.3606,=5.5437
2024-12-05,=8803.7327,=9564.5801,=2902121283182.6504,=2012590167958,=1335615801685.2000,=7.6166,=0.8630,=7.3417,=6.3598,=5.5437
2024-12-04,=8831.2665,=9594.4935,=2913558207593.0601,=2018244875376,=1341578578964.8296,=7.6466,=0.8731,=7.3399,=6.3590,=5.5437
2024-12-03,=8800.2554,=9560.8023,=2902520266790.1494,=2015702349438,=1334784929982.6802,=7.6176,=0.8652,=7.3389,=6.3584,=5.5437
2024-12-02,=8945.5489,=9718.6525,=2952449916629.2798,=2048191331377,=1358424676935.2100,=7.7487,=0.8970,=7.3389,=6.3578,=5.5426
2024-11-29,=8889.3180,=9657.5620,=2939778019751.1802,=2035429924431,=1350103040274.6899,=7.7154,=0.8907,=7.3368,=6.3573,=5.5426
2024-11-28,=8719.7003,=9473.2854,=2878691872031.4404,=1996007505291,=1324487665907.9399,=7.5551,=0.8438,=7.3324,=6.3569,=5.5426
2024-11-27,=8740.9357,=9496.3560,=2886161222626.2100,=2001966860474,=1329135988277.7300,=7.5747,=0.8491,=7.3310,=6.3566,=5.5426
2024-11-26,=8448.4641,=9178.6080,=2789206245375.7896,=1937079818818,=1287446056562.4702,=7.3202,=0.7981,=7.3289,=6.3564,=5.5426
2024-11-25,=8512.9681,=9248.6866,=2811701364759.8501,=1952826854838,=1297216497103.2097,=7.3793,=0.8113,=7.3310,=6.3550,=5.5419
2024-11-22,=8659.5189,=9407.9028,=2862698434854.5503,=1981596984235,=1319874065321.3701,=7.5131,=0.8362,=7.3289,=6.3535,=5.5419
2024-11-21,=9056.6677,=9839.3745,=2996513035815.8804,=2071113128488,=1380660680962.7200,=7.8643,=0.9169,=7.3246,=6.3535,=5.5419
2024-11-20,=8994.7601,=9772.1167,=2973768429015.5898,=2058248425235,=1374894952482.0098,=7.8046,=0.9074,=7.3201,=6.3534,=5.5419
2024-11-19,=9018.7534,=9798.1836,=2985287700200.0601,=2061314214946,=1380006413071.5601,=7.8348,=0.9112,=7.3188,=6.3526,=5.5419
2024-11-18,=8748.5183,=9504.5939,=2894268495688,=1997791049782,=1338457692435.6702,=7.5960,=0.8608,=7.3188,=6.3519,=5.5397
2024-11-15,=8940.5242,=9713.1935,=2954773219084.2998,=2001537713283,=1368329118412.3701,=7.7548,=0.9001,=7.3160,=6.3501,=5.5397
2024-11-14,=9348.0966,=10155.9896,=3078273428469.4102,=2094739667885,=1431292892351.1499,=8.0789,=0.9465,=7.3115,=6.3484,=5.5397
2024-11-13,=9696.1045,=10534.0735,=3187543128622.3799,=2174512080363,=1486073326221.0400,=8.3657,=0.9622,=7.3070,=6.3481,=5.5397
2024-11-12,=9679.3586,=10515.8803,=3184314491093.1602,=2167570834890,=1488009768244.0901,=8.3572,=0.9621,=7.2996,=6.3479,=5.5397
2024-11-11,=9934.7198,=10793.3106,=3278428680411.9897,=2219697322958,=1527451085605.9700,=8.6042,=0.9779,=7.2996,=6.3477,=5.5374
2024-11-08,=9330.0701,=10136.4051,=3090823798404.5903,=2080413390964,=1431532583718.5698,=8.1118,=0.9494,=7.2761,=6.3475,=5.5374
2024-11-07,=9342.3427,=10149.7383,=3102678302993.4004,=2078945323864,=1427847229623.4502,=8.2256,=0.9573,=7.2735,=6.3467,=5.5374
2024-11-06,=9052.7256,=9835.0916,=2980563530104.7002,=2016084092387,=1383927767539.5903,=7.9019,=0.9272,=7.2682,=6.3458,=5.5374
2024-11-05,=8941.3933,=9714.1375,=2948039654633.1597,=1994561405750,=1368671140608.3799,=7.8156,=0.9145,=7.2576,=6.3449,=5.5374
2024-11-04,=8526.1022,=9262.9556,=2788779757766.4502,=1905684407854,=1305363103210.0300,=7.3934,=0.8241,=7.2576,=6.3440,=5.5371
2024-11-01,=8367.2758,=9090.4029,=2737542733503.6904,=1871065998157,=1280137731587.8401,=7.2576,=0.8010,=7.2498,=6.3435,=5.5371
2024-10-31,=8698.1004,=9449.8184,=2841947004142.1704,=1944896117354,=1328597233119.9497,=7.5344,=0.8484,=7.2492,=6.3431,=5.5371
2024-10-30,=8508.2605,=9243.5719,=2786169617735.8999,=1904322470654,=1298868087074.8799,=7.4273,=0.8300,=7.2410,=6.3428,=5.5371
2024-10-29,=8633.1621,=9379.2679,=2852261211490.2798,=1928092809172,=1319807027704.6802,=7.6456,=0.8816,=7.2407,=6.3425,=5.5371
2024-10-28,=8635.2240,=9381.5080,=2856490519081.5400,=1930027238758,=1319530853293.4900,=7.6829,=0.8934,=7.2407,=6.3419,=5.5366
2024-10-25,=8644.1672,=9391.2241,=2863447809847.6597,=1933360767589,=1322114966551.3398,=7.8452,=0.9180,=7.2407,=6.3413,=5.5366
2024-10-24,=8585.0337,=9326.9801,=2852954880594.4600,=1918229719601,=1312469554310.8999,=7.8009,=0.9139,=7.2327,=6.3396,=5.5366
2024-10-23,=8588.0516,=9330.2588,=2846687271697.1592,=1922511501408,=1313295145976.8501,=7.7838,=0.9123,=7.2291,=6.3378,=5.5366
2024-10-22,=8728.8166,=9483.1892,=2902458351881.0396,=1950247561299,=1335131879877.7002,=7.9430,=0.9338,=7.2223,=6.3376,=5.5366
2024-10-21,=8855.7323,=9621.0733,=2949449780190.4502,=1978057984306,=1352780388770.2302,=8.0716,=0.9489,=7.2223,=6.3373,=5.5353
2024-10-18,=8611.9001,=9356.1683,=2850445510329.1299,=1925103961967,=1315501884943.9502,=7.8007,=0.9153,=7.2214,=6.3359,=5.5353
2024-10-17,=7701.7778,=8367.3903,=2517145332904.2002,=1726752535247,=1178370581874.0105,=6.8885,=0.7328,=7.2097,=6.3344,=5.5353
2024-10-16,=7677.2997,=8340.7967,=2500880001692.2598,=1721839860987,=1175890924091.3701,=6.8440,=0.7206,=7.2097,=6.3335,=5.5353
2024-10-15,=7868.3532,=8548.3616,=2557002204527.5898,=1767062607257,=1204109547186.0601,=7.0176,=0.7580,=7.2097,=6.3326,=5.5353
2024-10-14,=8018.9464,=8711.9695,=2610976440640.5303,=1797672181180,=1225970426597.6101,=7.1658,=0.7907,=7.2214,=6.3326,=5.5344
2024-10-11,=7757.3572,=8427.7729,=2509219616536.5796,=1741409535829,=1188358590477.6699,=6.8865,=0.7335,=7.2214,=6.3326,=5.5344
2024-10-10,=8273.8624,=8988.9161,=2681032960595.4302,=1857966978773,=1268571675745.0798,=7.3580,=0.8249,=7.2214,=6.3314,=5.5344
2024-10-09,=8771.5274,=9529.5908,=2855590562902.8306,=1966375772431,=1345963270339.0503,=7.8371,=0.9180,=7.2097,=6.3303,=5.5344
2024-10-08,=8552.3294,=9291.4490,=2734025998538.4805,=1924970755160,=1313943549141.3799,=7.5035,=0.8496,=7.2090,=6.3278,=5.5344
2024-09-30,=7391.3901,=8030.1776,=2341121955266.5303,=1666902756640,=1135588432344.5698,=6.4252,=0.5564,=7.2090,=6.3254,=5.5321
2024-09-27,=6426.0852,=6981.4480,=2016883135199.5801,=1452345503928,=987502576379.3702,=5.5353,=0.2015,=7.2090,=6.3245,=5.5321
2024-09-26,=5969.2451,=6485.1264,=1874485221776.5400,=1348736678143,=917149168364.7102,=5.1445,=0.1347,=7.2090,=6.3254,=5.5321
2024-09-25,=5728.3257,=6223.3859,=1804016518990.6704,=1294778092044,=879375210361.8300,=4.9511,=0.0969,=7.2090,=6.3278,=5.5344
2024-09-24,=5678.7265,=6169.5002,=1790107113980.6001,=1283224292344,=871655090404.9800,=4.9129,=0.0921,=7.2090,=6.3303,=5.5366
2024-09-23,=5467.5190,=5940.0395,=1724972074722.3999,=1234826984139,=839359421852.2201,=4.7342,=0.0671,=7.2097,=6.3314,=5.5366
2024-09-20,=5533.6160,=6011.8488,=1745681084905.1399,=1250090254773,=850178262083.1001,=4.7910,=0.0752,=7.2097,=6.3326,=5.5371
2024-09-19,=5564.6492,=6045.5640,=1753088158526.0400,=1257325222666,=854878578195.0199,=4.8113,=0.0769,=7.2097,=6.3326,=5.5374
2024-09-18,=5503.0890,=5978.6836,=1732765954750.3000,=1243985729309,=845219476363.3298,=4.7555,=0.0705,=7.2097,=6.3326,=5.5397
2024-09-13,=5568.1503,=6049.3677,=1748768907684.7598,=1258151697868,=854458182647.7001,=4.7995,=0.0746,=7.2097,=6.3335,=5.5419
2024-09-12,=5623.6451,=6109.6585,=1763587105470.7700,=1271553502338,=863894870486.7698,=4.8401,=0.0763,=7.2214,=6.3344,=5.5419
2024-09-11,=5694.4391,=6186.5708,=1786674508317.6296,=1286278513576,=874846142552.1097,=4.9035,=0.0853,=7.2214,=6.3359,=5.5426
2024-09-10,=5708.6706,=6202.0323,=1796039480233.6904,=1287566803306,=877263216670.5300,=4.9292,=0.0886,=7.2214,=6.3373,=5.5437
2024-09-09,=5663.7344,=6153.2126,=1781578995742.7395,=1277977072409,=870593903588.2000,=4.8895,=0.0814,=7.2214,=6.3376,=5.5454
2024-09-06,=5691.6437,=6183.5339,=1790555793071.5300,=1284825480775,=874629696874.4498,=4.9141,=0.0871,=7.2214,=6.3378,=5.5470
2024-09-05,=5765.5130,=6263.7872,=1812016461416.4504,=1301912881374,=886969354088.0099,=4.9730,=0.0937,=7.2223,=6.3396,=5.5470
2024-09-04,=5786.4221,=6286.5033,=1819795275660.8799,=1307393108934,=887025871651.7701,=4.9944,=0.0962,=7.2223,=6.3413,=5.5528
2024-09-03,=5839.8109,=6344.5062,=1836759364464.3701,=1318741561401,=895288633017.1700,=5.0410,=0.1029,=7.2223,=6.3419,=5.5584
2024-09-02,=5805.6635,=6307.4077,=1833271003169.9297,=1309970594696,=888559900143.5599,=5.0314,=0.0997,=7.2223,=6.3425,=5.5655
2024-08-30,=6022.4619,=6542.9425,=1897189663558.4504,=1358017362803,=921921913223.2202,=5.2037,=0.1308,=7.2223,=6.3428,=5.5856
2024-08-29,=5822.4402,=6325.6343,=1835832086273.5000,=1313557169984,=892070903317.9940,=5.0751,=0.1088,=7.2291,=6.3431,=5.5856
2024-08-28,=5763.4262,=6261.5201,=1820413385380.6899,=1299244922082,=882048987373.8679,=5.0766,=0.1089,=7.2291,=6.3435,=5.5857
2024-08-27,=5764.1461,=6262.3022,=1818077833090.2200,=1299539255386,=881488472057.9380,=5.1179,=0.1156,=7.2291,=6.3440,=5.5871
2024-08-26,=5857.3493,=6363.5604,=1844067553566.6699,=1321275539261,=891713487565.8202,=5.1999,=0.1280,=7.2291,=6.3449,=5.5872
2024-08-23,=5867.4214,=6374.5030,=1846134589741.2600,=1322611609415,=892670412102.4961,=5.2401,=0.1330,=7.2291,=6.3458,=5.5876
2024-08-22,=5909.7592,=6420.4998,=1855251389329.7500,=1332700115730,=898387485609.5721,=5.2672,=0.1380,=7.2327,=6.3467,=5.5876
2024-08-21,=6009.0567,=6528.3789,=1887116146164.5400,=1356007766969,=913711534349.9420,=5.3576,=0.1505,=7.2327,=6.3475,=5.5898
2024-08-20,=6052.2813,=6575.3392,=1899712422127.1001,=1365527682329,=922009452145.5320,=5.4117,=0.1588,=7.2327,=6.3477,=5.5916
2024-08-19,=6134.0030,=6664.1235,=1927022207299.1001,=1383634520581,=929276777212.3020,=5.5260,=0.1804,=7.2327,=6.3479,=5.5933
2024-08-16,=6128.1378,=6657.7514,=1925433569318.7605,=1379128967472,=929395137169.4980,=5.5215,=0.1764,=7.2327,=6.3481,=5.6035
2024-08-15,=6154.8247,=6686.7447,=1934115916190.5000,=1385164692557,=933788405502.3180,=5.5528,=0.1906,=7.2407,=6.3484,=5.6035
2024-08-14,=6119.6973,=6648.5814,=1918352369123.1101,=1379019762974,=928548878225.9440,=5.5241,=0.1784,=7.2407,=6.3501,=5.6046
2024-08-13,=6197.1683,=6732.7476,=1939758399170.7705,=1396726526069,=940776445857.1379,=5.5857,=0.1926,=7.2407,=6.3519,=5.6047
2024-08-12,=6148.4902,=6679.0893,=1926325043114.8501,=1386145189887,=933111667890.8060,=5.5470,=0.1894,=7.2407,=6.3526,=5.6050
2024-08-09,=6174.8429,=6707.7161,=1932747672463.1296,=1394193465326,=936509307756.5562,=5.5655,=0.1904,=7.2407,=6.3534,=5.6056
2024-08-08,=6161.0365,=6692.7182,=1925243499773.8696,=1392216717667,=936001357610.6738,=5.5437,=0.1881,=7.2407,=6.3535,=5.6056
2024-08-07,=6137.8497,=6667.5040,=1916939086380.3296,=1388182729580,=932471676310.1760,=5.5275,=0.1799,=7.2407,=6.3535,=5.6080
2024-08-06,=6210.0289,=6745.6747,=1937614516500.4399,=1403693237681,=943204241679.6440,=5.5872,=0.1909,=7.2407,=6.3550,=5.6109
2024-08-05,=6181.0191,=6714.1626,=1927631912350.8103,=1397328015074,=938804955960.1479,=5.5584,=0.1885,=7.2407,=6.3564,=5.6268
2024-08-02,=6468.1868,=7025.3704,=2009864617949.6001,=1461526927164,=981978852948.7004,=5.7955,=0.2519,=7.2407,=6.3566,=5.6336
2024-08-01,=6641.2120,=7213.3003,=2058309339120.7200,=1500163421552,=1007668518593.6802,=5.9352,=0.2887,=7.2410,=6.3569,=5.6268
2024-07-31,=6612.0147,=7181.5878,=2050473590478.8601,=1493445153582,=1002968268312.6218,=5.9126,=0.2831,=7.2410,=6.3573,=5.6268
2024-07-30,=6376.6882,=6925.5497,=1976251160516.4097,=1440994455637,=967945424499.9960,=5.6986,=0.2167,=7.2410,=6.3578,=5.6268
2024-07-29,=6311.6124,=6854.8726,=1953707292895.0903,=1426822936258,=957801382305.7338,=5.6336,=0.2010,=7.2410,=6.3584,=5.6268
2024-07-26,=6422.0064,=6974.7686,=1998508530260.0200,=1449892656069,=975013603664.0060,=5.7627,=0.2371,=7.2410,=6.3590,=5.6268
2024-07-25,=6368.0351,=6916.1518,=1979958612705.0503,=1438145225204,=966137174040.8242,=5.7093,=0.2180,=7.2492,=6.3598,=5.6109
2024-07-24,=6432.6074,=6986.2820,=1994599094953.9900,=1451244091799,=975432766873.0800,=5.7515,=0.2316,=7.2492,=6.3606,=5.6109
2024-07-23,=6489.7158,=7048.3059,=2010765945405.8201,=1464335692809,=985541632791.6680,=5.7981,=0.2494,=7.2492,=6.3610,=5.6109
2024-07-22,=6814.0659,=7400.5739,=2107153880041.5305,=1537213710110,=1034388916548.3656,=6.0760,=0.3442,=7.2492,=6.3614,=5.6109
2024-07-19,=6806.9093,=7392.8013,=2105802791396.6797,=1535743564654,=1033328997752.9301,=6.0721,=0.3412,=7.2492,=6.3633,=5.6109
2024-07-18,=6632.0543,=7202.5555,=2045117623592,=1497269312008,=1007595787319.8500,=5.8971,=0.2768,=7.2498,=6.3652,=5.6080
2024-07-17,=6618.9083,=7188.2786,=2037956116118.0696,=1492761370107,=1006073047528.2900,=5.8765,=0.2720,=7.2498,=6.3661,=5.6080
2024-07-16,=6688.3503,=7263.6942,=2058976169757.5200,=1506595564378,=1016793111652.8502,=5.9371,=0.2857,=7.2498,=6.3670,=5.6080
2024-07-15,=6477.1833,=7034.3623,=1994306048080.4399,=1458445201564,=987856312841.1021,=5.7506,=0.2321,=7.2498,=6.3680,=5.6080
2024-07-12,=6423.5317,=6976.0955,=1976544651287.0295,=1447090066912,=980338484322.6479,=5.6994,=0.2180,=7.2498,=6.3689,=5.6080
2024-07-11,=6379.2678,=6928.0239,=1965747759994.1597,=1434591954464,=973283045718.4100,=5.6683,=0.2131,=7.2682,=6.3695,=5.6056
2024-07-10,=6326.4292,=6870.6400,=1951370697082.6001,=1423463326587,=964157721873.5780,=5.6268,=0.2024,=7.2682,=6.3700,=5.6056
2024-07-09,=6326.5951,=6870.8202,=1953862686867.9600,=1423994304245,=964517694288.3600,=5.6340,=0.2025,=7.2682,=6.3705,=5.6056
2024-07-08,=6090.5971,=6614.5212,=1883900470301.8401,=1370871679128,=929450275281.8600,=5.4323,=0.1664,=7.2682,=6.3709,=5.6056
2024-07-05,=6086.8670,=6610.4703,=1884964995671.5205,=1369439271726,=928730156039.4680,=5.4353,=0.1665,=7.2682,=6.3717,=5.6080
2024-07-04,=6076.7226,=6599.4533,=1877280754393.4600,=1368315740525,=926994969952.8280,=5.4132,=0.1641,=7.2735,=6.3724,=5.6080
2024-07-03,=6162.6665,=6691.2880,=1903921046978.3604,=1388113308945,=940096002501.8101,=5.4900,=0.1727,=7.2735,=6.3738,=5.6109
2024-07-02,=6090.1902,=6612.5948,=1882084931670.3999,=1372847616012,=929007952558.7560,=5.4270,=0.1644,=7.2735,=6.3751,=5.6375
2024-07-01,=6201.1631,=6733.0867,=1911038322769.3601,=1398398967939,=945515838150.9578,=5.5105,=0.1747,=7.2735,=6.3756,=5.6395
2024-06-28,=6218.0724,=6751.4464,=1915067508153.7505,=1400847920577,=948667907483.8304,=5.5221,=0.1774,=7.2735,=6.3762,=5.6427
2024-06-27,=6201.5648,=6733.5228,=1910389028411.2100,=1397363877844,=945959746381.4840,=5.5086,=0.1742,=7.2761,=6.3784,=5.6427
2024-06-26,=6280.5647,=6818.3507,=1937755376012.1196,=1415858218539,=957888814214.4480,=5.5876,=0.1879,=7.2761,=6.3807,=5.6435
2024-06-25,=6145.1461,=6671.3367,=1898151754461.5601,=1386654882123,=937437408368.2758,=5.4734,=0.1702,=7.2761,=6.3811,=5.6450
2024-06-24,=6384.0488,=6930.6062,=1972442967569.9104,=1440869665557,=973816086292.3298,=5.6876,=0.2087,=7.2761,=6.3815,=5.6452
2024-06-21,=6547.6511,=7105.1750,=2026964931903.0300,=1476237136686,=998443127155.2262,=5.8448,=0.2549,=7.2761,=6.3819,=5.6452
2024-06-20,=6535.0208,=7091.4692,=2023234670405.9500,=1474255205203,=996538258392.3816,=5.8340,=0.2517,=7.2996,=6.3822,=5.6450
2024-06-19,=6534.7936,=7090.8318,=2015669534810.3401,=1474041204066,=995989600291.3120,=5.8122,=0.2442,=7.2996,=6.3824,=5.6450
2024-06-18,=6537.0792,=7093.1019,=2020062381509.5696,=1476040852990,=997072522759.4622,=5.8249,=0.2128,=7.2996,=6.3826,=5.6450
2024-06-17,=6535.3897,=7090.2155,=2017864234582.3701,=1476567506235,=996526345867.2778,=5.8186,=0.2455,=7.2996,=6.3830,=5.6450
2024-06-14,=6376.1988,=6917.5100,=1971713893301.0400,=1441280749322,=973033366479.0480,=5.6855,=0.2089,=7.2996,=6.3835,=5.6450
2024-06-13,=6403.5680,=6947.2027,=1983686368474.5801,=1448065855623,=977748422895.8260,=5.7200,=0.2125,=7.3070,=6.3838,=5.6435
2024-06-12,=6351.9033,=6890.4715,=1971063764996.6399,=1435324927789,=970412966997.4882,=5.6836,=0.2084,=7.3070,=6.3841,=5.6435
2024-06-11,=6377.2094,=6917.9232,=1982586930019.0703,=1439667705902,=974269486741.3700,=5.7168,=0.2103,=7.3070,=6.3845,=5.6435
2024-06-07,=6166.8932,=6689.5460,=1913944270951.8000,=1392898218730,=942530691744.4580,=5.5189,=0.1761,=7.3070,=6.3849,=5.6435
2024-06-06,=6169.3123,=6691.6433,=1913783955975.9399,=1394312003100,=943615147960.6000,=5.5184,=0.1754,=7.3070,=6.3850,=5.6450
2024-06-05,=6200.7361,=6723.8653,=1920070356319.5400,=1400639810995,=947922590497.0702,=5.5366,=0.1799,=7.3115,=6.3851,=5.6450
2024-06-04,=6166.7485,=6686.8135,=1908787373442.8003,=1392639012500,=942782988991.0861,=5.5040,=0.1748,=7.3115,=6.3852,=5.6452
2024-06-03,=6162.1414,=6681.8179,=1906310222146.3000,=1391371430375,=941988924389.6200,=5.4969,=0.1741,=7.3115,=6.3854,=5.6537
2024-05-31,=6050.9066,=6561.2022,=1876802286339.7300,=1362117244618,=925505840604.4420,=5.4118,=0.1665,=7.3115,=6.3855,=5.6584
2024-05-30,=6079.6602,=6591.4577,=1885606578595.9800,=1370135626456,=930212498277.7040,=5.4372,=0.1675,=7.3115,=6.3856,=5.6650
2024-05-29,=5965.3076,=6467.2943,=1845031094388.5105,=1346179469664,=912468645912.0724,=5.3202,=0.1530,=7.3160,=6.3859,=5.6650
2024-05-28,=5995.0202,=6499.5072,=1854322599661.5295,=1352357035158,=916864103507.6400,=5.3470,=0.1548,=7.3160,=6.3862,=5.6658
2024-05-27,=5995.4523,=6499.5861,=1855893482973.1003,=1352389381601,=916503388809.1238,=5.3515,=0.1550,=7.3160,=6.3866,=5.6663
2024-05-24,=5821.9970,=6311.5457,=1795364889270.0996,=1313775198468,=889620551065.1157,=5.1770,=0.1317,=7.3160,=6.3869,=5.6701
2024-05-23,=5979.2144,=6481.9829,=1840190455597.9399,=1348413295235,=912836656824.7760,=5.3062,=0.1492,=7.3160,=6.3898,=5.6758
2024-05-22,=6077.2486,=6587.3628,=1872761858077.5896,=1370360337400,=927579876632.3000,=5.4002,=0.1615,=7.3188,=6.3927,=5.6758
2024-05-21,=6038.6320,=6542.5129,=1861859847306.5603,=1361822619946,=921902355599.1602,=5.3687,=0.1564,=7.3188,=6.3929,=5.7012
2024-05-20,=6076.5707,=6583.6174,=1876083504573.9299,=1369121741207,=926948014418.2100,=5.4097,=0.1609,=7.3188,=6.3930,=5.7126
2024-05-17,=6064.8867,=6570.9584,=1871226180639.7900,=1366292679766,=925523326478.4700,=5.3957,=0.1601,=7.3188,=6.3931,=5.7195
2024-05-16,=5998.6641,=6499.2099,=1848304315003.5801,=1351531702061,=915933679347.4900,=5.3296,=0.1524,=7.3188,=6.3931,=5.7207
2024-05-15,=5992.9274,=6492.9945,=1842879759704.7700,=1350061360597,=915856313168.4200,=5.3140,=0.1508,=7.3201,=6.3934,=5.7207
2024-05-14,=6068.8372,=6575.2384,=1869732313691.4705,=1366861804443,=928289829202.0400,=5.3914,=0.1579,=7.3201,=6.3936,=5.7233
2024-05-13,=6064.2868,=6570.3083,=1868760255273.9500,=1365405559335,=927898634572.8900,=5.3886,=0.1572,=7.3201,=6.3949,=5.7237
2024-05-10,=6116.5457,=6626.9278,=1886468280174.6196,=1378947963651,=935768438747.2200,=5.4397,=0.1582,=7.3201,=6.3961,=5.7242
