日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2021-06-21,=10570.5329,=11368.1337,=1874119040397.3997,=1531317749041,=1010520446963.5562,=0.0017,=0.5708,=0.0022,=0.0015,=0.0011
2021-06-18,=10513.1958,=11306.4702,=1868511595739,=1524519522335,=1006895998554.6604,=0.0016,=0.5473,=0.0022,=0.0015,=0.0011
2021-06-17,=10435.2717,=11221.4403,=1864935294052.1101,=1519910528875,=1004174498704.2244,=0.0016,=0.5530,=0.0022,=0.0015,=0.0011
2021-06-16,=9646.8785,=10373.6514,=1725786230950.5898,=1407244298835,=929490165815.8912,=0.0018,=0.6290,=0.0022,=0.0015,=0.0011
2021-06-15,=9963.2100,=10713.6402,=1783238985110.5601,=1457289134320,=962318238033.4260,=0.0017,=0.5964,=0.0022,=0.0015,=0.0011
2021-06-11,=9829.7938,=10569.6237,=1710455050689.4202,=1419104302506,=944762811244.9893,=0.0018,=0.6318,=0.0022,=0.0015,=0.0011
2021-06-10,=10001.4300,=10752.9814,=1736152992895.7805,=1444190140339,=958505012281.3834,=0.0017,=0.6196,=0.0022,=0.0014,=0.0011
2021-06-09,=9868.8644,=10610.4543,=1707473340644.3198,=1422600461637,=944611736700.1852,=0.0018,=0.6370,=0.0022,=0.0014,=0.0011
2021-06-08,=9744.4749,=10476.7176,=1685054206527.6499,=1406249389958,=932248432153.0930,=0.0019,=0.6751,=0.0022,=0.0014,=0.0011
2021-06-07,=9805.3891,=10542.2092,=1694568897421.6399,=1415904060013,=938363426783.1132,=0.0019,=0.6789,=0.0022,=0.0014,=0.0011
2021-06-04,=9588.8874,=10309.4386,=1659106360923.3301,=1385890803139,=919022497937.0260,=0.0019,=0.6897,=0.0022,=0.0014,=0.0011
2021-06-03,=9381.3362,=10086.2911,=1620914946304.4800,=1355817732375,=899685477089.7876,=0.0019,=0.7051,=0.0022,=0.0014,=0.0011
2021-06-02,=9525.5036,=10241.2918,=1648071697771.8899,=1377954863247,=914333773339.5260,=0.0019,=0.6975,=0.0022,=0.0014,=0.0011
2021-06-01,=9640.4441,=10363.5711,=1668306643157.2805,=1394457480929,=925379182664.6132,=0.0018,=0.6713,=0.0022,=0.0014,=0.0011
2021-05-31,=9535.0786,=10250.1144,=1650099903037.4800,=1378439060450,=916371331229.8560,=0.0018,=0.6636,=0.0022,=0.0014,=0.0011
2021-05-28,=9303.2297,=10000.4627,=1608534735322.4800,=1343640311449,=892541739795.9359,=0.0018,=0.6698,=0.0022,=0.0014,=0.0011
2021-05-27,=9395.9611,=10099.3215,=1624260915437.0298,=1356638687316,=901946165732.0322,=0.0018,=0.6643,=0.0022,=0.0014,=0.0011
2021-05-26,=9013.6341,=9688.2337,=1555241764096.5105,=1299760739374,=867221205532.6602,=0.0019,=0.7150,=0.0022,=0.0014,=0.0011
2021-05-25,=9121.2093,=9803.8601,=1575239022742.7705,=1316569483277,=877886007887.1743,=0.0019,=0.6815,=0.0022,=0.0014,=0.0011
2021-05-24,=8831.9983,=9493.0040,=1524891073071.0002,=1276260923365,=848825685729.4857,=0.0019,=0.7207,=0.0022,=0.0014,=0.0011
2021-05-21,=8751.9501,=9406.1262,=1511750964638.7395,=1250437508506,=843031779764.9860,=0.0020,=0.7624,=0.0022,=0.0014,=0.0011
2021-05-20,=8840.7249,=9498.1039,=1527894585876.2498,=1263685391053,=851476806681.3298,=0.0020,=0.7476,=0.0022,=0.0014,=0.0011
2021-05-19,=8855.7676,=9514.0920,=1527798112342.6399,=1265608326829,=851157232380.0885,=0.0020,=0.7541,=0.0022,=0.0014,=0.0011
2021-05-18,=8724.4772,=9373.0417,=1506055289971.2400,=1248340476715,=838197277915.0547,=0.0020,=0.7583,=0.0023,=0.0014,=0.0011
2021-05-17,=8794.1591,=9447.9037,=1517421803625.5400,=1256364098791,=845233115697.5477,=0.0020,=0.7435,=0.0023,=0.0014,=0.0011
2021-05-14,=8694.0440,=9340.3462,=1496740730752.7295,=1241347476215,=835311039214.1426,=0.0020,=0.7548,=0.0023,=0.0014,=0.0011
2021-05-13,=8482.6620,=9113.2504,=1461119725017.9597,=1210380406310,=814897399411.4741,=0.0021,=0.7709,=0.0023,=0.0014,=0.0011
2021-05-12,=8549.6130,=9185.1784,=1472061837976.0400,=1219920328355,=821353812395.7405,=0.0021,=0.7727,=0.0023,=0.0014,=0.0011
2021-05-11,=8418.7419,=9044.5785,=1451624246165.2900,=1204076465047,=810006645092.8303,=0.0021,=0.7770,=0.0023,=0.0014,=0.0011
2021-05-10,=8344.4441,=8964.7575,=1438484889048.5500,=1191911808759,=802717388860.2933,=0.0021,=0.7788,=0.0023,=0.0014,=0.0011
2021-05-07,=8527.4032,=9161.3175,=1467733643022.5901,=1216374435501,=818550202191.2272,=0.0021,=0.7735,=0.0023,=0.0014,=0.0011
2021-05-06,=8943.6241,=9608.4796,=1542009273257.5100,=1277248430149,=860837657216.6178,=0.0020,=0.7488,=0.0023,=0.0014,=0.0011
2021-04-30,=9068.9742,=9743.1481,=1565881241352.8799,=1293358179779,=874082124664.3424,=0.0019,=0.7409,=0.0023,=0.0014,=0.0011
2021-04-29,=9021.5406,=9691.0098,=1561033794190.3701,=1288612018761,=852895888469.0499,=0.0019,=0.7184,=0.0023,=0.0014,=0.0011
2021-04-28,=8953.7504,=9618.1890,=1543968229259.4302,=1275508381668,=843443399572.0601,=0.0020,=0.7616,=0.0023,=0.0014,=0.0011
2021-04-27,=8774.3007,=9425.4227,=1513799576828.9800,=1250565146582,=813306642743.1401,=0.0019,=0.7317,=0.0023,=0.0014,=0.0011
2021-04-26,=8879.1356,=9538.0371,=1535390294825.5503,=1266745341366,=810538114346.8499,=0.0019,=0.7433,=0.0023,=0.0014,=0.0011
2021-04-23,=8855.3305,=9512.4654,=1528537230853.1101,=1265084552747,=809169834303.0901,=0.0019,=0.7377,=0.0023,=0.0014,=0.0011
2021-04-22,=8819.2154,=9473.6703,=1520955660101.9900,=1258154216385,=789340400695.0400,=0.0018,=0.7052,=0.0023,=0.0014,=0.0011
2021-04-21,=8726.3302,=9373.8922,=1503336883025.0200,=1245733848904,=779327504540.7600,=0.0018,=0.7069,=0.0023,=0.0014,=0.0011
2021-04-20,=8694.2698,=9339.4527,=1500168060543.6001,=1241517474698,=776598454576.0599,=0.0019,=0.7136,=0.0023,=0.0014,=0.0011
2021-04-19,=8788.6899,=9440.8796,=1518200274439.9402,=1254934560468,=784643805155.4701,=0.0018,=0.6832,=0.0023,=0.0014,=0.0011
2021-04-16,=8574.0128,=9210.2718,=1476799377604.0901,=1220254036275,=760712949646.4901,=0.0018,=0.6849,=0.0023,=0.0014,=0.0011
2021-04-15,=8621.6743,=9261.4702,=1482753737521.4900,=1224930041331,=754858116937.1600,=0.0017,=0.6119,=0.0023,=0.0014,=0.0011
2021-04-14,=8676.4669,=9320.3289,=1493291810264.3701,=1233744886811,=760013236925.0500,=0.0017,=0.6284,=0.0023,=0.0014,=0.0011
2021-04-13,=8641.1524,=9282.3938,=1489994109184.2700,=1230343315008,=757239205134.0701,=0.0017,=0.6375,=0.0023,=0.0014,=0.0011
2021-04-12,=8699.7943,=9345.3874,=1499338427313.6699,=1238557875930,=762518959988.5500,=0.0017,=0.6441,=0.0023,=0.0014,=0.0011
2021-04-09,=8854.7099,=9511.7990,=1522667645256.4502,=1261092674497,=775545838716.1400,=0.0015,=0.5704,=0.0023,=0.0014,=0.0011
2021-04-08,=8931.3334,=9594.1085,=1537439081247.3799,=1273624436076,=782067937225.0300,=0.0014,=0.5516,=0.0023,=0.0014,=0.0011
2021-04-07,=8955.4290,=9619.9922,=1538720309401.1802,=1275594873382,=783773027843.6200,=0.0014,=0.5429,=0.0023,=0.0014,=0.0011
2021-04-06,=8957.7941,=9622.5328,=1537880035414.8999,=1274461148781,=783374213873.4700,=0.0014,=0.5443,=0.0023,=0.0014,=0.0011
2021-04-02,=9014.4387,=9683.3809,=1548416267071.7900,=1284008207004,=787781883598.7299,=0.0014,=0.5457,=0.0023,=0.0014,=0.0011
2021-04-01,=8571.4459,=9207.5146,=1470633653701.2598,=1220970272536,=749093981762.7100,=0.0015,=0.5649,=0.0023,=0.0014,=0.0011
2021-03-31,=8234.8237,=8845.9124,=1411087571356.5500,=1172005715064,=719063928134.2600,=0.0015,=0.5893,=0.0023,=0.0014,=0.0011
2021-03-30,=8254.7112,=8867.2757,=1413499206905.8301,=1175711199271,=700496589907.0901,=0.0015,=0.5729,=0.0023,=0.0014,=0.0011
2021-03-29,=8237.7791,=8849.0871,=1409989288635.6304,=1172871093335,=699452191900.3801,=0.0015,=0.5667,=0.0023,=0.0014,=0.0011
2021-03-26,=8196.9142,=8805.1897,=1402921956239.6399,=1167786939243,=695786645690.7900,=0.0014,=0.5424,=0.0023,=0.0014,=0.0011
2021-03-25,=8036.3506,=8632.7110,=1374000977563.6399,=1145499561953,=682326106739.5499,=0.0015,=0.5619,=0.0023,=0.0014,=0.0011
2021-03-24,=7966.3863,=8557.5548,=1362449023448.2600,=1133817889927,=675910115967.9701,=0.0015,=0.5581,=0.0023,=0.0014,=0.0011
2021-03-23,=8154.3226,=8759.4375,=1396173363805.1001,=1162259504769,=692197679043.4200,=0.0014,=0.5440,=0.0023,=0.0014,=0.0011
2021-03-22,=8155.8894,=8761.1205,=1396375331939.3999,=1162961184499,=692330227102.9401,=0.0014,=0.5532,=0.0023,=0.0014,=0.0011
2021-03-19,=8137.5652,=8741.4365,=1394761414638.2600,=1160311046102,=690839893668.1801,=0.0014,=0.5521,=0.0023,=0.0014,=0.0011
2021-03-18,=8206.7352,=8815.7395,=1408620159789.9202,=1171706984813,=696488384937.7102,=0.0014,=0.5483,=0.0023,=0.0014,=0.0011
2021-03-17,=8198.6002,=8807.0008,=1408382365831.6399,=1169700076438,=695363933634.7600,=0.0014,=0.5000,=0.0023,=0.0014,=0.0011
2021-03-16,=7957.4590,=8547.9650,=1367101996189.8101,=1135790320978,=674848892001.8600,=0.0014,=0.5223,=0.0023,=0.0014,=0.0011
2021-03-15,=8007.8791,=8602.1267,=1375322919494.8999,=1144430397126,=679136361319.1599,=0.0014,=0.5237,=0.0023,=0.0014,=0.0011
2021-03-12,=8370.1103,=8991.2383,=1436088485098.7600,=1195276878972,=709891436512.3999,=0.0013,=0.4828,=0.0023,=0.0014,=0.0011
2021-03-11,=8505.3281,=9136.4903,=1458313864178.2700,=1214651942882,=721059725347.6600,=0.0013,=0.4524,=0.0023,=0.0014,=0.0011
2021-03-10,=8241.9104,=8853.5249,=1414031175080.3301,=1176181343615,=696399030523.9100,=0.0013,=0.4483,=0.0024,=0.0014,=0.0011
2021-03-09,=8234.0849,=8845.1187,=1413059893894.9299,=1176683374949,=696543898544.7999,=0.0013,=0.4415,=0.0024,=0.0014,=0.0011
2021-03-08,=8677.7707,=9321.7295,=1488479235389.9302,=1237908880450,=733160634875.2700,=0.0012,=0.3920,=0.0024,=0.0014,=0.0011
2021-03-05,=9076.6508,=9750.2097,=1554122778348.0901,=1293997021142,=766713311821.7799,=0.0012,=0.2995,=0.0024,=0.0014,=0.0011
2021-03-04,=9156.5710,=9836.0606,=1570030513149.9802,=1306321742147,=773600964583.0698,=0.0012,=0.2601,=0.0024,=0.0014,=0.0011
2021-03-03,=9493.4123,=10197.8981,=1629579428772.0898,=1358059202711,=802830209501.1500,=0.0011,=0.1532,=0.0024,=0.0014,=0.0011
2021-03-02,=9484.3850,=10188.2009,=1627677954643.6602,=1357921207255,=802498042370.4600,=0.0011,=0.1617,=0.0024,=0.0014,=0.0011
2021-03-01,=9384.8249,=10081.2527,=1607565924409.6902,=1342866992633,=794142846956.6100,=0.0011,=0.1757,=0.0024,=0.0014,=0.0011
2021-02-26,=9050.5252,=9722.1453,=1550927048651.6704,=1295019852367,=765481655379.7599,=0.0012,=0.2764,=0.0024,=0.0014,=0.0011
2021-02-25,=9185.0626,=9866.6665,=1576130188298.3601,=1316735109844,=777060718469.4100,=0.0011,=0.2147,=0.0024,=0.0014,=0.0011
2021-02-24,=9263.3193,=9950.7304,=1591105933800.3198,=1330406124501,=784377414199.6702,=0.0011,=0.1689,=0.0024,=0.0014,=0.0011
2021-02-23,=9190.1632,=9872.1456,=1581210589709.0798,=1322229695985,=778676745649.0300,=0.0011,=0.1831,=0.0024,=0.0014,=0.0011
2021-02-22,=9294.9277,=9984.6844,=1596368037060,=1333793855650,=786706588919.5400,=0.0011,=0.1151,=0.0024,=0.0014,=0.0011
2021-02-19,=9540.0668,=10248.0147,=1640251162035.1599,=1370209532564,=807988571280.4800,=0.0011,=0.0824,=0.0024,=0.0014,=0.0011
2021-02-18,=9586.3664,=10297.7501,=1650758331421.2202,=1371138379766,=811433686095.8600,=0.0011,=0.0854,=0.0024,=0.0014,=0.0011
2021-02-10,=9356.1413,=10050.4405,=1610594795900.9895,=1337020521894,=791813452608.6700,=0.0011,=0.1878,=0.0024,=0.0014,=0.0011
2021-02-09,=9283.9594,=9972.9021,=1597245899573.4800,=1316752464565,=785620979931.7399,=0.0011,=0.1607,=0.0024,=0.0014,=0.0011
2021-02-08,=9155.1070,=9834.4879,=1576988048657.0898,=1299635096392,=774969713809.2300,=0.0011,=0.1917,=0.0024,=0.0014,=0.0011
2021-02-05,=8895.4029,=9555.5117,=1523332338103.6299,=1251727827190,=752442285070.7599,=0.0011,=0.2173,=0.0024,=0.0014,=0.0011
2021-02-04,=9122.5740,=9799.5407,=1559107684622.4299,=1281185220748,=771548631989.3600,=0.0011,=0.1229,=0.0024,=0.0014,=0.0011
2021-02-03,=9138.0712,=9816.1880,=1561729452396.8501,=1286916288046,=773320974008.0001,=0.0011,=0.1961,=0.0024,=0.0014,=0.0011
2021-02-02,=9489.1739,=10193.3452,=1618456200500.2400,=1334381107765,=802959692890.4600,=0.0011,=0.1011,=0.0024,=0.0014,=0.0011
2021-02-01,=9406.0987,=10104.1051,=1604593306350.0598,=1322731851458,=795558960369.1100,=0.0011,=0.1268,=0.0024,=0.0014,=0.0011
2021-01-29,=9354.4774,=10048.6531,=1600135445415.1499,=1316745391500,=791233159756.7800,=0.0011,=0.0904,=0.0024,=0.0014,=0.0011
2021-01-28,=9543.8754,=10252.1059,=1631988979133.9900,=1342741597900,=806860861480.9301,=0.0011,=0.0708,=0.0024,=0.0014,=0.0011
2021-01-27,=9967.9150,=10707.6126,=1705215435287.8601,=1400286527149,=843457097929.2400,=0.0010,=0.0398,=0.0024,=0.0014,=0.0011
2021-01-26,=10021.2150,=10764.8679,=1711528642262.0200,=1403013423323,=847016497905.1700,=0.0010,=0.0199,=0.0024,=0.0014,=0.0011
2021-01-25,=10252.0614,=11012.8449,=1751746887041.9497,=1438461313324,=867145613077.2100,=0.0010,=0.0371,=0.0024,=0.0014,=0.0011
2021-01-22,=10385.6872,=11156.3868,=1776133230263.7903,=1459779415116,=878609860207.2699,=0.0010,=0.0401,=0.0024,=0.0014,=0.0012
2021-01-21,=10520.1411,=11300.8182,=1795860374377.1296,=1473836361166,=889409217159.2899,=0.0010,=0.0287,=0.0024,=0.0014,=0.0012
2021-01-20,=10513.6681,=11293.8648,=1794615627948.4500,=1473340171677,=889288898708.5299,=0.0010,=0.0202,=0.0024,=0.0014,=0.0012
2021-01-19,=10420.9444,=11194.2602,=1777987214930.3301,=1458347787991,=881181817360.3800,=0.0010,=0.0087,=0.0024,=0.0014,=0.0012
2021-01-18,=10589.9623,=11375.8205,=1806521804608.9600,=1481328788004,=895237260618.6099,=0.0009,=0.0029,=0.0024,=0.0014,=0.0012
2021-01-15,=9997.6936,=10739.6008,=1702012276902.3003,=1395083929308,=844333601608.6100,=0.0010,=0.0087,=0.0024,=0.0014,=0.0012
2021-01-14,=10199.6565,=10956.5510,=1736670840068.3999,=1422042621404,=861020555367.6600,=0.0010,=0.0058,=0.0024,=0.0014,=0.0012
2021-01-13,=10233.4890,=10992.8942,=1739030127693.5898,=1428069244511,=864299966574.0701,=0.0010,=0.0263,=0.0024,=0.0015,=0.0012
2021-01-12,=10040.4171,=10785.4949,=1709235059127.3203,=1401902020364,=848070059472.3700,=0.0011,=0.0821,=0.0024,=0.0015,=0.0012
2021-01-11,=9792.9762,=10519.6919,=1668262061726.8701,=1363215236905,=826547343992.4501,=0.0011,=0.0824,=0.0024,=0.0015,=0.0012
2021-01-08,=9631.2194,=10345.9315,=1637355588989.5898,=1338273611546,=812746651420.0500,=0.0011,=0.0914,=0.0024,=0.0015,=0.0012
2021-01-07,=9657.8571,=10374.5459,=1643023179583.3201,=1340911607368,=814745094413.3103,=0.0011,=0.1154,=0.0024,=0.0015,=0.0012
2021-01-06,=9575.3676,=10285.9351,=1628086737393.2700,=1326719640855,=807222581628.1399,=0.0011,=0.0712,=0.0025,=0.0015,=0.0012
2021-01-05,=9719.9260,=10441.2208,=1649834180828.0398,=1344248174789,=818643254635.3800,=0.0010,=0.0387,=0.0025,=0.0015,=0.0012
2021-01-04,=9252.3090,=9938.9030,=1570545041961.9702,=1276484172630,=778895734678.8600,=0.0011,=0.0746,=0.0025,=0.0015,=0.0012
2020-12-31,=8999.4520,=9667.2820,=1528322755806.5798,=1242540961625,=758630336686.3501,=0.0011,=0.0838,=0.0025,=0.0015,=0.0012
2020-12-30,=8877.9405,=9536.7534,=1508661236685.9399,=1225192513137,=747972558789.8201,=0.0012,=0.1772,=0.0025,=0.0015,=0.0012
2020-12-29,=8766.3210,=9416.8509,=1490163142173.1001,=1208491012636,=737078020635.6801,=0.0012,=0.1837,=0.0025,=0.0015,=0.0012
2020-12-28,=8732.7207,=9380.7572,=1484452020780.9800,=1204626463062,=734217203208.9701,=0.0012,=0.1692,=0.0025,=0.0015,=0.0012
2020-12-25,=8855.7240,=9512.8883,=1502888946251.8904,=1220113993972,=744443181070.2802,=0.0011,=0.0939,=0.0025,=0.0015,=0.0012
2020-12-24,=8924.4113,=9586.6727,=1517841602653.4900,=1229145013111,=750507083948.1201,=0.0011,=0.0760,=0.0025,=0.0015,=0.0012
2020-12-23,=8953.1273,=9617.5196,=1522128040465.2002,=1230516685014,=752244526759.0499,=0.0011,=0.0671,=0.0025,=0.0015,=0.0012
2020-12-22,=8672.0097,=9315.5408,=1478151699983.0100,=1192436652812,=728688177738.6299,=0.0011,=0.0765,=0.0025,=0.0015,=0.0012
2020-12-21,=8996.7571,=9664.3870,=1535414448409.3799,=1239278373217,=756520784260.4301,=0.0011,=0.0583,=0.0025,=0.0015,=0.0012
2020-12-18,=8781.7463,=9433.4207,=1499630575192.1797,=1197479276468,=739094841523.9000,=0.0011,=0.0985,=0.0025,=0.0015,=0.0012
2020-12-17,=8845.3133,=9501.7049,=1510547131687.5701,=1204297874546,=743623389269.3501,=0.0011,=0.1019,=0.0025,=0.0015,=0.0012
2020-12-16,=8797.6703,=9450.5265,=1502300236102.0503,=1196813216564,=739310752936.2700,=0.0011,=0.1269,=0.0025,=0.0015,=0.0012
2020-12-15,=8917.8094,=9579.5809,=1524718309544.2100,=1212761961151,=749688675646.7201,=0.0011,=0.1025,=0.0025,=0.0015,=0.0012
2020-12-14,=9011.6950,=9680.4336,=1547847437312.1299,=1225631580871,=757803529911.6000,=0.0011,=0.0779,=0.0025,=0.0016,=0.0012
2020-12-11,=8873.0045,=9531.4512,=1380365199505.1101,=1173514038871,=718299168292.8700,=0.0012,=0.2250,=0.0025,=0.0016,=0.0012
2020-12-10,=9024.1489,=9693.8117,=1392239021016.8298,=1188355130157,=728335576788.8900,=0.0012,=0.1724,=0.0025,=0.0016,=0.0012
2020-12-09,=8932.1223,=9594.9560,=1370918038227.6699,=1169054886412,=717644047270.4500,=0.0012,=0.2484,=0.0025,=0.0016,=0.0012
2020-12-08,=9216.1755,=9900.0882,=1409064098601.6201,=1202605849379,=738151640179.4700,=0.0012,=0.1514,=0.0025,=0.0016,=0.0012
2020-12-07,=9278.7464,=9967.3024,=1417139013922.9299,=1209345533386,=742160893857.9001,=0.0011,=0.1297,=0.0025,=0.0016,=0.0012
2020-12-04,=9259.5919,=9946.7265,=1411749594142.7898,=1205826526124,=740707981716.0199,=0.0011,=0.1238,=0.0025,=0.0016,=0.0012
2020-12-03,=9202.7405,=9885.6563,=1402478166397.4299,=1198411272061,=736154148718.1400,=0.0012,=0.1465,=0.0025,=0.0016,=0.0012
2020-12-02,=9304.1532,=9994.5946,=1420977544268.3298,=1208194809120,=744795690442.0400,=0.0011,=0.1310,=0.0025,=0.0016,=0.0012
2020-12-01,=9117.6619,=9794.2641,=1397054407843.9795,=1186689738306,=730973821989.1200,=0.0012,=0.2372,=0.0025,=0.0016,=0.0012
2020-11-30,=8970.1412,=9635.7962,=1376738349555.2800,=1168553299604,=720328762070.9600,=0.0012,=0.2669,=0.0025,=0.0016,=0.0012
2020-11-27,=8904.2122,=9564.9748,=1360376544334.4197,=1152230586654,=712204492304.4601,=0.0012,=0.2194,=0.0025,=0.0016,=0.0012
2020-11-26,=8876.0961,=9534.7723,=1354406889365.6101,=1146858106401,=709433188704.1000,=0.0012,=0.2557,=0.0025,=0.0016,=0.0012
2020-11-25,=8983.0926,=9649.7088,=1372510875385.7605,=1162655374051,=718855215082.8000,=0.0012,=0.2273,=0.0025,=0.0016,=0.0012
2020-11-24,=9031.9646,=9702.2074,=1378737105835.5601,=1167966080567,=721858094555.4800,=0.0012,=0.2280,=0.0025,=0.0016,=0.0012
2020-11-23,=8959.5708,=9624.4414,=1363627525544.4404,=1157784335200,=715981292386.1500,=0.0012,=0.2190,=0.0025,=0.0017,=0.0012
2020-11-20,=8929.3879,=9592.0187,=1361096080458.3701,=1155983805969,=714194815887.1699,=0.0012,=0.2361,=0.0025,=0.0017,=0.0012
2020-11-19,=8931.6052,=9594.4005,=1364706418124.1001,=1158007434030,=715645657411.5399,=0.0012,=0.2368,=0.0025,=0.0017,=0.0012
2020-11-18,=8916.2855,=9577.9440,=1360791636247.7498,=1155266804039,=713701490547.8500,=0.0012,=0.2475,=0.0025,=0.0017,=0.0012
2020-11-17,=8954.2920,=9618.7709,=1364504215066.3301,=1158931205578,=716533820959.5500,=0.0012,=0.2219,=0.0025,=0.0017,=0.0012
2020-11-16,=8865.0770,=9522.9354,=1349941980629.1001,=1146861984830,=707802110377.6100,=0.0012,=0.1860,=0.0025,=0.0017,=0.0012
2020-11-13,=8968.7924,=9634.3473,=1368757282614.5896,=1161088689089,=716865110504.1101,=0.0012,=0.2000,=0.0025,=0.0017,=0.0012
2020-11-12,=8898.5810,=9558.9257,=1357931595803.0798,=1153974842929,=711814104749.9399,=0.0012,=0.1940,=0.0025,=0.0017,=0.0012
2020-11-11,=8885.8321,=9545.2307,=1353131615092.0105,=1150821395104,=709803512801.0499,=0.0012,=0.1544,=0.0025,=0.0017,=0.0012
2020-11-10,=9365.4985,=10060.4921,=1434014492947.3401,=1218694033519,=751585120015.7899,=0.0011,=0.1044,=0.0026,=0.0017,=0.0012
2020-11-09,=9630.5287,=10345.1896,=1480124932670.7800,=1258563375198,=775607989628.1399,=0.0011,=0.1182,=0.0026,=0.0017,=0.0012
2020-11-06,=8925.6813,=9588.0370,=1364858590033.1101,=1163443301390,=717242217079.0601,=0.0012,=0.2136,=0.0026,=0.0017,=0.0012
2020-11-05,=8782.8809,=9434.6397,=1342391167714.9302,=1143985410333,=705126554976.7900,=0.0012,=0.1701,=0.0026,=0.0017,=0.0012
2020-11-04,=8662.0761,=9304.8702,=1322933496350.6799,=1127307778545,=695460675259.1400,=0.0012,=0.2048,=0.0026,=0.0017,=0.0012
2020-11-03,=8724.0029,=9371.3925,=1329451849914.1399,=1138189260709,=700878523414.3301,=0.0012,=0.1986,=0.0026,=0.0017,=0.0012
2020-11-02,=8603.0270,=9241.4393,=1314548286049.1001,=1125380174973,=692802814713.0300,=0.0012,=0.2234,=0.0026,=0.0017,=0.0012
2020-10-30,=8440.6032,=9066.9624,=1277476906577.2100,=1083952401985,=674357505327.4199,=0.0013,=0.2759,=0.0026,=0.0017,=0.0012
2020-10-29,=8244.9793,=8856.8216,=1241638752293.2998,=1053088129184,=644929244349.1700,=0.0013,=0.2803,=0.0026,=0.0017,=0.0012
2020-10-28,=8274.4828,=8888.5145,=1244343255707.8899,=1055680745920,=595511509571.9601,=0.0013,=0.2882,=0.0026,=0.0017,=0.0012
2020-10-27,=8264.5216,=8877.8141,=1242368881929.5000,=1054152688764,=594379927532.9199,=0.0013,=0.2997,=0.0026,=0.0017,=0.0012
2020-10-26,=8223.2452,=8833.4746,=1232322001962.9399,=1045627305252,=590144555958.9100,=0.0013,=0.3252,=0.0026,=0.0017,=0.0012
2020-10-23,=8224.4567,=8834.7760,=1229824477266.0200,=1043697098995,=603308462306.0800,=0.0013,=0.3053,=0.0026,=0.0017,=0.0012
2020-10-22,=8399.1611,=9022.4449,=1257946574725.6201,=1065334283486,=616861664031.5801,=0.0013,=0.2887,=0.0026,=0.0017,=0.0012
2020-10-21,=8415.3352,=9039.8192,=1259044943802.1899,=1066482741175,=617715231301.8199,=0.0013,=0.2968,=0.0026,=0.0017,=0.0012
2020-10-20,=8673.8643,=9317.5332,=1295260374191.7900,=1096869235939,=635214974235.5201,=0.0013,=0.2766,=0.0026,=0.0017,=0.0012
2020-10-19,=8614.6542,=9253.9292,=1287977652508.2598,=1089503467329,=631205100036.3199,=0.0013,=0.2740,=0.0026,=0.0017,=0.0012
2020-10-16,=8714.0042,=9360.6517,=1305922084557.6404,=1104246495116,=638177923047.6101,=0.0012,=0.2536,=0.0026,=0.0017,=0.0012
2020-10-15,=8824.5247,=9479.3737,=1324231257810.2000,=1117699935149,=645964534450.2600,=0.0012,=0.2222,=0.0026,=0.0017,=0.0012
2020-10-14,=8889.5922,=9549.2697,=1333476588112.4297,=1125982834715,=650430096557.8801,=0.0012,=0.2122,=0.0026,=0.0017,=0.0012
2020-10-13,=9095.5280,=9770.4876,=1365135530456.8501,=1152976954292,=664930753647.6899,=0.0012,=0.1986,=0.0026,=0.0017,=0.0012
2020-10-12,=9124.8665,=9802.0032,=1371811455917.5798,=1156032100511,=667030168192.6100,=0.0011,=0.1304,=0.0026,=0.0017,=0.0012
2020-10-09,=8736.0304,=9384.3124,=1311054770903.8799,=1105470209827,=638134907569.9200,=0.0012,=0.1564,=0.0026,=0.0017,=0.0012
2020-09-30,=8456.0288,=9083.5325,=1268369017244.1001,=1069949507268,=617397998055.0701,=0.0012,=0.2336,=0.0026,=0.0017,=0.0012
2020-09-29,=8487.0415,=9116.8466,=1271444988656.2998,=1072218622843,=619154873108.7500,=0.0012,=0.2381,=0.0026,=0.0017,=0.0012
2020-09-28,=8376.1406,=8997.7160,=1257967789467,=1059956403467,=611520872378.8099,=0.0013,=0.2390,=0.0026,=0.0017,=0.0012
2020-09-25,=8444.3683,=9071.0067,=1263307422473.2002,=1066779390913,=616269056223,=0.0013,=0.2435,=0.0026,=0.0017,=0.0012
2020-09-24,=8532.4451,=9165.6195,=1280721368385.2000,=1081238352245,=623251583698.0699,=0.0012,=0.2259,=0.0026,=0.0017,=0.0012
2020-09-23,=8738.3372,=9386.7904,=1310337856158,=1105903754481,=637984427072.1599,=0.0012,=0.1970,=0.0026,=0.0017,=0.0012
2020-09-22,=8629.3413,=9269.7062,=1295608957373.6001,=1092900232377,=629791472683.9000,=0.0012,=0.2201,=0.0026,=0.0017,=0.0012
2020-09-21,=8827.7716,=9482.8615,=1324074228707.7000,=1116296104915,=644100033430.4700,=0.0012,=0.1985,=0.0026,=0.0017,=0.0012
2020-09-18,=8838.3586,=9494.2341,=1330720380200.1001,=1120969899805,=645479034094.2900,=0.0012,=0.1917,=0.0026,=0.0017,=0.0012
