日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),股息率中位数,股息率 分位点,股息率 80%分位点值,股息率 50%分位点值,股息率 20%分位点值
2022-03-15,=9674.0885,=10414.8990,=1767287434984.0002,=1509580187953,=989792729391.5800,=0.0021,=0.8427,=0.0019,=0.0015,=0.0012
2022-03-14,=10011.4950,=10778.1430,=1823910598535.5305,=1560296527306,=1024672980179.0800,=0.0020,=0.8344,=0.0019,=0.0015,=0.0012
2022-03-11,=10358.1476,=11151.3411,=1890413161066.3604,=1615545421681,=1061025647294.0198,=0.0020,=0.8180,=0.0019,=0.0015,=0.0012
2022-03-10,=10361.7297,=11155.1975,=1893142032011.2900,=1616841975302,=1061795059086.8900,=0.0020,=0.8242,=0.0019,=0.0015,=0.0012
2022-03-09,=10238.4296,=11022.4554,=1871103417184.7104,=1595800415598,=1049027452641.4000,=0.0018,=0.7577,=0.0019,=0.0015,=0.0012
2022-03-08,=10147.0776,=10924.1079,=1852569730103.3799,=1580391695114,=1039674004040.6304,=0.0018,=0.7557,=0.0019,=0.0015,=0.0012
2022-03-07,=10167.5425,=10946.1399,=1853520413549.6699,=1578390409178,=1041439923822.7900,=0.0018,=0.7358,=0.0019,=0.0015,=0.0012
2022-03-04,=10585.4965,=11396.0995,=1932712798917.8096,=1644387810857,=1084515124011.0100,=0.0017,=0.6916,=0.0019,=0.0015,=0.0012
2022-03-03,=10504.2255,=11308.6050,=1918096108087.6201,=1632756786961,=1076386489944.0400,=0.0017,=0.6862,=0.0019,=0.0015,=0.0012
2022-03-02,=10751.5433,=11574.8616,=1964523208058.1299,=1671687604518,=1101869629506.3501,=0.0017,=0.6645,=0.0019,=0.0015,=0.0012
2022-03-01,=10919.7939,=11755.9963,=1997044151507.2400,=1698324437808,=1119419208438.6001,=0.0017,=0.6264,=0.0019,=0.0015,=0.0012
2022-02-28,=10895.9059,=11730.2791,=1992424844363.4800,=1694310625155,=1116963535383.8899,=0.0017,=0.6307,=0.0019,=0.0015,=0.0012
2022-02-25,=10839.9899,=11670.0812,=1982821515789.2500,=1685034876905,=1111240899884.4299,=0.0017,=0.6219,=0.0019,=0.0015,=0.0012
2022-02-24,=10719.4648,=11540.3267,=1959474209125.2295,=1666422102318,=1099101633453.7400,=0.0017,=0.6377,=0.0019,=0.0015,=0.0012
2022-02-23,=10812.0461,=11639.9976,=1976008338138.3601,=1680047202650,=1108227086799.7500,=0.0016,=0.5961,=0.0019,=0.0015,=0.0012
2022-02-22,=10233.4489,=11017.0933,=1867261788256.9500,=1590903233219,=1049156024012.8199,=0.0017,=0.6694,=0.0019,=0.0015,=0.0012
2022-02-21,=10170.8989,=10949.7534,=1853717479973.5000,=1578734579949,=1042489309151.1996,=0.0017,=0.6260,=0.0019,=0.0015,=0.0012
2022-02-18,=10178.1199,=10957.5274,=1858075788056.1499,=1579336098952,=1043585076714.2900,=0.0017,=0.6683,=0.0019,=0.0015,=0.0012
2022-02-17,=10278.7328,=11065.8449,=1877857794351.4199,=1595710331710,=1054142480118.0198,=0.0017,=0.6711,=0.0019,=0.0015,=0.0012
2022-02-16,=10162.3520,=10940.5520,=1854548471933.7200,=1576586921792,=1042061720852.9502,=0.0017,=0.6540,=0.0019,=0.0015,=0.0012
2022-02-15,=10222.1037,=11004.8793,=1865882735219.6497,=1586097248127,=1048307511762.8700,=0.0017,=0.6534,=0.0019,=0.0015,=0.0012
2022-02-14,=9844.7726,=10598.6534,=1795889967035.4204,=1525824170439,=1008872097910.5702,=0.0017,=0.6844,=0.0019,=0.0015,=0.0012
2022-02-11,=9945.3113,=10706.8911,=1810337681404.8696,=1536744736455,=1018697958763.4900,=0.0017,=0.6722,=0.0019,=0.0015,=0.0012
2022-02-10,=10136.2961,=10912.5009,=1845492337589.6201,=1568584615212,=1038448096667.8199,=0.0017,=0.6550,=0.0019,=0.0015,=0.0012
2022-02-09,=10098.2508,=10871.5422,=1840234139573.1299,=1563022477124,=1034474263051.4200,=0.0017,=0.6594,=0.0019,=0.0015,=0.0012
2022-02-08,=10021.7699,=10789.2047,=1828674243991.2600,=1552465307343,=1027250842239.7200,=0.0017,=0.6756,=0.0019,=0.0015,=0.0012
2022-02-07,=10328.7552,=11119.6979,=1888875440896.0703,=1603083788196,=1059043069172.4602,=0.0017,=0.6951,=0.0019,=0.0015,=0.0012
2022-01-28,=10227.3086,=11010.4829,=1873075093511.8999,=1590098592935,=1049681053738.5900,=0.0018,=0.7198,=0.0019,=0.0015,=0.0012
2022-01-27,=10417.8794,=11215.6470,=1909773137220.5396,=1620669036747,=1069659629916.8900,=0.0017,=0.7092,=0.0019,=0.0015,=0.0012
2022-01-26,=10803.9251,=11631.2548,=1982185223467.0503,=1681900029911,=1109714820073.7400,=0.0017,=0.6364,=0.0019,=0.0015,=0.0012
2022-01-25,=10683.0516,=11501.1252,=1958599576063.5200,=1662576409391,=1097813876414.1500,=0.0017,=0.6526,=0.0019,=0.0015,=0.0012
2022-01-24,=10941.3452,=11779.1981,=2007191738741.3501,=1702649067887,=1124581731334.9602,=0.0017,=0.6334,=0.0019,=0.0015,=0.0012
2022-01-21,=10747.9626,=11571.0069,=1971697753343.4504,=1672671738381,=1104508708034.3501,=0.0017,=0.6227,=0.0019,=0.0015,=0.0012
2022-01-20,=10954.1591,=11792.9932,=2010393898424.8201,=1706465282553,=1126046607910.2200,=0.0017,=0.6254,=0.0019,=0.0015,=0.0012
2022-01-19,=11052.5076,=11898.8729,=2028037161552.5601,=1721316723791,=1135573595507.1499,=0.0016,=0.6010,=0.0019,=0.0015,=0.0012
2022-01-18,=11236.5738,=12097.0343,=2062954049485.7795,=1749652207253,=1154461205376.5801,=0.0016,=0.5867,=0.0019,=0.0015,=0.0012
2022-01-17,=11159.3011,=12013.8443,=2045908383463.9204,=1735676879476,=1145920762393.0498,=0.0016,=0.5945,=0.0019,=0.0015,=0.0012
2022-01-14,=10913.7105,=11749.4472,=1997903531300.8401,=1694241555187,=1119975941462.5698,=0.0016,=0.6007,=0.0019,=0.0015,=0.0012
2022-01-13,=10738.5008,=11560.8205,=1962886882620.5400,=1664524019196,=1101080711370.3101,=0.0016,=0.5983,=0.0019,=0.0015,=0.0012
2022-01-12,=10907.5938,=11742.8621,=1996662356102.7705,=1692736887804,=1118604932963.7200,=0.0016,=0.5959,=0.0019,=0.0015,=0.0012
2022-01-11,=10675.3843,=11492.8707,=1954518764690.3000,=1653589786896,=1094835111652.4398,=0.0016,=0.6072,=0.0019,=0.0015,=0.0012
2022-01-10,=10887.0096,=11720.7016,=1997648035711.8601,=1689218311613,=1116985614571.7200,=0.0016,=0.5928,=0.0020,=0.0015,=0.0012
2022-01-07,=11015.5640,=11859.1003,=2021773536110.9104,=1709933668495,=1130051303525.6797,=0.0016,=0.5783,=0.0020,=0.0015,=0.0012
2022-01-06,=11190.4382,=12047.3658,=2054063878170.6101,=1737183801041,=1147768331778.5598,=0.0016,=0.5707,=0.0020,=0.0015,=0.0012
2022-01-05,=11252.9339,=12114.6472,=2068587650607.0896,=1748997043133,=1154678668861.1101,=0.0016,=0.5699,=0.0020,=0.0015,=0.0012
2022-01-04,=11796.8753,=12700.2419,=2169721341968.5901,=1834251395456,=1211774782352.0701,=0.0015,=0.5467,=0.0020,=0.0015,=0.0012
2021-12-31,=11984.3110,=12902.0309,=2211161650167.7197,=1868283640206,=1230784995603.6799,=0.0015,=0.5459,=0.0020,=0.0015,=0.0012
2021-12-30,=12010.2127,=12929.9161,=2215110885031.1694,=1868660226663,=1233558592346.1299,=0.0016,=0.5590,=0.0020,=0.0015,=0.0012
2021-12-29,=11693.2215,=12588.6507,=2160281494640.7200,=1820985074817,=1201306252220.8201,=0.0016,=0.5722,=0.0020,=0.0015,=0.0012
2021-12-28,=11901.7813,=12813.1814,=2198527103297.4199,=1851451577177,=1222893399402.2600,=0.0015,=0.5470,=0.0020,=0.0015,=0.0012
2021-12-27,=11817.5920,=12722.5451,=2185679986132.0095,=1832589805451,=1214929104182.3003,=0.0016,=0.5585,=0.0020,=0.0015,=0.0012
2021-12-24,=11915.0902,=12827.5094,=2201762282387.1001,=1845877291114,=1224268148298.6201,=0.0016,=0.5629,=0.0020,=0.0015,=0.0012
2021-12-23,=11928.1854,=12841.6074,=2205734417275.3896,=1849707949276,=1225378199364.7100,=0.0016,=0.5604,=0.0020,=0.0015,=0.0012
2021-12-22,=11918.5043,=12831.1849,=2203111603752.3198,=1848520873339,=1223940392725.6499,=0.0015,=0.5421,=0.0020,=0.0015,=0.0012
2021-12-21,=11753.9535,=12654.0334,=2170289084733.1499,=1819189480895,=1205737632606.0801,=0.0015,=0.5413,=0.0020,=0.0015,=0.0012
2021-12-20,=11649.6643,=12541.7581,=2151515807412.9705,=1803417243249,=1195140342361.0500,=0.0016,=0.5546,=0.0020,=0.0015,=0.0012
2021-12-17,=11855.7099,=12763.5820,=2189268566675.5601,=1834737250256,=1216340419413.0500,=0.0015,=0.5397,=0.0020,=0.0015,=0.0012
2021-12-16,=12240.1649,=13177.4773,=2263106974910.1797,=1898136602474,=1256339604457.1299,=0.0015,=0.5071,=0.0020,=0.0015,=0.0012
2021-12-15,=12272.2141,=13211.9808,=2268127861646.2100,=1900092117320,=1259357732267.2700,=0.0015,=0.5009,=0.0020,=0.0015,=0.0012
2021-12-14,=12422.1628,=13373.4121,=2296827891271.1099,=1924058298485,=1274702583743.0205,=0.0015,=0.4557,=0.0020,=0.0015,=0.0012
2021-12-13,=12425.0770,=13376.5495,=2297319101435.2300,=1924999381551,=1275053458214.6899,=0.0015,=0.4565,=0.0020,=0.0015,=0.0012
2021-12-10,=12359.8795,=13306.3594,=2269928628819.5400,=1899865955445,=1261325606438.8098,=0.0015,=0.4537,=0.0020,=0.0015,=0.0012
2021-12-09,=12466.1371,=13420.7538,=2287343824901.3198,=1915767638358,=1271808943284.8899,=0.0015,=0.4456,=0.0020,=0.0015,=0.0012
2021-12-08,=12379.4644,=13327.4440,=2272403517298.8301,=1902479346507,=1264147663074.9795,=0.0015,=0.4554,=0.0020,=0.0015,=0.0012
2021-12-07,=12065.4384,=12989.3709,=2209352924295.4102,=1850412975600,=1230037685451.9700,=0.0015,=0.4705,=0.0020,=0.0015,=0.0012
2021-12-06,=12321.7657,=13265.3270,=2258667707842.3989,=1889322931223,=1255080280896.3799,=0.0015,=0.4427,=0.0020,=0.0015,=0.0012
2021-12-03,=12588.9627,=13552.9850,=2311597840174.1411,=1930981838349,=1284041940571.1001,=0.0014,=0.4147,=0.0020,=0.0015,=0.0012
2021-12-02,=12340.5674,=13285.5684,=2262123106867.8301,=1890184332830,=1255856186755.8604,=0.0014,=0.4281,=0.0020,=0.0015,=0.0012
2021-12-01,=12304.4151,=13246.6477,=2249248153465.8999,=1877886163342,=1247533893709.2195,=0.0014,=0.4126,=0.0020,=0.0015,=0.0012
2021-11-30,=12352.4412,=13298.3514,=2264619696992.3701,=1890382792334,=1253514052827.4600,=0.0014,=0.3917,=0.0020,=0.0015,=0.0012
2021-11-29,=12189.3178,=13122.7366,=2241511060768.5103,=1867031370344,=1239337856068.4800,=0.0014,=0.4033,=0.0020,=0.0015,=0.0012
2021-11-26,=12126.4700,=13055.0761,=2225690448235.7002,=1856838101203,=1232230777582.7798,=0.0014,=0.4239,=0.0020,=0.0015,=0.0012
2021-11-25,=12392.3998,=13341.3700,=2278430462584.7202,=1898520185531,=1259828025080.3899,=0.0014,=0.3848,=0.0020,=0.0015,=0.0012
2021-11-24,=12316.4951,=13259.6528,=2268820329174.8604,=1891631213449,=1252509675226.7400,=0.0014,=0.4000,=0.0020,=0.0015,=0.0012
2021-11-23,=12422.7750,=13374.0713,=2284125784906.6602,=1906805223956,=1262432462867.1602,=0.0014,=0.4080,=0.0020,=0.0015,=0.0012
2021-11-22,=12563.3617,=13525.4237,=2306690218779.8999,=1928138705998,=1274332875978.0198,=0.0014,=0.4215,=0.0020,=0.0015,=0.0012
2021-11-19,=12027.8663,=12948.9218,=2204414075410.2305,=1844295673686,=1219310876445.6101,=0.0015,=0.4954,=0.0020,=0.0015,=0.0012
2021-11-18,=11970.6347,=12887.3076,=2193366200747.0305,=1835501645149,=1213335301282.1797,=0.0015,=0.5092,=0.0020,=0.0015,=0.0012
2021-11-17,=12113.4097,=13041.0158,=2217625064088.5698,=1858431391828,=1226909419173.9399,=0.0015,=0.4716,=0.0020,=0.0015,=0.0012
2021-11-16,=12068.1142,=12992.2517,=2209153274711.9199,=1852347110783,=1223022521843.5198,=0.0015,=0.4577,=0.0020,=0.0015,=0.0012
2021-11-15,=12250.4721,=13188.5740,=2239916466975.8403,=1882186629906,=1241693684362.1899,=0.0015,=0.4641,=0.0020,=0.0015,=0.0012
2021-11-12,=12505.3167,=13462.9338,=2290652414172.7803,=1923816609020,=1266592819700.2100,=0.0015,=0.4483,=0.0020,=0.0015,=0.0012
2021-11-11,=12540.6930,=13501.0191,=2293827291110.1099,=1930372397102,=1270459752936.9004,=0.0015,=0.4270,=0.0020,=0.0015,=0.0012
2021-11-10,=12271.2572,=13210.9507,=2237536705071.7197,=1886860202711,=1244858226589.4099,=0.0015,=0.4648,=0.0020,=0.0015,=0.0012
2021-11-09,=12257.6886,=13196.3431,=2233604342339.5498,=1882767216255,=1243581123689.4900,=0.0015,=0.4638,=0.0020,=0.0015,=0.0012
2021-11-08,=12005.3236,=12924.6528,=2180398078266.6101,=1844616982932,=1218799802032.4197,=0.0016,=0.5669,=0.0020,=0.0015,=0.0012
2021-11-05,=12173.5036,=13105.7115,=2210045561597.4199,=1867799642792,=1236276240390.0398,=0.0016,=0.5419,=0.0020,=0.0015,=0.0012
2021-11-04,=12156.8753,=13087.8099,=2193528213603.3601,=1863655386287,=1233508403400.3601,=0.0016,=0.5597,=0.0020,=0.0015,=0.0012
2021-11-03,=11966.4522,=12882.8049,=2153645687366.6897,=1837368230814,=1215673963011.3999,=0.0016,=0.5626,=0.0020,=0.0015,=0.0012
2021-11-02,=12076.8160,=13001.6200,=2170576028957.5100,=1853373854456,=1225852561237.6997,=0.0016,=0.5618,=0.0020,=0.0015,=0.0012
2021-11-01,=11816.3383,=12721.1957,=2116365660731.3704,=1807862919698,=1197598671041.0398,=0.0016,=0.5741,=0.0020,=0.0015,=0.0012
2021-10-29,=11739.0267,=12637.9638,=2094729195958.2400,=1793848840274,=1176609352931.7395,=0.0017,=0.5902,=0.0020,=0.0015,=0.0012
2021-10-28,=11470.5018,=12348.8761,=2052726856323.2000,=1755797739940,=1149101788807.7800,=0.0017,=0.6516,=0.0020,=0.0015,=0.0012
2021-10-27,=11480.3334,=12359.4606,=2051318132920.0200,=1753305104384,=1142985065964.6799,=0.0017,=0.6000,=0.0020,=0.0015,=0.0012
2021-10-26,=11557.4644,=12442.4981,=2066615574331.1096,=1760299066496,=1150849047148.4900,=0.0017,=0.6049,=0.0020,=0.0015,=0.0012
2021-10-25,=11560.9809,=12446.2839,=2063586422472.4597,=1758949521745,=1145601312690.6201,=0.0017,=0.5947,=0.0020,=0.0015,=0.0012
2021-10-22,=11439.3247,=12315.3117,=2041939160252.5601,=1740101740936,=1109794381635.0300,=0.0017,=0.6091,=0.0020,=0.0015,=0.0012
2021-10-21,=11162.0774,=12016.8336,=1989304903401.8003,=1696857567646,=1079964931018.2800,=0.0017,=0.6445,=0.0020,=0.0015,=0.0012
2021-10-20,=11379.2354,=12250.6209,=2027636167114.3301,=1728946868191,=1099732444509.0596,=0.0017,=0.6210,=0.0020,=0.0015,=0.0012
2021-10-19,=11396.5092,=12269.2175,=2030763125039.2295,=1731699358572,=1101432517130.9600,=0.0017,=0.6031,=0.0020,=0.0015,=0.0012
2021-10-18,=11357.9449,=12227.7001,=2023951962987.7900,=1727005288660,=1096366820873.2500,=0.0017,=0.6195,=0.0020,=0.0015,=0.0012
2021-10-15,=11489.7922,=12369.6439,=2041033310239.6101,=1747136483833,=1108882215726.0298,=0.0017,=0.6245,=0.0020,=0.0015,=0.0012
2021-10-14,=11119.1999,=11970.6728,=1975104381549.6799,=1692531025340,=1074435172802.7700,=0.0017,=0.6622,=0.0020,=0.0015,=0.0012
2021-10-13,=11051.8385,=11898.1531,=1965105351414.4399,=1680257660250,=1066793230948,=0.0017,=0.6596,=0.0020,=0.0015,=0.0012
2021-10-12,=10747.9074,=11570.9480,=1912293320818.6904,=1631758525883,=1035567211395.2004,=0.0018,=0.6782,=0.0020,=0.0015,=0.0012
2021-10-11,=11100.6140,=11950.6637,=1973648074827.6196,=1683849196623,=1069777237673.2600,=0.0017,=0.6429,=0.0020,=0.0015,=0.0012
2021-10-08,=11189.5432,=12046.4028,=1989146146200.3303,=1694246925742,=1078059111049.2700,=0.0016,=0.5841,=0.0020,=0.0015,=0.0012
2021-09-30,=11238.4781,=12099.0850,=2003413740830.2000,=1703279222677,=1083871658681.8700,=0.0017,=0.6085,=0.0020,=0.0015,=0.0012
2021-09-29,=11150.7830,=12004.6745,=1983464623388.5601,=1688263951541,=1076005859003.8300,=0.0017,=0.6058,=0.0020,=0.0015,=0.0012
2021-09-28,=11438.0935,=12313.9863,=2032437694750.3401,=1731943090674,=1102711395037.5801,=0.0016,=0.5973,=0.0020,=0.0015,=0.0012
2021-09-27,=11441.6203,=12317.7832,=2037443682479.9399,=1736142715654,=1103861296810.7500,=0.0016,=0.5887,=0.0020,=0.0015,=0.0012
2021-09-24,=11467.3503,=12345.4835,=2037678396446.8804,=1736896600754,=1104325391633.6699,=0.0017,=0.5996,=0.0020,=0.0015,=0.0012
2021-09-23,=11534.5917,=12417.8741,=2053326351473.4199,=1749770206062,=1111642480523.8101,=0.0017,=0.6027,=0.0020,=0.0015,=0.0012
2021-09-22,=11321.8465,=12188.8375,=2014070873166.2100,=1717781664457,=1091164406510.1602,=0.0017,=0.6451,=0.0020,=0.0015,=0.0012
2021-09-17,=11198.9519,=12056.5321,=1994394270750.2295,=1697652077463,=1080166328877.2700,=0.0017,=0.6228,=0.0020,=0.0015,=0.0012
2021-09-16,=11138.1919,=11991.1192,=1978576843261.8804,=1683679685652,=1072126231734.4900,=0.0017,=0.6083,=0.0020,=0.0015,=0.0012
2021-09-15,=11545.8393,=12429.9830,=2044852107731.5500,=1743357612503,=1110508820478.7800,=0.0016,=0.5937,=0.0020,=0.0015,=0.0012
2021-09-14,=11596.1237,=12484.1181,=2056043916576.2900,=1750082514478,=1115638828004.9102,=0.0016,=0.5850,=0.0020,=0.0015,=0.0012
2021-09-13,=11553.5498,=12438.2841,=2046199618499.2800,=1744104509163,=1112585563514.0598,=0.0016,=0.5842,=0.0020,=0.0015,=0.0012
2021-09-10,=12034.0405,=12955.5692,=2134296683712.9800,=1787726984560,=1157373858480.4900,=0.0015,=0.5417,=0.0020,=0.0015,=0.0012
2021-09-09,=11555.9262,=12440.8425,=2045399494804.4805,=1716608770683,=1113767269295.7605,=0.0016,=0.5686,=0.0020,=0.0015,=0.0012
2021-09-08,=11614.1040,=12503.4753,=2054568769213.7900,=1724866483638,=1118458619318.1799,=0.0016,=0.5737,=0.0020,=0.0015,=0.0012
2021-09-07,=11753.6572,=12653.7150,=2076330286155.8000,=1744784860876,=1131862175974.4199,=0.0015,=0.5170,=0.0020,=0.0015,=0.0012
2021-09-06,=11724.2037,=12622.0061,=2073425450835.3096,=1739951424291,=1128197701960.1399,=0.0015,=0.5200,=0.0020,=0.0015,=0.0012
2021-09-03,=11499.5733,=12380.1742,=2029890408174.7104,=1704690434633,=1105965837422.6399,=0.0015,=0.5391,=0.0020,=0.0015,=0.0012
2021-09-02,=11585.3766,=12472.5480,=2044644674048.3296,=1717762587244,=1115665461452.5400,=0.0015,=0.5321,=0.0020,=0.0015,=0.0012
2021-09-01,=11931.3766,=12845.0436,=2113598859847.1299,=1771419069901,=1150442663291.0398,=0.0015,=0.4648,=0.0021,=0.0015,=0.0012
2021-08-31,=12068.2385,=12992.3860,=2127156811154.9800,=1789460842533,=1160346313373.6899,=0.0015,=0.4798,=0.0021,=0.0015,=0.0012
2021-08-30,=12416.9289,=13367.7780,=2195705067468.9397,=1833874319323,=1188805449931.1799,=0.0015,=0.4869,=0.0021,=0.0015,=0.0012
2021-08-27,=12516.9426,=13475.4504,=2217292697110.5801,=1849092854517,=1193843731801.1130,=0.0015,=0.4919,=0.0021,=0.0015,=0.0012
2021-08-26,=12387.5152,=13336.1118,=2190655906162.1396,=1826501200339,=1177782125520.3037,=0.0015,=0.4909,=0.0021,=0.0015,=0.0012
2021-08-25,=12638.5495,=13606.3696,=2233656770772.8105,=1859970698025,=1200654213403.5415,=0.0014,=0.4634,=0.0021,=0.0015,=0.0012
2021-08-24,=12693.9240,=13665.9845,=2247719553654.5498,=1869694814004,=1207291038331.7957,=0.0014,=0.4521,=0.0021,=0.0015,=0.0012
2021-08-23,=12484.5627,=13440.5909,=2214642692659.8301,=1846919098479,=1187901102030.6443,=0.0015,=0.4857,=0.0021,=0.0015,=0.0012
2021-08-20,=12125.4814,=13054.0123,=2147620701876.7200,=1787693365198,=1151420978362.7710,=0.0015,=0.5358,=0.0021,=0.0015,=0.0012
2021-08-19,=12010.2001,=12929.9031,=2131263497678.8601,=1772421206354,=1141898078551.9585,=0.0015,=0.5389,=0.0021,=0.0015,=0.0012
2021-08-18,=11730.3000,=12628.5691,=2081165794573.1304,=1730317561452,=1116015927884.7622,=0.0015,=0.5441,=0.0021,=0.0015,=0.0012
2021-08-17,=11713.7722,=12610.7757,=2077167371094.3899,=1728067905428,=1114425894885.8440,=0.0015,=0.5309,=0.0021,=0.0015,=0.0012
2021-08-16,=12226.9795,=13163.2828,=2167017936142.5105,=1803340731988,=1162108314849.0286,=0.0015,=0.4928,=0.0021,=0.0015,=0.0012
2021-08-13,=12147.5195,=13077.7380,=2152594998880.8101,=1789661888228,=1155410355070.2371,=0.0015,=0.4979,=0.0021,=0.0015,=0.0012
2021-08-12,=12667.2172,=13637.2325,=2243165900821.6694,=1864734138624,=1204137594415.6182,=0.0014,=0.4369,=0.0021,=0.0015,=0.0012
2021-08-11,=12610.4327,=13576.0996,=2230868095362.2598,=1855601618147,=1198825036910.1963,=0.0014,=0.4710,=0.0021,=0.0015,=0.0012
2021-08-10,=12555.5739,=13517.0399,=2221461244747.6699,=1847784914612,=1193884468060.3210,=0.0014,=0.4470,=0.0021,=0.0015,=0.0012
2021-08-09,=12629.2849,=13596.3954,=2241333804250.1904,=1863950075588,=1203153709576.9563,=0.0014,=0.4604,=0.0021,=0.0015,=0.0012
2021-08-06,=12993.9993,=13989.0385,=2311337036540.9297,=1918011234320,=1240612329329.3904,=0.0014,=0.4280,=0.0021,=0.0015,=0.0012
2021-08-05,=13096.2246,=14099.0919,=2334682939173.5200,=1935587194294,=1252493290663.3103,=0.0014,=0.4603,=0.0021,=0.0015,=0.0012
2021-08-04,=13131.0338,=14136.5667,=2340567328159.5400,=1942255731243,=1253526033367.0696,=0.0014,=0.4633,=0.0021,=0.0015,=0.0012
2021-08-03,=12489.3026,=13445.6938,=2221463478876.2402,=1843376358969,=1191993167390.1384,=0.0015,=0.4937,=0.0021,=0.0015,=0.0012
2021-08-02,=13246.0952,=14260.4391,=2355242499368.7197,=1951789643658,=1260357304861.0305,=0.0014,=0.4632,=0.0021,=0.0015,=0.0012
2021-07-30,=13570.6291,=14609.8248,=2416621002773.4897,=1998310753598,=1289867241865.1829,=0.0015,=0.4958,=0.0021,=0.0015,=0.0012
2021-07-29,=13245.9377,=14260.2695,=2364012971249.1001,=1951605875745,=1261318281382.0393,=0.0015,=0.5032,=0.0021,=0.0015,=0.0012
2021-07-28,=12337.5562,=13282.3271,=2206087979851.0400,=1819084398686,=1175693286766.8047,=0.0016,=0.5424,=0.0021,=0.0015,=0.0012
2021-07-27,=12491.4957,=13448.0548,=2234948807118.8701,=1829507996935,=1190258069103.6980,=0.0015,=0.4820,=0.0021,=0.0015,=0.0012
2021-07-26,=12503.0428,=13460.4862,=2228280587907.0098,=1827864066686,=1189105468268.2109,=0.0015,=0.4894,=0.0021,=0.0015,=0.0012
2021-07-23,=12356.8265,=13303.0731,=2212387295299.2100,=1813430595064,=1179449279388.3792,=0.0015,=0.4968,=0.0021,=0.0015,=0.0012
2021-07-22,=12351.2951,=13297.1181,=2210833351918.2603,=1813752866021,=1180362151060.1548,=0.0015,=0.4744,=0.0021,=0.0015,=0.0012
2021-07-21,=12053.4296,=12976.4430,=2159694267197.5801,=1770515913933,=1155975896505.5637,=0.0015,=0.4839,=0.0021,=0.0015,=0.0012
2021-07-20,=11570.8988,=12456.9615,=2067300816180.4304,=1698978063162,=1111824051043.0166,=0.0015,=0.4979,=0.0021,=0.0015,=0.0012
2021-07-19,=11310.0326,=12176.1190,=2017732823696.1001,=1663148323857,=1088730430838.8676,=0.0015,=0.5269,=0.0021,=0.0015,=0.0012
2021-07-16,=11314.5010,=12180.9296,=2011966161243.4099,=1663489592927,=1087644223884.9568,=0.0015,=0.5065,=0.0021,=0.0015,=0.0012
2021-07-15,=11510.0445,=12390.3860,=2047753379541.6799,=1692020732912,=1107205050483.2627,=0.0015,=0.5076,=0.0021,=0.0015,=0.0012
2021-07-14,=11378.7607,=12249.0610,=2029620264006.2800,=1671224699784,=1095269047163.6324,=0.0015,=0.5043,=0.0021,=0.0015,=0.0012
2021-07-13,=11513.2287,=12392.6156,=2050645613139.5200,=1693814091680,=1108537093997.1831,=0.0015,=0.5054,=0.0021,=0.0015,=0.0012
2021-07-12,=12105.7133,=13030.3545,=2151804652386.7900,=1773783088317,=1164704008229.9221,=0.0014,=0.4674,=0.0021,=0.0015,=0.0012
2021-07-09,=11886.7174,=12794.6316,=2106111360343.0801,=1737466904026,=1143562562917.5481,=0.0015,=0.4902,=0.0021,=0.0015,=0.0012
2021-07-08,=12071.7184,=12993.4816,=2140686333217.4504,=1761349016642,=1161324677882.2256,=0.0015,=0.4934,=0.0021,=0.0015,=0.0012
2021-07-07,=11723.6335,=12618.8179,=2075341124992.7705,=1710846865047,=1128534910881.1389,=0.0015,=0.5142,=0.0021,=0.0015,=0.0011
2021-07-06,=11388.3305,=12256.9916,=2019011782486.2300,=1661628567182,=1096145842199.4960,=0.0016,=0.5373,=0.0021,=0.0015,=0.0011
