日期,收盘点位,全收益收盘点位(元),市值(元),流通市值(元),自由流通市值(元),PE-TTM正数等权,PE-TTM 分位点,PE-TTM 80%分位点值,PE-TTM 50%分位点值,PE-TTM 20%分位点值
2023-02-13,=8096.0013,=8747.6199,=2058466190954.0105,=1560644741111,=1029212042745.5896,=42.7607,=0.2429,=81.5981,=61.0384,=40.7647
2023-02-10,=8089.2728,=8740.3499,=2056130709781.9795,=1557398991791,=1028059237721.2700,=42.6619,=0.2420,=81.5981,=61.0640,=40.7647
2023-02-09,=8140.2138,=8795.3909,=2069665045244.8210,=1567150304975,=1034585551592.2400,=42.8520,=0.2423,=81.6026,=61.0897,=40.7637
2023-02-08,=7820.8794,=8450.3544,=1991853941549.3303,=1505921912548,=993572507187.4700,=41.0923,=0.2045,=81.6026,=61.1007,=40.7637
2023-02-07,=7900.5786,=8536.4683,=2012475354098.5901,=1501663088666,=1003650618639.3000,=41.5276,=0.2143,=81.6026,=61.1117,=40.7637
2023-02-06,=7947.4157,=8587.0752,=2021062526298.4399,=1511289696664,=1009356022736.1702,=41.7237,=0.2217,=81.6026,=61.1259,=40.7637
2023-02-03,=8056.8652,=8705.3339,=2046827050891.1899,=1503733728907,=1023104707562.2000,=42.3348,=0.2339,=81.6026,=61.1402,=40.7637
2023-02-02,=8061.8600,=8710.7307,=2049262411412.3501,=1505181250472,=1023720896502.2804,=42.3195,=0.2330,=81.6081,=61.1993,=40.6975
2023-02-01,=7945.4948,=8584.9997,=2020713317080.0100,=1481455703867,=1008913210442.3000,=41.7994,=0.2225,=81.6081,=61.2585,=40.6975
2023-01-31,=7809.1836,=8437.7172,=1981243180456.3799,=1456744029357,=991587027241.0500,=41.0052,=0.2036,=81.6081,=61.2607,=40.6975
2023-01-30,=8032.2635,=8678.7520,=2032531229845.2495,=1498221205746,=1020241527505,=42.0377,=0.2254,=81.6081,=61.2629,=40.6975
2023-01-20,=8028.0578,=8674.2078,=2031905380391.8403,=1496335908797,=1020130626664.6700,=42.0562,=0.2257,=81.6081,=61.2736,=40.6975
2023-01-19,=8000.5882,=8644.5273,=2026524619473.8999,=1492041187239,=1016537726689.7198,=41.9338,=0.2236,=81.6662,=61.2843,=40.6335
2023-01-18,=7833.8869,=8464.4088,=1987060774125.7300,=1460944606380,=995508530745.1400,=41.0962,=0.2058,=81.6662,=61.3011,=40.6335
2023-01-17,=7851.6543,=8483.6063,=1990415700249.8604,=1463056698585,=997636910586.9698,=41.1611,=0.2072,=81.6662,=61.3179,=40.6335
2023-01-16,=7679.4086,=8297.4971,=1951613388889.7305,=1432053602261,=975848784998.6902,=40.2924,=0.1942,=81.6662,=61.3452,=40.6335
2023-01-13,=7437.9691,=8036.6250,=1895515390394.2400,=1387140838911,=945267467472.9700,=39.1418,=0.1667,=81.6662,=61.3725,=40.6975
2023-01-12,=7430.3980,=8028.4446,=1891922971723.9104,=1386396353689,=944359678616.8800,=39.0798,=0.1644,=81.7804,=61.3914,=40.6975
2023-01-11,=7457.4043,=8057.6246,=1899296221723.2000,=1390584950726,=947817075748.6899,=39.1781,=0.1659,=81.7804,=61.4103,=40.7637
2023-01-10,=7540.0610,=8146.9341,=1925222873976.8503,=1406266434801,=958324597668.4398,=39.5170,=0.1758,=81.7804,=61.4205,=40.7647
2023-01-09,=7462.6100,=8063.2493,=1907410193865.7000,=1390902716924,=948613618070.1600,=38.9566,=0.1590,=81.7804,=61.4307,=41.0061
2023-01-06,=7424.2515,=8021.8035,=1899616857924.2200,=1383663397876,=943901449654.2802,=38.6929,=0.1495,=81.7804,=61.4659,=41.1273
2023-01-05,=7439.8734,=8038.6828,=1900201134420.7505,=1384687124970,=945950646575.1500,=38.6373,=0.1484,=81.7818,=61.5010,=41.1273
2023-01-04,=7379.8801,=7973.8608,=1888191971529.5000,=1373365150979,=938280426176.5702,=38.3718,=0.1340,=81.7818,=61.5700,=41.1742
2023-01-03,=7423.0012,=8020.4525,=1896453216787.6201,=1381752991001,=943693354895.5400,=38.5323,=0.1427,=81.7818,=61.6390,=41.2410
2022-12-30,=7328.7195,=7918.5824,=1870417713221.8201,=1363863649874,=931703962803.2700,=37.9808,=0.1270,=81.7818,=61.6710,=41.2505
2022-12-29,=7386.8423,=7981.3833,=1881697659411.6599,=1375561661866,=939131903425.7002,=38.2712,=0.1296,=81.7818,=61.7031,=41.3815
2022-12-28,=7389.3720,=7984.1166,=1882014392322.9304,=1375041835340,=939391867494.5500,=38.3948,=0.1322,=81.7911,=61.7768,=41.3815
2022-12-27,=7486.3520,=8088.9022,=1905953852174.3000,=1393177762171,=951639487388.7198,=38.9291,=0.1495,=81.7911,=61.8504,=41.4466
2022-12-26,=7375.5051,=7969.1336,=1882330780444.3003,=1373435796816,=937621001762.6400,=38.5312,=0.1387,=81.7911,=61.8648,=41.5573
2022-12-23,=7192.5592,=7771.4631,=1841475954559.9104,=1340509248549,=914512033947.2500,=37.5825,=0.1155,=81.7911,=61.8791,=41.5895
2022-12-22,=7330.1541,=7920.1325,=1870871941462.4297,=1365181687161,=931865642797.8998,=38.4252,=0.1328,=81.7911,=61.9074,=41.5913
2022-12-21,=7453.4346,=8053.3354,=1900640744025.7200,=1389674819060,=947525854072.8000,=39.0842,=0.1527,=81.8532,=61.9356,=41.5913
2022-12-20,=7560.1355,=8168.6243,=1929679893430.1899,=1410190683414,=961015881952.5198,=39.6054,=0.1689,=81.8532,=61.9935,=41.6005
2022-12-19,=7559.7415,=8168.1985,=1930969370178.0696,=1411094442654,=961016288925.7700,=39.6050,=0.1679,=81.8532,=62.0514,=41.6422
2022-12-16,=7756.0370,=8380.2932,=1980890451719,=1446708225302,=985908927848.8300,=40.6975,=0.1817,=81.8532,=62.1142,=41.6958
2022-12-15,=7898.9172,=8534.6733,=2012722478108.9700,=1474390247176,=1003954099466.2400,=41.4466,=0.1918,=81.8532,=62.1771,=41.8543
2022-12-14,=7787.9187,=8414.7409,=1988696231322.0896,=1453110373052,=989919720120.4304,=40.7647,=0.1834,=81.9471,=62.2610,=41.8543
2022-12-13,=7814.3706,=8443.3218,=1989691651729.8496,=1456872333235,=993449420511.8998,=40.7637,=0.1824,=81.9471,=62.3450,=42.0286
2022-12-12,=7935.7852,=8574.5086,=2015967503445.0908,=1480658613250,=1008518154871,=41.2505,=0.1876,=81.9471,=62.4335,=42.1298
2022-12-09,=7782.6365,=8409.0335,=1996659681498.7200,=1543654207937,=1052859250852.1702,=37.4873,=0.1132,=81.9471,=62.5220,=42.2721
2022-12-08,=7700.8932,=8320.7110,=1977904105193.4399,=1528460012727,=1042662807904.4600,=37.1264,=0.0922,=81.9471,=62.6011,=42.2840
2022-12-07,=7800.0673,=8427.8673,=1999573189057.6899,=1546694083177,=1055560182892.7900,=37.6855,=0.1185,=81.9798,=62.6801,=42.2840
2022-12-06,=7873.4241,=8507.1283,=2014758609039.8999,=1559024671838,=1064756671375.4700,=38.2497,=0.1261,=81.9798,=62.6801,=42.3926
2022-12-05,=7735.8530,=8358.4845,=1977804689496.7695,=1521960587868,=1046074820624.0398,=37.6941,=0.1188,=81.9798,=62.6802,=42.5656
2022-12-02,=7691.8727,=8310.9643,=1962204594662.6704,=1512715423528,=1039629146134.3000,=37.3165,=0.1026,=81.9798,=62.7462,=42.5677
2022-12-01,=7756.3921,=8380.6766,=1978068295361.7200,=1525944721089,=1048336957183.2498,=37.6200,=0.1140,=81.9798,=62.8122,=42.5860
2022-11-30,=7650.2969,=8266.0422,=1954066174305.2104,=1505183014655,=1034430023628.5302,=37.2743,=0.1016,=81.9878,=62.8220,=42.5860
2022-11-29,=7671.8366,=8289.3156,=1960271605024.1201,=1510609137866,=1038021163447.7400,=37.3733,=0.1043,=81.9878,=62.8319,=42.8894
2022-11-28,=7567.2216,=8176.2805,=1932363530150.2104,=1491200006823,=1024122776058,=36.7494,=0.0818,=81.9878,=62.8674,=43.0089
2022-11-25,=7684.7528,=8303.2714,=1961579711935.2600,=1513121093513,=1039575980205.7902,=37.2364,=0.0982,=81.9878,=62.9029,=43.1738
2022-11-24,=7767.0696,=8392.2136,=1980601636038.0095,=1530272648922,=1050654542296.8104,=37.5451,=0.1084,=81.9878,=62.9172,=43.3420
2022-11-23,=7839.9545,=8470.9648,=1997300619193.8000,=1544461111171,=1060396836321.8998,=37.9158,=0.1149,=82.0216,=62.9315,=43.3420
2022-11-22,=7859.8147,=8492.4235,=2003065063987.8799,=1547640468850,=1062920452336.6801,=38.1008,=0.1150,=82.0216,=62.9706,=43.5222
2022-11-21,=7953.8386,=8594.0150,=2026089573666.4795,=1565433371063,=1074703376236.0800,=38.5183,=0.1215,=82.0216,=63.0098,=43.6694
2022-11-18,=8027.4503,=8673.5514,=2042946346906.2600,=1579128241718,=1084779416117.2300,=38.9029,=0.1305,=82.0216,=63.0749,=44.2797
2022-11-17,=8231.6277,=8894.1623,=2096550418932.4297,=1621923360836,=1113090534026.1897,=39.7278,=0.1548,=82.0216,=63.1401,=44.7157
2022-11-16,=8068.2042,=8717.5854,=2059785941376.4099,=1591053099354,=1090247401965.3102,=38.8367,=0.1283,=82.0384,=63.1426,=44.7157
2022-11-15,=8183.7454,=8842.4261,=2087853040771.2200,=1614966874304,=1106599414637.7200,=39.2413,=0.1387,=82.0384,=63.1451,=45.3215
2022-11-14,=7712.8953,=8333.6789,=1974338741127.4199,=1522193724936,=1043158270011.2800,=36.8167,=0.0841,=82.0384,=63.1977,=45.5007
2022-11-11,=7675.3673,=8293.1304,=1958686725261.3704,=1515672517298,=1037647565599.9399,=36.3341,=0.0765,=82.0384,=63.2504,=45.9449
2022-11-10,=7574.3597,=8183.9930,=1933107140792.0796,=1494949737100,=1020208006111.3998,=35.9208,=0.0677,=82.0384,=63.3048,=46.1592
2022-11-09,=7762.4710,=8387.2447,=1981052097965.8799,=1533137292929,=1045240601596.8098,=36.7325,=0.0780,=82.0450,=63.3593,=46.1592
2022-11-08,=7847.5328,=8479.1528,=2001636119979.2100,=1550685135866,=1056350778992.7100,=36.9789,=0.0845,=82.0450,=63.3748,=46.3755
2022-11-07,=7951.2233,=8591.1890,=2027986464644.5701,=1571609231387,=1070268745575.1400,=37.4024,=0.0987,=82.0450,=63.3903,=46.3772
2022-11-04,=8015.7624,=8660.9226,=2045913639411.9600,=1585106853584,=1079802889453.2804,=37.6839,=0.1040,=82.0450,=63.4020,=46.4871
2022-11-03,=7866.3773,=8499.5140,=2014613515679.8296,=1556542285738,=1060614514256.4402,=37.1428,=0.0913,=82.0450,=63.4137,=46.7191
2022-11-02,=7655.1717,=8271.3092,=1962018866100.7900,=1512114212085,=1030993511914.3300,=36.0904,=0.0708,=82.1019,=63.4293,=46.7191
2022-11-01,=7631.1858,=8245.3928,=1953783787450.3503,=1506241428730,=1027131448384.5100,=35.9359,=0.0683,=82.1019,=63.4449,=47.0965
2022-10-31,=7517.7040,=8122.7773,=1929904302768.3391,=1483340624582,=1012386402181.3400,=35.3269,=0.0606,=82.1019,=63.5624,=47.1097
2022-10-28,=7421.6947,=8019.0406,=1904732346817.3403,=1449794744336,=980468231216.4095,=33.1408,=0.0310,=82.1019,=63.6799,=47.1814
2022-10-27,=7561.6218,=8170.2299,=1938237035742.5403,=1476344730575,=990028857300.5240,=33.6194,=0.0362,=82.1019,=63.7315,=47.3189
2022-10-26,=7542.4313,=8149.4949,=1917782048437.0210,=1473939289539,=987511286350.3804,=32.8792,=0.0259,=82.1102,=63.7832,=47.3189
2022-10-25,=7308.3540,=7896.5776,=1855092835390.5400,=1427220485963,=954998771632.9232,=31.5860,=0.0065,=82.1102,=63.9271,=47.4043
2022-10-24,=7333.5920,=7923.8469,=1860366625371.4099,=1431942594943,=957871187901.2266,=31.8974,=0.0078,=82.1102,=64.0710,=47.5673
2022-10-21,=7357.0016,=7949.1407,=1869491960322.7004,=1435560188359,=960551990040.3907,=32.1387,=0.0143,=82.1102,=64.1517,=47.5798
2022-10-20,=7472.6441,=8074.0909,=1896988843283.7395,=1458410551175,=975538876680.6154,=32.7336,=0.0208,=82.1102,=64.2325,=47.9154
2022-10-19,=7224.1349,=7805.5801,=1832440696227.8804,=1406680503184,=943438955065.5063,=31.6942,=0.0065,=82.1513,=64.3389,=47.9154
2022-10-18,=7293.7571,=7880.8060,=1847191257624.5801,=1419320517212,=952535264920.8820,=32.0462,=0.0104,=82.1513,=64.4453,=48.0792
2022-10-17,=7346.5659,=7937.8652,=1861854442252.1201,=1429923454282,=959308449785.9430,=32.3536,=0.0144,=82.1513,=64.4459,=48.3007
2022-10-14,=7225.8379,=7807.4202,=1827709548290.0801,=1403097924478,=943633421030.8800,=31.9040,=0.0065,=82.1513,=64.4464,=48.3813
2022-10-13,=7011.3216,=7575.6382,=1775448192351,=1361982502093,=915752503513.0536,=30.9645,=0.0039,=82.1513,=64.4551,=48.4502
2022-10-12,=7060.7115,=7629.0033,=1789609945101.2000,=1371461919979,=922075036499.9862,=31.0760,=0.0039,=82.1603,=64.4637,=48.4502
2022-10-11,=6826.4058,=7375.8392,=1730886649687.9600,=1326412218490,=891431638936.7822,=29.9269,=0,=82.1603,=64.6267,=48.5464
2022-10-10,=6928.4185,=7486.0625,=1762692459600.1204,=1348675619796,=904619946054.0048,=30.1706,=0,=82.1603,=64.7898,=48.6227
2022-09-30,=7370.3747,=7963.5902,=1866631404122.4500,=1440592971411,=961893389139.6899,=32.0113,=0.0013,=82.1603,=64.8088,=48.6506
2022-09-29,=7509.1129,=8113.4950,=1899358245059.0305,=1469636293404,=979751022253.6272,=32.6165,=0.0066,=82.1603,=64.8278,=48.8675
2022-09-28,=7501.1547,=8104.8962,=1896553324208.1597,=1466053776059,=978919815481.8484,=32.6443,=0.0066,=82.2444,=64.8759,=48.8675
2022-09-27,=7705.5274,=8325.7181,=1944952550946.2500,=1506214080306,=1005401768027.3616,=33.5793,=0.0146,=82.2444,=64.9239,=48.8832
2022-09-26,=7562.0020,=8170.6408,=1909862344499.0100,=1478979184650,=986508589187.2240,=32.9183,=0.0066,=82.2444,=64.9338,=48.9304
2022-09-23,=7550.0152,=8157.6892,=1909399077933.3000,=1475447244122,=985174979968.9592,=33.0478,=0.0080,=82.2444,=64.9437,=48.9342
2022-09-22,=7739.5762,=8362.5073,=1957966728506.6299,=1513642467730,=1009789596578.3202,=33.8947,=0.0120,=82.2444,=64.9645,=49.3463
2022-09-21,=7793.8084,=8421.1045,=1969020505397.8103,=1523652651693,=1016897778473.6396,=34.0921,=0.0133,=82.2690,=64.9853,=49.3463
2022-09-20,=7954.1724,=8594.3756,=2008280822905.3003,=1556570041344,=1037767902073.9564,=34.5309,=0.0186,=82.2690,=64.9978,=49.5485
2022-09-19,=7979.1161,=8621.3269,=2015275400183.6704,=1562640765682,=1040889498652.5576,=34.5630,=0.0187,=82.2690,=65.0103,=49.6775
2022-09-16,=8118.6390,=8772.0795,=2053579195912.6704,=1589033635228,=1059198582517.6316,=35.1680,=0.0267,=82.2690,=65.0583,=50.0547
2022-09-15,=8225.2048,=8887.2224,=2076444559576.5896,=1608319214497,=1073045141788.4696,=35.8070,=0.0334,=82.2690,=65.1062,=50.1748
2022-09-14,=8507.6930,=9192.4471,=2142103659196.8804,=1666007486141,=1109723425279.6147,=36.8304,=0.0442,=82.2786,=65.1294,=50.1748
2022-09-13,=8514.8471,=9200.1770,=2143209235615.3899,=1665789161872,=1110718198629.3926,=37.1005,=0.0483,=82.2786,=65.1526,=50.3062
2022-09-09,=8525.4150,=9211.5955,=2143425840705.3301,=1667965946028,=1112035447020.5264,=37.1397,=0.0510,=82.2786,=65.2242,=50.6121
2022-09-08,=8561.8256,=9250.9366,=2151169650520.1411,=1674994179398,=1116777543579.9902,=37.1388,=0.0497,=82.2786,=65.2957,=50.7568
2022-09-07,=8628.9819,=9323.4981,=2167353207863.9695,=1686572476069,=1125462279248.9700,=37.7250,=0.0619,=82.2786,=65.4378,=50.7990
2022-09-06,=8452.0149,=9132.2877,=2123148153040.5496,=1648679850494,=1102468702479.1260,=37.1346,=0.0485,=82.3228,=65.5799,=50.7990
2022-09-05,=8346.2379,=9017.9971,=2099887861892.3604,=1627581936633,=1088766998157.9564,=36.7882,=0.0432,=82.3228,=65.9542,=50.8291
2022-09-02,=8399.8657,=9075.9412,=2113741109098.6604,=1632341234626,=1095978848983.7252,=37.2093,=0.0473,=82.3228,=66.3284,=51.1028
2022-09-01,=8351.2332,=9023.3945,=2099001656117.8896,=1622349569610,=1089767503428.2528,=36.8432,=0.0447,=82.3228,=66.3676,=51.1926
2022-08-31,=8447.4770,=9127.3846,=2121714537804.6897,=1636635776051,=1102163838055.9492,=37.3889,=0.0501,=82.3228,=66.4068,=51.2257
2022-08-30,=8566.4416,=9255.9242,=2150800684525.9700,=1661992973145,=1117221217175.1001,=37.7550,=0.0556,=82.5150,=66.5780,=51.2257
2022-08-29,=8531.3485,=9218.0066,=2140394584640.1699,=1654357572217,=1103071508998.9883,=37.2716,=0.0462,=82.5150,=66.7493,=51.2473
2022-08-26,=8523.6540,=9209.6928,=2137339544577.1599,=1641115018629,=1090517544199.3422,=37.6663,=0.0531,=82.5150,=66.8579,=51.3372
2022-08-25,=8663.0679,=9360.3276,=2165884223685.5400,=1669117924156,=1108457517073.2549,=38.5704,=0.0613,=82.5150,=66.9666,=51.6863
2022-08-24,=8717.8335,=9418.3103,=2177606332327.0903,=1678944010399,=1101104967820.3516,=38.8949,=0.0668,=82.5150,=67.1631,=51.9346
2022-08-23,=9094.9061,=9824.5269,=2267803200745.7402,=1751553502110,=1148755621924.9319,=40.5897,=0.0997,=82.5778,=67.3597,=51.9346
2022-08-22,=9134.6252,=9867.4324,=2281353711409.9502,=1759956450848,=1144438323621.7500,=41.0061,=0.1012,=82.5778,=67.4801,=51.9666
2022-08-19,=9108.0516,=9838.7270,=2275990690753.4302,=1753696258226,=1136113352376.3479,=41.2410,=0.1041,=82.5778,=67.6005,=52.0016
2022-08-18,=9341.1855,=10090.0891,=2332489551671.5400,=1798538845914,=1167190125231.7483,=42.2721,=0.1180,=82.5778,=67.6023,=52.5146
2022-08-17,=9219.2274,=9958.3534,=2300768186500.4902,=1772386652558,=1148575704181.3958,=41.8543,=0.1140,=82.5778,=67.6041,=52.5689
2022-08-16,=9187.2894,=9923.8548,=2291835441333.4297,=1766048376696,=1144376775276.6289,=41.6958,=0.1128,=82.6512,=67.6450,=52.5689
2022-08-15,=9279.0848,=10023.0096,=2314749400422.0200,=1786252455780,=1155767798602.3604,=42.0286,=0.1129,=82.6512,=67.6859,=52.8318
2022-08-12,=9236.3472,=9976.8456,=2310199357859.5898,=1774963758345,=1150899044661.5283,=42.2840,=0.1145,=82.6512,=67.6968,=53.4257
2022-08-11,=9461.2718,=10219.8030,=2367077650021.3398,=1818572690523,=1179145077782.3284,=43.3420,=0.1243,=82.6512,=67.7077,=53.4481
2022-08-10,=9299.2056,=10044.7436,=2326421366205.4302,=1789629393004,=1158496546476.3955,=42.5656,=0.1162,=82.6512,=67.8683,=53.7275
2022-08-09,=9415.2082,=10169.0372,=2355134955113.1304,=1811140282062,=1173177681160.2988,=43.5222,=0.1233,=82.6568,=68.0288,=53.7275
2022-08-08,=9325.7288,=10072.3936,=2337309159052.8496,=1793671560925,=1162026960836.1450,=42.8894,=0.1193,=82.6568,=68.1283,=54.1294
2022-08-05,=9401.7883,=10154.5428,=2364896180308.7700,=1807578449701,=1172400556290.2456,=43.1738,=0.1208,=82.6568,=68.2279,=54.6243
2022-08-04,=8927.1094,=9640.7240,=2242755625416.2002,=1713968260546,=1114127297102.3762,=40.6335,=0.1015,=82.6568,=68.3065,=54.6868
2022-08-03,=8777.0921,=9478.7147,=2204444658114.3706,=1686553136733,=1094882873973.1252,=39.5713,=0.0877,=82.6568,=68.3852,=54.8691
2022-08-02,=8496.2686,=9175.4428,=2126251319019.0696,=1634672847602,=1059360283178.8644,=38.3247,=0.0558,=82.7044,=68.4217,=54.8691
2022-08-01,=8573.7050,=9259.0693,=2144699027763.5000,=1646906180465,=1069343330227.6166,=38.9978,=0.0684,=82.7044,=68.4583,=54.8846
2022-07-29,=8460.7752,=9137.1121,=2119511972128.2705,=1625700735511,=1055213204036.9504,=38.6031,=0.0629,=82.7044,=68.5050,=54.9616
2022-07-28,=8722.7091,=9419.9845,=2181416560941.1799,=1676047954668,=1087774149192.3480,=39.5632,=0.0826,=82.7044,=68.5517,=55.0070
2022-07-27,=8582.5484,=9266.2549,=2145624307415.2600,=1649615765671,=1070023820296.4230,=38.4240,=0.0575,=82.7044,=68.5716,=55.0378
2022-07-26,=8657.8892,=9347.5976,=2164889096021.5095,=1662656364064,=1079508235937.0392,=38.7923,=0.0632,=82.7206,=68.5916,=55.0378
2022-07-25,=8607.6632,=9293.3705,=2156586894585.4399,=1653347053778,=1073425013772.3672,=38.5976,=0.0605,=82.7206,=68.6352,=55.0707
2022-07-22,=8757.6155,=9455.2683,=2185803488984.4604,=1680889468845,=1091818043232.6960,=39.4550,=0.0732,=82.7206,=68.6788,=55.1465
2022-07-21,=8835.2728,=9539.1119,=2206809708913.2603,=1627123780606,=1101493690662.5764,=40.1139,=0.0846,=82.7206,=68.7616,=55.3104
2022-07-20,=8665.6383,=9355.9639,=2167701722411.0703,=1596213555806,=1080388331441.5792,=39.6032,=0.0777,=82.7206,=68.8445,=55.3295
2022-07-19,=8570.0297,=9252.7389,=2146388182978.2600,=1577460019197,=1068441558400.4364,=39.2207,=0.0693,=82.7374,=68.8498,=55.3295
2022-07-18,=8644.5700,=9333.2173,=2163366513429.4299,=1591431235958,=1077493870290.9038,=39.1854,=0.0680,=82.7374,=68.8552,=55.3628
2022-07-15,=8706.8738,=9400.4844,=2173665205460.8101,=1601292410721,=1085126451880.0856,=38.9418,=0.0624,=82.7374,=68.9981,=55.3989
2022-07-14,=8744.9223,=9441.5640,=2179871332858.6790,=1607486789383,=1089890599591.0576,=39.0503,=0.0653,=82.7374,=69.1411,=55.5911
2022-07-13,=8666.9474,=9353.1058,=2163709476569.6799,=1592844471373,=1080173198972.0583,=38.7907,=0.0612,=82.7374,=69.2317,=55.7117
2022-07-12,=8784.9071,=9479.2830,=2192644459410.1499,=1612975768154,=1094884175633.8618,=39.3458,=0.0641,=82.7400,=69.3224,=55.7117
2022-07-11,=9029.4372,=9743.1412,=2251371834806.0303,=1659066970502,=1124925669310.1753,=40.4005,=0.0756,=82.7400,=69.3429,=55.7524
2022-07-08,=9324.9626,=10062.0255,=2324904659740.9800,=1712453545870,=1161930988529.2429,=41.6005,=0.0871,=82.7400,=69.3635,=55.8411
2022-07-07,=9271.9359,=10004.8074,=2310450288757.6396,=1703653589540,=1155449109086.4106,=41.3815,=0.0815,=82.7400,=69.4014,=55.8655
2022-07-06,=9313.3185,=10049.4609,=2322100704674.1104,=1708922775981,=1161037815896.0264,=41.6422,=0.0860,=82.7400,=69.4393,=55.8882
2022-07-05,=9192.5997,=9919.2003,=2292900609950.3198,=1686552563117,=1146350475301.9131,=41.1273,=0.0789,=82.7469,=69.5043,=55.8882
2022-07-04,=9155.7915,=9879.4827,=2284225785951.3701,=1679306064117,=1141933827694.7554,=41.1742,=0.0790,=82.7469,=69.5693,=55.9084
2022-07-01,=9418.9444,=10163.4357,=2349231091015.3691,=1725412943610,=1174765535173.3950,=42.3926,=0.0849,=82.7469,=69.7108,=55.9710
2022-06-30,=9417.3110,=10161.6732,=2352725814436.3496,=1724204053154,=1175204079347.5295,=42.5860,=0.0865,=82.7469,=69.8523,=55.9968
2022-06-29,=9125.9670,=9846.1127,=2290183008155.9702,=1672229130966,=1139000371533.2903,=41.5573,=0.0794,=82.7469,=69.8981,=56.0020
2022-06-28,=9298.6378,=10031.4223,=2333001001031.1997,=1703459056250,=1160393952529.0728,=42.1298,=0.0824,=82.7929,=69.9438,=56.0020
2022-06-27,=8903.2960,=9604.9254,=2243071292066.7300,=1624499071569,=1111188096163.1711,=40.5040,=0.0767,=82.7929,=69.9619,=56.0211
2022-06-24,=8762.7832,=9453.3394,=2214968889673,=1599643177504,=1093775224068.5128,=40.0982,=0.0754,=82.7929,=69.9800,=56.1077
2022-06-23,=8640.5683,=9318.6839,=2184334835469.9399,=1577868079504,=1078191541681.1040,=39.4407,=0.0653,=82.7929,=70.0935,=56.1790
2022-06-22,=8433.3599,=9095.2136,=2134438261513.2097,=1537648413660,=1052811619892.4775,=38.4353,=0.0596,=82.7929,=70.2070,=56.1864
2022-06-21,=8694.5674,=9376.3048,=2197438089543.4795,=1584052304868,=1085351898144.5348,=39.6065,=0.0684,=82.9136,=70.2898,=56.1864
2022-06-20,=8791.3586,=9480.3425,=2220692766073.8799,=1601215454278,=1097659163586.5052,=40.0067,=0.0700,=82.9136,=70.3727,=56.2183
2022-06-17,=8667.4154,=9346.6858,=2189543293143.4600,=1564437046701,=1082412542256.6052,=39.4784,=0.0642,=82.9136,=70.4382,=56.2627
2022-06-16,=8695.5132,=9375.7984,=2196969206251.3296,=1569738399435,=1085792937907.7034,=39.6372,=0.0673,=82.9136,=70.5037,=56.2754
2022-06-15,=8551.7202,=9220.7559,=2167161249443.6897,=1541608941474,=1068428262530.3531,=39.0321,=0.0615,=82.9136,=70.5148,=56.4117
2022-06-14,=8474.0587,=9137.0186,=2149677956829.6699,=1526264590425,=1058674714362.0120,=38.3467,=0.0587,=82.9367,=70.5259,=56.4117
2022-06-13,=8661.7661,=9339.0223,=2193482835471.2200,=1560927130554,=1081863116553.8846,=39.0471,=0.0602,=82.9367,=70.5439,=56.4136
2022-06-10,=8778.7855,=9465.1914,=1595085282843.6204,=1407912048940,=921928170948.0630,=36.1708,=0.0382,=82.9367,=70.5620,=56.4143
2022-06-09,=8613.9142,=9287.4289,=1566998070211.2004,=1380358915417,=905124509007.1410,=35.4227,=0.0324,=82.9367,=70.7897,=56.4293
2022-06-08,=8897.9410,=9593.6635,=1622415560321.8201,=1426437989145,=935317105450.2870,=36.6029,=0.0398,=82.9367,=71.0175,=56.4748
2022-06-07,=8923.3388,=9620.8157,=1627585036890.7195,=1430840053874,=937775557840.4352,=36.8401,=0.0428,=82.9451,=71.0552,=56.4748
2022-06-06,=9092.1892,=9802.8640,=1660348561164.7500,=1460369320489,=956133101058.8152,=37.3487,=0.0459,=82.9451,=71.0929,=56.4878
2022-06-02,=8852.4406,=9544.3759,=1616485932174.1802,=1421119419739,=930700363116.9896,=36.2216,=0.0370,=82.9451,=71.1336,=56.4978
2022-06-01,=8572.5804,=9234.8529,=1562067928227.7600,=1373273345267,=900963550113.7568,=35.3442,=0.0312,=82.9451,=71.1742,=56.5407
2022-05-31,=8599.7770,=9264.1505,=1566694230648.7900,=1377894550389,=903792898483.7244,=35.4791,=0.0312,=82.9451,=71.1800,=56.6168
2022-05-30,=8439.1385,=9091.1020,=1534878014318.1399,=1351529274608,=886756143651.6193,=34.7558,=0.0253,=83.0113,=71.1857,=56.6168
2022-05-27,=8333.7011,=8977.5191,=1513840358307.9700,=1333778732594,=874716740837.8195,=34.3440,=0.0164,=83.0113,=71.1947,=56.6645
2022-05-26,=8383.3188,=9030.4528,=1522779444342.6399,=1341672880581,=880174888422.8387,=34.6448,=0.0209,=83.0113,=71.2037,=56.7593
2022-05-25,=8448.8275,=9100.4367,=1536476120479.5901,=1352207988212,=887352566327.0138,=34.7521,=0.0209,=83.0113,=71.2154,=56.7852
2022-05-24,=8462.0170,=9114.6434,=1539697970808.4895,=1354817044390,=888953785288.1843,=34.6149,=0.0195,=83.0113,=71.2271,=56.8269
2022-05-23,=8832.1639,=9513.3376,=1606750118638.4602,=1413032813918,=928109338151.6165,=36.2824,=0.0270,=83.0181,=71.2295,=56.8269
2022-05-20,=8754.4737,=9429.6556,=1592246609433.2900,=1399675378444,=919631185582.6814,=35.9561,=0.0255,=83.0181,=71.2318,=56.8443
